context: Hey! Come one, come all! response:	Cigarettes
context: I'd better do my best, too.\Why's this guy at our house?\A lot happened.\Havin' a young man visit gives your mother a reason to cook dinner.\Old hags shouldn't try for sex appeal.\I'm gonna knock yer block off!\Translation: I'll hit you hard enough to dislocate your jaw!\Oh! That's right, Sensei! response:	Earlier, Naru was distributin' these magazines throughout the village.
context: Why's this guy at our house?\A lot happened.\Havin' a young man visit gives your mother a reason to cook dinner.\Old hags shouldn't try for sex appeal.\I'm gonna knock yer block off!\Translation: I'll hit you hard enough to dislocate your jaw!\Oh! That's right, Sensei!\Earlier, Naru was distributin' these magazines throughout the village. response:	Yer real famous, Sensei!
context: A lot happened.\Havin' a young man visit gives your mother a reason to cook dinner.\Old hags shouldn't try for sex appeal.\I'm gonna knock yer block off!\Translation: I'll hit you hard enough to dislocate your jaw!\Oh! That's right, Sensei!\Earlier, Naru was distributin' these magazines throughout the village.\Yer real famous, Sensei! response:	Uh, er...
context: Havin' a young man visit gives your mother a reason to cook dinner.\Old hags shouldn't try for sex appeal.\I'm gonna knock yer block off!\Translation: I'll hit you hard enough to dislocate your jaw!\Oh! That's right, Sensei!\Earlier, Naru was distributin' these magazines throughout the village.\Yer real famous, Sensei!\Uh, er... response:	Please autograph this.
context: Old hags shouldn't try for sex appeal.\I'm gonna knock yer block off!\Translation: I'll hit you hard enough to dislocate your jaw!\Oh! That's right, Sensei!\Earlier, Naru was distributin' these magazines throughout the village.\Yer real famous, Sensei!\Uh, er...\Please autograph this. response:	Does your mother have a grudge against me?
context: I'm gonna knock yer block off!\Translation: I'll hit you hard enough to dislocate your jaw!\Oh! That's right, Sensei!\Earlier, Naru was distributin' these magazines throughout the village.\Yer real famous, Sensei!\Uh, er...\Please autograph this.\Does your mother have a grudge against me? response:	Sorry, I guess...
context: Translation: I'll hit you hard enough to dislocate your jaw!\Oh! That's right, Sensei!\Earlier, Naru was distributin' these magazines throughout the village.\Yer real famous, Sensei!\Uh, er...\Please autograph this.\Does your mother have a grudge against me?\Sorry, I guess... response:	But there's no way he'd have an autogra
context: Oh! That's right, Sensei!\Earlier, Naru was distributin' these magazines throughout the village.\Yer real famous, Sensei!\Uh, er...\Please autograph this.\Does your mother have a grudge against me?\Sorry, I guess...\But there's no way he'd have an autogra response:	Oh, he does...
context: Earlier, Naru was distributin' these magazines throughout the village.\Yer real famous, Sensei!\Uh, er...\Please autograph this.\Does your mother have a grudge against me?\Sorry, I guess...\But there's no way he'd have an autogra\Oh, he does... response:	Uh... you said she was distributing them throughout the village?
context: Yer real famous, Sensei!\Uh, er...\Please autograph this.\Does your mother have a grudge against me?\Sorry, I guess...\But there's no way he'd have an autogra\Oh, he does...\Uh... you said she was distributing them throughout the village? response:	Sensei, we saw them!
context: Uh, er...\Please autograph this.\Does your mother have a grudge against me?\Sorry, I guess...\But there's no way he'd have an autogra\Oh, he does...\Uh... you said she was distributing them throughout the village?\Sensei, we saw them! response:	I knew it...
context: Please autograph this.\Does your mother have a grudge against me?\Sorry, I guess...\But there's no way he'd have an autogra\Oh, he does...\Uh... you said she was distributing them throughout the village?\Sensei, we saw them!\I knew it... response:	These books're from a bookstore in Tokyo!
context: Does your mother have a grudge against me?\Sorry, I guess...\But there's no way he'd have an autogra\Oh, he does...\Uh... you said she was distributing them throughout the village?\Sensei, we saw them!\I knew it...\These books're from a bookstore in Tokyo! response:	Gimme your autograph!
context: Sorry, I guess...\But there's no way he'd have an autogra\Oh, he does...\Uh... you said she was distributing them throughout the village?\Sensei, we saw them!\I knew it...\These books're from a bookstore in Tokyo!\Gimme your autograph! response:	That's a real big deal!
context: But there's no way he'd have an autogra\Oh, he does...\Uh... you said she was distributing them throughout the village?\Sensei, we saw them!\I knew it...\These books're from a bookstore in Tokyo!\Gimme your autograph!\That's a real big deal! response:	I ain't got a signboard, so sign my T-shirt.
context: Oh, he does...\Uh... you said she was distributing them throughout the village?\Sensei, we saw them!\I knew it...\These books're from a bookstore in Tokyo!\Gimme your autograph!\That's a real big deal!\I ain't got a signboard, so sign my T-shirt. response:	He ain't called Sensei for nothin'!
context: Uh... you said she was distributing them throughout the village?\Sensei, we saw them!\I knew it...\These books're from a bookstore in Tokyo!\Gimme your autograph!\That's a real big deal!\I ain't got a signboard, so sign my T-shirt.\He ain't called Sensei for nothin'! response:	To me, calligraphy is...
context: Sensei, we saw them!\I knew it...\These books're from a bookstore in Tokyo!\Gimme your autograph!\That's a real big deal!\I ain't got a signboard, so sign my T-shirt.\He ain't called Sensei for nothin'!\To me, calligraphy is... response:	As I inhale deeply of the refined air...
context: I knew it...\These books're from a bookstore in Tokyo!\Gimme your autograph!\That's a real big deal!\I ain't got a signboard, so sign my T-shirt.\He ain't called Sensei for nothin'!\To me, calligraphy is...\As I inhale deeply of the refined air... response:	No! Stop it!
context: These books're from a bookstore in Tokyo!\Gimme your autograph!\That's a real big deal!\I ain't got a signboard, so sign my T-shirt.\He ain't called Sensei for nothin'!\To me, calligraphy is...\As I inhale deeply of the refined air...\No! Stop it! response:	Luring myself into catharsis...
context: Gimme your autograph!\That's a real big deal!\I ain't got a signboard, so sign my T-shirt.\He ain't called Sensei for nothin'!\To me, calligraphy is...\As I inhale deeply of the refined air...\No! Stop it!\Luring myself into catharsis... response:	I'm going back to Tokyo!
context: That's a real big deal!\I ain't got a signboard, so sign my T-shirt.\He ain't called Sensei for nothin'!\To me, calligraphy is...\As I inhale deeply of the refined air...\No! Stop it!\Luring myself into catharsis...\I'm going back to Tokyo! response:	Filthy Monster Ball!
context: I ain't got a signboard, so sign my T-shirt.\He ain't called Sensei for nothin'!\To me, calligraphy is...\As I inhale deeply of the refined air...\No! Stop it!\Luring myself into catharsis...\I'm going back to Tokyo!\Filthy Monster Ball! response:	Good evening.
context: He ain't called Sensei for nothin'!\To me, calligraphy is...\As I inhale deeply of the refined air...\No! Stop it!\Luring myself into catharsis...\I'm going back to Tokyo!\Filthy Monster Ball!\Good evening. response:	Man 1
context: To me, calligraphy is...\As I inhale deeply of the refined air...\No! Stop it!\Luring myself into catharsis...\I'm going back to Tokyo!\Filthy Monster Ball!\Good evening.\Man 1 response:	Don't keep weird pets!
context: As I inhale deeply of the refined air...\No! Stop it!\Luring myself into catharsis...\I'm going back to Tokyo!\Filthy Monster Ball!\Good evening.\Man 1\Don't keep weird pets! response:	Over there!
context: No! Stop it!\Luring myself into catharsis...\I'm going back to Tokyo!\Filthy Monster Ball!\Good evening.\Man 1\Don't keep weird pets!\Over there! response:	Too loud...
context: Luring myself into catharsis...\I'm going back to Tokyo!\Filthy Monster Ball!\Good evening.\Man 1\Don't keep weird pets!\Over there!\Too loud... response:	Man 3
context: I'm going back to Tokyo!\Filthy Monster Ball!\Good evening.\Man 1\Don't keep weird pets!\Over there!\Too loud...\Man 3 response:	Help me!
context: Filthy Monster Ball!\Good evening.\Man 1\Don't keep weird pets!\Over there!\Too loud...\Man 3\Help me! response:	I'm going back to Tokyo!
context: Good evening.\Man 1\Don't keep weird pets!\Over there!\Too loud...\Man 3\Help me!\I'm going back to Tokyo! response:	Hey, Hiroshi! Hiroshi!
context: Man 1\Don't keep weird pets!\Over there!\Too loud...\Man 3\Help me!\I'm going back to Tokyo!\Hey, Hiroshi! Hiroshi! response:	Isn't that dangerous?
context: Don't keep weird pets!\Over there!\Too loud...\Man 3\Help me!\I'm going back to Tokyo!\Hey, Hiroshi! Hiroshi!\Isn't that dangerous? response:	Sensei, is it okay to let go?!
context: Over there!\Too loud...\Man 3\Help me!\I'm going back to Tokyo!\Hey, Hiroshi! Hiroshi!\Isn't that dangerous?\Sensei, is it okay to let go?! response:	Their army...
context: Too loud...\Man 3\Help me!\I'm going back to Tokyo!\Hey, Hiroshi! Hiroshi!\Isn't that dangerous?\Sensei, is it okay to let go?!\Their army... response:	is increasin'!
