context: Poems by Wakayama Bokusui response:	Was that Nishizono-san?
context: I was waiting for you to ask.\Who do you think I am?\Are you...\Nishizono-san's missing shadow?\Bingo!\Though that's not entirely correct.\About 80 out of 100, maybe?\You see, I don't have a shadow either. response:	Nobody's noticed, though.
context: Who do you think I am?\Are you...\Nishizono-san's missing shadow?\Bingo!\Though that's not entirely correct.\About 80 out of 100, maybe?\You see, I don't have a shadow either.\Nobody's noticed, though. response:	But Mio cared way too much about it.
context: Are you...\Nishizono-san's missing shadow?\Bingo!\Though that's not entirely correct.\About 80 out of 100, maybe?\You see, I don't have a shadow either.\Nobody's noticed, though.\But Mio cared way too much about it. response:	People don't normally stare at your feet, you know?
context: Nishizono-san's missing shadow?\Bingo!\Though that's not entirely correct.\About 80 out of 100, maybe?\You see, I don't have a shadow either.\Nobody's noticed, though.\But Mio cared way too much about it.\People don't normally stare at your feet, you know? response:	But she always has her parasol open and gets nervous.
context: Bingo!\Though that's not entirely correct.\About 80 out of 100, maybe?\You see, I don't have a shadow either.\Nobody's noticed, though.\But Mio cared way too much about it.\People don't normally stare at your feet, you know?\But she always has her parasol open and gets nervous. response:	It's so dumb.
context: Though that's not entirely correct.\About 80 out of 100, maybe?\You see, I don't have a shadow either.\Nobody's noticed, though.\But Mio cared way too much about it.\People don't normally stare at your feet, you know?\But she always has her parasol open and gets nervous.\It's so dumb. response:	And in the end, everyone's going to forget about her.
context: About 80 out of 100, maybe?\You see, I don't have a shadow either.\Nobody's noticed, though.\But Mio cared way too much about it.\People don't normally stare at your feet, you know?\But she always has her parasol open and gets nervous.\It's so dumb.\And in the end, everyone's going to forget about her. response:	Stop it!
context: You see, I don't have a shadow either.\Nobody's noticed, though.\But Mio cared way too much about it.\People don't normally stare at your feet, you know?\But she always has her parasol open and gets nervous.\It's so dumb.\And in the end, everyone's going to forget about her.\Stop it! response:	Don't
context: Nobody's noticed, though.\But Mio cared way too much about it.\People don't normally stare at your feet, you know?\But she always has her parasol open and gets nervous.\It's so dumb.\And in the end, everyone's going to forget about her.\Stop it!\Don't response:	You say that now, but you'll forget about Mio soon as well.
context: But Mio cared way too much about it.\People don't normally stare at your feet, you know?\But she always has her parasol open and gets nervous.\It's so dumb.\And in the end, everyone's going to forget about her.\Stop it!\Don't\You say that now, but you'll forget about Mio soon as well. response:	That won't happen. Ever.
context: People don't normally stare at your feet, you know?\But she always has her parasol open and gets nervous.\It's so dumb.\And in the end, everyone's going to forget about her.\Stop it!\Don't\You say that now, but you'll forget about Mio soon as well.\That won't happen. Ever. response:	Oh?
context: But she always has her parasol open and gets nervous.\It's so dumb.\And in the end, everyone's going to forget about her.\Stop it!\Don't\You say that now, but you'll forget about Mio soon as well.\That won't happen. Ever.\Oh? response:	You think so?
context: It's so dumb.\And in the end, everyone's going to forget about her.\Stop it!\Don't\You say that now, but you'll forget about Mio soon as well.\That won't happen. Ever.\Oh?\You think so? response:	But you've forgotten her already.
context: And in the end, everyone's going to forget about her.\Stop it!\Don't\You say that now, but you'll forget about Mio soon as well.\That won't happen. Ever.\Oh?\You think so?\But you've forgotten her already. response:	You wouldn't have remembered her without this.
context: Stop it!\Don't\You say that now, but you'll forget about Mio soon as well.\That won't happen. Ever.\Oh?\You think so?\But you've forgotten her already.\You wouldn't have remembered her without this. response:	Over here!
context: Don't\You say that now, but you'll forget about Mio soon as well.\That won't happen. Ever.\Oh?\You think so?\But you've forgotten her already.\You wouldn't have remembered her without this.\Over here! response:	Give that back!
context: You say that now, but you'll forget about Mio soon as well.\That won't happen. Ever.\Oh?\You think so?\But you've forgotten her already.\You wouldn't have remembered her without this.\Over here!\Give that back! response:	Here! One, two!
context: That won't happen. Ever.\Oh?\You think so?\But you've forgotten her already.\You wouldn't have remembered her without this.\Over here!\Give that back!\Here! One, two! response:	Stop!
context: Oh?\You think so?\But you've forgotten her already.\You wouldn't have remembered her without this.\Over here!\Give that back!\Here! One, two!\Stop! response:	Though...
context: You think so?\But you've forgotten her already.\You wouldn't have remembered her without this.\Over here!\Give that back!\Here! One, two!\Stop!\Though... response:	I don't need to do this.
context: But you've forgotten her already.\You wouldn't have remembered her without this.\Over here!\Give that back!\Here! One, two!\Stop!\Though...\I don't need to do this. response:	A little more time, and you'll...
context: You wouldn't have remembered her without this.\Over here!\Give that back!\Here! One, two!\Stop!\Though...\I don't need to do this.\A little more time, and you'll... response:	I know.
context: Over here!\Give that back!\Here! One, two!\Stop!\Though...\I don't need to do this.\A little more time, and you'll...\I know. response:	You're desperately trying to hold on to your memories.
context: Give that back!\Here! One, two!\Stop!\Though...\I don't need to do this.\A little more time, and you'll...\I know.\You're desperately trying to hold on to your memories. response:	But it's only a matter of time.
context: Here! One, two!\Stop!\Though...\I don't need to do this.\A little more time, and you'll...\I know.\You're desperately trying to hold on to your memories.\But it's only a matter of time. response:	Your memory of Mio is slowly disappearing.
context: Stop!\Though...\I don't need to do this.\A little more time, and you'll...\I know.\You're desperately trying to hold on to your memories.\But it's only a matter of time.\Your memory of Mio is slowly disappearing. response:	It's getting more and more difficult to remember her.
context: Though...\I don't need to do this.\A little more time, and you'll...\I know.\You're desperately trying to hold on to your memories.\But it's only a matter of time.\Your memory of Mio is slowly disappearing.\It's getting more and more difficult to remember her. response:	Just a little longer, and you'll see me as Mio too.
context: I don't need to do this.\A little more time, and you'll...\I know.\You're desperately trying to hold on to your memories.\But it's only a matter of time.\Your memory of Mio is slowly disappearing.\It's getting more and more difficult to remember her.\Just a little longer, and you'll see me as Mio too. response:	Episode 13
context: A little more time, and you'll...\I know.\You're desperately trying to hold on to your memories.\But it's only a matter of time.\Your memory of Mio is slowly disappearing.\It's getting more and more difficult to remember her.\Just a little longer, and you'll see me as Mio too.\Episode 13 response:	Episode 13
context: I know.\You're desperately trying to hold on to your memories.\But it's only a matter of time.\Your memory of Mio is slowly disappearing.\It's getting more and more difficult to remember her.\Just a little longer, and you'll see me as Mio too.\Episode 13\Episode 13 response:	Episode 13
context: You're desperately trying to hold on to your memories.\But it's only a matter of time.\Your memory of Mio is slowly disappearing.\It's getting more and more difficult to remember her.\Just a little longer, and you'll see me as Mio too.\Episode 13\Episode 13\Episode 13 response:	Where the End Begins
context: But it's only a matter of time.\Your memory of Mio is slowly disappearing.\It's getting more and more difficult to remember her.\Just a little longer, and you'll see me as Mio too.\Episode 13\Episode 13\Episode 13\Where the End Begins response:	Where the End Begins
context: Your memory of Mio is slowly disappearing.\It's getting more and more difficult to remember her.\Just a little longer, and you'll see me as Mio too.\Episode 13\Episode 13\Episode 13\Where the End Begins\Where the End Begins response:	Where the End Begins
context: It's getting more and more difficult to remember her.\Just a little longer, and you'll see me as Mio too.\Episode 13\Episode 13\Episode 13\Where the End Begins\Where the End Begins\Where the End Begins response:	akaneiro no kumo
context: Just a little longer, and you'll see me as Mio too.\Episode 13\Episode 13\Episode 13\Where the End Begins\Where the End Begins\Where the End Begins\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 13\Episode 13\Episode 13\Where the End Begins\Where the End Begins\Where the End Begins\akaneiro no kumo\The clouds, lit bright orange, response:	akaneiro no kumo
context: Episode 13\Episode 13\Where the End Begins\Where the End Begins\Where the End Begins\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 13\Where the End Begins\Where the End Begins\Where the End Begins\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange, response:	omoide mo futatsu
context: Where the End Begins\Where the End Begins\Where the End Begins\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu response:	And two of our memories
context: Where the End Begins\Where the End Begins\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories response:	omoide mo futatsu
context: Where the End Begins\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu response:	And two of our memories
context: akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo response:	Floating far into the distance
context: akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo response:	Floating far into the distance
context: omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance response:	hibiku kane no oto
context: And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto response:	The sound of the bell echoing,
context: omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing, response:	hibiku kane no oto
context: And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto response:	The sound of the bell echoing,
context: tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing, response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	tsuki no ue hitori demo
context: Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	tsuki no ue hitori demo
context: Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	rasen no hate he kaketeyuku yo
context: Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	rasen no hate he kaketeyuku yo
context: Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	kimi wa naita ato waraeru
context: Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	kimi wa naita ato waraeru
context: Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	hazu dakara tte ittan da
context: Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da response:	I said that because I know you can
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can response:	hazu dakara tte ittan da
context: Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da response:	I said that because I know you can
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can response:	bokura no tabi wasuretari shinai yo
context: You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	bokura no tabi wasuretari shinai yo
context: You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	nakusanai you ni mahou kakete
context: I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete response:	I'll cast a little magic so you never lose it,
context: hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it, response:	nakusanai you ni mahou kakete
context: I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete response:	I'll cast a little magic so you never lose it,
context: bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it, response:	sayonara wo tsutaenai
context: You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai response:	And I won't say good-bye
context: bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye response:	sayonara wo tsutaenai
context: You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai response:	And I won't say good-bye
context: nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye response:	arukidasu yo mata itsuka
context: I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka response:	You'll start walking again one day
context: nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day response:	arukidasu yo mata itsuka
context: I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka response:	You'll start walking again one day
context: sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day response:	Everyone's forgotten Nishizono-san.
context: And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\Everyone's forgotten Nishizono-san. response:	But if I forget her too, she'll really disappear.
context: sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\Everyone's forgotten Nishizono-san.\But if I forget her too, she'll really disappear. response:	I can't forget her!
