context: 2:00 Work response:	2:00 Work
context: That's pretty random.\It's okay with me.\Dear customer, how many in your party?\Oh,\My, if it isnt Raku-sama!\Could it be you came to see little ol' me?\Im so glad!\What are you doing? response:	Huh, so you're working part time at this family restaurant.
context: It's okay with me.\Dear customer, how many in your party?\Oh,\My, if it isnt Raku-sama!\Could it be you came to see little ol' me?\Im so glad!\What are you doing?\Huh, so you're working part time at this family restaurant. response:	I really didn't see that coming.
context: Dear customer, how many in your party?\Oh,\My, if it isnt Raku-sama!\Could it be you came to see little ol' me?\Im so glad!\What are you doing?\Huh, so you're working part time at this family restaurant.\I really didn't see that coming. response:	Yes, my father said that I should learn what it's like in the real world so...
context: Oh,\My, if it isnt Raku-sama!\Could it be you came to see little ol' me?\Im so glad!\What are you doing?\Huh, so you're working part time at this family restaurant.\I really didn't see that coming.\Yes, my father said that I should learn what it's like in the real world so... response:	But... can you even hold down a part time job?
context: My, if it isnt Raku-sama!\Could it be you came to see little ol' me?\Im so glad!\What are you doing?\Huh, so you're working part time at this family restaurant.\I really didn't see that coming.\Yes, my father said that I should learn what it's like in the real world so...\But... can you even hold down a part time job? response:	My, that's not very nice of you, Kirisaki-san.
context: Could it be you came to see little ol' me?\Im so glad!\What are you doing?\Huh, so you're working part time at this family restaurant.\I really didn't see that coming.\Yes, my father said that I should learn what it's like in the real world so...\But... can you even hold down a part time job?\My, that's not very nice of you, Kirisaki-san. response:	You might have that opinion of me, but I can handle things better than most.
context: Im so glad!\What are you doing?\Huh, so you're working part time at this family restaurant.\I really didn't see that coming.\Yes, my father said that I should learn what it's like in the real world so...\But... can you even hold down a part time job?\My, that's not very nice of you, Kirisaki-san.\You might have that opinion of me, but I can handle things better than most. response:	Tachibana-chwan! You need to be faster!
context: What are you doing?\Huh, so you're working part time at this family restaurant.\I really didn't see that coming.\Yes, my father said that I should learn what it's like in the real world so...\But... can you even hold down a part time job?\My, that's not very nice of you, Kirisaki-san.\You might have that opinion of me, but I can handle things better than most.\Tachibana-chwan! You need to be faster! response:	There are seven orders waiting to be filled!
context: Huh, so you're working part time at this family restaurant.\I really didn't see that coming.\Yes, my father said that I should learn what it's like in the real world so...\But... can you even hold down a part time job?\My, that's not very nice of you, Kirisaki-san.\You might have that opinion of me, but I can handle things better than most.\Tachibana-chwan! You need to be faster!\There are seven orders waiting to be filled! response:	My, my, manager,
context: I really didn't see that coming.\Yes, my father said that I should learn what it's like in the real world so...\But... can you even hold down a part time job?\My, that's not very nice of you, Kirisaki-san.\You might have that opinion of me, but I can handle things better than most.\Tachibana-chwan! You need to be faster!\There are seven orders waiting to be filled!\My, my, manager, response:	you know nothing good comes form rushing things.
context: Yes, my father said that I should learn what it's like in the real world so...\But... can you even hold down a part time job?\My, that's not very nice of you, Kirisaki-san.\You might have that opinion of me, but I can handle things better than most.\Tachibana-chwan! You need to be faster!\There are seven orders waiting to be filled!\My, my, manager,\you know nothing good comes form rushing things. response:	You're not in a position to be telling me that!
context: But... can you even hold down a part time job?\My, that's not very nice of you, Kirisaki-san.\You might have that opinion of me, but I can handle things better than most.\Tachibana-chwan! You need to be faster!\There are seven orders waiting to be filled!\My, my, manager,\you know nothing good comes form rushing things.\You're not in a position to be telling me that! response:	Now I'm worried.
context: My, that's not very nice of you, Kirisaki-san.\You might have that opinion of me, but I can handle things better than most.\Tachibana-chwan! You need to be faster!\There are seven orders waiting to be filled!\My, my, manager,\you know nothing good comes form rushing things.\You're not in a position to be telling me that!\Now I'm worried. response:	Anyway, let's get this order going.
context: You might have that opinion of me, but I can handle things better than most.\Tachibana-chwan! You need to be faster!\There are seven orders waiting to be filled!\My, my, manager,\you know nothing good comes form rushing things.\You're not in a position to be telling me that!\Now I'm worried.\Anyway, let's get this order going. response:	Ill have the french fries.
context: Tachibana-chwan! You need to be faster!\There are seven orders waiting to be filled!\My, my, manager,\you know nothing good comes form rushing things.\You're not in a position to be telling me that!\Now I'm worried.\Anyway, let's get this order going.\Ill have the french fries. response:	And Ill have the anmitsu sundae.
context: There are seven orders waiting to be filled!\My, my, manager,\you know nothing good comes form rushing things.\You're not in a position to be telling me that!\Now I'm worried.\Anyway, let's get this order going.\Ill have the french fries.\And Ill have the anmitsu sundae. response:	Right away!
context: My, my, manager,\you know nothing good comes form rushing things.\You're not in a position to be telling me that!\Now I'm worried.\Anyway, let's get this order going.\Ill have the french fries.\And Ill have the anmitsu sundae.\Right away! response:	Do you think she's going to be all right?
context: you know nothing good comes form rushing things.\You're not in a position to be telling me that!\Now I'm worried.\Anyway, let's get this order going.\Ill have the french fries.\And Ill have the anmitsu sundae.\Right away!\Do you think she's going to be all right? response:	Yeah... I don't know... Maybe?
context: You're not in a position to be telling me that!\Now I'm worried.\Anyway, let's get this order going.\Ill have the french fries.\And Ill have the anmitsu sundae.\Right away!\Do you think she's going to be all right?\Yeah... I don't know... Maybe? response:	All right. I guess I could check in while I'm up getting some more water.
context: Now I'm worried.\Anyway, let's get this order going.\Ill have the french fries.\And Ill have the anmitsu sundae.\Right away!\Do you think she's going to be all right?\Yeah... I don't know... Maybe?\All right. I guess I could check in while I'm up getting some more water. response:	Tachibana-chan!
context: Anyway, let's get this order going.\Ill have the french fries.\And Ill have the anmitsu sundae.\Right away!\Do you think she's going to be all right?\Yeah... I don't know... Maybe?\All right. I guess I could check in while I'm up getting some more water.\Tachibana-chan! response:	You dropped another plate!
context: Ill have the french fries.\And Ill have the anmitsu sundae.\Right away!\Do you think she's going to be all right?\Yeah... I don't know... Maybe?\All right. I guess I could check in while I'm up getting some more water.\Tachibana-chan!\You dropped another plate! response:	How many dozen does that make now?!
context: And Ill have the anmitsu sundae.\Right away!\Do you think she's going to be all right?\Yeah... I don't know... Maybe?\All right. I guess I could check in while I'm up getting some more water.\Tachibana-chan!\You dropped another plate!\How many dozen does that make now?! response:	This can't possibly end well!
context: Right away!\Do you think she's going to be all right?\Yeah... I don't know... Maybe?\All right. I guess I could check in while I'm up getting some more water.\Tachibana-chan!\You dropped another plate!\How many dozen does that make now?!\This can't possibly end well! response:	You're right, manager.
context: Do you think she's going to be all right?\Yeah... I don't know... Maybe?\All right. I guess I could check in while I'm up getting some more water.\Tachibana-chan!\You dropped another plate!\How many dozen does that make now?!\This can't possibly end well!\You're right, manager. response:	These plates are really slippery.
context: Yeah... I don't know... Maybe?\All right. I guess I could check in while I'm up getting some more water.\Tachibana-chan!\You dropped another plate!\How many dozen does that make now?!\This can't possibly end well!\You're right, manager.\These plates are really slippery. response:	You should probably file a complaint with headquarters!
context: All right. I guess I could check in while I'm up getting some more water.\Tachibana-chan!\You dropped another plate!\How many dozen does that make now?!\This can't possibly end well!\You're right, manager.\These plates are really slippery.\You should probably file a complaint with headquarters! response:	Youre the only one who has dropped this many!
context: Tachibana-chan!\You dropped another plate!\How many dozen does that make now?!\This can't possibly end well!\You're right, manager.\These plates are really slippery.\You should probably file a complaint with headquarters!\Youre the only one who has dropped this many! response:	Just leave it. Go take the food to the table for now...
context: You dropped another plate!\How many dozen does that make now?!\This can't possibly end well!\You're right, manager.\These plates are really slippery.\You should probably file a complaint with headquarters!\Youre the only one who has dropped this many!\Just leave it. Go take the food to the table for now... response:	And listen, no being rude to the customers.
context: How many dozen does that make now?!\This can't possibly end well!\You're right, manager.\These plates are really slippery.\You should probably file a complaint with headquarters!\Youre the only one who has dropped this many!\Just leave it. Go take the food to the table for now...\And listen, no being rude to the customers. response:	Okay! Right away, manager!
context: This can't possibly end well!\You're right, manager.\These plates are really slippery.\You should probably file a complaint with headquarters!\Youre the only one who has dropped this many!\Just leave it. Go take the food to the table for now...\And listen, no being rude to the customers.\Okay! Right away, manager! response:	And be sure to tell the customers about their food!
context: You're right, manager.\These plates are really slippery.\You should probably file a complaint with headquarters!\Youre the only one who has dropped this many!\Just leave it. Go take the food to the table for now...\And listen, no being rude to the customers.\Okay! Right away, manager!\And be sure to tell the customers about their food! response:	Understood!
context: These plates are really slippery.\You should probably file a complaint with headquarters!\Youre the only one who has dropped this many!\Just leave it. Go take the food to the table for now...\And listen, no being rude to the customers.\Okay! Right away, manager!\And be sure to tell the customers about their food!\Understood! response:	Whoa there...
context: You should probably file a complaint with headquarters!\Youre the only one who has dropped this many!\Just leave it. Go take the food to the table for now...\And listen, no being rude to the customers.\Okay! Right away, manager!\And be sure to tell the customers about their food!\Understood!\Whoa there... response:	A minute ago...
context: Youre the only one who has dropped this many!\Just leave it. Go take the food to the table for now...\And listen, no being rude to the customers.\Okay! Right away, manager!\And be sure to tell the customers about their food!\Understood!\Whoa there...\A minute ago... response:	Sorry for the wait!
context: Just leave it. Go take the food to the table for now...\And listen, no being rude to the customers.\Okay! Right away, manager!\And be sure to tell the customers about their food!\Understood!\Whoa there...\A minute ago...\Sorry for the wait! response:	Here you are!
context: And listen, no being rude to the customers.\Okay! Right away, manager!\And be sure to tell the customers about their food!\Understood!\Whoa there...\A minute ago...\Sorry for the wait!\Here you are! response:	This is your cheap piece of meat.
