context: Um... response:	Experiment Result: Human is dead,
context: I'm sorry!\The cart is broken.\Why do I have to do this with you?\Shut up and carry it.\We've got a long way to go.\Hey...\What?\It's nothing! response:	What's with your provocations?
context: The cart is broken.\Why do I have to do this with you?\Shut up and carry it.\We've got a long way to go.\Hey...\What?\It's nothing!\What's with your provocations? response:	Wait!
context: Why do I have to do this with you?\Shut up and carry it.\We've got a long way to go.\Hey...\What?\It's nothing!\What's with your provocations?\Wait! response:	If you carry it like that, I'll have to walk backwards!
context: Shut up and carry it.\We've got a long way to go.\Hey...\What?\It's nothing!\What's with your provocations?\Wait!\If you carry it like that, I'll have to walk backwards! response:	Start walking, assistant!
context: We've got a long way to go.\Hey...\What?\It's nothing!\What's with your provocations?\Wait!\If you carry it like that, I'll have to walk backwards!\Start walking, assistant! response:	I can't...
context: Hey...\What?\It's nothing!\What's with your provocations?\Wait!\If you carry it like that, I'll have to walk backwards!\Start walking, assistant!\I can't... response:	I can't do this walking backwards!
context: What?\It's nothing!\What's with your provocations?\Wait!\If you carry it like that, I'll have to walk backwards!\Start walking, assistant!\I can't...\I can't do this walking backwards! response:	You can do it, assistant!
context: It's nothing!\What's with your provocations?\Wait!\If you carry it like that, I'll have to walk backwards!\Start walking, assistant!\I can't...\I can't do this walking backwards!\You can do it, assistant! response:	Thanks for the words of support. But no!
context: What's with your provocations?\Wait!\If you carry it like that, I'll have to walk backwards!\Start walking, assistant!\I can't...\I can't do this walking backwards!\You can do it, assistant!\Thanks for the words of support. But no! response:	I suggest we walk sideways!
context: Wait!\If you carry it like that, I'll have to walk backwards!\Start walking, assistant!\I can't...\I can't do this walking backwards!\You can do it, assistant!\Thanks for the words of support. But no!\I suggest we walk sideways! response:	Actually, we need to!
context: If you carry it like that, I'll have to walk backwards!\Start walking, assistant!\I can't...\I can't do this walking backwards!\You can do it, assistant!\Thanks for the words of support. But no!\I suggest we walk sideways!\Actually, we need to! response:	I'm going to trip!
context: Start walking, assistant!\I can't...\I can't do this walking backwards!\You can do it, assistant!\Thanks for the words of support. But no!\I suggest we walk sideways!\Actually, we need to!\I'm going to trip! response:	ED
context: I can't...\I can't do this walking backwards!\You can do it, assistant!\Thanks for the words of support. But no!\I suggest we walk sideways!\Actually, we need to!\I'm going to trip!\ED response:	kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai
context: I can't do this walking backwards!\You can do it, assistant!\Thanks for the words of support. But no!\I suggest we walk sideways!\Actually, we need to!\I'm going to trip!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai response:	We cannot escape the 12 merciless truths and the controlled oath we took
context: You can do it, assistant!\Thanks for the words of support. But no!\I suggest we walk sideways!\Actually, we need to!\I'm going to trip!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took response:	ansoku no asu wo negattara
context: Thanks for the words of support. But no!\I suggest we walk sideways!\Actually, we need to!\I'm going to trip!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara response:	If we wish for a tomorrow full of rest
context: I suggest we walk sideways!\Actually, we need to!\I'm going to trip!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest response:	te no naka no toutoi jishou no chihei he
context: Actually, we need to!\I'm going to trip!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he response:	to be given to the precious event horizon in our hands
context: I'm going to trip!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands response:	toraware shi meiyaku arawareta gishou no rinkaku
context: ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku response:	the promise we made in captivity turns out to be a phantom
context: kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	habatake butterfly
context: to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly response:	A flapping butterfly
context: toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly response:	kiseki no butterfly
context: the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly response:	A miraculous butterfly
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly response:	anata he sasageru
context: The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru response:	I will consecrate them to you
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you response:	namida no butterfly
context: The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly response:	A butterfly of tears
context: habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears response:	mabushii butterfly
context: A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly response:	A radiant butterfly
context: kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly response:	subete ga ima kakikaerareru
context: A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru response:	Everything may now be rewritten
context: anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten response:	subete ga ima kakikaerareru
context: I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten\subete ga ima kakikaerareru response:	Everything may now be rewritten
