context: Japanese language: Zero. response:	Math: Zero.
context: Akasaka Ryunosuke : Oh, and one more thing...\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. Ryunosuke-sama has logged out.\In other words, it's a complete failure...\Concept Enjoyment Plan Target Target Age Target Sex\Corrections Include Images Ask Misaki-senpai... Problems Images? Think hard! Color? Explain... how? response:	H-Hey, Shiina!
context: Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. Ryunosuke-sama has logged out.\In other words, it's a complete failure...\Concept Enjoyment Plan Target Target Age Target Sex\Corrections Include Images Ask Misaki-senpai... Problems Images? Think hard! Color? Explain... how?\H-Hey, Shiina! response:	What?
context: Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. Ryunosuke-sama has logged out.\In other words, it's a complete failure...\Concept Enjoyment Plan Target Target Age Target Sex\Corrections Include Images Ask Misaki-senpai... Problems Images? Think hard! Color? Explain... how?\H-Hey, Shiina!\What? response:	What do you mean, what?! What are you doing?!
context: Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now.\Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. Ryunosuke-sama has logged out.\In other words, it's a complete failure...\Concept Enjoyment Plan Target Target Age Target Sex\Corrections Include Images Ask Misaki-senpai... Problems Images? Think hard! Color? Explain... how?\H-Hey, Shiina!\What?\What do you mean, what?! What are you doing?! response:	I'm sleeping.
context: Akasaka Ryunosuke : Oh, and one more thing... Akasaka Ryunosuke : You should include images. Akasaka Ryunosuke : It'll make your pitch much more appealing than reams of endless text. Akasaka Ryunosuke : Signing off now. Ryunosuke-sama has logged out.\In other words, it's a complete failure...\Concept Enjoyment Plan Target Target Age Target Sex\Corrections Include Images Ask Misaki-senpai... Problems Images? Think hard! Color? Explain... how?\H-Hey, Shiina!\What?\What do you mean, what?! What are you doing?!\I'm sleeping. response:	Sleep in your own room!
context: In other words, it's a complete failure...\Concept Enjoyment Plan Target Target Age Target Sex\Corrections Include Images Ask Misaki-senpai... Problems Images? Think hard! Color? Explain... how?\H-Hey, Shiina!\What?\What do you mean, what?! What are you doing?!\I'm sleeping.\Sleep in your own room! response:	Nanami would come to wake me up in the morning.
context: Concept Enjoyment Plan Target Target Age Target Sex\Corrections Include Images Ask Misaki-senpai... Problems Images? Think hard! Color? Explain... how?\H-Hey, Shiina!\What?\What do you mean, what?! What are you doing?!\I'm sleeping.\Sleep in your own room!\Nanami would come to wake me up in the morning. response:	Have you been working on your storyboards until now?
context: Corrections Include Images Ask Misaki-senpai... Problems Images? Think hard! Color? Explain... how?\H-Hey, Shiina!\What?\What do you mean, what?! What are you doing?!\I'm sleeping.\Sleep in your own room!\Nanami would come to wake me up in the morning.\Have you been working on your storyboards until now? response:	Yes...
context: H-Hey, Shiina!\What?\What do you mean, what?! What are you doing?!\I'm sleeping.\Sleep in your own room!\Nanami would come to wake me up in the morning.\Have you been working on your storyboards until now?\Yes... response:	Don't sleep! This isn't good, Shiina!
context: What?\What do you mean, what?! What are you doing?!\I'm sleeping.\Sleep in your own room!\Nanami would come to wake me up in the morning.\Have you been working on your storyboards until now?\Yes...\Don't sleep! This isn't good, Shiina! response:	Sorata.
context: What do you mean, what?! What are you doing?!\I'm sleeping.\Sleep in your own room!\Nanami would come to wake me up in the morning.\Have you been working on your storyboards until now?\Yes...\Don't sleep! This isn't good, Shiina!\Sorata. response:	Huh?
context: I'm sleeping.\Sleep in your own room!\Nanami would come to wake me up in the morning.\Have you been working on your storyboards until now?\Yes...\Don't sleep! This isn't good, Shiina!\Sorata.\Huh? response:	When it's just the two of us, call me Mashiro.
context: Sleep in your own room!\Nanami would come to wake me up in the morning.\Have you been working on your storyboards until now?\Yes...\Don't sleep! This isn't good, Shiina!\Sorata.\Huh?\When it's just the two of us, call me Mashiro. response:	O-Okay.
context: Nanami would come to wake me up in the morning.\Have you been working on your storyboards until now?\Yes...\Don't sleep! This isn't good, Shiina!\Sorata.\Huh?\When it's just the two of us, call me Mashiro.\O-Okay. response:	Mashiro...
context: Have you been working on your storyboards until now?\Yes...\Don't sleep! This isn't good, Shiina!\Sorata.\Huh?\When it's just the two of us, call me Mashiro.\O-Okay.\Mashiro... response:	Are you making any progress on your storyboards?
context: Yes...\Don't sleep! This isn't good, Shiina!\Sorata.\Huh?\When it's just the two of us, call me Mashiro.\O-Okay.\Mashiro...\Are you making any progress on your storyboards? response:	No...
context: Don't sleep! This isn't good, Shiina!\Sorata.\Huh?\When it's just the two of us, call me Mashiro.\O-Okay.\Mashiro...\Are you making any progress on your storyboards?\No... response:	Have you been getting enough sleep?
context: Sorata.\Huh?\When it's just the two of us, call me Mashiro.\O-Okay.\Mashiro...\Are you making any progress on your storyboards?\No...\Have you been getting enough sleep? response:	Not really...
context: Huh?\When it's just the two of us, call me Mashiro.\O-Okay.\Mashiro...\Are you making any progress on your storyboards?\No...\Have you been getting enough sleep?\Not really... response:	Because you're not making any progress?
context: When it's just the two of us, call me Mashiro.\O-Okay.\Mashiro...\Are you making any progress on your storyboards?\No...\Have you been getting enough sleep?\Not really...\Because you're not making any progress? response:	I don't know...
context: O-Okay.\Mashiro...\Are you making any progress on your storyboards?\No...\Have you been getting enough sleep?\Not really...\Because you're not making any progress?\I don't know... response:	Shiina... I mean, Mashiro,
context: Mashiro...\Are you making any progress on your storyboards?\No...\Have you been getting enough sleep?\Not really...\Because you're not making any progress?\I don't know...\Shiina... I mean, Mashiro, response:	when is the magazine featuring your debut going to be published?
context: Are you making any progress on your storyboards?\No...\Have you been getting enough sleep?\Not really...\Because you're not making any progress?\I don't know...\Shiina... I mean, Mashiro,\when is the magazine featuring your debut going to be published? response:	On the 10th...
context: No...\Have you been getting enough sleep?\Not really...\Because you're not making any progress?\I don't know...\Shiina... I mean, Mashiro,\when is the magazine featuring your debut going to be published?\On the 10th... response:	Do you want to go buy it together?
context: Have you been getting enough sleep?\Not really...\Because you're not making any progress?\I don't know...\Shiina... I mean, Mashiro,\when is the magazine featuring your debut going to be published?\On the 10th...\Do you want to go buy it together? response:	I bet you're excited.
context: Not really...\Because you're not making any progress?\I don't know...\Shiina... I mean, Mashiro,\when is the magazine featuring your debut going to be published?\On the 10th...\Do you want to go buy it together?\I bet you're excited. response:	It's the first time your manga will be in print.
context: Because you're not making any progress?\I don't know...\Shiina... I mean, Mashiro,\when is the magazine featuring your debut going to be published?\On the 10th...\Do you want to go buy it together?\I bet you're excited.\It's the first time your manga will be in print. response:	I knew this would happen...
context: I don't know...\Shiina... I mean, Mashiro,\when is the magazine featuring your debut going to be published?\On the 10th...\Do you want to go buy it together?\I bet you're excited.\It's the first time your manga will be in print.\I knew this would happen... response:	Aoyama?
context: Shiina... I mean, Mashiro,\when is the magazine featuring your debut going to be published?\On the 10th...\Do you want to go buy it together?\I bet you're excited.\It's the first time your manga will be in print.\I knew this would happen...\Aoyama? response:	Kanda-kun, I knew you were after my body.
context: when is the magazine featuring your debut going to be published?\On the 10th...\Do you want to go buy it together?\I bet you're excited.\It's the first time your manga will be in print.\I knew this would happen...\Aoyama?\Kanda-kun, I knew you were after my body. response:	What?
context: On the 10th...\Do you want to go buy it together?\I bet you're excited.\It's the first time your manga will be in print.\I knew this would happen...\Aoyama?\Kanda-kun, I knew you were after my body.\What? response:	I was stupid to trust you...
context: Do you want to go buy it together?\I bet you're excited.\It's the first time your manga will be in print.\I knew this would happen...\Aoyama?\Kanda-kun, I knew you were after my body.\What?\I was stupid to trust you... response:	W-Wait!
context: I bet you're excited.\It's the first time your manga will be in print.\I knew this would happen...\Aoyama?\Kanda-kun, I knew you were after my body.\What?\I was stupid to trust you...\W-Wait! response:	Calm down! Look at the situation!
context: It's the first time your manga will be in print.\I knew this would happen...\Aoyama?\Kanda-kun, I knew you were after my body.\What?\I was stupid to trust you...\W-Wait!\Calm down! Look at the situation! response:	What are you talking about?
context: I knew this would happen...\Aoyama?\Kanda-kun, I knew you were after my body.\What?\I was stupid to trust you...\W-Wait!\Calm down! Look at the situation!\What are you talking about? response:	You snuck into a girl's room to
context: Aoyama?\Kanda-kun, I knew you were after my body.\What?\I was stupid to trust you...\W-Wait!\Calm down! Look at the situation!\What are you talking about?\You snuck into a girl's room to response:	Huh? What?
context: Kanda-kun, I knew you were after my body.\What?\I was stupid to trust you...\W-Wait!\Calm down! Look at the situation!\What are you talking about?\You snuck into a girl's room to\Huh? What? response:	Sorry!
context: What?\I was stupid to trust you...\W-Wait!\Calm down! Look at the situation!\What are you talking about?\You snuck into a girl's room to\Huh? What?\Sorry! response:	I'm really sorry!
context: I was stupid to trust you...\W-Wait!\Calm down! Look at the situation!\What are you talking about?\You snuck into a girl's room to\Huh? What?\Sorry!\I'm really sorry! response:	It's fine.
context: W-Wait!\Calm down! Look at the situation!\What are you talking about?\You snuck into a girl's room to\Huh? What?\Sorry!\I'm really sorry!\It's fine. response:	Why were you sleeping down here, anyway?
context: Calm down! Look at the situation!\What are you talking about?\You snuck into a girl's room to\Huh? What?\Sorry!\I'm really sorry!\It's fine.\Why were you sleeping down here, anyway? response:	I felt like I'd fall asleep if I went back to my room.
context: What are you talking about?\You snuck into a girl's room to\Huh? What?\Sorry!\I'm really sorry!\It's fine.\Why were you sleeping down here, anyway?\I felt like I'd fall asleep if I went back to my room. response:	I have a presentation at my training school,
context: You snuck into a girl's room to\Huh? What?\Sorry!\I'm really sorry!\It's fine.\Why were you sleeping down here, anyway?\I felt like I'd fall asleep if I went back to my room.\I have a presentation at my training school, response:	so I need to memorize my lines...
context: Huh? What?\Sorry!\I'm really sorry!\It's fine.\Why were you sleeping down here, anyway?\I felt like I'd fall asleep if I went back to my room.\I have a presentation at my training school,\so I need to memorize my lines... response:	When's that?
context: Sorry!\I'm really sorry!\It's fine.\Why were you sleeping down here, anyway?\I felt like I'd fall asleep if I went back to my room.\I have a presentation at my training school,\so I need to memorize my lines...\When's that? response:	The 10th.
context: I'm really sorry!\It's fine.\Why were you sleeping down here, anyway?\I felt like I'd fall asleep if I went back to my room.\I have a presentation at my training school,\so I need to memorize my lines...\When's that?\The 10th. response:	The 10th?
context: It's fine.\Why were you sleeping down here, anyway?\I felt like I'd fall asleep if I went back to my room.\I have a presentation at my training school,\so I need to memorize my lines...\When's that?\The 10th.\The 10th? response:	You don't have time for Mashiro Duty.
context: Why were you sleeping down here, anyway?\I felt like I'd fall asleep if I went back to my room.\I have a presentation at my training school,\so I need to memorize my lines...\When's that?\The 10th.\The 10th?\You don't have time for Mashiro Duty. response:	It's okay. I've still got a few days.
context: I felt like I'd fall asleep if I went back to my room.\I have a presentation at my training school,\so I need to memorize my lines...\When's that?\The 10th.\The 10th?\You don't have time for Mashiro Duty.\It's okay. I've still got a few days. response:	It's my turn to clean this week!
context: I have a presentation at my training school,\so I need to memorize my lines...\When's that?\The 10th.\The 10th?\You don't have time for Mashiro Duty.\It's okay. I've still got a few days.\It's my turn to clean this week! response:	I need to put out the garbage!
context: so I need to memorize my lines...\When's that?\The 10th.\The 10th?\You don't have time for Mashiro Duty.\It's okay. I've still got a few days.\It's my turn to clean this week!\I need to put out the garbage! response:	I'll do it.
context: When's that?\The 10th.\The 10th?\You don't have time for Mashiro Duty.\It's okay. I've still got a few days.\It's my turn to clean this week!\I need to put out the garbage!\I'll do it. response:	You get some rest.
context: The 10th.\The 10th?\You don't have time for Mashiro Duty.\It's okay. I've still got a few days.\It's my turn to clean this week!\I need to put out the garbage!\I'll do it.\You get some rest. response:	It's okay! It'll only take a second.
context: The 10th?\You don't have time for Mashiro Duty.\It's okay. I've still got a few days.\It's my turn to clean this week!\I need to put out the garbage!\I'll do it.\You get some rest.\It's okay! It'll only take a second. response:	You should accept the kindness of others.
context: You don't have time for Mashiro Duty.\It's okay. I've still got a few days.\It's my turn to clean this week!\I need to put out the garbage!\I'll do it.\You get some rest.\It's okay! It'll only take a second.\You should accept the kindness of others. response:	Why are you being so stubborn about this?
context: It's okay. I've still got a few days.\It's my turn to clean this week!\I need to put out the garbage!\I'll do it.\You get some rest.\It's okay! It'll only take a second.\You should accept the kindness of others.\Why are you being so stubborn about this? response:	I'm not being stubborn!
context: It's my turn to clean this week!\I need to put out the garbage!\I'll do it.\You get some rest.\It's okay! It'll only take a second.\You should accept the kindness of others.\Why are you being so stubborn about this?\I'm not being stubborn! response:	You're the one who should stop being so forceful!
context: I need to put out the garbage!\I'll do it.\You get some rest.\It's okay! It'll only take a second.\You should accept the kindness of others.\Why are you being so stubborn about this?\I'm not being stubborn!\You're the one who should stop being so forceful! response:	What are you talking about?
context: I'll do it.\You get some rest.\It's okay! It'll only take a second.\You should accept the kindness of others.\Why are you being so stubborn about this?\I'm not being stubborn!\You're the one who should stop being so forceful!\What are you talking about? response:	I can do everything myself, so you don't need to worry!
context: You get some rest.\It's okay! It'll only take a second.\You should accept the kindness of others.\Why are you being so stubborn about this?\I'm not being stubborn!\You're the one who should stop being so forceful!\What are you talking about?\I can do everything myself, so you don't need to worry! response:	I don't need your help!
context: It's okay! It'll only take a second.\You should accept the kindness of others.\Why are you being so stubborn about this?\I'm not being stubborn!\You're the one who should stop being so forceful!\What are you talking about?\I can do everything myself, so you don't need to worry!\I don't need your help! response:	How can someone who fell asleep down here say that?!
context: You should accept the kindness of others.\Why are you being so stubborn about this?\I'm not being stubborn!\You're the one who should stop being so forceful!\What are you talking about?\I can do everything myself, so you don't need to worry!\I don't need your help!\How can someone who fell asleep down here say that?! response:	You're pushing yourself too hard!
context: Why are you being so stubborn about this?\I'm not being stubborn!\You're the one who should stop being so forceful!\What are you talking about?\I can do everything myself, so you don't need to worry!\I don't need your help!\How can someone who fell asleep down here say that?!\You're pushing yourself too hard! response:	Mind your own business!
context: I'm not being stubborn!\You're the one who should stop being so forceful!\What are you talking about?\I can do everything myself, so you don't need to worry!\I don't need your help!\How can someone who fell asleep down here say that?!\You're pushing yourself too hard!\Mind your own business! response:	I slept just fine, so it's no big deal!
context: You're the one who should stop being so forceful!\What are you talking about?\I can do everything myself, so you don't need to worry!\I don't need your help!\How can someone who fell asleep down here say that?!\You're pushing yourself too hard!\Mind your own business!\I slept just fine, so it's no big deal! response:	Fine! Do whatever you want!
context: What are you talking about?\I can do everything myself, so you don't need to worry!\I don't need your help!\How can someone who fell asleep down here say that?!\You're pushing yourself too hard!\Mind your own business!\I slept just fine, so it's no big deal!\Fine! Do whatever you want! response:	I will!
context: I can do everything myself, so you don't need to worry!\I don't need your help!\How can someone who fell asleep down here say that?!\You're pushing yourself too hard!\Mind your own business!\I slept just fine, so it's no big deal!\Fine! Do whatever you want!\I will! response:	Whoops.
context: I don't need your help!\How can someone who fell asleep down here say that?!\You're pushing yourself too hard!\Mind your own business!\I slept just fine, so it's no big deal!\Fine! Do whatever you want!\I will!\Whoops. response:	I appreciate the thought,
context: How can someone who fell asleep down here say that?!\You're pushing yourself too hard!\Mind your own business!\I slept just fine, so it's no big deal!\Fine! Do whatever you want!\I will!\Whoops.\I appreciate the thought, response:	but I just went three rounds with Rumi-san,
context: You're pushing yourself too hard!\Mind your own business!\I slept just fine, so it's no big deal!\Fine! Do whatever you want!\I will!\Whoops.\I appreciate the thought,\but I just went three rounds with Rumi-san, response:	so I'm beat.
context: Mind your own business!\I slept just fine, so it's no big deal!\Fine! Do whatever you want!\I will!\Whoops.\I appreciate the thought,\but I just went three rounds with Rumi-san,\so I'm beat. response:	Maybe another time.
context: I slept just fine, so it's no big deal!\Fine! Do whatever you want!\I will!\Whoops.\I appreciate the thought,\but I just went three rounds with Rumi-san,\so I'm beat.\Maybe another time. response:	You're both getting in the way of my cleaning, so just get out!
context: Fine! Do whatever you want!\I will!\Whoops.\I appreciate the thought,\but I just went three rounds with Rumi-san,\so I'm beat.\Maybe another time.\You're both getting in the way of my cleaning, so just get out! response:	Also, Senpai, you should stop ignoring the rules about curfews
context: I will!\Whoops.\I appreciate the thought,\but I just went three rounds with Rumi-san,\so I'm beat.\Maybe another time.\You're both getting in the way of my cleaning, so just get out!\Also, Senpai, you should stop ignoring the rules about curfews response:	and permissions to stay out late!
context: Whoops.\I appreciate the thought,\but I just went three rounds with Rumi-san,\so I'm beat.\Maybe another time.\You're both getting in the way of my cleaning, so just get out!\Also, Senpai, you should stop ignoring the rules about curfews\and permissions to stay out late! response:	Did you have a fight?
context: I appreciate the thought,\but I just went three rounds with Rumi-san,\so I'm beat.\Maybe another time.\You're both getting in the way of my cleaning, so just get out!\Also, Senpai, you should stop ignoring the rules about curfews\and permissions to stay out late!\Did you have a fight? response:	No...
context: but I just went three rounds with Rumi-san,\so I'm beat.\Maybe another time.\You're both getting in the way of my cleaning, so just get out!\Also, Senpai, you should stop ignoring the rules about curfews\and permissions to stay out late!\Did you have a fight?\No... response:	We didn't fight!
context: so I'm beat.\Maybe another time.\You're both getting in the way of my cleaning, so just get out!\Also, Senpai, you should stop ignoring the rules about curfews\and permissions to stay out late!\Did you have a fight?\No...\We didn't fight! response:	Sorry you got caught up in this.
context: Maybe another time.\You're both getting in the way of my cleaning, so just get out!\Also, Senpai, you should stop ignoring the rules about curfews\and permissions to stay out late!\Did you have a fight?\No...\We didn't fight!\Sorry you got caught up in this. response:	It's okay. I never could've said all that.
context: You're both getting in the way of my cleaning, so just get out!\Also, Senpai, you should stop ignoring the rules about curfews\and permissions to stay out late!\Did you have a fight?\No...\We didn't fight!\Sorry you got caught up in this.\It's okay. I never could've said all that. response:	Asking someone who's so stubborn why they're being...
context: Also, Senpai, you should stop ignoring the rules about curfews\and permissions to stay out late!\Did you have a fight?\No...\We didn't fight!\Sorry you got caught up in this.\It's okay. I never could've said all that.\Asking someone who's so stubborn why they're being... response:	so stubborn.
context: and permissions to stay out late!\Did you have a fight?\No...\We didn't fight!\Sorry you got caught up in this.\It's okay. I never could've said all that.\Asking someone who's so stubborn why they're being...\so stubborn. response:	Were you listening again?
context: Did you have a fight?\No...\We didn't fight!\Sorry you got caught up in this.\It's okay. I never could've said all that.\Asking someone who's so stubborn why they're being...\so stubborn.\Were you listening again? response:	Don't forget to make up with her.
context: No...\We didn't fight!\Sorry you got caught up in this.\It's okay. I never could've said all that.\Asking someone who's so stubborn why they're being...\so stubborn.\Were you listening again?\Don't forget to make up with her. response:	What's wrong?
context: We didn't fight!\Sorry you got caught up in this.\It's okay. I never could've said all that.\Asking someone who's so stubborn why they're being...\so stubborn.\Were you listening again?\Don't forget to make up with her.\What's wrong? response:	Um, Shiina's sleeping in my room right now,
context: Sorry you got caught up in this.\It's okay. I never could've said all that.\Asking someone who's so stubborn why they're being...\so stubborn.\Were you listening again?\Don't forget to make up with her.\What's wrong?\Um, Shiina's sleeping in my room right now, response:	so I was wondering if
context: It's okay. I never could've said all that.\Asking someone who's so stubborn why they're being...\so stubborn.\Were you listening again?\Don't forget to make up with her.\What's wrong?\Um, Shiina's sleeping in my room right now,\so I was wondering if response:	What?
context: Asking someone who's so stubborn why they're being...\so stubborn.\Were you listening again?\Don't forget to make up with her.\What's wrong?\Um, Shiina's sleeping in my room right now,\so I was wondering if\What? response:	Where am I supposed to sleep?
context: so stubborn.\Were you listening again?\Don't forget to make up with her.\What's wrong?\Um, Shiina's sleeping in my room right now,\so I was wondering if\What?\Where am I supposed to sleep? response:	I guess it doesn't matter. It's morning already...
context: Were you listening again?\Don't forget to make up with her.\What's wrong?\Um, Shiina's sleeping in my room right now,\so I was wondering if\What?\Where am I supposed to sleep?\I guess it doesn't matter. It's morning already... response:	05 The Serious Girl of Sakura Hall
context: Don't forget to make up with her.\What's wrong?\Um, Shiina's sleeping in my room right now,\so I was wondering if\What?\Where am I supposed to sleep?\I guess it doesn't matter. It's morning already...\05 The Serious Girl of Sakura Hall response:	Youth is synonymous with hassle.
context: What's wrong?\Um, Shiina's sleeping in my room right now,\so I was wondering if\What?\Where am I supposed to sleep?\I guess it doesn't matter. It's morning already...\05 The Serious Girl of Sakura Hall\Youth is synonymous with hassle. response:	06 The Blue After the Rain
context: Um, Shiina's sleeping in my room right now,\so I was wondering if\What?\Where am I supposed to sleep?\I guess it doesn't matter. It's morning already...\05 The Serious Girl of Sakura Hall\Youth is synonymous with hassle.\06 The Blue After the Rain response:	Even if you mess up, you can just drink and puke, drink and puke,
context: so I was wondering if\What?\Where am I supposed to sleep?\I guess it doesn't matter. It's morning already...\05 The Serious Girl of Sakura Hall\Youth is synonymous with hassle.\06 The Blue After the Rain\Even if you mess up, you can just drink and puke, drink and puke, response:	and pretend you forgot everything that happened.
context: What?\Where am I supposed to sleep?\I guess it doesn't matter. It's morning already...\05 The Serious Girl of Sakura Hall\Youth is synonymous with hassle.\06 The Blue After the Rain\Even if you mess up, you can just drink and puke, drink and puke,\and pretend you forgot everything that happened. response:	Hey, mister, give me a Hoppy. Heavy on the shochu.
