context: Five minutes to curtain! response:	What should I name the way I'm feeling right now?
context: When I heard that voice drifting high into the sky\tooi shourai ki ni natte\I felt uneasy about the distant future\shiroi kanousei sawatta\And felt the vast possibilities\souzou daiarii\The diary of imagination\katakoto datte taido de wakaru noni response:	may be incomprehensible but even though
context: tooi shourai ki ni natte\I felt uneasy about the distant future\shiroi kanousei sawatta\And felt the vast possibilities\souzou daiarii\The diary of imagination\katakoto datte taido de wakaru noni\may be incomprehensible but even though response:	I get a sense of it from the tone
context: I felt uneasy about the distant future\shiroi kanousei sawatta\And felt the vast possibilities\souzou daiarii\The diary of imagination\katakoto datte taido de wakaru noni\may be incomprehensible but even though\I get a sense of it from the tone response:	zenbu zenbu mitai
context: shiroi kanousei sawatta\And felt the vast possibilities\souzou daiarii\The diary of imagination\katakoto datte taido de wakaru noni\may be incomprehensible but even though\I get a sense of it from the tone\zenbu zenbu mitai response:	I want to see it all, all of it,
context: And felt the vast possibilities\souzou daiarii\The diary of imagination\katakoto datte taido de wakaru noni\may be incomprehensible but even though\I get a sense of it from the tone\zenbu zenbu mitai\I want to see it all, all of it, response:	honto no koto tashikametai
context: souzou daiarii\The diary of imagination\katakoto datte taido de wakaru noni\may be incomprehensible but even though\I get a sense of it from the tone\zenbu zenbu mitai\I want to see it all, all of it,\honto no koto tashikametai response:	and confirm the truth
context: The diary of imagination\katakoto datte taido de wakaru noni\may be incomprehensible but even though\I get a sense of it from the tone\zenbu zenbu mitai\I want to see it all, all of it,\honto no koto tashikametai\and confirm the truth response:	memorii kakaekirenakutatte ii
context: katakoto datte taido de wakaru noni\may be incomprehensible but even though\I get a sense of it from the tone\zenbu zenbu mitai\I want to see it all, all of it,\honto no koto tashikametai\and confirm the truth\memorii kakaekirenakutatte ii response:	Theres no need to hold on to all my memories,
context: may be incomprehensible but even though\I get a sense of it from the tone\zenbu zenbu mitai\I want to see it all, all of it,\honto no koto tashikametai\and confirm the truth\memorii kakaekirenakutatte ii\Theres no need to hold on to all my memories, response:	ima no watashi motto motto soba de
context: I get a sense of it from the tone\zenbu zenbu mitai\I want to see it all, all of it,\honto no koto tashikametai\and confirm the truth\memorii kakaekirenakutatte ii\Theres no need to hold on to all my memories,\ima no watashi motto motto soba de response:	the me of right now
context: zenbu zenbu mitai\I want to see it all, all of it,\honto no koto tashikametai\and confirm the truth\memorii kakaekirenakutatte ii\Theres no need to hold on to all my memories,\ima no watashi motto motto soba de\the me of right now response:	kimi to itai kara kiite
context: I want to see it all, all of it,\honto no koto tashikametai\and confirm the truth\memorii kakaekirenakutatte ii\Theres no need to hold on to all my memories,\ima no watashi motto motto soba de\the me of right now\kimi to itai kara kiite response:	Wants to be by your side more and more, so listen
context: honto no koto tashikametai\and confirm the truth\memorii kakaekirenakutatte ii\Theres no need to hold on to all my memories,\ima no watashi motto motto soba de\the me of right now\kimi to itai kara kiite\Wants to be by your side more and more, so listen response:	kirameki dashita yume wo
context: and confirm the truth\memorii kakaekirenakutatte ii\Theres no need to hold on to all my memories,\ima no watashi motto motto soba de\the me of right now\kimi to itai kara kiite\Wants to be by your side more and more, so listen\kirameki dashita yume wo response:	To those twinkling dreams
