context: Grade 1, Class 3 Nana Komatsu response:	Grade 1, Class 3 Nana Komatsu I am straying from the subject, but please bear with me.
context: and if I am fully capable, they'll hire me permanently.\So I'll do my best.\Wow. You seem awfully motivated.\If I work hard I will get a bonus,\which will get me a step closer to buying a detached house with a yard.\A detached house with a yard? Is that your dream?\Yup! A great big dream!\Then I'll build you a home with the money I get from my songs. response:	Huh?
context: So I'll do my best.\Wow. You seem awfully motivated.\If I work hard I will get a bonus,\which will get me a step closer to buying a detached house with a yard.\A detached house with a yard? Is that your dream?\Yup! A great big dream!\Then I'll build you a home with the money I get from my songs.\Huh? response:	But your room will be the doghouse.
context: Wow. You seem awfully motivated.\If I work hard I will get a bonus,\which will get me a step closer to buying a detached house with a yard.\A detached house with a yard? Is that your dream?\Yup! A great big dream!\Then I'll build you a home with the money I get from my songs.\Huh?\But your room will be the doghouse. response:	If Nana was a guy, she would be the love of my life.
context: If I work hard I will get a bonus,\which will get me a step closer to buying a detached house with a yard.\A detached house with a yard? Is that your dream?\Yup! A great big dream!\Then I'll build you a home with the money I get from my songs.\Huh?\But your room will be the doghouse.\If Nana was a guy, she would be the love of my life. response:	Back then, I often thought that.
context: which will get me a step closer to buying a detached house with a yard.\A detached house with a yard? Is that your dream?\Yup! A great big dream!\Then I'll build you a home with the money I get from my songs.\Huh?\But your room will be the doghouse.\If Nana was a guy, she would be the love of my life.\Back then, I often thought that. response:	However, if that were the case,
context: A detached house with a yard? Is that your dream?\Yup! A great big dream!\Then I'll build you a home with the money I get from my songs.\Huh?\But your room will be the doghouse.\If Nana was a guy, she would be the love of my life.\Back then, I often thought that.\However, if that were the case, response:	I doubt we would've been left with only happy memories.
context: Yup! A great big dream!\Then I'll build you a home with the money I get from my songs.\Huh?\But your room will be the doghouse.\If Nana was a guy, she would be the love of my life.\Back then, I often thought that.\However, if that were the case,\I doubt we would've been left with only happy memories. response:	Because love and pain go hand in hand.
context: Then I'll build you a home with the money I get from my songs.\Huh?\But your room will be the doghouse.\If Nana was a guy, she would be the love of my life.\Back then, I often thought that.\However, if that were the case,\I doubt we would've been left with only happy memories.\Because love and pain go hand in hand. response:	The deeper you fall, the more painful it gets.
context: Huh?\But your room will be the doghouse.\If Nana was a guy, she would be the love of my life.\Back then, I often thought that.\However, if that were the case,\I doubt we would've been left with only happy memories.\Because love and pain go hand in hand.\The deeper you fall, the more painful it gets. response:	I reached into the sky
context: But your room will be the doghouse.\If Nana was a guy, she would be the love of my life.\Back then, I often thought that.\However, if that were the case,\I doubt we would've been left with only happy memories.\Because love and pain go hand in hand.\The deeper you fall, the more painful it gets.\I reached into the sky response:	But I couldn't reach what I wanted
context: If Nana was a guy, she would be the love of my life.\Back then, I often thought that.\However, if that were the case,\I doubt we would've been left with only happy memories.\Because love and pain go hand in hand.\The deeper you fall, the more painful it gets.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Back then, I often thought that.\However, if that were the case,\I doubt we would've been left with only happy memories.\Because love and pain go hand in hand.\The deeper you fall, the more painful it gets.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: However, if that were the case,\I doubt we would've been left with only happy memories.\Because love and pain go hand in hand.\The deeper you fall, the more painful it gets.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: I doubt we would've been left with only happy memories.\Because love and pain go hand in hand.\The deeper you fall, the more painful it gets.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: Because love and pain go hand in hand.\The deeper you fall, the more painful it gets.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: The deeper you fall, the more painful it gets.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
