context: Ashirogi Muto response:	Ashirogi Muto
context: It'll be at Yuueisha, right?\Ah, no, as an author you don't need to go.\Why? I'm a judge, too!\Since the senseis are busy, we have them fill out ballots so they don't need to go out of their way\I'm going!\I want to make sure Ashirogi-sensei has a complete victory!\Well, if you really want to...\Niizuma-kun! Please write your impressions in more detail. response:	We can't print the comments like this when it's time to announce the winner!
context: Ah, no, as an author you don't need to go.\Why? I'm a judge, too!\Since the senseis are busy, we have them fill out ballots so they don't need to go out of their way\I'm going!\I want to make sure Ashirogi-sensei has a complete victory!\Well, if you really want to...\Niizuma-kun! Please write your impressions in more detail.\We can't print the comments like this when it's time to announce the winner! response:	I can't help it, they really aren't interesting.
context: Why? I'm a judge, too!\Since the senseis are busy, we have them fill out ballots so they don't need to go out of their way\I'm going!\I want to make sure Ashirogi-sensei has a complete victory!\Well, if you really want to...\Niizuma-kun! Please write your impressions in more detail.\We can't print the comments like this when it's time to announce the winner!\I can't help it, they really aren't interesting. response:	Ashirogi-sensei is number one!
context: Since the senseis are busy, we have them fill out ballots so they don't need to go out of their way\I'm going!\I want to make sure Ashirogi-sensei has a complete victory!\Well, if you really want to...\Niizuma-kun! Please write your impressions in more detail.\We can't print the comments like this when it's time to announce the winner!\I can't help it, they really aren't interesting.\Ashirogi-sensei is number one! response:	Niizuma-kun...
context: I'm going!\I want to make sure Ashirogi-sensei has a complete victory!\Well, if you really want to...\Niizuma-kun! Please write your impressions in more detail.\We can't print the comments like this when it's time to announce the winner!\I can't help it, they really aren't interesting.\Ashirogi-sensei is number one!\Niizuma-kun... response:	Like I said, we can't give them the award.
context: I want to make sure Ashirogi-sensei has a complete victory!\Well, if you really want to...\Niizuma-kun! Please write your impressions in more detail.\We can't print the comments like this when it's time to announce the winner!\I can't help it, they really aren't interesting.\Ashirogi-sensei is number one!\Niizuma-kun...\Like I said, we can't give them the award. response:	Even they said they only want to be judged.
context: Well, if you really want to...\Niizuma-kun! Please write your impressions in more detail.\We can't print the comments like this when it's time to announce the winner!\I can't help it, they really aren't interesting.\Ashirogi-sensei is number one!\Niizuma-kun...\Like I said, we can't give them the award.\Even they said they only want to be judged. response:	So everything else is below par, huh?
context: Niizuma-kun! Please write your impressions in more detail.\We can't print the comments like this when it's time to announce the winner!\I can't help it, they really aren't interesting.\Ashirogi-sensei is number one!\Niizuma-kun...\Like I said, we can't give them the award.\Even they said they only want to be judged.\So everything else is below par, huh? response:	There won't even be any honorable mentions. That's a bit unexciting.
context: We can't print the comments like this when it's time to announce the winner!\I can't help it, they really aren't interesting.\Ashirogi-sensei is number one!\Niizuma-kun...\Like I said, we can't give them the award.\Even they said they only want to be judged.\So everything else is below par, huh?\There won't even be any honorable mentions. That's a bit unexciting. response:	Well it's because Ashirogi Muto's work was in it,
context: I can't help it, they really aren't interesting.\Ashirogi-sensei is number one!\Niizuma-kun...\Like I said, we can't give them the award.\Even they said they only want to be judged.\So everything else is below par, huh?\There won't even be any honorable mentions. That's a bit unexciting.\Well it's because Ashirogi Muto's work was in it, response:	so everything else paled in comparison.
context: Ashirogi-sensei is number one!\Niizuma-kun...\Like I said, we can't give them the award.\Even they said they only want to be judged.\So everything else is below par, huh?\There won't even be any honorable mentions. That's a bit unexciting.\Well it's because Ashirogi Muto's work was in it,\so everything else paled in comparison. response:	It's clear that TRAP was no fluke.
context: Niizuma-kun...\Like I said, we can't give them the award.\Even they said they only want to be judged.\So everything else is below par, huh?\There won't even be any honorable mentions. That's a bit unexciting.\Well it's because Ashirogi Muto's work was in it,\so everything else paled in comparison.\It's clear that TRAP was no fluke. response:	You can't draw that level of mystery story with luck.
context: Like I said, we can't give them the award.\Even they said they only want to be judged.\So everything else is below par, huh?\There won't even be any honorable mentions. That's a bit unexciting.\Well it's because Ashirogi Muto's work was in it,\so everything else paled in comparison.\It's clear that TRAP was no fluke.\You can't draw that level of mystery story with luck. response:	Future Watch will be serialized, right?
context: Even they said they only want to be judged.\So everything else is below par, huh?\There won't even be any honorable mentions. That's a bit unexciting.\Well it's because Ashirogi Muto's work was in it,\so everything else paled in comparison.\It's clear that TRAP was no fluke.\You can't draw that level of mystery story with luck.\Future Watch will be serialized, right? response:	No, Ashirogi-kun is writing a different work for the next serialization meeting.
context: So everything else is below par, huh?\There won't even be any honorable mentions. That's a bit unexciting.\Well it's because Ashirogi Muto's work was in it,\so everything else paled in comparison.\It's clear that TRAP was no fluke.\You can't draw that level of mystery story with luck.\Future Watch will be serialized, right?\No, Ashirogi-kun is writing a different work for the next serialization meeting. response:	So they're drawing serialization names?!
context: There won't even be any honorable mentions. That's a bit unexciting.\Well it's because Ashirogi Muto's work was in it,\so everything else paled in comparison.\It's clear that TRAP was no fluke.\You can't draw that level of mystery story with luck.\Future Watch will be serialized, right?\No, Ashirogi-kun is writing a different work for the next serialization meeting.\So they're drawing serialization names?! response:	I'll be really surprised if they're more interesting than this!
context: Well it's because Ashirogi Muto's work was in it,\so everything else paled in comparison.\It's clear that TRAP was no fluke.\You can't draw that level of mystery story with luck.\Future Watch will be serialized, right?\No, Ashirogi-kun is writing a different work for the next serialization meeting.\So they're drawing serialization names?!\I'll be really surprised if they're more interesting than this! response:	Ashirogi-kun is probably aiming for this one to be serialized.
context: so everything else paled in comparison.\It's clear that TRAP was no fluke.\You can't draw that level of mystery story with luck.\Future Watch will be serialized, right?\No, Ashirogi-kun is writing a different work for the next serialization meeting.\So they're drawing serialization names?!\I'll be really surprised if they're more interesting than this!\Ashirogi-kun is probably aiming for this one to be serialized. response:	The name they're drawing to match their editor's preferences won't surpass this.
context: It's clear that TRAP was no fluke.\You can't draw that level of mystery story with luck.\Future Watch will be serialized, right?\No, Ashirogi-kun is writing a different work for the next serialization meeting.\So they're drawing serialization names?!\I'll be really surprised if they're more interesting than this!\Ashirogi-kun is probably aiming for this one to be serialized.\The name they're drawing to match their editor's preferences won't surpass this. response:	I think so, anyhow. But those two have some amazing motivation and talent.
context: You can't draw that level of mystery story with luck.\Future Watch will be serialized, right?\No, Ashirogi-kun is writing a different work for the next serialization meeting.\So they're drawing serialization names?!\I'll be really surprised if they're more interesting than this!\Ashirogi-kun is probably aiming for this one to be serialized.\The name they're drawing to match their editor's preferences won't surpass this.\I think so, anyhow. But those two have some amazing motivation and talent. response:	There are those who have all that and get serialized but don't do well, though.
context: Future Watch will be serialized, right?\No, Ashirogi-kun is writing a different work for the next serialization meeting.\So they're drawing serialization names?!\I'll be really surprised if they're more interesting than this!\Ashirogi-kun is probably aiming for this one to be serialized.\The name they're drawing to match their editor's preferences won't surpass this.\I think so, anyhow. But those two have some amazing motivation and talent.\There are those who have all that and get serialized but don't do well, though. response:	Lots of authors who have ambition and talent still can't make it.
context: No, Ashirogi-kun is writing a different work for the next serialization meeting.\So they're drawing serialization names?!\I'll be really surprised if they're more interesting than this!\Ashirogi-kun is probably aiming for this one to be serialized.\The name they're drawing to match their editor's preferences won't surpass this.\I think so, anyhow. But those two have some amazing motivation and talent.\There are those who have all that and get serialized but don't do well, though.\Lots of authors who have ambition and talent still can't make it. response:	Being serialized means taking down one popular manga
context: So they're drawing serialization names?!\I'll be really surprised if they're more interesting than this!\Ashirogi-kun is probably aiming for this one to be serialized.\The name they're drawing to match their editor's preferences won't surpass this.\I think so, anyhow. But those two have some amazing motivation and talent.\There are those who have all that and get serialized but don't do well, though.\Lots of authors who have ambition and talent still can't make it.\Being serialized means taking down one popular manga response:	and stealing their spot.
context: I'll be really surprised if they're more interesting than this!\Ashirogi-kun is probably aiming for this one to be serialized.\The name they're drawing to match their editor's preferences won't surpass this.\I think so, anyhow. But those two have some amazing motivation and talent.\There are those who have all that and get serialized but don't do well, though.\Lots of authors who have ambition and talent still can't make it.\Being serialized means taking down one popular manga\and stealing their spot. response:	That's not easy.
