context: But listen to me. response:	Ever since you left Grand Ziming Palace
context: Lord of Numinous Treasures.\You have so quickly gloriously risen to the rank of high immortal.\Your Highness.\It only happened a few days ago.\Are you here to see Master, my Lord?\No.\I had set a seal on this phoenix.\Just now, I sensed unusual activity, so I came to take a look. response:	Is this phoenix your mount?
context: You have so quickly gloriously risen to the rank of high immortal.\Your Highness.\It only happened a few days ago.\Are you here to see Master, my Lord?\No.\I had set a seal on this phoenix.\Just now, I sensed unusual activity, so I came to take a look.\Is this phoenix your mount? response:	Not exactly.
context: Your Highness.\It only happened a few days ago.\Are you here to see Master, my Lord?\No.\I had set a seal on this phoenix.\Just now, I sensed unusual activity, so I came to take a look.\Is this phoenix your mount?\Not exactly. response:	The demonic essence in this phoenix has yet to be removed.
context: It only happened a few days ago.\Are you here to see Master, my Lord?\No.\I had set a seal on this phoenix.\Just now, I sensed unusual activity, so I came to take a look.\Is this phoenix your mount?\Not exactly.\The demonic essence in this phoenix has yet to be removed. response:	I planned to have the spiritual influence of Kunlun Mountain
context: Are you here to see Master, my Lord?\No.\I had set a seal on this phoenix.\Just now, I sensed unusual activity, so I came to take a look.\Is this phoenix your mount?\Not exactly.\The demonic essence in this phoenix has yet to be removed.\I planned to have the spiritual influence of Kunlun Mountain response:	rid it of its demonic essence.
context: No.\I had set a seal on this phoenix.\Just now, I sensed unusual activity, so I came to take a look.\Is this phoenix your mount?\Not exactly.\The demonic essence in this phoenix has yet to be removed.\I planned to have the spiritual influence of Kunlun Mountain\rid it of its demonic essence. response:	I did not expect it would injure the two of you.
context: I had set a seal on this phoenix.\Just now, I sensed unusual activity, so I came to take a look.\Is this phoenix your mount?\Not exactly.\The demonic essence in this phoenix has yet to be removed.\I planned to have the spiritual influence of Kunlun Mountain\rid it of its demonic essence.\I did not expect it would injure the two of you. response:	Will you allow me to deal with the phoenix?
context: Just now, I sensed unusual activity, so I came to take a look.\Is this phoenix your mount?\Not exactly.\The demonic essence in this phoenix has yet to be removed.\I planned to have the spiritual influence of Kunlun Mountain\rid it of its demonic essence.\I did not expect it would injure the two of you.\Will you allow me to deal with the phoenix? response:	Since it is your phoenix, then of course you can.
context: Is this phoenix your mount?\Not exactly.\The demonic essence in this phoenix has yet to be removed.\I planned to have the spiritual influence of Kunlun Mountain\rid it of its demonic essence.\I did not expect it would injure the two of you.\Will you allow me to deal with the phoenix?\Since it is your phoenix, then of course you can. response:	This is the Cloud Clearing Fan.
context: Not exactly.\The demonic essence in this phoenix has yet to be removed.\I planned to have the spiritual influence of Kunlun Mountain\rid it of its demonic essence.\I did not expect it would injure the two of you.\Will you allow me to deal with the phoenix?\Since it is your phoenix, then of course you can.\This is the Cloud Clearing Fan. response:	Although it cannot compare to the Jade Purity Fan of Kunlun
context: The demonic essence in this phoenix has yet to be removed.\I planned to have the spiritual influence of Kunlun Mountain\rid it of its demonic essence.\I did not expect it would injure the two of you.\Will you allow me to deal with the phoenix?\Since it is your phoenix, then of course you can.\This is the Cloud Clearing Fan.\Although it cannot compare to the Jade Purity Fan of Kunlun response:	it still has its uses.
context: I planned to have the spiritual influence of Kunlun Mountain\rid it of its demonic essence.\I did not expect it would injure the two of you.\Will you allow me to deal with the phoenix?\Since it is your phoenix, then of course you can.\This is the Cloud Clearing Fan.\Although it cannot compare to the Jade Purity Fan of Kunlun\it still has its uses. response:	Consider it a gift of apology to the two of you.
context: rid it of its demonic essence.\I did not expect it would injure the two of you.\Will you allow me to deal with the phoenix?\Since it is your phoenix, then of course you can.\This is the Cloud Clearing Fan.\Although it cannot compare to the Jade Purity Fan of Kunlun\it still has its uses.\Consider it a gift of apology to the two of you. response:	How can I accept it?
context: I did not expect it would injure the two of you.\Will you allow me to deal with the phoenix?\Since it is your phoenix, then of course you can.\This is the Cloud Clearing Fan.\Although it cannot compare to the Jade Purity Fan of Kunlun\it still has its uses.\Consider it a gift of apology to the two of you.\How can I accept it? response:	There's no need to be polite. Please accept it.
context: Will you allow me to deal with the phoenix?\Since it is your phoenix, then of course you can.\This is the Cloud Clearing Fan.\Although it cannot compare to the Jade Purity Fan of Kunlun\it still has its uses.\Consider it a gift of apology to the two of you.\How can I accept it?\There's no need to be polite. Please accept it. response:	Thank you, my Lord.
context: Since it is your phoenix, then of course you can.\This is the Cloud Clearing Fan.\Although it cannot compare to the Jade Purity Fan of Kunlun\it still has its uses.\Consider it a gift of apology to the two of you.\How can I accept it?\There's no need to be polite. Please accept it.\Thank you, my Lord. response:	Bear this in mind.
context: This is the Cloud Clearing Fan.\Although it cannot compare to the Jade Purity Fan of Kunlun\it still has its uses.\Consider it a gift of apology to the two of you.\How can I accept it?\There's no need to be polite. Please accept it.\Thank you, my Lord.\Bear this in mind. response:	The amount of power this fan can produce
context: Although it cannot compare to the Jade Purity Fan of Kunlun\it still has its uses.\Consider it a gift of apology to the two of you.\How can I accept it?\There's no need to be polite. Please accept it.\Thank you, my Lord.\Bear this in mind.\The amount of power this fan can produce response:	depends entirely on the power level of the user.
context: it still has its uses.\Consider it a gift of apology to the two of you.\How can I accept it?\There's no need to be polite. Please accept it.\Thank you, my Lord.\Bear this in mind.\The amount of power this fan can produce\depends entirely on the power level of the user. response:	Rest assured.
context: Consider it a gift of apology to the two of you.\How can I accept it?\There's no need to be polite. Please accept it.\Thank you, my Lord.\Bear this in mind.\The amount of power this fan can produce\depends entirely on the power level of the user.\Rest assured. response:	I will not allow this fan to fall into the hands of someone evil and powerful.
context: How can I accept it?\There's no need to be polite. Please accept it.\Thank you, my Lord.\Bear this in mind.\The amount of power this fan can produce\depends entirely on the power level of the user.\Rest assured.\I will not allow this fan to fall into the hands of someone evil and powerful. response:	Farewell now.
