context: The Third Plate response:	Twenty-Three
context: You easily master techniques that took me a long time\while looking like you still haven't tried your hardest.\Can you even begin to understand how miserable that made me feel?\So I'll show you which one of us in the 91st class\is the best chef!\Sorry, that will unfortunately not come to pass.\Because you'll lose to a chef by the name of Yukihira Soma before that.\What?! response:	Oh!
context: while looking like you still haven't tried your hardest.\Can you even begin to understand how miserable that made me feel?\So I'll show you which one of us in the 91st class\is the best chef!\Sorry, that will unfortunately not come to pass.\Because you'll lose to a chef by the name of Yukihira Soma before that.\What?!\Oh! response:	Yukihira Soma's bringing something out!
context: Can you even begin to understand how miserable that made me feel?\So I'll show you which one of us in the 91st class\is the best chef!\Sorry, that will unfortunately not come to pass.\Because you'll lose to a chef by the name of Yukihira Soma before that.\What?!\Oh!\Yukihira Soma's bringing something out! response:	It's a giant wok!
context: So I'll show you which one of us in the 91st class\is the best chef!\Sorry, that will unfortunately not come to pass.\Because you'll lose to a chef by the name of Yukihira Soma before that.\What?!\Oh!\Yukihira Soma's bringing something out!\It's a giant wok! response:	He's putting it over roaring flames!
context: is the best chef!\Sorry, that will unfortunately not come to pass.\Because you'll lose to a chef by the name of Yukihira Soma before that.\What?!\Oh!\Yukihira Soma's bringing something out!\It's a giant wok!\He's putting it over roaring flames! response:	He was actually serious?!
context: Sorry, that will unfortunately not come to pass.\Because you'll lose to a chef by the name of Yukihira Soma before that.\What?!\Oh!\Yukihira Soma's bringing something out!\It's a giant wok!\He's putting it over roaring flames!\He was actually serious?! response:	Instant yakisoba.
context: Because you'll lose to a chef by the name of Yukihira Soma before that.\What?!\Oh!\Yukihira Soma's bringing something out!\It's a giant wok!\He's putting it over roaring flames!\He was actually serious?!\Instant yakisoba. response:	Chance Yakisoba
context: What?!\Oh!\Yukihira Soma's bringing something out!\It's a giant wok!\He's putting it over roaring flames!\He was actually serious?!\Instant yakisoba.\Chance Yakisoba response:	Chance Cup Yakisoba
context: Oh!\Yukihira Soma's bringing something out!\It's a giant wok!\He's putting it over roaring flames!\He was actually serious?!\Instant yakisoba.\Chance Yakisoba\Chance Cup Yakisoba response:	All right, time for the finishing touches.
context: Yukihira Soma's bringing something out!\It's a giant wok!\He's putting it over roaring flames!\He was actually serious?!\Instant yakisoba.\Chance Yakisoba\Chance Cup Yakisoba\All right, time for the finishing touches. response:	Hey, is that
context: It's a giant wok!\He's putting it over roaring flames!\He was actually serious?!\Instant yakisoba.\Chance Yakisoba\Chance Cup Yakisoba\All right, time for the finishing touches.\Hey, is that response:	Soba?!
context: He's putting it over roaring flames!\He was actually serious?!\Instant yakisoba.\Chance Yakisoba\Chance Cup Yakisoba\All right, time for the finishing touches.\Hey, is that\Soba?! response:	No way.
context: He was actually serious?!\Instant yakisoba.\Chance Yakisoba\Chance Cup Yakisoba\All right, time for the finishing touches.\Hey, is that\Soba?!\No way. response:	He's stir-frying it!
context: Instant yakisoba.\Chance Yakisoba\Chance Cup Yakisoba\All right, time for the finishing touches.\Hey, is that\Soba?!\No way.\He's stir-frying it! response:	He's ruining the 8:2 ratio soba he went to the trouble of making...
context: Chance Yakisoba\Chance Cup Yakisoba\All right, time for the finishing touches.\Hey, is that\Soba?!\No way.\He's stir-frying it!\He's ruining the 8:2 ratio soba he went to the trouble of making... response:	The delicate flavors will all be lost.
context: Chance Cup Yakisoba\All right, time for the finishing touches.\Hey, is that\Soba?!\No way.\He's stir-frying it!\He's ruining the 8:2 ratio soba he went to the trouble of making...\The delicate flavors will all be lost. response:	Yukihira Soma-kun, you will meet your end here.
context: All right, time for the finishing touches.\Hey, is that\Soba?!\No way.\He's stir-frying it!\He's ruining the 8:2 ratio soba he went to the trouble of making...\The delicate flavors will all be lost.\Yukihira Soma-kun, you will meet your end here. response:	In the end, your dish is a desperate improvisation.
context: Hey, is that\Soba?!\No way.\He's stir-frying it!\He's ruining the 8:2 ratio soba he went to the trouble of making...\The delicate flavors will all be lost.\Yukihira Soma-kun, you will meet your end here.\In the end, your dish is a desperate improvisation. response:	I'll shatter it right along with the high expectations Isshiki has of you!
context: Soba?!\No way.\He's stir-frying it!\He's ruining the 8:2 ratio soba he went to the trouble of making...\The delicate flavors will all be lost.\Yukihira Soma-kun, you will meet your end here.\In the end, your dish is a desperate improvisation.\I'll shatter it right along with the high expectations Isshiki has of you! response:	Totsuki
context: No way.\He's stir-frying it!\He's ruining the 8:2 ratio soba he went to the trouble of making...\The delicate flavors will all be lost.\Yukihira Soma-kun, you will meet your end here.\In the end, your dish is a desperate improvisation.\I'll shatter it right along with the high expectations Isshiki has of you!\Totsuki response:	Food Wars
context: He's stir-frying it!\He's ruining the 8:2 ratio soba he went to the trouble of making...\The delicate flavors will all be lost.\Yukihira Soma-kun, you will meet your end here.\In the end, your dish is a desperate improvisation.\I'll shatter it right along with the high expectations Isshiki has of you!\Totsuki\Food Wars response:	The Third Plate
context: He's ruining the 8:2 ratio soba he went to the trouble of making...\The delicate flavors will all be lost.\Yukihira Soma-kun, you will meet your end here.\In the end, your dish is a desperate improvisation.\I'll shatter it right along with the high expectations Isshiki has of you!\Totsuki\Food Wars\The Third Plate response:	Next Episode The Basis for Strength
context: The delicate flavors will all be lost.\Yukihira Soma-kun, you will meet your end here.\In the end, your dish is a desperate improvisation.\I'll shatter it right along with the high expectations Isshiki has of you!\Totsuki\Food Wars\The Third Plate\Next Episode The Basis for Strength response:	The final stop is coming up. Please don't miss it.
