context: So far, he's hit a right fly and been struck-out. response:	So far, he's hit a right fly and been struck-out. Something's off.
context: They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... What is that?\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left. response:	We're going to pick up the pace!
context: Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... What is that?\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\We're going to pick up the pace! response:	All this in just two weeks?
context: Yeah, yeah.\Well, deja vu isn't all that uncommon.\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... What is that?\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\We're going to pick up the pace!\All this in just two weeks? response:	Is there anything else you want to do, Mikuru?
context: Well, deja vu isn't all that uncommon.\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... What is that?\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru? response:	Umm... I'd like to try goldfish scooping.
context: Summer outing, pool, Bon festival fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... What is that?\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping. response:	Okay! Goldfish scooping...
context: Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... What is that?\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping... response:	Done!
context: It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Done! response:	Pardon me for a moment.
context: I realized that we only have two weeks of summer vacation left.\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Done!\Pardon me for a moment. response:	- Thank you. - Done already?
context: We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Done!\Pardon me for a moment.\- Thank you. - Done already? response:	Yes.
context: All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Done!\Pardon me for a moment.\- Thank you. - Done already?\Yes. response:	Okay then, we're starting tomorrow!
context: Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Done!\Pardon me for a moment.\- Thank you. - Done already?\Yes.\Okay then, we're starting tomorrow! response:	Is there a place nearby with a Bon festival? A fireworks show works, too.
context: Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Done!\Pardon me for a moment.\- Thank you. - Done already?\Yes.\Okay then, we're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too. response:	I'll check around.
context: Okay! Goldfish scooping...\Done!\Pardon me for a moment.\- Thank you. - Done already?\Yes.\Okay then, we're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around. response:	Don't forget about the goldfish scooping!
context: Done!\Pardon me for a moment.\- Thank you. - Done already?\Yes.\Okay then, we're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around.\Don't forget about the goldfish scooping! response:	Roger that.
context: Pardon me for a moment.\- Thank you. - Done already?\Yes.\Okay then, we're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around.\Don't forget about the goldfish scooping!\Roger that. response:	I'm paying again?
context: - Thank you. - Done already?\Yes.\Okay then, we're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around.\Don't forget about the goldfish scooping!\Roger that.\I'm paying again? response:	All right, then, we're done for today!
context: Yes.\Okay then, we're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around.\Don't forget about the goldfish scooping!\Roger that.\I'm paying again?\All right, then, we're done for today! response:	If you'll excuse me.
context: Okay then, we're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around.\Don't forget about the goldfish scooping!\Roger that.\I'm paying again?\All right, then, we're done for today!\If you'll excuse me. response:	I have to go, too...
context: Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around.\Don't forget about the goldfish scooping!\Roger that.\I'm paying again?\All right, then, we're done for today!\If you'll excuse me.\I have to go, too... response:	Nagato!
context: I'll check around.\Don't forget about the goldfish scooping!\Roger that.\I'm paying again?\All right, then, we're done for today!\If you'll excuse me.\I have to go, too...\Nagato! response:	Umm... no, it's nothing important.
context: Don't forget about the goldfish scooping!\Roger that.\I'm paying again?\All right, then, we're done for today!\If you'll excuse me.\I have to go, too...\Nagato!\Umm... no, it's nothing important. response:	How have you been? Everything fine?
context: Roger that.\I'm paying again?\All right, then, we're done for today!\If you'll excuse me.\I have to go, too...\Nagato!\Umm... no, it's nothing important.\How have you been? Everything fine? response:	Fine.
context: I'm paying again?\All right, then, we're done for today!\If you'll excuse me.\I have to go, too...\Nagato!\Umm... no, it's nothing important.\How have you been? Everything fine?\Fine. response:	That's good to hear.
context: All right, then, we're done for today!\If you'll excuse me.\I have to go, too...\Nagato!\Umm... no, it's nothing important.\How have you been? Everything fine?\Fine.\That's good to hear. response:	Right.
context: If you'll excuse me.\I have to go, too...\Nagato!\Umm... no, it's nothing important.\How have you been? Everything fine?\Fine.\That's good to hear.\Right. response:	S-Sorry about stopping you.
context: I have to go, too...\Nagato!\Umm... no, it's nothing important.\How have you been? Everything fine?\Fine.\That's good to hear.\Right.\S-Sorry about stopping you. response:	Sorry!
