context: OZ is a virtual world that can be enjoyed response:	by people from all over the world.
context: I don't know what day it was.\Ueda, Ueda.\It's Grandma's 90th birthday this year, so...\I see, she was born in 1920! She's lived very long, hasn't she?\Natsuki-chan?\Natsuki-chan!\Noriko-obasan!\Long time no see! response:	She's the 16th head of the Jinnouchi clan.
context: Ueda, Ueda.\It's Grandma's 90th birthday this year, so...\I see, she was born in 1920! She's lived very long, hasn't she?\Natsuki-chan?\Natsuki-chan!\Noriko-obasan!\Long time no see!\She's the 16th head of the Jinnouchi clan. response:	The 16th?
context: It's Grandma's 90th birthday this year, so...\I see, she was born in 1920! She's lived very long, hasn't she?\Natsuki-chan?\Natsuki-chan!\Noriko-obasan!\Long time no see!\She's the 16th head of the Jinnouchi clan.\The 16th? response:	There are even graves from all the way back to the Muromachi era on our grounds.
context: I see, she was born in 1920! She's lived very long, hasn't she?\Natsuki-chan?\Natsuki-chan!\Noriko-obasan!\Long time no see!\She's the 16th head of the Jinnouchi clan.\The 16th?\There are even graves from all the way back to the Muromachi era on our grounds. response:	The clan struck it big trading in silk
context: Natsuki-chan?\Natsuki-chan!\Noriko-obasan!\Long time no see!\She's the 16th head of the Jinnouchi clan.\The 16th?\There are even graves from all the way back to the Muromachi era on our grounds.\The clan struck it big trading in silk response:	during the Meiji era, but our late grandfather
context: Natsuki-chan!\Noriko-obasan!\Long time no see!\She's the 16th head of the Jinnouchi clan.\The 16th?\There are even graves from all the way back to the Muromachi era on our grounds.\The clan struck it big trading in silk\during the Meiji era, but our late grandfather response:	practically burned through all that money and...
context: Noriko-obasan!\Long time no see!\She's the 16th head of the Jinnouchi clan.\The 16th?\There are even graves from all the way back to the Muromachi era on our grounds.\The clan struck it big trading in silk\during the Meiji era, but our late grandfather\practically burned through all that money and... response:	Yumi-san!
context: Long time no see!\She's the 16th head of the Jinnouchi clan.\The 16th?\There are even graves from all the way back to the Muromachi era on our grounds.\The clan struck it big trading in silk\during the Meiji era, but our late grandfather\practically burned through all that money and...\Yumi-san! response:	Natsuki-chan!
context: She's the 16th head of the Jinnouchi clan.\The 16th?\There are even graves from all the way back to the Muromachi era on our grounds.\The clan struck it big trading in silk\during the Meiji era, but our late grandfather\practically burned through all that money and...\Yumi-san!\Natsuki-chan! response:	The country's changed so much!
context: The 16th?\There are even graves from all the way back to the Muromachi era on our grounds.\The clan struck it big trading in silk\during the Meiji era, but our late grandfather\practically burned through all that money and...\Yumi-san!\Natsuki-chan!\The country's changed so much! response:	Nothing's left from what we used to have. Not the mountains, not the stores, not the factories.
context: There are even graves from all the way back to the Muromachi era on our grounds.\The clan struck it big trading in silk\during the Meiji era, but our late grandfather\practically burned through all that money and...\Yumi-san!\Natsuki-chan!\The country's changed so much!\Nothing's left from what we used to have. Not the mountains, not the stores, not the factories. response:	But still, you should see the letters that grandmother gets.
context: The clan struck it big trading in silk\during the Meiji era, but our late grandfather\practically burned through all that money and...\Yumi-san!\Natsuki-chan!\The country's changed so much!\Nothing's left from what we used to have. Not the mountains, not the stores, not the factories.\But still, you should see the letters that grandmother gets. response:	Nearly all of them are from company presidents and famous politicians.
context: during the Meiji era, but our late grandfather\practically burned through all that money and...\Yumi-san!\Natsuki-chan!\The country's changed so much!\Nothing's left from what we used to have. Not the mountains, not the stores, not the factories.\But still, you should see the letters that grandmother gets.\Nearly all of them are from company presidents and famous politicians. response:	Natsuki-chan!
context: practically burned through all that money and...\Yumi-san!\Natsuki-chan!\The country's changed so much!\Nothing's left from what we used to have. Not the mountains, not the stores, not the factories.\But still, you should see the letters that grandmother gets.\Nearly all of them are from company presidents and famous politicians.\Natsuki-chan! response:	Nana-san!
context: Yumi-san!\Natsuki-chan!\The country's changed so much!\Nothing's left from what we used to have. Not the mountains, not the stores, not the factories.\But still, you should see the letters that grandmother gets.\Nearly all of them are from company presidents and famous politicians.\Natsuki-chan!\Nana-san! response:	You know, sometimes grandmother gets really scary.
context: Natsuki-chan!\The country's changed so much!\Nothing's left from what we used to have. Not the mountains, not the stores, not the factories.\But still, you should see the letters that grandmother gets.\Nearly all of them are from company presidents and famous politicians.\Natsuki-chan!\Nana-san!\You know, sometimes grandmother gets really scary. response:	She's the daughter of a warrior clan, see.
context: The country's changed so much!\Nothing's left from what we used to have. Not the mountains, not the stores, not the factories.\But still, you should see the letters that grandmother gets.\Nearly all of them are from company presidents and famous politicians.\Natsuki-chan!\Nana-san!\You know, sometimes grandmother gets really scary.\She's the daughter of a warrior clan, see. response:	You'd better watch out.
context: Nothing's left from what we used to have. Not the mountains, not the stores, not the factories.\But still, you should see the letters that grandmother gets.\Nearly all of them are from company presidents and famous politicians.\Natsuki-chan!\Nana-san!\You know, sometimes grandmother gets really scary.\She's the daughter of a warrior clan, see.\You'd better watch out. response:	What is this place?
