context: We're here. response:	Keep out
context: Okay, now take your victory pose!\Oh yeah! Let's get a cat!\A cat?\A witch needs a familiar. And a cat would be the best fit for that!\Is there a black cat around here somewhere?\Wasn't Nagato originally set to be an evil alien?\Never mind that, we need a cat! That's how it's set in my mind now.\Hey Yuki, do you know anyplace with lots of cats? Strays are okay. response:	Sora kara ochite kitanda It fell from the sky
context: Oh yeah! Let's get a cat!\A cat?\A witch needs a familiar. And a cat would be the best fit for that!\Is there a black cat around here somewhere?\Wasn't Nagato originally set to be an evil alien?\Never mind that, we need a cat! That's how it's set in my mind now.\Hey Yuki, do you know anyplace with lots of cats? Strays are okay.\Sora kara ochite kitanda It fell from the sky response:	Subete no negai wo nosete With all of the wishes that were made upon it
context: A cat?\A witch needs a familiar. And a cat would be the best fit for that!\Is there a black cat around here somewhere?\Wasn't Nagato originally set to be an evil alien?\Never mind that, we need a cat! That's how it's set in my mind now.\Hey Yuki, do you know anyplace with lots of cats? Strays are okay.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it response:	Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star
context: A witch needs a familiar. And a cat would be the best fit for that!\Is there a black cat around here somewhere?\Wasn't Nagato originally set to be an evil alien?\Never mind that, we need a cat! That's how it's set in my mind now.\Hey Yuki, do you know anyplace with lots of cats? Strays are okay.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star response:	Yappari nanika henda yo Something just doesn't seem right
context: Is there a black cat around here somewhere?\Wasn't Nagato originally set to be an evil alien?\Never mind that, we need a cat! That's how it's set in my mind now.\Hey Yuki, do you know anyplace with lots of cats? Strays are okay.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right response:	Kokoro no kimi ga kieta The image of you in my mind has vanished
context: Wasn't Nagato originally set to be an evil alien?\Never mind that, we need a cat! That's how it's set in my mind now.\Hey Yuki, do you know anyplace with lots of cats? Strays are okay.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished response:	Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?
context: Never mind that, we need a cat! That's how it's set in my mind now.\Hey Yuki, do you know anyplace with lots of cats? Strays are okay.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly? response:	Tomare! Stop!
context: Hey Yuki, do you know anyplace with lots of cats? Strays are okay.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop! response:	Kako wa jibun no mono The past belongs to me
context: Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me response:	Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else
context: Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else response:	Nazenara That's because
context: Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because response:	Basudei datta watashitachi niwa It was my birthday, and when we saw each other
context: Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other response:	Deai ga umareta toki ni We could see the first dream
context: Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream response:	Hajimete no yume ga mieru That we had when we were born
context: Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born response:	Doushiyouka tte nayanda koto mo Worrying about what do I do?
context: Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born\Doushiyouka tte nayanda koto mo Worrying about what do I do? response:	Ima omoeba waraeru hodo datta yo ne Is laughable when I think about it now
context: Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born\Doushiyouka tte nayanda koto mo Worrying about what do I do?\Ima omoeba waraeru hodo datta yo ne Is laughable when I think about it now response:	Mou wasureteta I've already forgotten it
context: Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born\Doushiyouka tte nayanda koto mo Worrying about what do I do?\Ima omoeba waraeru hodo datta yo ne Is laughable when I think about it now\Mou wasureteta I've already forgotten it response:	Kimi wo sagasou Let's search for you
