context: The Third Plate response:	Two
context: Well, for now.\I see.\I'm glad.\I'm disappointed that I can't compete in the same area as you two,\but our booth will beat out the rest of othe competition in the Main Avenue area.\The two behind you seem to be suffering from extreme fatigue.\Is your booth going to be all right?\Of course. response:	Yukihira-kun, don't let your rival get you down.
context: I see.\I'm glad.\I'm disappointed that I can't compete in the same area as you two,\but our booth will beat out the rest of othe competition in the Main Avenue area.\The two behind you seem to be suffering from extreme fatigue.\Is your booth going to be all right?\Of course.\Yukihira-kun, don't let your rival get you down. response:	Good luck with everything.
context: I'm glad.\I'm disappointed that I can't compete in the same area as you two,\but our booth will beat out the rest of othe competition in the Main Avenue area.\The two behind you seem to be suffering from extreme fatigue.\Is your booth going to be all right?\Of course.\Yukihira-kun, don't let your rival get you down.\Good luck with everything. response:	Oh, speak of the devil...
context: I'm disappointed that I can't compete in the same area as you two,\but our booth will beat out the rest of othe competition in the Main Avenue area.\The two behind you seem to be suffering from extreme fatigue.\Is your booth going to be all right?\Of course.\Yukihira-kun, don't let your rival get you down.\Good luck with everything.\Oh, speak of the devil... response:	We'll now sing the Totsuki Teahouse Culinary Academy's school anthem.
context: but our booth will beat out the rest of othe competition in the Main Avenue area.\The two behind you seem to be suffering from extreme fatigue.\Is your booth going to be all right?\Of course.\Yukihira-kun, don't let your rival get you down.\Good luck with everything.\Oh, speak of the devil...\We'll now sing the Totsuki Teahouse Culinary Academy's school anthem. response:	School anthem? We have one?
context: The two behind you seem to be suffering from extreme fatigue.\Is your booth going to be all right?\Of course.\Yukihira-kun, don't let your rival get you down.\Good luck with everything.\Oh, speak of the devil...\We'll now sing the Totsuki Teahouse Culinary Academy's school anthem.\School anthem? We have one? response:	Did you know, Tadokoro?
context: Is your booth going to be all right?\Of course.\Yukihira-kun, don't let your rival get you down.\Good luck with everything.\Oh, speak of the devil...\We'll now sing the Totsuki Teahouse Culinary Academy's school anthem.\School anthem? We have one?\Did you know, Tadokoro? response:	Here in the bosom of the land of the rising sun,
context: Of course.\Yukihira-kun, don't let your rival get you down.\Good luck with everything.\Oh, speak of the devil...\We'll now sing the Totsuki Teahouse Culinary Academy's school anthem.\School anthem? We have one?\Did you know, Tadokoro?\Here in the bosom of the land of the rising sun, response:	come ye sharp and bright-souled youths
context: Yukihira-kun, don't let your rival get you down.\Good luck with everything.\Oh, speak of the devil...\We'll now sing the Totsuki Teahouse Culinary Academy's school anthem.\School anthem? We have one?\Did you know, Tadokoro?\Here in the bosom of the land of the rising sun,\come ye sharp and bright-souled youths response:	Look upon the pinnacle of food.
context: Good luck with everything.\Oh, speak of the devil...\We'll now sing the Totsuki Teahouse Culinary Academy's school anthem.\School anthem? We have one?\Did you know, Tadokoro?\Here in the bosom of the land of the rising sun,\come ye sharp and bright-souled youths\Look upon the pinnacle of food. response:	Now, bestir yourselves.
context: Oh, speak of the devil...\We'll now sing the Totsuki Teahouse Culinary Academy's school anthem.\School anthem? We have one?\Did you know, Tadokoro?\Here in the bosom of the land of the rising sun,\come ye sharp and bright-souled youths\Look upon the pinnacle of food.\Now, bestir yourselves. response:	Ah, hone yourselves. (Hone yourselves.)
context: We'll now sing the Totsuki Teahouse Culinary Academy's school anthem.\School anthem? We have one?\Did you know, Tadokoro?\Here in the bosom of the land of the rising sun,\come ye sharp and bright-souled youths\Look upon the pinnacle of food.\Now, bestir yourselves.\Ah, hone yourselves. (Hone yourselves.) response:	You are in the sacred land of gourmands.
context: School anthem? We have one?\Did you know, Tadokoro?\Here in the bosom of the land of the rising sun,\come ye sharp and bright-souled youths\Look upon the pinnacle of food.\Now, bestir yourselves.\Ah, hone yourselves. (Hone yourselves.)\You are in the sacred land of gourmands. response:	You are here in Totsuki Academy.
context: Did you know, Tadokoro?\Here in the bosom of the land of the rising sun,\come ye sharp and bright-souled youths\Look upon the pinnacle of food.\Now, bestir yourselves.\Ah, hone yourselves. (Hone yourselves.)\You are in the sacred land of gourmands.\You are here in Totsuki Academy. response:	The 92nd Moon Festival
context: Here in the bosom of the land of the rising sun,\come ye sharp and bright-souled youths\Look upon the pinnacle of food.\Now, bestir yourselves.\Ah, hone yourselves. (Hone yourselves.)\You are in the sacred land of gourmands.\You are here in Totsuki Academy.\The 92nd Moon Festival response:	Tsukassan.
context: come ye sharp and bright-souled youths\Look upon the pinnacle of food.\Now, bestir yourselves.\Ah, hone yourselves. (Hone yourselves.)\You are in the sacred land of gourmands.\You are here in Totsuki Academy.\The 92nd Moon Festival\Tsukassan. response:	I hope you'll keep your promise?
context: Look upon the pinnacle of food.\Now, bestir yourselves.\Ah, hone yourselves. (Hone yourselves.)\You are in the sacred land of gourmands.\You are here in Totsuki Academy.\The 92nd Moon Festival\Tsukassan.\I hope you'll keep your promise? response:	The time has come!
context: Now, bestir yourselves.\Ah, hone yourselves. (Hone yourselves.)\You are in the sacred land of gourmands.\You are here in Totsuki Academy.\The 92nd Moon Festival\Tsukassan.\I hope you'll keep your promise?\The time has come! response:	I now announce the opening of the Moon Festival!
context: Ah, hone yourselves. (Hone yourselves.)\You are in the sacred land of gourmands.\You are here in Totsuki Academy.\The 92nd Moon Festival\Tsukassan.\I hope you'll keep your promise?\The time has come!\I now announce the opening of the Moon Festival! response:	The 92nd Moon Festival
context: You are in the sacred land of gourmands.\You are here in Totsuki Academy.\The 92nd Moon Festival\Tsukassan.\I hope you'll keep your promise?\The time has come!\I now announce the opening of the Moon Festival!\The 92nd Moon Festival response:	If I may say so myself,
context: You are here in Totsuki Academy.\The 92nd Moon Festival\Tsukassan.\I hope you'll keep your promise?\The time has come!\I now announce the opening of the Moon Festival!\The 92nd Moon Festival\If I may say so myself, response:	Kuga Restaurant
context: The 92nd Moon Festival\Tsukassan.\I hope you'll keep your promise?\The time has come!\I now announce the opening of the Moon Festival!\The 92nd Moon Festival\If I may say so myself,\Kuga Restaurant response:	I've created one very respectable restaurant here.
context: Tsukassan.\I hope you'll keep your promise?\The time has come!\I now announce the opening of the Moon Festival!\The 92nd Moon Festival\If I may say so myself,\Kuga Restaurant\I've created one very respectable restaurant here. response:	Indeed!
context: I hope you'll keep your promise?\The time has come!\I now announce the opening of the Moon Festival!\The 92nd Moon Festival\If I may say so myself,\Kuga Restaurant\I've created one very respectable restaurant here.\Indeed! response:	Just look at Yukihira Soma's booth in comparison.
context: The time has come!\I now announce the opening of the Moon Festival!\The 92nd Moon Festival\If I may say so myself,\Kuga Restaurant\I've created one very respectable restaurant here.\Indeed!\Just look at Yukihira Soma's booth in comparison. response:	Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns
context: I now announce the opening of the Moon Festival!\The 92nd Moon Festival\If I may say so myself,\Kuga Restaurant\I've created one very respectable restaurant here.\Indeed!\Just look at Yukihira Soma's booth in comparison.\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns response:	How dare he even consider challenging us with such a place!
context: The 92nd Moon Festival\If I may say so myself,\Kuga Restaurant\I've created one very respectable restaurant here.\Indeed!\Just look at Yukihira Soma's booth in comparison.\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\How dare he even consider challenging us with such a place! response:	All right!
context: If I may say so myself,\Kuga Restaurant\I've created one very respectable restaurant here.\Indeed!\Just look at Yukihira Soma's booth in comparison.\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\How dare he even consider challenging us with such a place!\All right! response:	This is our first hand to win against the Chinese Cuisine RS
context: Kuga Restaurant\I've created one very respectable restaurant here.\Indeed!\Just look at Yukihira Soma's booth in comparison.\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\How dare he even consider challenging us with such a place!\All right!\This is our first hand to win against the Chinese Cuisine RS response:	the black pepper bun!
context: I've created one very respectable restaurant here.\Indeed!\Just look at Yukihira Soma's booth in comparison.\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\How dare he even consider challenging us with such a place!\All right!\This is our first hand to win against the Chinese Cuisine RS\the black pepper bun! response:	Piping hot black pepper buns!
context: Indeed!\Just look at Yukihira Soma's booth in comparison.\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\How dare he even consider challenging us with such a place!\All right!\This is our first hand to win against the Chinese Cuisine RS\the black pepper bun!\Piping hot black pepper buns! response:	Would you like a hot black pepper bun?
context: Just look at Yukihira Soma's booth in comparison.\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\How dare he even consider challenging us with such a place!\All right!\This is our first hand to win against the Chinese Cuisine RS\the black pepper bun!\Piping hot black pepper buns!\Would you like a hot black pepper bun? response:	Huh?
context: Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\How dare he even consider challenging us with such a place!\All right!\This is our first hand to win against the Chinese Cuisine RS\the black pepper bun!\Piping hot black pepper buns!\Would you like a hot black pepper bun?\Huh? response:	Black pepper buns?
context: How dare he even consider challenging us with such a place!\All right!\This is our first hand to win against the Chinese Cuisine RS\the black pepper bun!\Piping hot black pepper buns!\Would you like a hot black pepper bun?\Huh?\Black pepper buns? response:	I've heard of them!
context: All right!\This is our first hand to win against the Chinese Cuisine RS\the black pepper bun!\Piping hot black pepper buns!\Would you like a hot black pepper bun?\Huh?\Black pepper buns?\I've heard of them! response:	They're famous Taiwanese street food, right?
context: This is our first hand to win against the Chinese Cuisine RS\the black pepper bun!\Piping hot black pepper buns!\Would you like a hot black pepper bun?\Huh?\Black pepper buns?\I've heard of them!\They're famous Taiwanese street food, right? response:	Oh, look!
context: the black pepper bun!\Piping hot black pepper buns!\Would you like a hot black pepper bun?\Huh?\Black pepper buns?\I've heard of them!\They're famous Taiwanese street food, right?\Oh, look! response:	They're plastered all over inside the stone oven!
context: Piping hot black pepper buns!\Would you like a hot black pepper bun?\Huh?\Black pepper buns?\I've heard of them!\They're famous Taiwanese street food, right?\Oh, look!\They're plastered all over inside the stone oven! response:	I wonder what they taste like?
context: Would you like a hot black pepper bun?\Huh?\Black pepper buns?\I've heard of them!\They're famous Taiwanese street food, right?\Oh, look!\They're plastered all over inside the stone oven!\I wonder what they taste like? response:	They have a ground pork rib meat filling seasoned with black pepper!
context: Huh?\Black pepper buns?\I've heard of them!\They're famous Taiwanese street food, right?\Oh, look!\They're plastered all over inside the stone oven!\I wonder what they taste like?\They have a ground pork rib meat filling seasoned with black pepper! response:	Oh, I want to try that!
context: Black pepper buns?\I've heard of them!\They're famous Taiwanese street food, right?\Oh, look!\They're plastered all over inside the stone oven!\I wonder what they taste like?\They have a ground pork rib meat filling seasoned with black pepper!\Oh, I want to try that! response:	Me, too!
context: I've heard of them!\They're famous Taiwanese street food, right?\Oh, look!\They're plastered all over inside the stone oven!\I wonder what they taste like?\They have a ground pork rib meat filling seasoned with black pepper!\Oh, I want to try that!\Me, too! response:	Give me two!
context: They're famous Taiwanese street food, right?\Oh, look!\They're plastered all over inside the stone oven!\I wonder what they taste like?\They have a ground pork rib meat filling seasoned with black pepper!\Oh, I want to try that!\Me, too!\Give me two! response:	Thank you!
context: Oh, look!\They're plastered all over inside the stone oven!\I wonder what they taste like?\They have a ground pork rib meat filling seasoned with black pepper!\Oh, I want to try that!\Me, too!\Give me two!\Thank you! response:	Thanks!
context: They're plastered all over inside the stone oven!\I wonder what they taste like?\They have a ground pork rib meat filling seasoned with black pepper!\Oh, I want to try that!\Me, too!\Give me two!\Thank you!\Thanks! response:	They're hot!
context: I wonder what they taste like?\They have a ground pork rib meat filling seasoned with black pepper!\Oh, I want to try that!\Me, too!\Give me two!\Thank you!\Thanks!\They're hot! response:	Digging in!
context: They have a ground pork rib meat filling seasoned with black pepper!\Oh, I want to try that!\Me, too!\Give me two!\Thank you!\Thanks!\They're hot!\Digging in! response:	It's so juicy!
context: Oh, I want to try that!\Me, too!\Give me two!\Thank you!\Thanks!\They're hot!\Digging in!\It's so juicy! response:	The bun is soft and flaky, just like pie crust!
context: Me, too!\Give me two!\Thank you!\Thanks!\They're hot!\Digging in!\It's so juicy!\The bun is soft and flaky, just like pie crust! response:	The meat stuffing has lots of sliced onions!
context: Give me two!\Thank you!\Thanks!\They're hot!\Digging in!\It's so juicy!\The bun is soft and flaky, just like pie crust!\The meat stuffing has lots of sliced onions! response:	The spicy black pepper adds a nice note.
context: Thank you!\Thanks!\They're hot!\Digging in!\It's so juicy!\The bun is soft and flaky, just like pie crust!\The meat stuffing has lots of sliced onions!\The spicy black pepper adds a nice note. response:	The ground pork's mild richness and umami just keep gushing out!
context: Thanks!\They're hot!\Digging in!\It's so juicy!\The bun is soft and flaky, just like pie crust!\The meat stuffing has lots of sliced onions!\The spicy black pepper adds a nice note.\The ground pork's mild richness and umami just keep gushing out! response:	Delicious!
context: They're hot!\Digging in!\It's so juicy!\The bun is soft and flaky, just like pie crust!\The meat stuffing has lots of sliced onions!\The spicy black pepper adds a nice note.\The ground pork's mild richness and umami just keep gushing out!\Delicious! response:	Thank goodness.
context: Digging in!\It's so juicy!\The bun is soft and flaky, just like pie crust!\The meat stuffing has lots of sliced onions!\The spicy black pepper adds a nice note.\The ground pork's mild richness and umami just keep gushing out!\Delicious!\Thank goodness. response:	Soma-kun, they seem to like it!
context: It's so juicy!\The bun is soft and flaky, just like pie crust!\The meat stuffing has lots of sliced onions!\The spicy black pepper adds a nice note.\The ground pork's mild richness and umami just keep gushing out!\Delicious!\Thank goodness.\Soma-kun, they seem to like it! response:	Great!
context: The bun is soft and flaky, just like pie crust!\The meat stuffing has lots of sliced onions!\The spicy black pepper adds a nice note.\The ground pork's mild richness and umami just keep gushing out!\Delicious!\Thank goodness.\Soma-kun, they seem to like it!\Great! response:	Totsuki
context: The meat stuffing has lots of sliced onions!\The spicy black pepper adds a nice note.\The ground pork's mild richness and umami just keep gushing out!\Delicious!\Thank goodness.\Soma-kun, they seem to like it!\Great!\Totsuki response:	Food Wars
context: The spicy black pepper adds a nice note.\The ground pork's mild richness and umami just keep gushing out!\Delicious!\Thank goodness.\Soma-kun, they seem to like it!\Great!\Totsuki\Food Wars response:	The Third Plate
context: The ground pork's mild richness and umami just keep gushing out!\Delicious!\Thank goodness.\Soma-kun, they seem to like it!\Great!\Totsuki\Food Wars\The Third Plate response:	Next Episode: Moon Festival
context: Delicious!\Thank goodness.\Soma-kun, they seem to like it!\Great!\Totsuki\Food Wars\The Third Plate\Next Episode: Moon Festival response:	I hope you savor the next episode!
