context: Sign: Broadcasting Room response:	Sign: Cool guys only
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	How to Cook A Special Poultry Christmas Meal
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal response:	Next Episode Preview
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\Next Episode Preview response:	Beneath the Fir Tree
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\Next Episode Preview\Beneath the Fir Tree response:	Are your feelings of guilt gone?
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\Next Episode Preview\Beneath the Fir Tree\Are your feelings of guilt gone? response:	Go!
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\Next Episode Preview\Beneath the Fir Tree\Are your feelings of guilt gone?\Go! response:	Don't you think Kushieda-senpai is acting weird?
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\Next Episode Preview\Beneath the Fir Tree\Are your feelings of guilt gone?\Go!\Don't you think Kushieda-senpai is acting weird? response:	You're right.
context: How to Cook A Special Poultry Christmas Meal\How to Cook A Special Poultry Christmas Meal\Next Episode Preview\Beneath the Fir Tree\Are your feelings of guilt gone?\Go!\Don't you think Kushieda-senpai is acting weird?\You're right. response:	I mean, she's a weird person by nature,
context: How to Cook A Special Poultry Christmas Meal\Next Episode Preview\Beneath the Fir Tree\Are your feelings of guilt gone?\Go!\Don't you think Kushieda-senpai is acting weird?\You're right.\I mean, she's a weird person by nature, response:	but she's been spacing out a lot more than usual recently.
context: Next Episode Preview\Beneath the Fir Tree\Are your feelings of guilt gone?\Go!\Don't you think Kushieda-senpai is acting weird?\You're right.\I mean, she's a weird person by nature,\but she's been spacing out a lot more than usual recently. response:	What the heck am I doing?
context: Beneath the Fir Tree\Are your feelings of guilt gone?\Go!\Don't you think Kushieda-senpai is acting weird?\You're right.\I mean, she's a weird person by nature,\but she's been spacing out a lot more than usual recently.\What the heck am I doing? response:	Oh yeah, the big year-end sale is coming up soon,
context: Are your feelings of guilt gone?\Go!\Don't you think Kushieda-senpai is acting weird?\You're right.\I mean, she's a weird person by nature,\but she's been spacing out a lot more than usual recently.\What the heck am I doing?\Oh yeah, the big year-end sale is coming up soon, response:	and then spring cleaning is after that.
context: Go!\Don't you think Kushieda-senpai is acting weird?\You're right.\I mean, she's a weird person by nature,\but she's been spacing out a lot more than usual recently.\What the heck am I doing?\Oh yeah, the big year-end sale is coming up soon,\and then spring cleaning is after that. response:	From the deepest parts of the cupboards to the tatami mats,
context: Don't you think Kushieda-senpai is acting weird?\You're right.\I mean, she's a weird person by nature,\but she's been spacing out a lot more than usual recently.\What the heck am I doing?\Oh yeah, the big year-end sale is coming up soon,\and then spring cleaning is after that.\From the deepest parts of the cupboards to the tatami mats, response:	I'll clean every inch.
context: You're right.\I mean, she's a weird person by nature,\but she's been spacing out a lot more than usual recently.\What the heck am I doing?\Oh yeah, the big year-end sale is coming up soon,\and then spring cleaning is after that.\From the deepest parts of the cupboards to the tatami mats,\I'll clean every inch. response:	No! No!
context: I mean, she's a weird person by nature,\but she's been spacing out a lot more than usual recently.\What the heck am I doing?\Oh yeah, the big year-end sale is coming up soon,\and then spring cleaning is after that.\From the deepest parts of the cupboards to the tatami mats,\I'll clean every inch.\No! No! response:	You're thinking about it wrong; it's Christmas. Christmas!
context: but she's been spacing out a lot more than usual recently.\What the heck am I doing?\Oh yeah, the big year-end sale is coming up soon,\and then spring cleaning is after that.\From the deepest parts of the cupboards to the tatami mats,\I'll clean every inch.\No! No!\You're thinking about it wrong; it's Christmas. Christmas! response:	Huh?
context: What the heck am I doing?\Oh yeah, the big year-end sale is coming up soon,\and then spring cleaning is after that.\From the deepest parts of the cupboards to the tatami mats,\I'll clean every inch.\No! No!\You're thinking about it wrong; it's Christmas. Christmas!\Huh? response:	Oh, I'm so looking forward to it.
