context: Your Highness. response:	- Is Fifth Sister here? - Aunt?
context: She must have known the sealing spell was about to be lifted\and was there to seal Qing Cang.\70,000 years.\Not even you knew the sealing spell would be lifted.\Who else in this world could predict this?\It was not a prediction. Instead...\This lady already knew of this fact, but did not tell anybody.\I'm afraid she had already planned to fight Qing Cang alone response:	and not involve anybody else.
context: and was there to seal Qing Cang.\70,000 years.\Not even you knew the sealing spell would be lifted.\Who else in this world could predict this?\It was not a prediction. Instead...\This lady already knew of this fact, but did not tell anybody.\I'm afraid she had already planned to fight Qing Cang alone\and not involve anybody else. response:	The more I hear from you
context: 70,000 years.\Not even you knew the sealing spell would be lifted.\Who else in this world could predict this?\It was not a prediction. Instead...\This lady already knew of this fact, but did not tell anybody.\I'm afraid she had already planned to fight Qing Cang alone\and not involve anybody else.\The more I hear from you response:	the more I admire this lady.
context: Not even you knew the sealing spell would be lifted.\Who else in this world could predict this?\It was not a prediction. Instead...\This lady already knew of this fact, but did not tell anybody.\I'm afraid she had already planned to fight Qing Cang alone\and not involve anybody else.\The more I hear from you\the more I admire this lady. response:	Dijun, who might this lady be?
context: Who else in this world could predict this?\It was not a prediction. Instead...\This lady already knew of this fact, but did not tell anybody.\I'm afraid she had already planned to fight Qing Cang alone\and not involve anybody else.\The more I hear from you\the more I admire this lady.\Dijun, who might this lady be? response:	It is most likely...
context: It was not a prediction. Instead...\This lady already knew of this fact, but did not tell anybody.\I'm afraid she had already planned to fight Qing Cang alone\and not involve anybody else.\The more I hear from you\the more I admire this lady.\Dijun, who might this lady be?\It is most likely... response:	This young princess's aunt.
context: This lady already knew of this fact, but did not tell anybody.\I'm afraid she had already planned to fight Qing Cang alone\and not involve anybody else.\The more I hear from you\the more I admire this lady.\Dijun, who might this lady be?\It is most likely...\This young princess's aunt. response:	My aunt?
context: I'm afraid she had already planned to fight Qing Cang alone\and not involve anybody else.\The more I hear from you\the more I admire this lady.\Dijun, who might this lady be?\It is most likely...\This young princess's aunt.\My aunt? response:	I have yet to ask. This is...
context: and not involve anybody else.\The more I hear from you\the more I admire this lady.\Dijun, who might this lady be?\It is most likely...\This young princess's aunt.\My aunt?\I have yet to ask. This is... response:	I am Bai Feng Jiu of Qing Qiu.
context: The more I hear from you\the more I admire this lady.\Dijun, who might this lady be?\It is most likely...\This young princess's aunt.\My aunt?\I have yet to ask. This is...\I am Bai Feng Jiu of Qing Qiu. response:	Granddaughter of the Fox King.
context: the more I admire this lady.\Dijun, who might this lady be?\It is most likely...\This young princess's aunt.\My aunt?\I have yet to ask. This is...\I am Bai Feng Jiu of Qing Qiu.\Granddaughter of the Fox King. response:	- Princess Feng Jiu. - That is me.
context: Dijun, who might this lady be?\It is most likely...\This young princess's aunt.\My aunt?\I have yet to ask. This is...\I am Bai Feng Jiu of Qing Qiu.\Granddaughter of the Fox King.\- Princess Feng Jiu. - That is me. response:	Then your aunt is Bai Qian of Qing Qiu?
context: It is most likely...\This young princess's aunt.\My aunt?\I have yet to ask. This is...\I am Bai Feng Jiu of Qing Qiu.\Granddaughter of the Fox King.\- Princess Feng Jiu. - That is me.\Then your aunt is Bai Qian of Qing Qiu? response:	That's right, my aunt is Bai Qian.
context: This young princess's aunt.\My aunt?\I have yet to ask. This is...\I am Bai Feng Jiu of Qing Qiu.\Granddaughter of the Fox King.\- Princess Feng Jiu. - That is me.\Then your aunt is Bai Qian of Qing Qiu?\That's right, my aunt is Bai Qian. response:	Then isn't she the Crown Prince's Crown Princess Consort?
context: My aunt?\I have yet to ask. This is...\I am Bai Feng Jiu of Qing Qiu.\Granddaughter of the Fox King.\- Princess Feng Jiu. - That is me.\Then your aunt is Bai Qian of Qing Qiu?\That's right, my aunt is Bai Qian.\Then isn't she the Crown Prince's Crown Princess Consort? response:	What Crown Princess Consort?
context: I have yet to ask. This is...\I am Bai Feng Jiu of Qing Qiu.\Granddaughter of the Fox King.\- Princess Feng Jiu. - That is me.\Then your aunt is Bai Qian of Qing Qiu?\That's right, my aunt is Bai Qian.\Then isn't she the Crown Prince's Crown Princess Consort?\What Crown Princess Consort? response:	Isn't my aunt marrying the second prince?
context: I am Bai Feng Jiu of Qing Qiu.\Granddaughter of the Fox King.\- Princess Feng Jiu. - That is me.\Then your aunt is Bai Qian of Qing Qiu?\That's right, my aunt is Bai Qian.\Then isn't she the Crown Prince's Crown Princess Consort?\What Crown Princess Consort?\Isn't my aunt marrying the second prince? response:	Why has it turned into the crown prince?
context: Granddaughter of the Fox King.\- Princess Feng Jiu. - That is me.\Then your aunt is Bai Qian of Qing Qiu?\That's right, my aunt is Bai Qian.\Then isn't she the Crown Prince's Crown Princess Consort?\What Crown Princess Consort?\Isn't my aunt marrying the second prince?\Why has it turned into the crown prince? response:	It is a long story.
context: - Princess Feng Jiu. - That is me.\Then your aunt is Bai Qian of Qing Qiu?\That's right, my aunt is Bai Qian.\Then isn't she the Crown Prince's Crown Princess Consort?\What Crown Princess Consort?\Isn't my aunt marrying the second prince?\Why has it turned into the crown prince?\It is a long story. response:	- Then make it a long story short. - All right.
context: Then your aunt is Bai Qian of Qing Qiu?\That's right, my aunt is Bai Qian.\Then isn't she the Crown Prince's Crown Princess Consort?\What Crown Princess Consort?\Isn't my aunt marrying the second prince?\Why has it turned into the crown prince?\It is a long story.\- Then make it a long story short. - All right. response:	Then we'll have to start from that little snake from your aunt's den.
context: That's right, my aunt is Bai Qian.\Then isn't she the Crown Prince's Crown Princess Consort?\What Crown Princess Consort?\Isn't my aunt marrying the second prince?\Why has it turned into the crown prince?\It is a long story.\- Then make it a long story short. - All right.\Then we'll have to start from that little snake from your aunt's den. response:	Little snake? Do you mean Shao Xing?
context: Then isn't she the Crown Prince's Crown Princess Consort?\What Crown Princess Consort?\Isn't my aunt marrying the second prince?\Why has it turned into the crown prince?\It is a long story.\- Then make it a long story short. - All right.\Then we'll have to start from that little snake from your aunt's den.\Little snake? Do you mean Shao Xing? response:	Yes, Shao Xing.
context: What Crown Princess Consort?\Isn't my aunt marrying the second prince?\Why has it turned into the crown prince?\It is a long story.\- Then make it a long story short. - All right.\Then we'll have to start from that little snake from your aunt's den.\Little snake? Do you mean Shao Xing?\Yes, Shao Xing. response:	Shao Xing-
context: Isn't my aunt marrying the second prince?\Why has it turned into the crown prince?\It is a long story.\- Then make it a long story short. - All right.\Then we'll have to start from that little snake from your aunt's den.\Little snake? Do you mean Shao Xing?\Yes, Shao Xing.\Shao Xing- response:	Why do you guess that it is Bai Qian of Qing Qiu?
context: Why has it turned into the crown prince?\It is a long story.\- Then make it a long story short. - All right.\Then we'll have to start from that little snake from your aunt's den.\Little snake? Do you mean Shao Xing?\Yes, Shao Xing.\Shao Xing-\Why do you guess that it is Bai Qian of Qing Qiu? response:	The scroll you're holding
context: It is a long story.\- Then make it a long story short. - All right.\Then we'll have to start from that little snake from your aunt's den.\Little snake? Do you mean Shao Xing?\Yes, Shao Xing.\Shao Xing-\Why do you guess that it is Bai Qian of Qing Qiu?\The scroll you're holding response:	is what Bai Qian left for the princess last night.
context: - Then make it a long story short. - All right.\Then we'll have to start from that little snake from your aunt's den.\Little snake? Do you mean Shao Xing?\Yes, Shao Xing.\Shao Xing-\Why do you guess that it is Bai Qian of Qing Qiu?\The scroll you're holding\is what Bai Qian left for the princess last night. response:	The Bell of the East Emperor's sealing method is written in detail.
