context: (gulps) response:	What's this?
context: Wh-What?!\Huh? Dera-chan, you're crushing on someone?\I want to hear this!\N-No, I don't have a crush!\Oh, yes, there is! You told me about him before!\What? You did?\O-Onodera's crush?!\But she said she didn't have one the other day! response:	Hey! Why are you just sitting there?! Get going, will you?
context: Huh? Dera-chan, you're crushing on someone?\I want to hear this!\N-No, I don't have a crush!\Oh, yes, there is! You told me about him before!\What? You did?\O-Onodera's crush?!\But she said she didn't have one the other day!\Hey! Why are you just sitting there?! Get going, will you? response:	D-Damn it, I want to hear this! But...
context: I want to hear this!\N-No, I don't have a crush!\Oh, yes, there is! You told me about him before!\What? You did?\O-Onodera's crush?!\But she said she didn't have one the other day!\Hey! Why are you just sitting there?! Get going, will you?\D-Damn it, I want to hear this! But... response:	Right now, my first priority is getting out of here!
context: N-No, I don't have a crush!\Oh, yes, there is! You told me about him before!\What? You did?\O-Onodera's crush?!\But she said she didn't have one the other day!\Hey! Why are you just sitting there?! Get going, will you?\D-Damn it, I want to hear this! But...\Right now, my first priority is getting out of here! response:	Hey, she ran away!
context: Oh, yes, there is! You told me about him before!\What? You did?\O-Onodera's crush?!\But she said she didn't have one the other day!\Hey! Why are you just sitting there?! Get going, will you?\D-Damn it, I want to hear this! But...\Right now, my first priority is getting out of here!\Hey, she ran away! response:	Come back here, you!
context: What? You did?\O-Onodera's crush?!\But she said she didn't have one the other day!\Hey! Why are you just sitting there?! Get going, will you?\D-Damn it, I want to hear this! But...\Right now, my first priority is getting out of here!\Hey, she ran away!\Come back here, you! response:	Come on! If I say there's no one, then there's no one!
context: O-Onodera's crush?!\But she said she didn't have one the other day!\Hey! Why are you just sitting there?! Get going, will you?\D-Damn it, I want to hear this! But...\Right now, my first priority is getting out of here!\Hey, she ran away!\Come back here, you!\Come on! If I say there's no one, then there's no one! response:	Wh-What the hell?
context: But she said she didn't have one the other day!\Hey! Why are you just sitting there?! Get going, will you?\D-Damn it, I want to hear this! But...\Right now, my first priority is getting out of here!\Hey, she ran away!\Come back here, you!\Come on! If I say there's no one, then there's no one!\Wh-What the hell? response:	Who thought that my last escape route would be blocked by the most formidable wall!?
context: Hey! Why are you just sitting there?! Get going, will you?\D-Damn it, I want to hear this! But...\Right now, my first priority is getting out of here!\Hey, she ran away!\Come back here, you!\Come on! If I say there's no one, then there's no one!\Wh-What the hell?\Who thought that my last escape route would be blocked by the most formidable wall!? response:	That idiot!
context: D-Damn it, I want to hear this! But...\Right now, my first priority is getting out of here!\Hey, she ran away!\Come back here, you!\Come on! If I say there's no one, then there's no one!\Wh-What the hell?\Who thought that my last escape route would be blocked by the most formidable wall!?\That idiot! response:	C-Come on, Kosaki-chan, I'd like you to tell me too!
context: Right now, my first priority is getting out of here!\Hey, she ran away!\Come back here, you!\Come on! If I say there's no one, then there's no one!\Wh-What the hell?\Who thought that my last escape route would be blocked by the most formidable wall!?\That idiot!\C-Come on, Kosaki-chan, I'd like you to tell me too! response:	What? Not you too, Chitoge-chan!
context: Hey, she ran away!\Come back here, you!\Come on! If I say there's no one, then there's no one!\Wh-What the hell?\Who thought that my last escape route would be blocked by the most formidable wall!?\That idiot!\C-Come on, Kosaki-chan, I'd like you to tell me too!\What? Not you too, Chitoge-chan! response:	Now, now, come over here!
context: Come back here, you!\Come on! If I say there's no one, then there's no one!\Wh-What the hell?\Who thought that my last escape route would be blocked by the most formidable wall!?\That idiot!\C-Come on, Kosaki-chan, I'd like you to tell me too!\What? Not you too, Chitoge-chan!\Now, now, come over here! response:	W-Wait...
context: Come on! If I say there's no one, then there's no one!\Wh-What the hell?\Who thought that my last escape route would be blocked by the most formidable wall!?\That idiot!\C-Come on, Kosaki-chan, I'd like you to tell me too!\What? Not you too, Chitoge-chan!\Now, now, come over here!\W-Wait... response:	Huh?!
context: Wh-What the hell?\Who thought that my last escape route would be blocked by the most formidable wall!?\That idiot!\C-Come on, Kosaki-chan, I'd like you to tell me too!\What? Not you too, Chitoge-chan!\Now, now, come over here!\W-Wait...\Huh?! response:	I think I just felt something soft underneath.
context: Who thought that my last escape route would be blocked by the most formidable wall!?\That idiot!\C-Come on, Kosaki-chan, I'd like you to tell me too!\What? Not you too, Chitoge-chan!\Now, now, come over here!\W-Wait...\Huh?!\I think I just felt something soft underneath. response:	I-It must be your imagination!
context: That idiot!\C-Come on, Kosaki-chan, I'd like you to tell me too!\What? Not you too, Chitoge-chan!\Now, now, come over here!\W-Wait...\Huh?!\I think I just felt something soft underneath.\I-It must be your imagination! response:	Come on, what are you doing? Now's your chance!
context: C-Come on, Kosaki-chan, I'd like you to tell me too!\What? Not you too, Chitoge-chan!\Now, now, come over here!\W-Wait...\Huh?!\I think I just felt something soft underneath.\I-It must be your imagination!\Come on, what are you doing? Now's your chance! response:	Get yourself over there!
context: What? Not you too, Chitoge-chan!\Now, now, come over here!\W-Wait...\Huh?!\I think I just felt something soft underneath.\I-It must be your imagination!\Come on, what are you doing? Now's your chance!\Get yourself over there! response:	Whoa! Whoa! Don't push, okay?
context: Now, now, come over here!\W-Wait...\Huh?!\I think I just felt something soft underneath.\I-It must be your imagination!\Come on, what are you doing? Now's your chance!\Get yourself over there!\Whoa! Whoa! Don't push, okay? response:	What was that sound just now?
context: W-Wait...\Huh?!\I think I just felt something soft underneath.\I-It must be your imagination!\Come on, what are you doing? Now's your chance!\Get yourself over there!\Whoa! Whoa! Don't push, okay?\What was that sound just now? response:	You don't think they realized we've been eavesdropping here?
context: Huh?!\I think I just felt something soft underneath.\I-It must be your imagination!\Come on, what are you doing? Now's your chance!\Get yourself over there!\Whoa! Whoa! Don't push, okay?\What was that sound just now?\You don't think they realized we've been eavesdropping here? response:	Raku? What the hell are you doing there?
context: I think I just felt something soft underneath.\I-It must be your imagination!\Come on, what are you doing? Now's your chance!\Get yourself over there!\Whoa! Whoa! Don't push, okay?\What was that sound just now?\You don't think they realized we've been eavesdropping here?\Raku? What the hell are you doing there? response:	Oh, uh... I was just holding my breath underwater.
context: I-It must be your imagination!\Come on, what are you doing? Now's your chance!\Get yourself over there!\Whoa! Whoa! Don't push, okay?\What was that sound just now?\You don't think they realized we've been eavesdropping here?\Raku? What the hell are you doing there?\Oh, uh... I was just holding my breath underwater. response:	Hey, man, you need get on in this!
context: Come on, what are you doing? Now's your chance!\Get yourself over there!\Whoa! Whoa! Don't push, okay?\What was that sound just now?\You don't think they realized we've been eavesdropping here?\Raku? What the hell are you doing there?\Oh, uh... I was just holding my breath underwater.\Hey, man, you need get on in this! response:	The girls' titillating conversation!
context: Get yourself over there!\Whoa! Whoa! Don't push, okay?\What was that sound just now?\You don't think they realized we've been eavesdropping here?\Raku? What the hell are you doing there?\Oh, uh... I was just holding my breath underwater.\Hey, man, you need get on in this!\The girls' titillating conversation! response:	Nah, I'm going to take five.
context: Whoa! Whoa! Don't push, okay?\What was that sound just now?\You don't think they realized we've been eavesdropping here?\Raku? What the hell are you doing there?\Oh, uh... I was just holding my breath underwater.\Hey, man, you need get on in this!\The girls' titillating conversation!\Nah, I'm going to take five. response:	Oh, yeah? Jeez, you're cold.
context: What was that sound just now?\You don't think they realized we've been eavesdropping here?\Raku? What the hell are you doing there?\Oh, uh... I was just holding my breath underwater.\Hey, man, you need get on in this!\The girls' titillating conversation!\Nah, I'm going to take five.\Oh, yeah? Jeez, you're cold. response:	Sorry.
context: You don't think they realized we've been eavesdropping here?\Raku? What the hell are you doing there?\Oh, uh... I was just holding my breath underwater.\Hey, man, you need get on in this!\The girls' titillating conversation!\Nah, I'm going to take five.\Oh, yeah? Jeez, you're cold.\Sorry. response:	I know that you weren't to blame for any of that today.
context: Raku? What the hell are you doing there?\Oh, uh... I was just holding my breath underwater.\Hey, man, you need get on in this!\The girls' titillating conversation!\Nah, I'm going to take five.\Oh, yeah? Jeez, you're cold.\Sorry.\I know that you weren't to blame for any of that today. response:	But how much of a klutz can you be?!
context: Oh, uh... I was just holding my breath underwater.\Hey, man, you need get on in this!\The girls' titillating conversation!\Nah, I'm going to take five.\Oh, yeah? Jeez, you're cold.\Sorry.\I know that you weren't to blame for any of that today.\But how much of a klutz can you be?! response:	Sh-Shut up, will you? I'm a victim, too, you know.
context: Hey, man, you need get on in this!\The girls' titillating conversation!\Nah, I'm going to take five.\Oh, yeah? Jeez, you're cold.\Sorry.\I know that you weren't to blame for any of that today.\But how much of a klutz can you be?!\Sh-Shut up, will you? I'm a victim, too, you know. response:	So? How much did you see?
context: The girls' titillating conversation!\Nah, I'm going to take five.\Oh, yeah? Jeez, you're cold.\Sorry.\I know that you weren't to blame for any of that today.\But how much of a klutz can you be?!\Sh-Shut up, will you? I'm a victim, too, you know.\So? How much did you see? response:	Huh?
context: Nah, I'm going to take five.\Oh, yeah? Jeez, you're cold.\Sorry.\I know that you weren't to blame for any of that today.\But how much of a klutz can you be?!\Sh-Shut up, will you? I'm a victim, too, you know.\So? How much did you see?\Huh? response:	You saw my perfect body, didn't you?!
context: Oh, yeah? Jeez, you're cold.\Sorry.\I know that you weren't to blame for any of that today.\But how much of a klutz can you be?!\Sh-Shut up, will you? I'm a victim, too, you know.\So? How much did you see?\Huh?\You saw my perfect body, didn't you?! response:	I can't believe that you of all people would see me stark naked!
context: Sorry.\I know that you weren't to blame for any of that today.\But how much of a klutz can you be?!\Sh-Shut up, will you? I'm a victim, too, you know.\So? How much did you see?\Huh?\You saw my perfect body, didn't you?!\I can't believe that you of all people would see me stark naked! response:	I-I didn't see anything, okay? I mean, that place was pretty steamy!
context: I know that you weren't to blame for any of that today.\But how much of a klutz can you be?!\Sh-Shut up, will you? I'm a victim, too, you know.\So? How much did you see?\Huh?\You saw my perfect body, didn't you?!\I can't believe that you of all people would see me stark naked!\I-I didn't see anything, okay? I mean, that place was pretty steamy! response:	Really?
context: But how much of a klutz can you be?!\Sh-Shut up, will you? I'm a victim, too, you know.\So? How much did you see?\Huh?\You saw my perfect body, didn't you?!\I can't believe that you of all people would see me stark naked!\I-I didn't see anything, okay? I mean, that place was pretty steamy!\Really? response:	You're telling the truth, right? If you're lying, I swear
context: Sh-Shut up, will you? I'm a victim, too, you know.\So? How much did you see?\Huh?\You saw my perfect body, didn't you?!\I can't believe that you of all people would see me stark naked!\I-I didn't see anything, okay? I mean, that place was pretty steamy!\Really?\You're telling the truth, right? If you're lying, I swear response:	I'm telling the truth!
context: So? How much did you see?\Huh?\You saw my perfect body, didn't you?!\I can't believe that you of all people would see me stark naked!\I-I didn't see anything, okay? I mean, that place was pretty steamy!\Really?\You're telling the truth, right? If you're lying, I swear\I'm telling the truth! response:	Then what about that last thing?
context: Huh?\You saw my perfect body, didn't you?!\I can't believe that you of all people would see me stark naked!\I-I didn't see anything, okay? I mean, that place was pretty steamy!\Really?\You're telling the truth, right? If you're lying, I swear\I'm telling the truth!\Then what about that last thing? response:	What do you mean, that last thing?
context: You saw my perfect body, didn't you?!\I can't believe that you of all people would see me stark naked!\I-I didn't see anything, okay? I mean, that place was pretty steamy!\Really?\You're telling the truth, right? If you're lying, I swear\I'm telling the truth!\Then what about that last thing?\What do you mean, that last thing? response:	If you don't get it, then never mind.
context: I can't believe that you of all people would see me stark naked!\I-I didn't see anything, okay? I mean, that place was pretty steamy!\Really?\You're telling the truth, right? If you're lying, I swear\I'm telling the truth!\Then what about that last thing?\What do you mean, that last thing?\If you don't get it, then never mind. response:	Of course I could never say it.
context: I-I didn't see anything, okay? I mean, that place was pretty steamy!\Really?\You're telling the truth, right? If you're lying, I swear\I'm telling the truth!\Then what about that last thing?\What do you mean, that last thing?\If you don't get it, then never mind.\Of course I could never say it. response:	Not something like that.
context: Really?\You're telling the truth, right? If you're lying, I swear\I'm telling the truth!\Then what about that last thing?\What do you mean, that last thing?\If you don't get it, then never mind.\Of course I could never say it.\Not something like that. response:	All righty, tomorrow we're all heading to the mountain!
context: You're telling the truth, right? If you're lying, I swear\I'm telling the truth!\Then what about that last thing?\What do you mean, that last thing?\If you don't get it, then never mind.\Of course I could never say it.\Not something like that.\All righty, tomorrow we're all heading to the mountain! response:	Better get to bed soon!
context: I'm telling the truth!\Then what about that last thing?\What do you mean, that last thing?\If you don't get it, then never mind.\Of course I could never say it.\Not something like that.\All righty, tomorrow we're all heading to the mountain!\Better get to bed soon! response:	Okay!
context: Then what about that last thing?\What do you mean, that last thing?\If you don't get it, then never mind.\Of course I could never say it.\Not something like that.\All righty, tomorrow we're all heading to the mountain!\Better get to bed soon!\Okay! response:	If you open that sliding door, you're a dead man.
context: What do you mean, that last thing?\If you don't get it, then never mind.\Of course I could never say it.\Not something like that.\All righty, tomorrow we're all heading to the mountain!\Better get to bed soon!\Okay!\If you open that sliding door, you're a dead man. response:	I won't, I won't! No need to worry!
context: If you don't get it, then never mind.\Of course I could never say it.\Not something like that.\All righty, tomorrow we're all heading to the mountain!\Better get to bed soon!\Okay!\If you open that sliding door, you're a dead man.\I won't, I won't! No need to worry! response:	Damn right we're opening it! Right, Raku?
context: Of course I could never say it.\Not something like that.\All righty, tomorrow we're all heading to the mountain!\Better get to bed soon!\Okay!\If you open that sliding door, you're a dead man.\I won't, I won't! No need to worry!\Damn right we're opening it! Right, Raku? response:	I'm exhausted. Count me out.
context: Not something like that.\All righty, tomorrow we're all heading to the mountain!\Better get to bed soon!\Okay!\If you open that sliding door, you're a dead man.\I won't, I won't! No need to worry!\Damn right we're opening it! Right, Raku?\I'm exhausted. Count me out. response:	Jeez, you're cold!
context: All righty, tomorrow we're all heading to the mountain!\Better get to bed soon!\Okay!\If you open that sliding door, you're a dead man.\I won't, I won't! No need to worry!\Damn right we're opening it! Right, Raku?\I'm exhausted. Count me out.\Jeez, you're cold! response:	Why me too?
