context: All right, the contract is signed, Kosaki. response:	Starting today, you will become the Magical Patissiere Kosaki,
context: Huh? What am I doing, having a blast talking to this guy?\This guy is my enemy! He's the enemy, got that?\Oh, man, now I'm starting to crave some!\What?\Huh? You two are alone?\Now that's unusual for you, my little man-hater, Haru!\Hey, Haru! Don't come running to me if you have to fight over him with your sister!\What the...? Who would ever...? response:	Your mom's the same as ever, I see.
context: This guy is my enemy! He's the enemy, got that?\Oh, man, now I'm starting to crave some!\What?\Huh? You two are alone?\Now that's unusual for you, my little man-hater, Haru!\Hey, Haru! Don't come running to me if you have to fight over him with your sister!\What the...? Who would ever...?\Your mom's the same as ever, I see. response:	Who... who would ever fall for this guy?
context: Oh, man, now I'm starting to crave some!\What?\Huh? You two are alone?\Now that's unusual for you, my little man-hater, Haru!\Hey, Haru! Don't come running to me if you have to fight over him with your sister!\What the...? Who would ever...?\Your mom's the same as ever, I see.\Who... who would ever fall for this guy? response:	All right, that's enough! Please go off somewhere!
context: What?\Huh? You two are alone?\Now that's unusual for you, my little man-hater, Haru!\Hey, Haru! Don't come running to me if you have to fight over him with your sister!\What the...? Who would ever...?\Your mom's the same as ever, I see.\Who... who would ever fall for this guy?\All right, that's enough! Please go off somewhere! response:	But no, I can't do that...
context: Huh? You two are alone?\Now that's unusual for you, my little man-hater, Haru!\Hey, Haru! Don't come running to me if you have to fight over him with your sister!\What the...? Who would ever...?\Your mom's the same as ever, I see.\Who... who would ever fall for this guy?\All right, that's enough! Please go off somewhere!\But no, I can't do that... response:	I'll be fine on my own!
context: Now that's unusual for you, my little man-hater, Haru!\Hey, Haru! Don't come running to me if you have to fight over him with your sister!\What the...? Who would ever...?\Your mom's the same as ever, I see.\Who... who would ever fall for this guy?\All right, that's enough! Please go off somewhere!\But no, I can't do that...\I'll be fine on my own! response:	Hey... That's too heavy for you...
context: Hey, Haru! Don't come running to me if you have to fight over him with your sister!\What the...? Who would ever...?\Your mom's the same as ever, I see.\Who... who would ever fall for this guy?\All right, that's enough! Please go off somewhere!\But no, I can't do that...\I'll be fine on my own!\Hey... That's too heavy for you... response:	Hey! Hey, where do you think you're touching me?
context: What the...? Who would ever...?\Your mom's the same as ever, I see.\Who... who would ever fall for this guy?\All right, that's enough! Please go off somewhere!\But no, I can't do that...\I'll be fine on my own!\Hey... That's too heavy for you...\Hey! Hey, where do you think you're touching me? response:	Let go of me, please!
context: Your mom's the same as ever, I see.\Who... who would ever fall for this guy?\All right, that's enough! Please go off somewhere!\But no, I can't do that...\I'll be fine on my own!\Hey... That's too heavy for you...\Hey! Hey, where do you think you're touching me?\Let go of me, please! response:	No, if I let go now it'll all fall over!
context: Who... who would ever fall for this guy?\All right, that's enough! Please go off somewhere!\But no, I can't do that...\I'll be fine on my own!\Hey... That's too heavy for you...\Hey! Hey, where do you think you're touching me?\Let go of me, please!\No, if I let go now it'll all fall over! response:	At least leave the heavy stuff to me.
context: All right, that's enough! Please go off somewhere!\But no, I can't do that...\I'll be fine on my own!\Hey... That's too heavy for you...\Hey! Hey, where do you think you're touching me?\Let go of me, please!\No, if I let go now it'll all fall over!\At least leave the heavy stuff to me. response:	I am a guy, after all.
context: But no, I can't do that...\I'll be fine on my own!\Hey... That's too heavy for you...\Hey! Hey, where do you think you're touching me?\Let go of me, please!\No, if I let go now it'll all fall over!\At least leave the heavy stuff to me.\I am a guy, after all. response:	I can handle this by myself!
context: I'll be fine on my own!\Hey... That's too heavy for you...\Hey! Hey, where do you think you're touching me?\Let go of me, please!\No, if I let go now it'll all fall over!\At least leave the heavy stuff to me.\I am a guy, after all.\I can handle this by myself! response:	Oh, man. Stay still, will you? It's dangerous!
context: Hey... That's too heavy for you...\Hey! Hey, where do you think you're touching me?\Let go of me, please!\No, if I let go now it'll all fall over!\At least leave the heavy stuff to me.\I am a guy, after all.\I can handle this by myself!\Oh, man. Stay still, will you? It's dangerous! response:	If you don't cut it out, I'm going to yell as loud as I can!
context: Hey! Hey, where do you think you're touching me?\Let go of me, please!\No, if I let go now it'll all fall over!\At least leave the heavy stuff to me.\I am a guy, after all.\I can handle this by myself!\Oh, man. Stay still, will you? It's dangerous!\If you don't cut it out, I'm going to yell as loud as I can! response:	So loud my sister will hear me!
context: Let go of me, please!\No, if I let go now it'll all fall over!\At least leave the heavy stuff to me.\I am a guy, after all.\I can handle this by myself!\Oh, man. Stay still, will you? It's dangerous!\If you don't cut it out, I'm going to yell as loud as I can!\So loud my sister will hear me! response:	Yeah? Go ahead. It would be a lot worse if you got injured because of me!
context: No, if I let go now it'll all fall over!\At least leave the heavy stuff to me.\I am a guy, after all.\I can handle this by myself!\Oh, man. Stay still, will you? It's dangerous!\If you don't cut it out, I'm going to yell as loud as I can!\So loud my sister will hear me!\Yeah? Go ahead. It would be a lot worse if you got injured because of me! response:	What?
context: At least leave the heavy stuff to me.\I am a guy, after all.\I can handle this by myself!\Oh, man. Stay still, will you? It's dangerous!\If you don't cut it out, I'm going to yell as loud as I can!\So loud my sister will hear me!\Yeah? Go ahead. It would be a lot worse if you got injured because of me!\What? response:	Where's that coming from? Such a grating line as that...
context: I am a guy, after all.\I can handle this by myself!\Oh, man. Stay still, will you? It's dangerous!\If you don't cut it out, I'm going to yell as loud as I can!\So loud my sister will hear me!\Yeah? Go ahead. It would be a lot worse if you got injured because of me!\What?\Where's that coming from? Such a grating line as that... response:	Guys' hands are so burly...
context: I can handle this by myself!\Oh, man. Stay still, will you? It's dangerous!\If you don't cut it out, I'm going to yell as loud as I can!\So loud my sister will hear me!\Yeah? Go ahead. It would be a lot worse if you got injured because of me!\What?\Where's that coming from? Such a grating line as that...\Guys' hands are so burly... response:	I never knew they were so big...
context: Oh, man. Stay still, will you? It's dangerous!\If you don't cut it out, I'm going to yell as loud as I can!\So loud my sister will hear me!\Yeah? Go ahead. It would be a lot worse if you got injured because of me!\What?\Where's that coming from? Such a grating line as that...\Guys' hands are so burly...\I never knew they were so big... response:	Well... Looks like you got closer than I thought, huh?
context: If you don't cut it out, I'm going to yell as loud as I can!\So loud my sister will hear me!\Yeah? Go ahead. It would be a lot worse if you got injured because of me!\What?\Where's that coming from? Such a grating line as that...\Guys' hands are so burly...\I never knew they were so big...\Well... Looks like you got closer than I thought, huh? response:	Sister!
context: So loud my sister will hear me!\Yeah? Go ahead. It would be a lot worse if you got injured because of me!\What?\Where's that coming from? Such a grating line as that...\Guys' hands are so burly...\I never knew they were so big...\Well... Looks like you got closer than I thought, huh?\Sister! response:	If you just let go like that...
context: Yeah? Go ahead. It would be a lot worse if you got injured because of me!\What?\Where's that coming from? Such a grating line as that...\Guys' hands are so burly...\I never knew they were so big...\Well... Looks like you got closer than I thought, huh?\Sister!\If you just let go like that... response:	Ichijo!
context: What?\Where's that coming from? Such a grating line as that...\Guys' hands are so burly...\I never knew they were so big...\Well... Looks like you got closer than I thought, huh?\Sister!\If you just let go like that...\Ichijo! response:	What the... What was that sound?
context: Where's that coming from? Such a grating line as that...\Guys' hands are so burly...\I never knew they were so big...\Well... Looks like you got closer than I thought, huh?\Sister!\If you just let go like that...\Ichijo!\What the... What was that sound? response:	Didn't I tell you to be careful!?
context: Guys' hands are so burly...\I never knew they were so big...\Well... Looks like you got closer than I thought, huh?\Sister!\If you just let go like that...\Ichijo!\What the... What was that sound?\Didn't I tell you to be careful!? response:	No way am I going to let my guard down against you, all right?
context: I never knew they were so big...\Well... Looks like you got closer than I thought, huh?\Sister!\If you just let go like that...\Ichijo!\What the... What was that sound?\Didn't I tell you to be careful!?\No way am I going to let my guard down against you, all right? response:	You're going to pay for this, got that!? I hope you're prepared!
