context: Dang... I finally climbed up the ladder enough to get a TV appearance. response:	These greenrooms sure do make you restless, though.
context: Graphic Exorcism\Hypnosis Punch\and now I'm trying to keep things going with ad-libs!\Banishing Salt Punch\Cheeseburger Tornado\Anti-Possession Jumping Knee Strike\All right, let's have our other psychic step in.\Huh? response:	Jodo Kirin-sensei, if you would.
context: Hypnosis Punch\and now I'm trying to keep things going with ad-libs!\Banishing Salt Punch\Cheeseburger Tornado\Anti-Possession Jumping Knee Strike\All right, let's have our other psychic step in.\Huh?\Jodo Kirin-sensei, if you would. response:	W-Wait... Was I just an opening act?
context: and now I'm trying to keep things going with ad-libs!\Banishing Salt Punch\Cheeseburger Tornado\Anti-Possession Jumping Knee Strike\All right, let's have our other psychic step in.\Huh?\Jodo Kirin-sensei, if you would.\W-Wait... Was I just an opening act? response:	Is he going to take all the glory?!
context: Banishing Salt Punch\Cheeseburger Tornado\Anti-Possession Jumping Knee Strike\All right, let's have our other psychic step in.\Huh?\Jodo Kirin-sensei, if you would.\W-Wait... Was I just an opening act?\Is he going to take all the glory?! response:	Hang on a sec. I've almost got it.
context: Cheeseburger Tornado\Anti-Possession Jumping Knee Strike\All right, let's have our other psychic step in.\Huh?\Jodo Kirin-sensei, if you would.\W-Wait... Was I just an opening act?\Is he going to take all the glory?!\Hang on a sec. I've almost got it. response:	Switching right now would be
context: Anti-Possession Jumping Knee Strike\All right, let's have our other psychic step in.\Huh?\Jodo Kirin-sensei, if you would.\W-Wait... Was I just an opening act?\Is he going to take all the glory?!\Hang on a sec. I've almost got it.\Switching right now would be response:	Look, we're live.
context: All right, let's have our other psychic step in.\Huh?\Jodo Kirin-sensei, if you would.\W-Wait... Was I just an opening act?\Is he going to take all the glory?!\Hang on a sec. I've almost got it.\Switching right now would be\Look, we're live. response:	Reigen-kun, good work the last 30 minutes.
context: Huh?\Jodo Kirin-sensei, if you would.\W-Wait... Was I just an opening act?\Is he going to take all the glory?!\Hang on a sec. I've almost got it.\Switching right now would be\Look, we're live.\Reigen-kun, good work the last 30 minutes. response:	You wily, scheming old man!
context: Jodo Kirin-sensei, if you would.\W-Wait... Was I just an opening act?\Is he going to take all the glory?!\Hang on a sec. I've almost got it.\Switching right now would be\Look, we're live.\Reigen-kun, good work the last 30 minutes.\You wily, scheming old man! response:	All right, Jodo-sensei! Let's see you work!
context: W-Wait... Was I just an opening act?\Is he going to take all the glory?!\Hang on a sec. I've almost got it.\Switching right now would be\Look, we're live.\Reigen-kun, good work the last 30 minutes.\You wily, scheming old man!\All right, Jodo-sensei! Let's see you work! response:	My spotlight!
context: Is he going to take all the glory?!\Hang on a sec. I've almost got it.\Switching right now would be\Look, we're live.\Reigen-kun, good work the last 30 minutes.\You wily, scheming old man!\All right, Jodo-sensei! Let's see you work!\My spotlight! response:	What am I supposed to exorcise here? This boy isn't even possessed.
context: Hang on a sec. I've almost got it.\Switching right now would be\Look, we're live.\Reigen-kun, good work the last 30 minutes.\You wily, scheming old man!\All right, Jodo-sensei! Let's see you work!\My spotlight!\What am I supposed to exorcise here? This boy isn't even possessed. response:	He's just acting.
context: Switching right now would be\Look, we're live.\Reigen-kun, good work the last 30 minutes.\You wily, scheming old man!\All right, Jodo-sensei! Let's see you work!\My spotlight!\What am I supposed to exorcise here? This boy isn't even possessed.\He's just acting. response:	Huh?
context: Look, we're live.\Reigen-kun, good work the last 30 minutes.\You wily, scheming old man!\All right, Jodo-sensei! Let's see you work!\My spotlight!\What am I supposed to exorcise here? This boy isn't even possessed.\He's just acting.\Huh? response:	Oh, come on, you geezer! Get a clue!
context: Reigen-kun, good work the last 30 minutes.\You wily, scheming old man!\All right, Jodo-sensei! Let's see you work!\My spotlight!\What am I supposed to exorcise here? This boy isn't even possessed.\He's just acting.\Huh?\Oh, come on, you geezer! Get a clue! response:	Why'd you ruin all that setup the program built up for you?!
context: You wily, scheming old man!\All right, Jodo-sensei! Let's see you work!\My spotlight!\What am I supposed to exorcise here? This boy isn't even possessed.\He's just acting.\Huh?\Oh, come on, you geezer! Get a clue!\Why'd you ruin all that setup the program built up for you?! response:	You are absolutely correct!
context: All right, Jodo-sensei! Let's see you work!\My spotlight!\What am I supposed to exorcise here? This boy isn't even possessed.\He's just acting.\Huh?\Oh, come on, you geezer! Get a clue!\Why'd you ruin all that setup the program built up for you?!\You are absolutely correct! response:	I'm impressed you were able to see the truth
context: My spotlight!\What am I supposed to exorcise here? This boy isn't even possessed.\He's just acting.\Huh?\Oh, come on, you geezer! Get a clue!\Why'd you ruin all that setup the program built up for you?!\You are absolutely correct!\I'm impressed you were able to see the truth response:	when everyone in the studio has been tricked this whole time!
context: What am I supposed to exorcise here? This boy isn't even possessed.\He's just acting.\Huh?\Oh, come on, you geezer! Get a clue!\Why'd you ruin all that setup the program built up for you?!\You are absolutely correct!\I'm impressed you were able to see the truth\when everyone in the studio has been tricked this whole time! response:	A true psychic has just been revealed!
context: He's just acting.\Huh?\Oh, come on, you geezer! Get a clue!\Why'd you ruin all that setup the program built up for you?!\You are absolutely correct!\I'm impressed you were able to see the truth\when everyone in the studio has been tricked this whole time!\A true psychic has just been revealed! response:	My name is Fukuda Suzuo, and I'm a child actor from the Mongolian Spot Agency!
context: Huh?\Oh, come on, you geezer! Get a clue!\Why'd you ruin all that setup the program built up for you?!\You are absolutely correct!\I'm impressed you were able to see the truth\when everyone in the studio has been tricked this whole time!\A true psychic has just been revealed!\My name is Fukuda Suzuo, and I'm a child actor from the Mongolian Spot Agency! response:	That was some brilliant acting!
context: Oh, come on, you geezer! Get a clue!\Why'd you ruin all that setup the program built up for you?!\You are absolutely correct!\I'm impressed you were able to see the truth\when everyone in the studio has been tricked this whole time!\A true psychic has just been revealed!\My name is Fukuda Suzuo, and I'm a child actor from the Mongolian Spot Agency!\That was some brilliant acting! response:	Thank you very much!
context: Why'd you ruin all that setup the program built up for you?!\You are absolutely correct!\I'm impressed you were able to see the truth\when everyone in the studio has been tricked this whole time!\A true psychic has just been revealed!\My name is Fukuda Suzuo, and I'm a child actor from the Mongolian Spot Agency!\That was some brilliant acting!\Thank you very much! response:	I could barely tell he was acting!
context: You are absolutely correct!\I'm impressed you were able to see the truth\when everyone in the studio has been tricked this whole time!\A true psychic has just been revealed!\My name is Fukuda Suzuo, and I'm a child actor from the Mongolian Spot Agency!\That was some brilliant acting!\Thank you very much!\I could barely tell he was acting! response:	Sci-fi researcher, Mogi-san, what did you think?
context: I'm impressed you were able to see the truth\when everyone in the studio has been tricked this whole time!\A true psychic has just been revealed!\My name is Fukuda Suzuo, and I'm a child actor from the Mongolian Spot Agency!\That was some brilliant acting!\Thank you very much!\I could barely tell he was acting!\Sci-fi researcher, Mogi-san, what did you think? response:	I'd like to ask that gentleman over there
context: when everyone in the studio has been tricked this whole time!\A true psychic has just been revealed!\My name is Fukuda Suzuo, and I'm a child actor from the Mongolian Spot Agency!\That was some brilliant acting!\Thank you very much!\I could barely tell he was acting!\Sci-fi researcher, Mogi-san, what did you think?\I'd like to ask that gentleman over there response:	what all that exorcism crap was about.
