context: I want to go back to that time again. response:	I want to be small again. Minami-kun...
context: I want to get back to the way I was as soon as possible. I still feel the same way,\but sometimes I wish the time would stop (so that I can stay like this.)\Only sometimes, though.\N I hope this moment, which we call happinessN\N will continue foreverN\N Actually, I knowN\N that forever doesn't exist anywhere N\N It is a sweet and small story that spreads in my heartN response:	N A casual encounter N
context: but sometimes I wish the time would stop (so that I can stay like this.)\Only sometimes, though.\N I hope this moment, which we call happinessN\N will continue foreverN\N Actually, I knowN\N that forever doesn't exist anywhere N\N It is a sweet and small story that spreads in my heartN\N A casual encounter N response:	N gave me this great beginning N
context: Only sometimes, though.\N I hope this moment, which we call happinessN\N will continue foreverN\N Actually, I knowN\N that forever doesn't exist anywhere N\N It is a sweet and small story that spreads in my heartN\N A casual encounter N\N gave me this great beginning N response:	N Everyday, I was with you N
context: N I hope this moment, which we call happinessN\N will continue foreverN\N Actually, I knowN\N that forever doesn't exist anywhere N\N It is a sweet and small story that spreads in my heartN\N A casual encounter N\N gave me this great beginning N\N Everyday, I was with you N response:	N I was slowly loving you more and more N
context: N will continue foreverN\N Actually, I knowN\N that forever doesn't exist anywhere N\N It is a sweet and small story that spreads in my heartN\N A casual encounter N\N gave me this great beginning N\N Everyday, I was with you N\N I was slowly loving you more and more N response:	N When we walk shoulder to shoulder N
context: N Actually, I knowN\N that forever doesn't exist anywhere N\N It is a sweet and small story that spreads in my heartN\N A casual encounter N\N gave me this great beginning N\N Everyday, I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N response:	N You are right here, but even if I stretched my arm N
context: N that forever doesn't exist anywhere N\N It is a sweet and small story that spreads in my heartN\N A casual encounter N\N gave me this great beginning N\N Everyday, I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here, but even if I stretched my arm N response:	N I won't be able to reach you N
context: N It is a sweet and small story that spreads in my heartN\N A casual encounter N\N gave me this great beginning N\N Everyday, I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here, but even if I stretched my arm N\N I won't be able to reach you N response:	N I simply love you N N You are always in my heart N
context: N A casual encounter N\N gave me this great beginning N\N Everyday, I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here, but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N response:	N It almost hurts me N N Forever N
context: N gave me this great beginning N\N Everyday, I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here, but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N response:	N I just want to be honest and tell you that I love you N
context: N Everyday, I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here, but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N I just want to be honest and tell you that I love you N response:	N Forever and ever N N Please be with me N
context: N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here, but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N I just want to be honest and tell you that I love you N\N Forever and ever N N Please be with me N response:	N I wish our days last N
context: N When we walk shoulder to shoulder N\N You are right here, but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N I just want to be honest and tell you that I love you N\N Forever and ever N N Please be with me N\N I wish our days last N response:	N Forever N
context: N You are right here, but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N I just want to be honest and tell you that I love you N\N Forever and ever N N Please be with me N\N I wish our days last N\N Forever N response:	Preview Minami-kun, I will protect you.
context: N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N I just want to be honest and tell you that I love you N\N Forever and ever N N Please be with me N\N I wish our days last N\N Forever N\Preview Minami-kun, I will protect you. response:	You know how I feel about you, right?
context: N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N I just want to be honest and tell you that I love you N\N Forever and ever N N Please be with me N\N I wish our days last N\N Forever N\Preview Minami-kun, I will protect you.\You know how I feel about you, right? response:	Asuka-chan, it's not right that a girl comes into a man's room.
context: N It almost hurts me N N Forever N\N I just want to be honest and tell you that I love you N\N Forever and ever N N Please be with me N\N I wish our days last N\N Forever N\Preview Minami-kun, I will protect you.\You know how I feel about you, right?\Asuka-chan, it's not right that a girl comes into a man's room. response:	I don't mind. I don't mind if you do it to me, onii-chan.
context: N I just want to be honest and tell you that I love you N\N Forever and ever N N Please be with me N\N I wish our days last N\N Forever N\Preview Minami-kun, I will protect you.\You know how I feel about you, right?\Asuka-chan, it's not right that a girl comes into a man's room.\I don't mind. I don't mind if you do it to me, onii-chan. response:	A group blind date?
context: N Forever and ever N N Please be with me N\N I wish our days last N\N Forever N\Preview Minami-kun, I will protect you.\You know how I feel about you, right?\Asuka-chan, it's not right that a girl comes into a man's room.\I don't mind. I don't mind if you do it to me, onii-chan.\A group blind date? response:	Why are you crying?
context: N I wish our days last N\N Forever N\Preview Minami-kun, I will protect you.\You know how I feel about you, right?\Asuka-chan, it's not right that a girl comes into a man's room.\I don't mind. I don't mind if you do it to me, onii-chan.\A group blind date?\Why are you crying? response:	It's nothing!
context: N Forever N\Preview Minami-kun, I will protect you.\You know how I feel about you, right?\Asuka-chan, it's not right that a girl comes into a man's room.\I don't mind. I don't mind if you do it to me, onii-chan.\A group blind date?\Why are you crying?\It's nothing! response:	Hey, get me out of here!
context: Preview Minami-kun, I will protect you.\You know how I feel about you, right?\Asuka-chan, it's not right that a girl comes into a man's room.\I don't mind. I don't mind if you do it to me, onii-chan.\A group blind date?\Why are you crying?\It's nothing!\Hey, get me out of here! response:	Chiyomi!
context: You know how I feel about you, right?\Asuka-chan, it's not right that a girl comes into a man's room.\I don't mind. I don't mind if you do it to me, onii-chan.\A group blind date?\Why are you crying?\It's nothing!\Hey, get me out of here!\Chiyomi! response:	- Minami-kun! - Don't worry about it.
context: Asuka-chan, it's not right that a girl comes into a man's room.\I don't mind. I don't mind if you do it to me, onii-chan.\A group blind date?\Why are you crying?\It's nothing!\Hey, get me out of here!\Chiyomi!\- Minami-kun! - Don't worry about it. response:	No way!!
context: I don't mind. I don't mind if you do it to me, onii-chan.\A group blind date?\Why are you crying?\It's nothing!\Hey, get me out of here!\Chiyomi!\- Minami-kun! - Don't worry about it.\No way!! response:	Onii-chan is a perv?
