context: Come home soon, Father. response:	Oh, shut up! Stop ringing!
context: Don't let this discourage you. Feel free to ask me again.\I will.\Wow, I had no idea that you were capable of oversleeping.\Actually, I oversleep all the time.\I'm not in any clubs because I can't get out of bed.\Well, enjoy your lunch, Saegusa-san.\I will. You, too, Tohsaka-san.\Looks like you got shot down, Yukicchi. response:	Didn't I tell you?
context: I will.\Wow, I had no idea that you were capable of oversleeping.\Actually, I oversleep all the time.\I'm not in any clubs because I can't get out of bed.\Well, enjoy your lunch, Saegusa-san.\I will. You, too, Tohsaka-san.\Looks like you got shot down, Yukicchi.\Didn't I tell you? response:	Tohsaka never brings a boxed lunch.
context: Wow, I had no idea that you were capable of oversleeping.\Actually, I oversleep all the time.\I'm not in any clubs because I can't get out of bed.\Well, enjoy your lunch, Saegusa-san.\I will. You, too, Tohsaka-san.\Looks like you got shot down, Yukicchi.\Didn't I tell you?\Tohsaka never brings a boxed lunch. response:	Maki, all we need to do is eat lunch in the cafeteria, right?
context: Actually, I oversleep all the time.\I'm not in any clubs because I can't get out of bed.\Well, enjoy your lunch, Saegusa-san.\I will. You, too, Tohsaka-san.\Looks like you got shot down, Yukicchi.\Didn't I tell you?\Tohsaka never brings a boxed lunch.\Maki, all we need to do is eat lunch in the cafeteria, right? response:	No way!
context: I'm not in any clubs because I can't get out of bed.\Well, enjoy your lunch, Saegusa-san.\I will. You, too, Tohsaka-san.\Looks like you got shot down, Yukicchi.\Didn't I tell you?\Tohsaka never brings a boxed lunch.\Maki, all we need to do is eat lunch in the cafeteria, right?\No way! response:	Try sitting with Tohsaka sometime!
context: Well, enjoy your lunch, Saegusa-san.\I will. You, too, Tohsaka-san.\Looks like you got shot down, Yukicchi.\Didn't I tell you?\Tohsaka never brings a boxed lunch.\Maki, all we need to do is eat lunch in the cafeteria, right?\No way!\Try sitting with Tohsaka sometime! response:	It's so annoying, the way you can feel guys staring!
context: I will. You, too, Tohsaka-san.\Looks like you got shot down, Yukicchi.\Didn't I tell you?\Tohsaka never brings a boxed lunch.\Maki, all we need to do is eat lunch in the cafeteria, right?\No way!\Try sitting with Tohsaka sometime!\It's so annoying, the way you can feel guys staring! response:	When she and I went out last weekend, she reaped all the benefits!
context: Looks like you got shot down, Yukicchi.\Didn't I tell you?\Tohsaka never brings a boxed lunch.\Maki, all we need to do is eat lunch in the cafeteria, right?\No way!\Try sitting with Tohsaka sometime!\It's so annoying, the way you can feel guys staring!\When she and I went out last weekend, she reaped all the benefits! response:	Makinoji, it looks like Tohsaka can hear you talking about her behind her back.
context: Didn't I tell you?\Tohsaka never brings a boxed lunch.\Maki, all we need to do is eat lunch in the cafeteria, right?\No way!\Try sitting with Tohsaka sometime!\It's so annoying, the way you can feel guys staring!\When she and I went out last weekend, she reaped all the benefits!\Makinoji, it looks like Tohsaka can hear you talking about her behind her back. response:	She's glaring daggers at me!
context: Tohsaka never brings a boxed lunch.\Maki, all we need to do is eat lunch in the cafeteria, right?\No way!\Try sitting with Tohsaka sometime!\It's so annoying, the way you can feel guys staring!\When she and I went out last weekend, she reaped all the benefits!\Makinoji, it looks like Tohsaka can hear you talking about her behind her back.\She's glaring daggers at me! response:	I don't think she's glaring at you.
context: Maki, all we need to do is eat lunch in the cafeteria, right?\No way!\Try sitting with Tohsaka sometime!\It's so annoying, the way you can feel guys staring!\When she and I went out last weekend, she reaped all the benefits!\Makinoji, it looks like Tohsaka can hear you talking about her behind her back.\She's glaring daggers at me!\I don't think she's glaring at you. response:	No, that's a hateful glare!
context: No way!\Try sitting with Tohsaka sometime!\It's so annoying, the way you can feel guys staring!\When she and I went out last weekend, she reaped all the benefits!\Makinoji, it looks like Tohsaka can hear you talking about her behind her back.\She's glaring daggers at me!\I don't think she's glaring at you.\No, that's a hateful glare! response:	When she's smiling, she's at her scariest.
context: Try sitting with Tohsaka sometime!\It's so annoying, the way you can feel guys staring!\When she and I went out last weekend, she reaped all the benefits!\Makinoji, it looks like Tohsaka can hear you talking about her behind her back.\She's glaring daggers at me!\I don't think she's glaring at you.\No, that's a hateful glare!\When she's smiling, she's at her scariest. response:	It was only a little smack talk! Let it slide!
context: It's so annoying, the way you can feel guys staring!\When she and I went out last weekend, she reaped all the benefits!\Makinoji, it looks like Tohsaka can hear you talking about her behind her back.\She's glaring daggers at me!\I don't think she's glaring at you.\No, that's a hateful glare!\When she's smiling, she's at her scariest.\It was only a little smack talk! Let it slide! response:	I treated you to a taiyaki, didn't I?
context: When she and I went out last weekend, she reaped all the benefits!\Makinoji, it looks like Tohsaka can hear you talking about her behind her back.\She's glaring daggers at me!\I don't think she's glaring at you.\No, that's a hateful glare!\When she's smiling, she's at her scariest.\It was only a little smack talk! Let it slide!\I treated you to a taiyaki, didn't I? response:	I had such high hopes in Father's will...
context: Makinoji, it looks like Tohsaka can hear you talking about her behind her back.\She's glaring daggers at me!\I don't think she's glaring at you.\No, that's a hateful glare!\When she's smiling, she's at her scariest.\It was only a little smack talk! Let it slide!\I treated you to a taiyaki, didn't I?\I had such high hopes in Father's will... response:	Last night, after solving an annoying puzzle he left, I found a box of his effects.
context: She's glaring daggers at me!\I don't think she's glaring at you.\No, that's a hateful glare!\When she's smiling, she's at her scariest.\It was only a little smack talk! Let it slide!\I treated you to a taiyaki, didn't I?\I had such high hopes in Father's will...\Last night, after solving an annoying puzzle he left, I found a box of his effects. response:	When I finally got it open,
context: I don't think she's glaring at you.\No, that's a hateful glare!\When she's smiling, she's at her scariest.\It was only a little smack talk! Let it slide!\I treated you to a taiyaki, didn't I?\I had such high hopes in Father's will...\Last night, after solving an annoying puzzle he left, I found a box of his effects.\When I finally got it open, response:	all it contained was what looked like a smashed-up catalyst and this pendant.
context: No, that's a hateful glare!\When she's smiling, she's at her scariest.\It was only a little smack talk! Let it slide!\I treated you to a taiyaki, didn't I?\I had such high hopes in Father's will...\Last night, after solving an annoying puzzle he left, I found a box of his effects.\When I finally got it open,\all it contained was what looked like a smashed-up catalyst and this pendant. response:	Plus, all the clocks in the house went crazy...
context: When she's smiling, she's at her scariest.\It was only a little smack talk! Let it slide!\I treated you to a taiyaki, didn't I?\I had such high hopes in Father's will...\Last night, after solving an annoying puzzle he left, I found a box of his effects.\When I finally got it open,\all it contained was what looked like a smashed-up catalyst and this pendant.\Plus, all the clocks in the house went crazy... response:	That's amazing in its own right,
context: It was only a little smack talk! Let it slide!\I treated you to a taiyaki, didn't I?\I had such high hopes in Father's will...\Last night, after solving an annoying puzzle he left, I found a box of his effects.\When I finally got it open,\all it contained was what looked like a smashed-up catalyst and this pendant.\Plus, all the clocks in the house went crazy...\That's amazing in its own right, response:	but it won't help me summon Saber, the most powerful Servant.
