context: Next up is the inter-club relay race. response:	On your mark! Get set!
context: And so today, with a level of disinterest bordering on apathy,\I once again popped on over to the clubroom.\Why?\The reason was because the girl striding boldly beside me\said the following, and for no other reason.\Announcing the results of a survey? How dumb can you get?\What's fun about that? I don't get it at all!\Then you should have spoken up earlier. response:	You saw the troubled look on Mr. Okabe's face,
context: I once again popped on over to the clubroom.\Why?\The reason was because the girl striding boldly beside me\said the following, and for no other reason.\Announcing the results of a survey? How dumb can you get?\What's fun about that? I don't get it at all!\Then you should have spoken up earlier.\You saw the troubled look on Mr. Okabe's face, response:	Regarding the school festival
context: Why?\The reason was because the girl striding boldly beside me\said the following, and for no other reason.\Announcing the results of a survey? How dumb can you get?\What's fun about that? I don't get it at all!\Then you should have spoken up earlier.\You saw the troubled look on Mr. Okabe's face,\Regarding the school festival response:	Regarding the school festival while the class was acting like we were at a wake.
context: The reason was because the girl striding boldly beside me\said the following, and for no other reason.\Announcing the results of a survey? How dumb can you get?\What's fun about that? I don't get it at all!\Then you should have spoken up earlier.\You saw the troubled look on Mr. Okabe's face,\Regarding the school festival\Regarding the school festival while the class was acting like we were at a wake. response:	While the class was acting like we were at a wake.
context: said the following, and for no other reason.\Announcing the results of a survey? How dumb can you get?\What's fun about that? I don't get it at all!\Then you should have spoken up earlier.\You saw the troubled look on Mr. Okabe's face,\Regarding the school festival\Regarding the school festival while the class was acting like we were at a wake.\While the class was acting like we were at a wake. response:	Whatever.
context: Announcing the results of a survey? How dumb can you get?\What's fun about that? I don't get it at all!\Then you should have spoken up earlier.\You saw the troubled look on Mr. Okabe's face,\Regarding the school festival\Regarding the school festival while the class was acting like we were at a wake.\While the class was acting like we were at a wake.\Whatever. response:	I wasn't planning on taking part in whatever the class did anyways.
context: What's fun about that? I don't get it at all!\Then you should have spoken up earlier.\You saw the troubled look on Mr. Okabe's face,\Regarding the school festival\Regarding the school festival while the class was acting like we were at a wake.\While the class was acting like we were at a wake.\Whatever.\I wasn't planning on taking part in whatever the class did anyways. response:	And yet it would seem that you had something to do
context: Then you should have spoken up earlier.\You saw the troubled look on Mr. Okabe's face,\Regarding the school festival\Regarding the school festival while the class was acting like we were at a wake.\While the class was acting like we were at a wake.\Whatever.\I wasn't planning on taking part in whatever the class did anyways.\And yet it would seem that you had something to do response:	with our class winning the field day.
context: You saw the troubled look on Mr. Okabe's face,\Regarding the school festival\Regarding the school festival while the class was acting like we were at a wake.\While the class was acting like we were at a wake.\Whatever.\I wasn't planning on taking part in whatever the class did anyways.\And yet it would seem that you had something to do\with our class winning the field day. response:	You took part in most of the track-related competitions and won all of them, right?
context: Regarding the school festival\Regarding the school festival while the class was acting like we were at a wake.\While the class was acting like we were at a wake.\Whatever.\I wasn't planning on taking part in whatever the class did anyways.\And yet it would seem that you had something to do\with our class winning the field day.\You took part in most of the track-related competitions and won all of them, right? response:	Or was that someone else?
context: Regarding the school festival while the class was acting like we were at a wake.\While the class was acting like we were at a wake.\Whatever.\I wasn't planning on taking part in whatever the class did anyways.\And yet it would seem that you had something to do\with our class winning the field day.\You took part in most of the track-related competitions and won all of them, right?\Or was that someone else? response:	This and that are two different things.
context: While the class was acting like we were at a wake.\Whatever.\I wasn't planning on taking part in whatever the class did anyways.\And yet it would seem that you had something to do\with our class winning the field day.\You took part in most of the track-related competitions and won all of them, right?\Or was that someone else?\This and that are two different things. response:	This is the school festival we're talking about!
context: Whatever.\I wasn't planning on taking part in whatever the class did anyways.\And yet it would seem that you had something to do\with our class winning the field day.\You took part in most of the track-related competitions and won all of them, right?\Or was that someone else?\This and that are two different things.\This is the school festival we're talking about! response:	It's the one vitally important super event that we get in a year.
context: I wasn't planning on taking part in whatever the class did anyways.\And yet it would seem that you had something to do\with our class winning the field day.\You took part in most of the track-related competitions and won all of them, right?\Or was that someone else?\This and that are two different things.\This is the school festival we're talking about!\It's the one vitally important super event that we get in a year. response:	We're going to do something really exciting!
context: And yet it would seem that you had something to do\with our class winning the field day.\You took part in most of the track-related competitions and won all of them, right?\Or was that someone else?\This and that are two different things.\This is the school festival we're talking about!\It's the one vitally important super event that we get in a year.\We're going to do something really exciting! response:	As she said that, Haruhi's face looked like Hannibal's
context: with our class winning the field day.\You took part in most of the track-related competitions and won all of them, right?\Or was that someone else?\This and that are two different things.\This is the school festival we're talking about!\It's the one vitally important super event that we get in a year.\We're going to do something really exciting!\As she said that, Haruhi's face looked like Hannibal's response:	as he crossed the Alps during the Second Punic War.
context: You took part in most of the track-related competitions and won all of them, right?\Or was that someone else?\This and that are two different things.\This is the school festival we're talking about!\It's the one vitally important super event that we get in a year.\We're going to do something really exciting!\As she said that, Haruhi's face looked like Hannibal's\as he crossed the Alps during the Second Punic War. response:	Confident and shining bright.
