context: We don't know Eto Sensei, do we? response:	Right, Nodame's Sensei is Tanioka Sensei, you know.
context: If we're going to do it, I'd like to do an a hade one, gathering more people to join us (= attention-catching)\In my opinion, with this number of people, it's also good to do a classic...\What, like playing Mozart and the likes?\In that case, rather than Mozart, Haydn is better for it\Somehow, I feel strange...\It's completely different from S-Oke's drinking party\Everyone is calm and mature...\It's good...I feel relaxed... response:	Bruckner's Symphony no 9 is impressive, it'll be good, I think
context: In my opinion, with this number of people, it's also good to do a classic...\What, like playing Mozart and the likes?\In that case, rather than Mozart, Haydn is better for it\Somehow, I feel strange...\It's completely different from S-Oke's drinking party\Everyone is calm and mature...\It's good...I feel relaxed...\Bruckner's Symphony no 9 is impressive, it'll be good, I think response:	It should be Beethoven!
context: What, like playing Mozart and the likes?\In that case, rather than Mozart, Haydn is better for it\Somehow, I feel strange...\It's completely different from S-Oke's drinking party\Everyone is calm and mature...\It's good...I feel relaxed...\Bruckner's Symphony no 9 is impressive, it'll be good, I think\It should be Beethoven! response:	In a blink of an eye, it turned into a scene I'm used to...
context: In that case, rather than Mozart, Haydn is better for it\Somehow, I feel strange...\It's completely different from S-Oke's drinking party\Everyone is calm and mature...\It's good...I feel relaxed...\Bruckner's Symphony no 9 is impressive, it'll be good, I think\It should be Beethoven!\In a blink of an eye, it turned into a scene I'm used to... response:	And within just 30 minutes!
context: Somehow, I feel strange...\It's completely different from S-Oke's drinking party\Everyone is calm and mature...\It's good...I feel relaxed...\Bruckner's Symphony no 9 is impressive, it'll be good, I think\It should be Beethoven!\In a blink of an eye, it turned into a scene I'm used to...\And within just 30 minutes! response:	Everyone easily gets drunk!!
context: It's completely different from S-Oke's drinking party\Everyone is calm and mature...\It's good...I feel relaxed...\Bruckner's Symphony no 9 is impressive, it'll be good, I think\It should be Beethoven!\In a blink of an eye, it turned into a scene I'm used to...\And within just 30 minutes!\Everyone easily gets drunk!! response:	Sensei, I have a piece I'd like us to play!
context: Everyone is calm and mature...\It's good...I feel relaxed...\Bruckner's Symphony no 9 is impressive, it'll be good, I think\It should be Beethoven!\In a blink of an eye, it turned into a scene I'm used to...\And within just 30 minutes!\Everyone easily gets drunk!!\Sensei, I have a piece I'd like us to play! response:	Me too, me too!!
context: It's good...I feel relaxed...\Bruckner's Symphony no 9 is impressive, it'll be good, I think\It should be Beethoven!\In a blink of an eye, it turned into a scene I'm used to...\And within just 30 minutes!\Everyone easily gets drunk!!\Sensei, I have a piece I'd like us to play!\Me too, me too!! response:	Mahler's Symphony of A Thousand!! (=Symphony no 8)
context: Bruckner's Symphony no 9 is impressive, it'll be good, I think\It should be Beethoven!\In a blink of an eye, it turned into a scene I'm used to...\And within just 30 minutes!\Everyone easily gets drunk!!\Sensei, I have a piece I'd like us to play!\Me too, me too!!\Mahler's Symphony of A Thousand!! (=Symphony no 8) response:	MARRIAGE!!
context: It should be Beethoven!\In a blink of an eye, it turned into a scene I'm used to...\And within just 30 minutes!\Everyone easily gets drunk!!\Sensei, I have a piece I'd like us to play!\Me too, me too!!\Mahler's Symphony of A Thousand!! (=Symphony no 8)\MARRIAGE!! response:	Symphony of A Thousand..
context: In a blink of an eye, it turned into a scene I'm used to...\And within just 30 minutes!\Everyone easily gets drunk!!\Sensei, I have a piece I'd like us to play!\Me too, me too!!\Mahler's Symphony of A Thousand!! (=Symphony no 8)\MARRIAGE!!\Symphony of A Thousand.. response:	Ne, Chiaki-kun, for now, why don't we do a concerto for one of our pieces?
context: And within just 30 minutes!\Everyone easily gets drunk!!\Sensei, I have a piece I'd like us to play!\Me too, me too!!\Mahler's Symphony of A Thousand!! (=Symphony no 8)\MARRIAGE!!\Symphony of A Thousand..\Ne, Chiaki-kun, for now, why don't we do a concerto for one of our pieces? response:	Ah good, there's someone with the right mind...
context: Everyone easily gets drunk!!\Sensei, I have a piece I'd like us to play!\Me too, me too!!\Mahler's Symphony of A Thousand!! (=Symphony no 8)\MARRIAGE!!\Symphony of A Thousand..\Ne, Chiaki-kun, for now, why don't we do a concerto for one of our pieces?\Ah good, there's someone with the right mind... response:	Huh?
context: Sensei, I have a piece I'd like us to play!\Me too, me too!!\Mahler's Symphony of A Thousand!! (=Symphony no 8)\MARRIAGE!!\Symphony of A Thousand..\Ne, Chiaki-kun, for now, why don't we do a concerto for one of our pieces?\Ah good, there's someone with the right mind...\Huh? response:	Nothing...Yes, a concerto will be good
context: Me too, me too!!\Mahler's Symphony of A Thousand!! (=Symphony no 8)\MARRIAGE!!\Symphony of A Thousand..\Ne, Chiaki-kun, for now, why don't we do a concerto for one of our pieces?\Ah good, there's someone with the right mind...\Huh?\Nothing...Yes, a concerto will be good response:	I was thinking of doing it too
context: Mahler's Symphony of A Thousand!! (=Symphony no 8)\MARRIAGE!!\Symphony of A Thousand..\Ne, Chiaki-kun, for now, why don't we do a concerto for one of our pieces?\Ah good, there's someone with the right mind...\Huh?\Nothing...Yes, a concerto will be good\I was thinking of doing it too response:	There are a lot of good soloists in this Oke
context: MARRIAGE!!\Symphony of A Thousand..\Ne, Chiaki-kun, for now, why don't we do a concerto for one of our pieces?\Ah good, there's someone with the right mind...\Huh?\Nothing...Yes, a concerto will be good\I was thinking of doing it too\There are a lot of good soloists in this Oke response:	True. Because of that...
context: Symphony of A Thousand..\Ne, Chiaki-kun, for now, why don't we do a concerto for one of our pieces?\Ah good, there's someone with the right mind...\Huh?\Nothing...Yes, a concerto will be good\I was thinking of doing it too\There are a lot of good soloists in this Oke\True. Because of that... response:	let's do a cello concerto
context: Ne, Chiaki-kun, for now, why don't we do a concerto for one of our pieces?\Ah good, there's someone with the right mind...\Huh?\Nothing...Yes, a concerto will be good\I was thinking of doing it too\There are a lot of good soloists in this Oke\True. Because of that...\let's do a cello concerto response:	of course, with me as the soloist
context: Ah good, there's someone with the right mind...\Huh?\Nothing...Yes, a concerto will be good\I was thinking of doing it too\There are a lot of good soloists in this Oke\True. Because of that...\let's do a cello concerto\of course, with me as the soloist response:	Flute!
context: Huh?\Nothing...Yes, a concerto will be good\I was thinking of doing it too\There are a lot of good soloists in this Oke\True. Because of that...\let's do a cello concerto\of course, with me as the soloist\Flute! response:	Flute concerto! I'll be the soloist!
context: Nothing...Yes, a concerto will be good\I was thinking of doing it too\There are a lot of good soloists in this Oke\True. Because of that...\let's do a cello concerto\of course, with me as the soloist\Flute!\Flute concerto! I'll be the soloist! response:	Well, well, don't fight over it! Let's do a violin concerto!
context: I was thinking of doing it too\There are a lot of good soloists in this Oke\True. Because of that...\let's do a cello concerto\of course, with me as the soloist\Flute!\Flute concerto! I'll be the soloist!\Well, well, don't fight over it! Let's do a violin concerto! response:	Right, right! And I'll be the soloist!!
context: There are a lot of good soloists in this Oke\True. Because of that...\let's do a cello concerto\of course, with me as the soloist\Flute!\Flute concerto! I'll be the soloist!\Well, well, don't fight over it! Let's do a violin concerto!\Right, right! And I'll be the soloist!! response:	DIVORCE!
context: True. Because of that...\let's do a cello concerto\of course, with me as the soloist\Flute!\Flute concerto! I'll be the soloist!\Well, well, don't fight over it! Let's do a violin concerto!\Right, right! And I'll be the soloist!!\DIVORCE! response:	Mine put aside,
context: let's do a cello concerto\of course, with me as the soloist\Flute!\Flute concerto! I'll be the soloist!\Well, well, don't fight over it! Let's do a violin concerto!\Right, right! And I'll be the soloist!!\DIVORCE!\Mine put aside, response:	everybody has the confidence of being the soloist?
