context: I want to go back to that time again. response:	I want to become small again.
context: N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N response:	N It almost hurts me N N Forever N
context: N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N response:	N Forever and ever N N Please, be with me N
context: N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please, be with me N response:	N I wish our days last N N Forever N
context: N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please, be with me N\N I wish our days last N N Forever N response:	- Why? Do I have to stay like this foever?
context: N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please, be with me N\N I wish our days last N N Forever N\- Why? Do I have to stay like this foever? response:	The two have to be dating for sure.
context: N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please, be with me N\N I wish our days last N N Forever N\- Why? Do I have to stay like this foever?\The two have to be dating for sure. response:	Let's forget about each other when we get back.
context: N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please, be with me N\N I wish our days last N N Forever N\- Why? Do I have to stay like this foever?\The two have to be dating for sure.\Let's forget about each other when we get back. response:	Let's pretend all of this never happened.
context: N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please, be with me N\N I wish our days last N N Forever N\- Why? Do I have to stay like this foever?\The two have to be dating for sure.\Let's forget about each other when we get back.\Let's pretend all of this never happened. response:	Minami-kun!
context: N It almost hurts me N N Forever N\N Forever and ever N N Please, be with me N\N I wish our days last N N Forever N\- Why? Do I have to stay like this foever?\The two have to be dating for sure.\Let's forget about each other when we get back.\Let's pretend all of this never happened.\Minami-kun! response:	I love you, Chiyomi.
context: N Forever and ever N N Please, be with me N\N I wish our days last N N Forever N\- Why? Do I have to stay like this foever?\The two have to be dating for sure.\Let's forget about each other when we get back.\Let's pretend all of this never happened.\Minami-kun!\I love you, Chiyomi. response:	Let's stay together. It's a promise...
context: N I wish our days last N N Forever N\- Why? Do I have to stay like this foever?\The two have to be dating for sure.\Let's forget about each other when we get back.\Let's pretend all of this never happened.\Minami-kun!\I love you, Chiyomi.\Let's stay together. It's a promise... response:	Minami-kun no Koibito My Little Lover
