context: Ball! response:	Close, though!
context: I'll bring my phone.\Sazazegawa Sazami!\It's Sasasegawa Sasami!\It's Sasami's phone number.\But you can only send one text per day!\You'll need to get to know her better before anything else!\Also, try not to think about her except when you're texting.\And do your studying. response:	Okay?
context: Sazazegawa Sazami!\It's Sasasegawa Sasami!\It's Sasami's phone number.\But you can only send one text per day!\You'll need to get to know her better before anything else!\Also, try not to think about her except when you're texting.\And do your studying.\Okay? response:	Yeah. Got it.
context: It's Sasasegawa Sasami!\It's Sasami's phone number.\But you can only send one text per day!\You'll need to get to know her better before anything else!\Also, try not to think about her except when you're texting.\And do your studying.\Okay?\Yeah. Got it. response:	Thank you.
context: It's Sasami's phone number.\But you can only send one text per day!\You'll need to get to know her better before anything else!\Also, try not to think about her except when you're texting.\And do your studying.\Okay?\Yeah. Got it.\Thank you. response:	Did that resolve it?
context: But you can only send one text per day!\You'll need to get to know her better before anything else!\Also, try not to think about her except when you're texting.\And do your studying.\Okay?\Yeah. Got it.\Thank you.\Did that resolve it? response:	It's up to him.
context: You'll need to get to know her better before anything else!\Also, try not to think about her except when you're texting.\And do your studying.\Okay?\Yeah. Got it.\Thank you.\Did that resolve it?\It's up to him. response:	But you've done as much as you could.
context: Also, try not to think about her except when you're texting.\And do your studying.\Okay?\Yeah. Got it.\Thank you.\Did that resolve it?\It's up to him.\But you've done as much as you could. response:	I think you did a good job.
context: And do your studying.\Okay?\Yeah. Got it.\Thank you.\Did that resolve it?\It's up to him.\But you've done as much as you could.\I think you did a good job. response:	Really?
context: Okay?\Yeah. Got it.\Thank you.\Did that resolve it?\It's up to him.\But you've done as much as you could.\I think you did a good job.\Really? response:	I wonder if the day will come when Rin falls in love.
context: Yeah. Got it.\Thank you.\Did that resolve it?\It's up to him.\But you've done as much as you could.\I think you did a good job.\Really?\I wonder if the day will come when Rin falls in love. response:	Strike!
context: Thank you.\Did that resolve it?\It's up to him.\But you've done as much as you could.\I think you did a good job.\Really?\I wonder if the day will come when Rin falls in love.\Strike! response:	Nice!
context: Did that resolve it?\It's up to him.\But you've done as much as you could.\I think you did a good job.\Really?\I wonder if the day will come when Rin falls in love.\Strike!\Nice! response:	Her pitch speed's back down.
context: It's up to him.\But you've done as much as you could.\I think you did a good job.\Really?\I wonder if the day will come when Rin falls in love.\Strike!\Nice!\Her pitch speed's back down. response:	Let's take a cat and
context: But you've done as much as you could.\I think you did a good job.\Really?\I wonder if the day will come when Rin falls in love.\Strike!\Nice!\Her pitch speed's back down.\Let's take a cat and response:	I'm not letting a bully go!
context: I think you did a good job.\Really?\I wonder if the day will come when Rin falls in love.\Strike!\Nice!\Her pitch speed's back down.\Let's take a cat and\I'm not letting a bully go! response:	I haven't done anything yet!
context: Really?\I wonder if the day will come when Rin falls in love.\Strike!\Nice!\Her pitch speed's back down.\Let's take a cat and\I'm not letting a bully go!\I haven't done anything yet! response:	Sasasagawa Sasami!
context: I wonder if the day will come when Rin falls in love.\Strike!\Nice!\Her pitch speed's back down.\Let's take a cat and\I'm not letting a bully go!\I haven't done anything yet!\Sasasagawa Sasami! response:	It's Sasaseso
context: Strike!\Nice!\Her pitch speed's back down.\Let's take a cat and\I'm not letting a bully go!\I haven't done anything yet!\Sasasagawa Sasami!\It's Sasaseso response:	It's Sasasegawa Sasami!
context: Nice!\Her pitch speed's back down.\Let's take a cat and\I'm not letting a bully go!\I haven't done anything yet!\Sasasagawa Sasami!\It's Sasaseso\It's Sasasegawa Sasami! response:	You messed up your own name...
context: Her pitch speed's back down.\Let's take a cat and\I'm not letting a bully go!\I haven't done anything yet!\Sasasagawa Sasami!\It's Sasaseso\It's Sasasegawa Sasami!\You messed up your own name... response:	What now? Come to get in our way again?
context: Let's take a cat and\I'm not letting a bully go!\I haven't done anything yet!\Sasasagawa Sasami!\It's Sasaseso\It's Sasasegawa Sasami!\You messed up your own name...\What now? Come to get in our way again? response:	No, today...
context: I'm not letting a bully go!\I haven't done anything yet!\Sasasagawa Sasami!\It's Sasaseso\It's Sasasegawa Sasami!\You messed up your own name...\What now? Come to get in our way again?\No, today... response:	I'd like to ask you something.
context: I haven't done anything yet!\Sasasagawa Sasami!\It's Sasaseso\It's Sasasegawa Sasami!\You messed up your own name...\What now? Come to get in our way again?\No, today...\I'd like to ask you something. response:	Um...
context: Sasasagawa Sasami!\It's Sasaseso\It's Sasasegawa Sasami!\You messed up your own name...\What now? Come to get in our way again?\No, today...\I'd like to ask you something.\Um... response:	Could you tell me what Miyazawa-sama's favorite food is?
context: It's Sasaseso\It's Sasasegawa Sasami!\You messed up your own name...\What now? Come to get in our way again?\No, today...\I'd like to ask you something.\Um...\Could you tell me what Miyazawa-sama's favorite food is? response:	Wow, he's popular.
context: It's Sasasegawa Sasami!\You messed up your own name...\What now? Come to get in our way again?\No, today...\I'd like to ask you something.\Um...\Could you tell me what Miyazawa-sama's favorite food is?\Wow, he's popular. response:	Tell her it's cup yakisoba without throwing the water out.
context: You messed up your own name...\What now? Come to get in our way again?\No, today...\I'd like to ask you something.\Um...\Could you tell me what Miyazawa-sama's favorite food is?\Wow, he's popular.\Tell her it's cup yakisoba without throwing the water out. response:	It's cup yakisoba without throwing the water out.
context: What now? Come to get in our way again?\No, today...\I'd like to ask you something.\Um...\Could you tell me what Miyazawa-sama's favorite food is?\Wow, he's popular.\Tell her it's cup yakisoba without throwing the water out.\It's cup yakisoba without throwing the water out. response:	Not throwing the water out is good for the environment!
context: No, today...\I'd like to ask you something.\Um...\Could you tell me what Miyazawa-sama's favorite food is?\Wow, he's popular.\Tell her it's cup yakisoba without throwing the water out.\It's cup yakisoba without throwing the water out.\Not throwing the water out is good for the environment! response:	She believed it!
context: I'd like to ask you something.\Um...\Could you tell me what Miyazawa-sama's favorite food is?\Wow, he's popular.\Tell her it's cup yakisoba without throwing the water out.\It's cup yakisoba without throwing the water out.\Not throwing the water out is good for the environment!\She believed it! response:	I wonder how it tastes.
context: Um...\Could you tell me what Miyazawa-sama's favorite food is?\Wow, he's popular.\Tell her it's cup yakisoba without throwing the water out.\It's cup yakisoba without throwing the water out.\Not throwing the water out is good for the environment!\She believed it!\I wonder how it tastes. response:	Have you ever eaten it?
context: Could you tell me what Miyazawa-sama's favorite food is?\Wow, he's popular.\Tell her it's cup yakisoba without throwing the water out.\It's cup yakisoba without throwing the water out.\Not throwing the water out is good for the environment!\She believed it!\I wonder how it tastes.\Have you ever eaten it? response:	I've never eaten it.
context: Wow, he's popular.\Tell her it's cup yakisoba without throwing the water out.\It's cup yakisoba without throwing the water out.\Not throwing the water out is good for the environment!\She believed it!\I wonder how it tastes.\Have you ever eaten it?\I've never eaten it. response:	And it was a lie from Masato anyway.
context: Tell her it's cup yakisoba without throwing the water out.\It's cup yakisoba without throwing the water out.\Not throwing the water out is good for the environment!\She believed it!\I wonder how it tastes.\Have you ever eaten it?\I've never eaten it.\And it was a lie from Masato anyway. response:	Again?!
context: It's cup yakisoba without throwing the water out.\Not throwing the water out is good for the environment!\She believed it!\I wonder how it tastes.\Have you ever eaten it?\I've never eaten it.\And it was a lie from Masato anyway.\Again?! response:	You dare to mock me?!
context: Not throwing the water out is good for the environment!\She believed it!\I wonder how it tastes.\Have you ever eaten it?\I've never eaten it.\And it was a lie from Masato anyway.\Again?!\You dare to mock me?! response:	Fine! I'll seal that mouth of yours shut today!
context: She believed it!\I wonder how it tastes.\Have you ever eaten it?\I've never eaten it.\And it was a lie from Masato anyway.\Again?!\You dare to mock me?!\Fine! I'll seal that mouth of yours shut today! response:	Girls, you know what to do!
context: I wonder how it tastes.\Have you ever eaten it?\I've never eaten it.\And it was a lie from Masato anyway.\Again?!\You dare to mock me?!\Fine! I'll seal that mouth of yours shut today!\Girls, you know what to do! response:	Like this?!
context: Have you ever eaten it?\I've never eaten it.\And it was a lie from Masato anyway.\Again?!\You dare to mock me?!\Fine! I'll seal that mouth of yours shut today!\Girls, you know what to do!\Like this?! response:	It's starting again...
context: I've never eaten it.\And it was a lie from Masato anyway.\Again?!\You dare to mock me?!\Fine! I'll seal that mouth of yours shut today!\Girls, you know what to do!\Like this?!\It's starting again... response:	Episode 20
context: And it was a lie from Masato anyway.\Again?!\You dare to mock me?!\Fine! I'll seal that mouth of yours shut today!\Girls, you know what to do!\Like this?!\It's starting again...\Episode 20 response:	Episode 20
context: Again?!\You dare to mock me?!\Fine! I'll seal that mouth of yours shut today!\Girls, you know what to do!\Like this?!\It's starting again...\Episode 20\Episode 20 response:	Episode 20
context: You dare to mock me?!\Fine! I'll seal that mouth of yours shut today!\Girls, you know what to do!\Like this?!\It's starting again...\Episode 20\Episode 20\Episode 20 response:	Ease Lovesickness
context: Fine! I'll seal that mouth of yours shut today!\Girls, you know what to do!\Like this?!\It's starting again...\Episode 20\Episode 20\Episode 20\Ease Lovesickness response:	Ease Lovesickness
context: Girls, you know what to do!\Like this?!\It's starting again...\Episode 20\Episode 20\Episode 20\Ease Lovesickness\Ease Lovesickness response:	Ease Lovesickness
context: Like this?!\It's starting again...\Episode 20\Episode 20\Episode 20\Ease Lovesickness\Ease Lovesickness\Ease Lovesickness response:	akaneiro no kumo
context: It's starting again...\Episode 20\Episode 20\Episode 20\Ease Lovesickness\Ease Lovesickness\Ease Lovesickness\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 20\Episode 20\Episode 20\Ease Lovesickness\Ease Lovesickness\Ease Lovesickness\akaneiro no kumo\The clouds, lit bright orange, response:	akaneiro no kumo
context: Episode 20\Episode 20\Ease Lovesickness\Ease Lovesickness\Ease Lovesickness\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 20\Ease Lovesickness\Ease Lovesickness\Ease Lovesickness\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange, response:	omoide mo futatsu
context: Ease Lovesickness\Ease Lovesickness\Ease Lovesickness\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu response:	And two of our memories
context: Ease Lovesickness\Ease Lovesickness\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories response:	omoide mo futatsu
context: Ease Lovesickness\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu response:	And two of our memories
context: akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo response:	Floating far into the distance
context: akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo response:	Floating far into the distance
context: omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance response:	hibiku kane no oto
context: And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto response:	The sound of the bell echoing,
context: omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing, response:	hibiku kane no oto
context: And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto response:	The sound of the bell echoing,
context: tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing, response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	tsuki no ue hitori demo
context: Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	tsuki no ue hitori demo
context: Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	rasen no hate he kaketeyuku yo
context: Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	rasen no hate he kaketeyuku yo
context: Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	kimi wa naita ato waraeru
context: Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	kimi wa naita ato waraeru
context: Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	hazu dakara tte ittan da
context: Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da response:	I said that because I know you can
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can response:	hazu dakara tte ittan da
context: Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da response:	I said that because I know you can
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can response:	bokura no tabi wasuretari shinai yo
context: You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	bokura no tabi wasuretari shinai yo
context: You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	nakusanai you ni mahou kakete
context: I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete response:	I'll cast a little magic so you never lose it,
context: hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it, response:	nakusanai you ni mahou kakete
context: I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete response:	I'll cast a little magic so you never lose it,
context: bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it, response:	sayonara wo tsutaenai
context: You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai response:	And I won't say good-bye
context: bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye response:	sayonara wo tsutaenai
context: You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai response:	And I won't say good-bye
context: nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye response:	arukidasu yo mata itsuka
context: I'll cast a little magic so you never lose it,\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka response:	You'll start walking again one day
context: nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day response:	arukidasu yo mata itsuka
context: I'll cast a little magic so you never lose it,\sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka response:	You'll start walking again one day
context: sayonara wo tsutaenai\And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day response:	On a night of shooting stars,
context: And I won't say good-bye\sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\On a night of shooting stars, response:	I watched Kud perform a strange ceremony.
context: sayonara wo tsutaenai\And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\On a night of shooting stars,\I watched Kud perform a strange ceremony. response:	Riki, have you ever seen the Southern Cross?
context: And I won't say good-bye\arukidasu yo mata itsuka\You'll start walking again one day\arukidasu yo mata itsuka\You'll start walking again one day\On a night of shooting stars,\I watched Kud perform a strange ceremony.\Riki, have you ever seen the Southern Cross? response:	One by one, Kud's secrets are revealed.
