context: If I were to die now, I doubt Ren would die with me anymore. response:	But that's fine. That's how it should be.
context: - Do not resort to violence, Takumi. - Aaah...\AAAH - Do not resort to violence, Takumi. - Aaah...\BLAST will be performing, too!\Hey, Hachi.\I always thought life was about standing your ground,\no matter how strong the current is.\But going with the flow isn't such a foolish thing after all.\As long as you're moving forward. response:	Will you hold me now?
context: AAAH - Do not resort to violence, Takumi. - Aaah...\BLAST will be performing, too!\Hey, Hachi.\I always thought life was about standing your ground,\no matter how strong the current is.\But going with the flow isn't such a foolish thing after all.\As long as you're moving forward.\Will you hold me now? response:	Hold me now?
context: BLAST will be performing, too!\Hey, Hachi.\I always thought life was about standing your ground,\no matter how strong the current is.\But going with the flow isn't such a foolish thing after all.\As long as you're moving forward.\Will you hold me now?\Hold me now? response:	My frozen heart
context: Hey, Hachi.\I always thought life was about standing your ground,\no matter how strong the current is.\But going with the flow isn't such a foolish thing after all.\As long as you're moving forward.\Will you hold me now?\Hold me now?\My frozen heart response:	Kiss my lips and maybe you can
context: I always thought life was about standing your ground,\no matter how strong the current is.\But going with the flow isn't such a foolish thing after all.\As long as you're moving forward.\Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe you can response:	take me to your world for now
context: no matter how strong the current is.\But going with the flow isn't such a foolish thing after all.\As long as you're moving forward.\Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe you can\take me to your world for now response:	I can't be alone right now
context: But going with the flow isn't such a foolish thing after all.\As long as you're moving forward.\Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe you can\take me to your world for now\I can't be alone right now response:	Will you hold me now?
context: As long as you're moving forward.\Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe you can\take me to your world for now\I can't be alone right now\Will you hold me now? response:	Hold me now?
context: Will you hold me now?\Hold me now?\My frozen heart\Kiss my lips and maybe you can\take me to your world for now\I can't be alone right now\Will you hold me now?\Hold me now? response:	My frozen heart
context: Hold me now?\My frozen heart\Kiss my lips and maybe you can\take me to your world for now\I can't be alone right now\Will you hold me now?\Hold me now?\My frozen heart response:	I'm lost in a deep winter sleep
context: My frozen heart\Kiss my lips and maybe you can\take me to your world for now\I can't be alone right now\Will you hold me now?\Hold me now?\My frozen heart\I'm lost in a deep winter sleep response:	I can't seem to find my way out alone
context: Kiss my lips and maybe you can\take me to your world for now\I can't be alone right now\Will you hold me now?\Hold me now?\My frozen heart\I'm lost in a deep winter sleep\I can't seem to find my way out alone response:	Can you wake me
