context: Hey, are you the bastards trying to make a power grab around here lately? response:	Akura-oh and Tomoe, I believe it was.
context: I'll get you cleaned up.\It'll be okay.\You're all clean already.\I was in a terrible state when I first met Mikage too.\But why was I covered in blood back then?\Ami?\Nanami.\What? response:	You're okay. Thank goodness.
context: It'll be okay.\You're all clean already.\I was in a terrible state when I first met Mikage too.\But why was I covered in blood back then?\Ami?\Nanami.\What?\You're okay. Thank goodness. response:	Ami.
context: You're all clean already.\I was in a terrible state when I first met Mikage too.\But why was I covered in blood back then?\Ami?\Nanami.\What?\You're okay. Thank goodness.\Ami. response:	I got swallowed up by that black thing in the library.
context: I was in a terrible state when I first met Mikage too.\But why was I covered in blood back then?\Ami?\Nanami.\What?\You're okay. Thank goodness.\Ami.\I got swallowed up by that black thing in the library. response:	But I'm okay.
context: But why was I covered in blood back then?\Ami?\Nanami.\What?\You're okay. Thank goodness.\Ami.\I got swallowed up by that black thing in the library.\But I'm okay. response:	It just made me feel a little sick.
context: Ami?\Nanami.\What?\You're okay. Thank goodness.\Ami.\I got swallowed up by that black thing in the library.\But I'm okay.\It just made me feel a little sick. response:	The doctor said I'd get better if I just lied down for a while.
context: Nanami.\What?\You're okay. Thank goodness.\Ami.\I got swallowed up by that black thing in the library.\But I'm okay.\It just made me feel a little sick.\The doctor said I'd get better if I just lied down for a while. response:	You're so full of energy.
context: What?\You're okay. Thank goodness.\Ami.\I got swallowed up by that black thing in the library.\But I'm okay.\It just made me feel a little sick.\The doctor said I'd get better if I just lied down for a while.\You're so full of energy. response:	I guess mediums must be used to this.
context: You're okay. Thank goodness.\Ami.\I got swallowed up by that black thing in the library.\But I'm okay.\It just made me feel a little sick.\The doctor said I'd get better if I just lied down for a while.\You're so full of energy.\I guess mediums must be used to this. response:	Ami...
context: Ami.\I got swallowed up by that black thing in the library.\But I'm okay.\It just made me feel a little sick.\The doctor said I'd get better if I just lied down for a while.\You're so full of energy.\I guess mediums must be used to this.\Ami... response:	I'm sorry the talisman didn't work.
context: I got swallowed up by that black thing in the library.\But I'm okay.\It just made me feel a little sick.\The doctor said I'd get better if I just lied down for a while.\You're so full of energy.\I guess mediums must be used to this.\Ami...\I'm sorry the talisman didn't work. response:	You're awful!
context: But I'm okay.\It just made me feel a little sick.\The doctor said I'd get better if I just lied down for a while.\You're so full of energy.\I guess mediums must be used to this.\Ami...\I'm sorry the talisman didn't work.\You're awful! response:	It's only been three days, but look at the mess you made.
context: It just made me feel a little sick.\The doctor said I'd get better if I just lied down for a while.\You're so full of energy.\I guess mediums must be used to this.\Ami...\I'm sorry the talisman didn't work.\You're awful!\It's only been three days, but look at the mess you made. response:	You hatch the egg, and then you do this to the daemon.
context: The doctor said I'd get better if I just lied down for a while.\You're so full of energy.\I guess mediums must be used to this.\Ami...\I'm sorry the talisman didn't work.\You're awful!\It's only been three days, but look at the mess you made.\You hatch the egg, and then you do this to the daemon. response:	You're going to demolish my reputation! Oh, boohoo...
context: You're so full of energy.\I guess mediums must be used to this.\Ami...\I'm sorry the talisman didn't work.\You're awful!\It's only been three days, but look at the mess you made.\You hatch the egg, and then you do this to the daemon.\You're going to demolish my reputation! Oh, boohoo... response:	He-sh... Otohiko!
context: I guess mediums must be used to this.\Ami...\I'm sorry the talisman didn't work.\You're awful!\It's only been three days, but look at the mess you made.\You hatch the egg, and then you do this to the daemon.\You're going to demolish my reputation! Oh, boohoo...\He-sh... Otohiko! response:	I told you that this little one draws from your chi to grow!
context: Ami...\I'm sorry the talisman didn't work.\You're awful!\It's only been three days, but look at the mess you made.\You hatch the egg, and then you do this to the daemon.\You're going to demolish my reputation! Oh, boohoo...\He-sh... Otohiko!\I told you that this little one draws from your chi to grow! response:	The vile miasma it absorbed has made it ill!
context: I'm sorry the talisman didn't work.\You're awful!\It's only been three days, but look at the mess you made.\You hatch the egg, and then you do this to the daemon.\You're going to demolish my reputation! Oh, boohoo...\He-sh... Otohiko!\I told you that this little one draws from your chi to grow!\The vile miasma it absorbed has made it ill! response:	Mass-producing your cheap talismans is preventing it from healing!
context: You're awful!\It's only been three days, but look at the mess you made.\You hatch the egg, and then you do this to the daemon.\You're going to demolish my reputation! Oh, boohoo...\He-sh... Otohiko!\I told you that this little one draws from your chi to grow!\The vile miasma it absorbed has made it ill!\Mass-producing your cheap talismans is preventing it from healing! response:	And the same goes for the girl lying there.
context: It's only been three days, but look at the mess you made.\You hatch the egg, and then you do this to the daemon.\You're going to demolish my reputation! Oh, boohoo...\He-sh... Otohiko!\I told you that this little one draws from your chi to grow!\The vile miasma it absorbed has made it ill!\Mass-producing your cheap talismans is preventing it from healing!\And the same goes for the girl lying there. response:	Don't drag others into your mess if you can't handle it.
context: You hatch the egg, and then you do this to the daemon.\You're going to demolish my reputation! Oh, boohoo...\He-sh... Otohiko!\I told you that this little one draws from your chi to grow!\The vile miasma it absorbed has made it ill!\Mass-producing your cheap talismans is preventing it from healing!\And the same goes for the girl lying there.\Don't drag others into your mess if you can't handle it. response:	Who knows what would've happened if Tomoe hadn't come along?
context: You're going to demolish my reputation! Oh, boohoo...\He-sh... Otohiko!\I told you that this little one draws from your chi to grow!\The vile miasma it absorbed has made it ill!\Mass-producing your cheap talismans is preventing it from healing!\And the same goes for the girl lying there.\Don't drag others into your mess if you can't handle it.\Who knows what would've happened if Tomoe hadn't come along? response:	I'm...
context: He-sh... Otohiko!\I told you that this little one draws from your chi to grow!\The vile miasma it absorbed has made it ill!\Mass-producing your cheap talismans is preventing it from healing!\And the same goes for the girl lying there.\Don't drag others into your mess if you can't handle it.\Who knows what would've happened if Tomoe hadn't come along?\I'm... response:	going to go try again!
context: I told you that this little one draws from your chi to grow!\The vile miasma it absorbed has made it ill!\Mass-producing your cheap talismans is preventing it from healing!\And the same goes for the girl lying there.\Don't drag others into your mess if you can't handle it.\Who knows what would've happened if Tomoe hadn't come along?\I'm...\going to go try again! response:	Stop writing talismans already.
context: The vile miasma it absorbed has made it ill!\Mass-producing your cheap talismans is preventing it from healing!\And the same goes for the girl lying there.\Don't drag others into your mess if you can't handle it.\Who knows what would've happened if Tomoe hadn't come along?\I'm...\going to go try again!\Stop writing talismans already. response:	Right now, you'd only make scribbles.
context: Mass-producing your cheap talismans is preventing it from healing!\And the same goes for the girl lying there.\Don't drag others into your mess if you can't handle it.\Who knows what would've happened if Tomoe hadn't come along?\I'm...\going to go try again!\Stop writing talismans already.\Right now, you'd only make scribbles. response:	It's a waste of chi.
context: And the same goes for the girl lying there.\Don't drag others into your mess if you can't handle it.\Who knows what would've happened if Tomoe hadn't come along?\I'm...\going to go try again!\Stop writing talismans already.\Right now, you'd only make scribbles.\It's a waste of chi. response:	But writing talismans is my only skill!
context: Don't drag others into your mess if you can't handle it.\Who knows what would've happened if Tomoe hadn't come along?\I'm...\going to go try again!\Stop writing talismans already.\Right now, you'd only make scribbles.\It's a waste of chi.\But writing talismans is my only skill! response:	True. I know that, which is why...
context: Who knows what would've happened if Tomoe hadn't come along?\I'm...\going to go try again!\Stop writing talismans already.\Right now, you'd only make scribbles.\It's a waste of chi.\But writing talismans is my only skill!\True. I know that, which is why... response:	You should consider this little one as your talisman.
context: I'm...\going to go try again!\Stop writing talismans already.\Right now, you'd only make scribbles.\It's a waste of chi.\But writing talismans is my only skill!\True. I know that, which is why...\You should consider this little one as your talisman. response:	Like writing on a talisman, you can give this daemon a name.
context: going to go try again!\Stop writing talismans already.\Right now, you'd only make scribbles.\It's a waste of chi.\But writing talismans is my only skill!\True. I know that, which is why...\You should consider this little one as your talisman.\Like writing on a talisman, you can give this daemon a name. response:	That will become the daemon's ability and allow it to carry out your wish.
context: Stop writing talismans already.\Right now, you'd only make scribbles.\It's a waste of chi.\But writing talismans is my only skill!\True. I know that, which is why...\You should consider this little one as your talisman.\Like writing on a talisman, you can give this daemon a name.\That will become the daemon's ability and allow it to carry out your wish. response:	So what is the power you most desire?
context: Right now, you'd only make scribbles.\It's a waste of chi.\But writing talismans is my only skill!\True. I know that, which is why...\You should consider this little one as your talisman.\Like writing on a talisman, you can give this daemon a name.\That will become the daemon's ability and allow it to carry out your wish.\So what is the power you most desire? response:	The power... that I... most desire?
context: It's a waste of chi.\But writing talismans is my only skill!\True. I know that, which is why...\You should consider this little one as your talisman.\Like writing on a talisman, you can give this daemon a name.\That will become the daemon's ability and allow it to carry out your wish.\So what is the power you most desire?\The power... that I... most desire? response:	Just how many of them are there?
context: But writing talismans is my only skill!\True. I know that, which is why...\You should consider this little one as your talisman.\Like writing on a talisman, you can give this daemon a name.\That will become the daemon's ability and allow it to carry out your wish.\So what is the power you most desire?\The power... that I... most desire?\Just how many of them are there? response:	The smell of blood will not go away.
context: True. I know that, which is why...\You should consider this little one as your talisman.\Like writing on a talisman, you can give this daemon a name.\That will become the daemon's ability and allow it to carry out your wish.\So what is the power you most desire?\The power... that I... most desire?\Just how many of them are there?\The smell of blood will not go away. response:	I may not be able to purify them...
context: You should consider this little one as your talisman.\Like writing on a talisman, you can give this daemon a name.\That will become the daemon's ability and allow it to carry out your wish.\So what is the power you most desire?\The power... that I... most desire?\Just how many of them are there?\The smell of blood will not go away.\I may not be able to purify them... response:	but I can drag every last one of them into the open.
context: Like writing on a talisman, you can give this daemon a name.\That will become the daemon's ability and allow it to carry out your wish.\So what is the power you most desire?\The power... that I... most desire?\Just how many of them are there?\The smell of blood will not go away.\I may not be able to purify them...\but I can drag every last one of them into the open. response:	Mamoru To protect
context: That will become the daemon's ability and allow it to carry out your wish.\So what is the power you most desire?\The power... that I... most desire?\Just how many of them are there?\The smell of blood will not go away.\I may not be able to purify them...\but I can drag every last one of them into the open.\Mamoru To protect response:	Mamoru!
context: So what is the power you most desire?\The power... that I... most desire?\Just how many of them are there?\The smell of blood will not go away.\I may not be able to purify them...\but I can drag every last one of them into the open.\Mamoru To protect\Mamoru! response:	To keep anyone from getting hurt... To keep anyone from having to be scared...
context: The power... that I... most desire?\Just how many of them are there?\The smell of blood will not go away.\I may not be able to purify them...\but I can drag every last one of them into the open.\Mamoru To protect\Mamoru!\To keep anyone from getting hurt... To keep anyone from having to be scared... response:	How about calling him Mamoru?
context: Just how many of them are there?\The smell of blood will not go away.\I may not be able to purify them...\but I can drag every last one of them into the open.\Mamoru To protect\Mamoru!\To keep anyone from getting hurt... To keep anyone from having to be scared...\How about calling him Mamoru? response:	Hm...
context: The smell of blood will not go away.\I may not be able to purify them...\but I can drag every last one of them into the open.\Mamoru To protect\Mamoru!\To keep anyone from getting hurt... To keep anyone from having to be scared...\How about calling him Mamoru?\Hm... response:	So it's a boy.
context: I may not be able to purify them...\but I can drag every last one of them into the open.\Mamoru To protect\Mamoru!\To keep anyone from getting hurt... To keep anyone from having to be scared...\How about calling him Mamoru?\Hm...\So it's a boy. response:	Mamoru To protect
context: but I can drag every last one of them into the open.\Mamoru To protect\Mamoru!\To keep anyone from getting hurt... To keep anyone from having to be scared...\How about calling him Mamoru?\Hm...\So it's a boy.\Mamoru To protect response:	Mamoru To protect
context: Mamoru To protect\Mamoru!\To keep anyone from getting hurt... To keep anyone from having to be scared...\How about calling him Mamoru?\Hm...\So it's a boy.\Mamoru To protect\Mamoru To protect response:	Where are you going?
context: Mamoru!\To keep anyone from getting hurt... To keep anyone from having to be scared...\How about calling him Mamoru?\Hm...\So it's a boy.\Mamoru To protect\Mamoru To protect\Where are you going? response:	He knows what his job is now.
context: To keep anyone from getting hurt... To keep anyone from having to be scared...\How about calling him Mamoru?\Hm...\So it's a boy.\Mamoru To protect\Mamoru To protect\Where are you going?\He knows what his job is now. response:	Because he received a name.
context: How about calling him Mamoru?\Hm...\So it's a boy.\Mamoru To protect\Mamoru To protect\Where are you going?\He knows what his job is now.\Because he received a name. response:	You're the caster.
context: Hm...\So it's a boy.\Mamoru To protect\Mamoru To protect\Where are you going?\He knows what his job is now.\Because he received a name.\You're the caster. response:	Go on, Momozono Nanami.
context: So it's a boy.\Mamoru To protect\Mamoru To protect\Where are you going?\He knows what his job is now.\Because he received a name.\You're the caster.\Go on, Momozono Nanami. response:	Mamoru...
context: Mamoru To protect\Mamoru To protect\Where are you going?\He knows what his job is now.\Because he received a name.\You're the caster.\Go on, Momozono Nanami.\Mamoru... response:	There's a trail of golden light coming from under his feet.
context: Mamoru To protect\Where are you going?\He knows what his job is now.\Because he received a name.\You're the caster.\Go on, Momozono Nanami.\Mamoru...\There's a trail of golden light coming from under his feet. response:	It's clean!
context: Where are you going?\He knows what his job is now.\Because he received a name.\You're the caster.\Go on, Momozono Nanami.\Mamoru...\There's a trail of golden light coming from under his feet.\It's clean! response:	He's cleaning everything!
context: He knows what his job is now.\Because he received a name.\You're the caster.\Go on, Momozono Nanami.\Mamoru...\There's a trail of golden light coming from under his feet.\It's clean!\He's cleaning everything! response:	Tomoe!
context: Because he received a name.\You're the caster.\Go on, Momozono Nanami.\Mamoru...\There's a trail of golden light coming from under his feet.\It's clean!\He's cleaning everything!\Tomoe! response:	Come.
context: You're the caster.\Go on, Momozono Nanami.\Mamoru...\There's a trail of golden light coming from under his feet.\It's clean!\He's cleaning everything!\Tomoe!\Come. response:	Come.
context: Go on, Momozono Nanami.\Mamoru...\There's a trail of golden light coming from under his feet.\It's clean!\He's cleaning everything!\Tomoe!\Come.\Come. response:	Let's get you washed up.
context: Mamoru...\There's a trail of golden light coming from under his feet.\It's clean!\He's cleaning everything!\Tomoe!\Come.\Come.\Let's get you washed up. response:	Goal!
context: There's a trail of golden light coming from under his feet.\It's clean!\He's cleaning everything!\Tomoe!\Come.\Come.\Let's get you washed up.\Goal! response:	This is... a barrier against evil.
context: It's clean!\He's cleaning everything!\Tomoe!\Come.\Come.\Let's get you washed up.\Goal!\This is... a barrier against evil. response:	Tomoe, did you see?
context: He's cleaning everything!\Tomoe!\Come.\Come.\Let's get you washed up.\Goal!\This is... a barrier against evil.\Tomoe, did you see? response:	Mamoru and my perfectly in-sync parade run!
context: Tomoe!\Come.\Come.\Let's get you washed up.\Goal!\This is... a barrier against evil.\Tomoe, did you see?\Mamoru and my perfectly in-sync parade run! response:	Mamoru?
context: Come.\Come.\Let's get you washed up.\Goal!\This is... a barrier against evil.\Tomoe, did you see?\Mamoru and my perfectly in-sync parade run!\Mamoru? response:	That's his name.
context: Come.\Let's get you washed up.\Goal!\This is... a barrier against evil.\Tomoe, did you see?\Mamoru and my perfectly in-sync parade run!\Mamoru?\That's his name. response:	Otohiko taught me how to use a daemon.
context: Let's get you washed up.\Goal!\This is... a barrier against evil.\Tomoe, did you see?\Mamoru and my perfectly in-sync parade run!\Mamoru?\That's his name.\Otohiko taught me how to use a daemon. response:	Thank you for saving me, Tomoe.
context: Goal!\This is... a barrier against evil.\Tomoe, did you see?\Mamoru and my perfectly in-sync parade run!\Mamoru?\That's his name.\Otohiko taught me how to use a daemon.\Thank you for saving me, Tomoe. response:	No...
context: This is... a barrier against evil.\Tomoe, did you see?\Mamoru and my perfectly in-sync parade run!\Mamoru?\That's his name.\Otohiko taught me how to use a daemon.\Thank you for saving me, Tomoe.\No... response:	Hey, can you hear me?
context: Tomoe, did you see?\Mamoru and my perfectly in-sync parade run!\Mamoru?\That's his name.\Otohiko taught me how to use a daemon.\Thank you for saving me, Tomoe.\No...\Hey, can you hear me? response:	You saved me.
context: Mamoru and my perfectly in-sync parade run!\Mamoru?\That's his name.\Otohiko taught me how to use a daemon.\Thank you for saving me, Tomoe.\No...\Hey, can you hear me?\You saved me. response:	You pass.
context: Mamoru?\That's his name.\Otohiko taught me how to use a daemon.\Thank you for saving me, Tomoe.\No...\Hey, can you hear me?\You saved me.\You pass. response:	Hey, can you hear me?
context: That's his name.\Otohiko taught me how to use a daemon.\Thank you for saving me, Tomoe.\No...\Hey, can you hear me?\You saved me.\You pass.\Hey, can you hear me? response:	That settles it. You're going to Izumo.
context: Otohiko taught me how to use a daemon.\Thank you for saving me, Tomoe.\No...\Hey, can you hear me?\You saved me.\You pass.\Hey, can you hear me?\That settles it. You're going to Izumo. response:	That night, I was looking
context: Thank you for saving me, Tomoe.\No...\Hey, can you hear me?\You saved me.\You pass.\Hey, can you hear me?\That settles it. You're going to Izumo.\That night, I was looking response:	at the fleeting remnants of the day
context: No...\Hey, can you hear me?\You saved me.\You pass.\Hey, can you hear me?\That settles it. You're going to Izumo.\That night, I was looking\at the fleeting remnants of the day response:	The milky way spread across my vision
context: Hey, can you hear me?\You saved me.\You pass.\Hey, can you hear me?\That settles it. You're going to Izumo.\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision response:	It was very beautiful
context: You saved me.\You pass.\Hey, can you hear me?\That settles it. You're going to Izumo.\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful response:	Hey, can you hear me?
context: You pass.\Hey, can you hear me?\That settles it. You're going to Izumo.\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me? response:	I don't think I can talk to other people about this
context: Hey, can you hear me?\That settles it. You're going to Izumo.\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this response:	I'll call up God, I think
context: That settles it. You're going to Izumo.\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think response:	If a new day hadn't begun
context: That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun response:	then yesterday's tomorrow would be today
context: at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today response:	and yesterday would be the day before
context: The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before response:	I'm waiting for you
context: It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you response:	I'll stay here
context: Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here response:	The boat is stopped here
context: I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here response:	If today weren't today
context: I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here\If today weren't today response:	and were that day instead, oh, that'd be nice
context: If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here\If today weren't today\and were that day instead, oh, that'd be nice response:	Preview
context: then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here\If today weren't today\and were that day instead, oh, that'd be nice\Preview response:	Preview
context: and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here\If today weren't today\and were that day instead, oh, that'd be nice\Preview\Preview response:	Gods from across the country will gather for the Divine Assembly.
context: I'm waiting for you\I'll stay here\The boat is stopped here\If today weren't today\and were that day instead, oh, that'd be nice\Preview\Preview\Gods from across the country will gather for the Divine Assembly. response:	She's even mastered a new skill with Mamoru, so it's onward to Izumo!
context: I'll stay here\The boat is stopped here\If today weren't today\and were that day instead, oh, that'd be nice\Preview\Preview\Gods from across the country will gather for the Divine Assembly.\She's even mastered a new skill with Mamoru, so it's onward to Izumo! response:	Hey, can you hear me?
context: The boat is stopped here\If today weren't today\and were that day instead, oh, that'd be nice\Preview\Preview\Gods from across the country will gather for the Divine Assembly.\She's even mastered a new skill with Mamoru, so it's onward to Izumo!\Hey, can you hear me? response:	Wait! What's up with these scary gods?!
context: If today weren't today\and were that day instead, oh, that'd be nice\Preview\Preview\Gods from across the country will gather for the Divine Assembly.\She's even mastered a new skill with Mamoru, so it's onward to Izumo!\Hey, can you hear me?\Wait! What's up with these scary gods?! response:	And just who in the world is this guy?
context: and were that day instead, oh, that'd be nice\Preview\Preview\Gods from across the country will gather for the Divine Assembly.\She's even mastered a new skill with Mamoru, so it's onward to Izumo!\Hey, can you hear me?\Wait! What's up with these scary gods?!\And just who in the world is this guy? response:	Next time, The God Goes to Izumo.
context: Preview\Preview\Gods from across the country will gather for the Divine Assembly.\She's even mastered a new skill with Mamoru, so it's onward to Izumo!\Hey, can you hear me?\Wait! What's up with these scary gods?!\And just who in the world is this guy?\Next time, The God Goes to Izumo. response:	The God Goes to Izumo
context: Preview\Gods from across the country will gather for the Divine Assembly.\She's even mastered a new skill with Mamoru, so it's onward to Izumo!\Hey, can you hear me?\Wait! What's up with these scary gods?!\And just who in the world is this guy?\Next time, The God Goes to Izumo.\The God Goes to Izumo response:	The God Goes to Izumo
context: Gods from across the country will gather for the Divine Assembly.\She's even mastered a new skill with Mamoru, so it's onward to Izumo!\Hey, can you hear me?\Wait! What's up with these scary gods?!\And just who in the world is this guy?\Next time, The God Goes to Izumo.\The God Goes to Izumo\The God Goes to Izumo response:	I've got a bad feeling about this, ook!
