context: Yuueisha response:	Hey, Hattori!
context: There's no use for them in your head!\Tada!\If you give me an hour, I can put them on paper.\In one hour?\Chapter two is twenty-five pages and chapter three is twenty-one pages!\I've already got them in my head, so it won't take long.\CROW!\Ah, over there, not here! response:	You'll be in the way of the meeting.
context: Tada!\If you give me an hour, I can put them on paper.\In one hour?\Chapter two is twenty-five pages and chapter three is twenty-one pages!\I've already got them in my head, so it won't take long.\CROW!\Ah, over there, not here!\You'll be in the way of the meeting. response:	No, if you wouldn't mind, I'd like him to draw it here.
context: If you give me an hour, I can put them on paper.\In one hour?\Chapter two is twenty-five pages and chapter three is twenty-one pages!\I've already got them in my head, so it won't take long.\CROW!\Ah, over there, not here!\You'll be in the way of the meeting.\No, if you wouldn't mind, I'd like him to draw it here. response:	Yes, please.
context: In one hour?\Chapter two is twenty-five pages and chapter three is twenty-one pages!\I've already got them in my head, so it won't take long.\CROW!\Ah, over there, not here!\You'll be in the way of the meeting.\No, if you wouldn't mind, I'd like him to draw it here.\Yes, please. response:	OOkay.
context: Chapter two is twenty-five pages and chapter three is twenty-one pages!\I've already got them in my head, so it won't take long.\CROW!\Ah, over there, not here!\You'll be in the way of the meeting.\No, if you wouldn't mind, I'd like him to draw it here.\Yes, please.\OOkay. response:	You two, if you watch Niizuma Eiji,
context: I've already got them in my head, so it won't take long.\CROW!\Ah, over there, not here!\You'll be in the way of the meeting.\No, if you wouldn't mind, I'd like him to draw it here.\Yes, please.\OOkay.\You two, if you watch Niizuma Eiji, response:	you'll understand that you don't stand a chance doing mainstream.
context: CROW!\Ah, over there, not here!\You'll be in the way of the meeting.\No, if you wouldn't mind, I'd like him to draw it here.\Yes, please.\OOkay.\You two, if you watch Niizuma Eiji,\you'll understand that you don't stand a chance doing mainstream. response:	You have to realize that you shouldn't be starting a mainstream battle.
context: Ah, over there, not here!\You'll be in the way of the meeting.\No, if you wouldn't mind, I'd like him to draw it here.\Yes, please.\OOkay.\You two, if you watch Niizuma Eiji,\you'll understand that you don't stand a chance doing mainstream.\You have to realize that you shouldn't be starting a mainstream battle. response:	Understand...
context: You'll be in the way of the meeting.\No, if you wouldn't mind, I'd like him to draw it here.\Yes, please.\OOkay.\You two, if you watch Niizuma Eiji,\you'll understand that you don't stand a chance doing mainstream.\You have to realize that you shouldn't be starting a mainstream battle.\Understand... response:	I'm done.
context: No, if you wouldn't mind, I'd like him to draw it here.\Yes, please.\OOkay.\You two, if you watch Niizuma Eiji,\you'll understand that you don't stand a chance doing mainstream.\You have to realize that you shouldn't be starting a mainstream battle.\Understand...\I'm done. response:	That wasn't even thirty minutes, let alone an hour.
context: Yes, please.\OOkay.\You two, if you watch Niizuma Eiji,\you'll understand that you don't stand a chance doing mainstream.\You have to realize that you shouldn't be starting a mainstream battle.\Understand...\I'm done.\That wasn't even thirty minutes, let alone an hour. response:	I'll bring this over to the editor-in-chief.
context: OOkay.\You two, if you watch Niizuma Eiji,\you'll understand that you don't stand a chance doing mainstream.\You have to realize that you shouldn't be starting a mainstream battle.\Understand...\I'm done.\That wasn't even thirty minutes, let alone an hour.\I'll bring this over to the editor-in-chief. response:	You come, too, Niizuma-kun!
context: You two, if you watch Niizuma Eiji,\you'll understand that you don't stand a chance doing mainstream.\You have to realize that you shouldn't be starting a mainstream battle.\Understand...\I'm done.\That wasn't even thirty minutes, let alone an hour.\I'll bring this over to the editor-in-chief.\You come, too, Niizuma-kun! response:	Sorry for the intrusion.
context: you'll understand that you don't stand a chance doing mainstream.\You have to realize that you shouldn't be starting a mainstream battle.\Understand...\I'm done.\That wasn't even thirty minutes, let alone an hour.\I'll bring this over to the editor-in-chief.\You come, too, Niizuma-kun!\Sorry for the intrusion. response:	I think you've got a good grasp on what just happened, right?
context: You have to realize that you shouldn't be starting a mainstream battle.\Understand...\I'm done.\That wasn't even thirty minutes, let alone an hour.\I'll bring this over to the editor-in-chief.\You come, too, Niizuma-kun!\Sorry for the intrusion.\I think you've got a good grasp on what just happened, right? response:	Yes...
context: Understand...\I'm done.\That wasn't even thirty minutes, let alone an hour.\I'll bring this over to the editor-in-chief.\You come, too, Niizuma-kun!\Sorry for the intrusion.\I think you've got a good grasp on what just happened, right?\Yes... response:	The series from NEXT! that's getting serialized, CROW, is a mainstream battle manga.
context: I'm done.\That wasn't even thirty minutes, let alone an hour.\I'll bring this over to the editor-in-chief.\You come, too, Niizuma-kun!\Sorry for the intrusion.\I think you've got a good grasp on what just happened, right?\Yes...\The series from NEXT! that's getting serialized, CROW, is a mainstream battle manga. response:	Niizuma-kun is a genius-type.
context: That wasn't even thirty minutes, let alone an hour.\I'll bring this over to the editor-in-chief.\You come, too, Niizuma-kun!\Sorry for the intrusion.\I think you've got a good grasp on what just happened, right?\Yes...\The series from NEXT! that's getting serialized, CROW, is a mainstream battle manga.\Niizuma-kun is a genius-type. response:	Even if you do mainstream, you won't be able to beat him.
context: I'll bring this over to the editor-in-chief.\You come, too, Niizuma-kun!\Sorry for the intrusion.\I think you've got a good grasp on what just happened, right?\Yes...\The series from NEXT! that's getting serialized, CROW, is a mainstream battle manga.\Niizuma-kun is a genius-type.\Even if you do mainstream, you won't be able to beat him. response:	And it's the general viewpoint of the editorial department...
context: You come, too, Niizuma-kun!\Sorry for the intrusion.\I think you've got a good grasp on what just happened, right?\Yes...\The series from NEXT! that's getting serialized, CROW, is a mainstream battle manga.\Niizuma-kun is a genius-type.\Even if you do mainstream, you won't be able to beat him.\And it's the general viewpoint of the editorial department... response:	that Niizuma-kun won't be able to become number one in the main magazine.
context: Sorry for the intrusion.\I think you've got a good grasp on what just happened, right?\Yes...\The series from NEXT! that's getting serialized, CROW, is a mainstream battle manga.\Niizuma-kun is a genius-type.\Even if you do mainstream, you won't be able to beat him.\And it's the general viewpoint of the editorial department...\that Niizuma-kun won't be able to become number one in the main magazine. response:	How can you be sure we won't win against Niizuma-san?
context: I think you've got a good grasp on what just happened, right?\Yes...\The series from NEXT! that's getting serialized, CROW, is a mainstream battle manga.\Niizuma-kun is a genius-type.\Even if you do mainstream, you won't be able to beat him.\And it's the general viewpoint of the editorial department...\that Niizuma-kun won't be able to become number one in the main magazine.\How can you be sure we won't win against Niizuma-san? response:	Still...?
context: Yes...\The series from NEXT! that's getting serialized, CROW, is a mainstream battle manga.\Niizuma-kun is a genius-type.\Even if you do mainstream, you won't be able to beat him.\And it's the general viewpoint of the editorial department...\that Niizuma-kun won't be able to become number one in the main magazine.\How can you be sure we won't win against Niizuma-san?\Still...? response:	Our mainstream won't even be appearing together with Niizuma-san.
context: The series from NEXT! that's getting serialized, CROW, is a mainstream battle manga.\Niizuma-kun is a genius-type.\Even if you do mainstream, you won't be able to beat him.\And it's the general viewpoint of the editorial department...\that Niizuma-kun won't be able to become number one in the main magazine.\How can you be sure we won't win against Niizuma-san?\Still...?\Our mainstream won't even be appearing together with Niizuma-san. response:	After seeing your name today, I can tell!
context: Niizuma-kun is a genius-type.\Even if you do mainstream, you won't be able to beat him.\And it's the general viewpoint of the editorial department...\that Niizuma-kun won't be able to become number one in the main magazine.\How can you be sure we won't win against Niizuma-san?\Still...?\Our mainstream won't even be appearing together with Niizuma-san.\After seeing your name today, I can tell! response:	To be exact, you're saying...
context: Even if you do mainstream, you won't be able to beat him.\And it's the general viewpoint of the editorial department...\that Niizuma-kun won't be able to become number one in the main magazine.\How can you be sure we won't win against Niizuma-san?\Still...?\Our mainstream won't even be appearing together with Niizuma-san.\After seeing your name today, I can tell!\To be exact, you're saying... response:	I can tell you can't win based on this name.
context: And it's the general viewpoint of the editorial department...\that Niizuma-kun won't be able to become number one in the main magazine.\How can you be sure we won't win against Niizuma-san?\Still...?\Our mainstream won't even be appearing together with Niizuma-san.\After seeing your name today, I can tell!\To be exact, you're saying...\I can tell you can't win based on this name. response:	Right?
context: that Niizuma-kun won't be able to become number one in the main magazine.\How can you be sure we won't win against Niizuma-san?\Still...?\Our mainstream won't even be appearing together with Niizuma-san.\After seeing your name today, I can tell!\To be exact, you're saying...\I can tell you can't win based on this name.\Right? response:	All right.
context: How can you be sure we won't win against Niizuma-san?\Still...?\Our mainstream won't even be appearing together with Niizuma-san.\After seeing your name today, I can tell!\To be exact, you're saying...\I can tell you can't win based on this name.\Right?\All right. response:	Half a year!
context: Still...?\Our mainstream won't even be appearing together with Niizuma-san.\After seeing your name today, I can tell!\To be exact, you're saying...\I can tell you can't win based on this name.\Right?\All right.\Half a year! response:	If you can't make a name that I approve of in half a year,
context: Our mainstream won't even be appearing together with Niizuma-san.\After seeing your name today, I can tell!\To be exact, you're saying...\I can tell you can't win based on this name.\Right?\All right.\Half a year!\If you can't make a name that I approve of in half a year, response:	you will follow my plan.
context: After seeing your name today, I can tell!\To be exact, you're saying...\I can tell you can't win based on this name.\Right?\All right.\Half a year!\If you can't make a name that I approve of in half a year,\you will follow my plan. response:	And then if you still insist on doing mainstream,
context: To be exact, you're saying...\I can tell you can't win based on this name.\Right?\All right.\Half a year!\If you can't make a name that I approve of in half a year,\you will follow my plan.\And then if you still insist on doing mainstream, response:	I'll step down as your editor!
context: I can tell you can't win based on this name.\Right?\All right.\Half a year!\If you can't make a name that I approve of in half a year,\you will follow my plan.\And then if you still insist on doing mainstream,\I'll step down as your editor! response:	Are you all right with that?!
context: Right?\All right.\Half a year!\If you can't make a name that I approve of in half a year,\you will follow my plan.\And then if you still insist on doing mainstream,\I'll step down as your editor!\Are you all right with that?! response:	Yes!
context: All right.\Half a year!\If you can't make a name that I approve of in half a year,\you will follow my plan.\And then if you still insist on doing mainstream,\I'll step down as your editor!\Are you all right with that?!\Yes! response:	Our time limit is half a year.
context: Half a year!\If you can't make a name that I approve of in half a year,\you will follow my plan.\And then if you still insist on doing mainstream,\I'll step down as your editor!\Are you all right with that?!\Yes!\Our time limit is half a year. response:	In that time, we have to make something Hattori-san approves of!
context: If you can't make a name that I approve of in half a year,\you will follow my plan.\And then if you still insist on doing mainstream,\I'll step down as your editor!\Are you all right with that?!\Yes!\Our time limit is half a year.\In that time, we have to make something Hattori-san approves of! response:	Huh?! Then what about dates?
context: you will follow my plan.\And then if you still insist on doing mainstream,\I'll step down as your editor!\Are you all right with that?!\Yes!\Our time limit is half a year.\In that time, we have to make something Hattori-san approves of!\Huh?! Then what about dates? response:	We won't have that kind of time!
context: And then if you still insist on doing mainstream,\I'll step down as your editor!\Are you all right with that?!\Yes!\Our time limit is half a year.\In that time, we have to make something Hattori-san approves of!\Huh?! Then what about dates?\We won't have that kind of time! response:	Right away? Then I'm going to Miho's house.
context: I'll step down as your editor!\Are you all right with that?!\Yes!\Our time limit is half a year.\In that time, we have to make something Hattori-san approves of!\Huh?! Then what about dates?\We won't have that kind of time!\Right away? Then I'm going to Miho's house. response:	Next time, Debut and Impatience
context: Are you all right with that?!\Yes!\Our time limit is half a year.\In that time, we have to make something Hattori-san approves of!\Huh?! Then what about dates?\We won't have that kind of time!\Right away? Then I'm going to Miho's house.\Next time, Debut and Impatience response:	Balancing dreams and love is hard!
