context: Kyousuke's back! response:	So the time's come at last...
context: and we'd always jump into something really exciting!\Let's do something we can only do now, then.\Let's play baseball.\Huh?\Huh?\Huh?\Huh?\You know, baseball. response:	We're starting a baseball team.
context: Let's do something we can only do now, then.\Let's play baseball.\Huh?\Huh?\Huh?\Huh?\You know, baseball.\We're starting a baseball team. response:	We'll call ourselves...
context: Let's play baseball.\Huh?\Huh?\Huh?\Huh?\You know, baseball.\We're starting a baseball team.\We'll call ourselves... response:	Little Busters!
context: Huh?\Huh?\Huh?\Huh?\You know, baseball.\We're starting a baseball team.\We'll call ourselves...\Little Busters! response:	Right there.
context: Huh?\Huh?\Huh?\You know, baseball.\We're starting a baseball team.\We'll call ourselves...\Little Busters!\Right there. response:	Stand right there.
context: Huh?\Huh?\You know, baseball.\We're starting a baseball team.\We'll call ourselves...\Little Busters!\Right there.\Stand right there. response:	Rin, you're the pitcher.
context: Huh?\You know, baseball.\We're starting a baseball team.\We'll call ourselves...\Little Busters!\Right there.\Stand right there.\Rin, you're the pitcher. response:	I'm the pitcher?
context: You know, baseball.\We're starting a baseball team.\We'll call ourselves...\Little Busters!\Right there.\Stand right there.\Rin, you're the pitcher.\I'm the pitcher? response:	May I ask why?
context: We're starting a baseball team.\We'll call ourselves...\Little Busters!\Right there.\Stand right there.\Rin, you're the pitcher.\I'm the pitcher?\May I ask why? response:	It makes for a more exciting plot.
context: We'll call ourselves...\Little Busters!\Right there.\Stand right there.\Rin, you're the pitcher.\I'm the pitcher?\May I ask why?\It makes for a more exciting plot. response:	What plot?
context: Little Busters!\Right there.\Stand right there.\Rin, you're the pitcher.\I'm the pitcher?\May I ask why?\It makes for a more exciting plot.\What plot? response:	Our team, the Little Busters, always makes our matches dramatic and exciting!
context: Right there.\Stand right there.\Rin, you're the pitcher.\I'm the pitcher?\May I ask why?\It makes for a more exciting plot.\What plot?\Our team, the Little Busters, always makes our matches dramatic and exciting! response:	He's been reading too many comics...
context: Stand right there.\Rin, you're the pitcher.\I'm the pitcher?\May I ask why?\It makes for a more exciting plot.\What plot?\Our team, the Little Busters, always makes our matches dramatic and exciting!\He's been reading too many comics... response:	Riki, you're the catcher.
context: Rin, you're the pitcher.\I'm the pitcher?\May I ask why?\It makes for a more exciting plot.\What plot?\Our team, the Little Busters, always makes our matches dramatic and exciting!\He's been reading too many comics...\Riki, you're the catcher. response:	Alright! Time for your virgin pitch!
context: I'm the pitcher?\May I ask why?\It makes for a more exciting plot.\What plot?\Our team, the Little Busters, always makes our matches dramatic and exciting!\He's been reading too many comics...\Riki, you're the catcher.\Alright! Time for your virgin pitch! response:	It's the season-opener!
context: May I ask why?\It makes for a more exciting plot.\What plot?\Our team, the Little Busters, always makes our matches dramatic and exciting!\He's been reading too many comics...\Riki, you're the catcher.\Alright! Time for your virgin pitch!\It's the season-opener! response:	So I just throw this thing?
context: It makes for a more exciting plot.\What plot?\Our team, the Little Busters, always makes our matches dramatic and exciting!\He's been reading too many comics...\Riki, you're the catcher.\Alright! Time for your virgin pitch!\It's the season-opener!\So I just throw this thing? response:	Yeah. As hard as you can.
context: What plot?\Our team, the Little Busters, always makes our matches dramatic and exciting!\He's been reading too many comics...\Riki, you're the catcher.\Alright! Time for your virgin pitch!\It's the season-opener!\So I just throw this thing?\Yeah. As hard as you can. response:	As hard as I can?
context: Our team, the Little Busters, always makes our matches dramatic and exciting!\He's been reading too many comics...\Riki, you're the catcher.\Alright! Time for your virgin pitch!\It's the season-opener!\So I just throw this thing?\Yeah. As hard as you can.\As hard as I can? response:	And thus...
context: He's been reading too many comics...\Riki, you're the catcher.\Alright! Time for your virgin pitch!\It's the season-opener!\So I just throw this thing?\Yeah. As hard as you can.\As hard as I can?\And thus... response:	Rin!
context: Riki, you're the catcher.\Alright! Time for your virgin pitch!\It's the season-opener!\So I just throw this thing?\Yeah. As hard as you can.\As hard as I can?\And thus...\Rin! response:	I bestow upon you the title, Godly Lack of Control!
context: Alright! Time for your virgin pitch!\It's the season-opener!\So I just throw this thing?\Yeah. As hard as you can.\As hard as I can?\And thus...\Rin!\I bestow upon you the title, Godly Lack of Control! response:	No!
context: It's the season-opener!\So I just throw this thing?\Yeah. As hard as you can.\As hard as I can?\And thus...\Rin!\I bestow upon you the title, Godly Lack of Control!\No! response:	The Little Busters will use this locker room for the time being.
context: So I just throw this thing?\Yeah. As hard as you can.\As hard as I can?\And thus...\Rin!\I bestow upon you the title, Godly Lack of Control!\No!\The Little Busters will use this locker room for the time being. response:	It seems that the school's baseball team had a bit of trouble,
context: Yeah. As hard as you can.\As hard as I can?\And thus...\Rin!\I bestow upon you the title, Godly Lack of Control!\No!\The Little Busters will use this locker room for the time being.\It seems that the school's baseball team had a bit of trouble, response:	so right now they're practically nonexistent.
context: As hard as I can?\And thus...\Rin!\I bestow upon you the title, Godly Lack of Control!\No!\The Little Busters will use this locker room for the time being.\It seems that the school's baseball team had a bit of trouble,\so right now they're practically nonexistent. response:	But...
context: And thus...\Rin!\I bestow upon you the title, Godly Lack of Control!\No!\The Little Busters will use this locker room for the time being.\It seems that the school's baseball team had a bit of trouble,\so right now they're practically nonexistent.\But... response:	Why baseball in the first place?
context: Rin!\I bestow upon you the title, Godly Lack of Control!\No!\The Little Busters will use this locker room for the time being.\It seems that the school's baseball team had a bit of trouble,\so right now they're practically nonexistent.\But...\Why baseball in the first place? response:	Now that I'm a third-year looking for a job, sometimes I think,
context: I bestow upon you the title, Godly Lack of Control!\No!\The Little Busters will use this locker room for the time being.\It seems that the school's baseball team had a bit of trouble,\so right now they're practically nonexistent.\But...\Why baseball in the first place?\Now that I'm a third-year looking for a job, sometimes I think, response:	What am I doing with my life?
