context: ED response:	Hmm?
context: It was all over the news when I turned on the TV this morning.\And they called it a pure relationship, right?\Too pure, maybe.\You're right.\Hey, Saikou.\What?! Enough about the news already\That's not it.\This Month's Favorite Voice Actor Ranking response:	This Month's Favorite Voice Actor Ranking
context: And they called it a pure relationship, right?\Too pure, maybe.\You're right.\Hey, Saikou.\What?! Enough about the news already\That's not it.\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking response:	This Month's Favorite Voice Actor Ranking
context: Too pure, maybe.\You're right.\Hey, Saikou.\What?! Enough about the news already\That's not it.\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking response:	Voice actor FAN MORE
context: You're right.\Hey, Saikou.\What?! Enough about the news already\That's not it.\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\Voice actor FAN MORE response:	Voice actor FAN MORE
context: Hey, Saikou.\What?! Enough about the news already\That's not it.\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\Voice actor FAN MORE\Voice actor FAN MORE response:	Voice actor FAN MORE
context: What?! Enough about the news already\That's not it.\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE response:	Voice actor FAN MORE
context: That's not it.\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE response:	Votes
context: This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Votes response:	Votes
context: This Month's Favorite Voice Actor Ranking\This Month's Favorite Voice Actor Ranking\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Votes\Votes response:	Votes
context: This Month's Favorite Voice Actor Ranking\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Votes\Votes\Votes response:	Votes
context: Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Votes\Votes\Votes\Votes response:	Votes
context: Voice actor FAN MORE\Voice actor FAN MORE\Voice actor FAN MORE\Votes\Votes\Votes\Votes\Votes response:	Votes
context: Voice actor FAN MORE\Voice actor FAN MORE\Votes\Votes\Votes\Votes\Votes\Votes response:	Votes
context: Voice actor FAN MORE\Votes\Votes\Votes\Votes\Votes\Votes\Votes response:	Votes
context: Votes\Votes\Votes\Votes\Votes\Votes\Votes\Votes response:	Namba Kana
context: Votes\Votes\Votes\Votes\Votes\Votes\Votes\Namba Kana response:	Ohtsuki Nanami
context: Votes\Votes\Votes\Votes\Votes\Votes\Namba Kana\Ohtsuki Nanami response:	Azuki Miho
context: Votes\Votes\Votes\Votes\Votes\Namba Kana\Ohtsuki Nanami\Azuki Miho response:	Majima Saki
context: Votes\Votes\Votes\Votes\Namba Kana\Ohtsuki Nanami\Azuki Miho\Majima Saki response:	Tanaka Mikan
context: Votes\Votes\Votes\Namba Kana\Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan response:	Naka Yoshiko
context: Votes\Votes\Namba Kana\Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan\Naka Yoshiko response:	Miho's rank went up!
context: Votes\Namba Kana\Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan\Naka Yoshiko\Miho's rank went up! response:	I was worried for a while there, but it looks like last night's broadcast had a positive effect.
context: Namba Kana\Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan\Naka Yoshiko\Miho's rank went up!\I was worried for a while there, but it looks like last night's broadcast had a positive effect. response:	Yeah, that must be it!
context: Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan\Naka Yoshiko\Miho's rank went up!\I was worried for a while there, but it looks like last night's broadcast had a positive effect.\Yeah, that must be it! response:	Miho managed to get her sincerity across to everyone.
context: Azuki Miho\Majima Saki\Tanaka Mikan\Naka Yoshiko\Miho's rank went up!\I was worried for a while there, but it looks like last night's broadcast had a positive effect.\Yeah, that must be it!\Miho managed to get her sincerity across to everyone. response:	Also, it's good for us that normal people now know about this story.
context: Majima Saki\Tanaka Mikan\Naka Yoshiko\Miho's rank went up!\I was worried for a while there, but it looks like last night's broadcast had a positive effect.\Yeah, that must be it!\Miho managed to get her sincerity across to everyone.\Also, it's good for us that normal people now know about this story. response:	Even if she does get picked for the part in Reversi,
context: Tanaka Mikan\Naka Yoshiko\Miho's rank went up!\I was worried for a while there, but it looks like last night's broadcast had a positive effect.\Yeah, that must be it!\Miho managed to get her sincerity across to everyone.\Also, it's good for us that normal people now know about this story.\Even if she does get picked for the part in Reversi, response:	they'll support her, just like they did on the news today.
context: Naka Yoshiko\Miho's rank went up!\I was worried for a while there, but it looks like last night's broadcast had a positive effect.\Yeah, that must be it!\Miho managed to get her sincerity across to everyone.\Also, it's good for us that normal people now know about this story.\Even if she does get picked for the part in Reversi,\they'll support her, just like they did on the news today. response:	Yup!
context: Miho's rank went up!\I was worried for a while there, but it looks like last night's broadcast had a positive effect.\Yeah, that must be it!\Miho managed to get her sincerity across to everyone.\Also, it's good for us that normal people now know about this story.\Even if she does get picked for the part in Reversi,\they'll support her, just like they did on the news today.\Yup! response:	Can we really say that she got the job with her own skill if that happens, though?
context: I was worried for a while there, but it looks like last night's broadcast had a positive effect.\Yeah, that must be it!\Miho managed to get her sincerity across to everyone.\Also, it's good for us that normal people now know about this story.\Even if she does get picked for the part in Reversi,\they'll support her, just like they did on the news today.\Yup!\Can we really say that she got the job with her own skill if that happens, though? response:	She's taking the audition, so no problem there.
context: Yeah, that must be it!\Miho managed to get her sincerity across to everyone.\Also, it's good for us that normal people now know about this story.\Even if she does get picked for the part in Reversi,\they'll support her, just like they did on the news today.\Yup!\Can we really say that she got the job with her own skill if that happens, though?\She's taking the audition, so no problem there. response:	Ohtsuki Nanami
context: Miho managed to get her sincerity across to everyone.\Also, it's good for us that normal people now know about this story.\Even if she does get picked for the part in Reversi,\they'll support her, just like they did on the news today.\Yup!\Can we really say that she got the job with her own skill if that happens, though?\She's taking the audition, so no problem there.\Ohtsuki Nanami response:	Azuki Miho
context: Also, it's good for us that normal people now know about this story.\Even if she does get picked for the part in Reversi,\they'll support her, just like they did on the news today.\Yup!\Can we really say that she got the job with her own skill if that happens, though?\She's taking the audition, so no problem there.\Ohtsuki Nanami\Azuki Miho response:	Majima Saki
context: Even if she does get picked for the part in Reversi,\they'll support her, just like they did on the news today.\Yup!\Can we really say that she got the job with her own skill if that happens, though?\She's taking the audition, so no problem there.\Ohtsuki Nanami\Azuki Miho\Majima Saki response:	Tanaka Mikan
context: they'll support her, just like they did on the news today.\Yup!\Can we really say that she got the job with her own skill if that happens, though?\She's taking the audition, so no problem there.\Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan response:	But based on her popularity and skills, and the buzz surrounding her,
context: Yup!\Can we really say that she got the job with her own skill if that happens, though?\She's taking the audition, so no problem there.\Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan\But based on her popularity and skills, and the buzz surrounding her, response:	Azuki's bound to get the part.
context: Can we really say that she got the job with her own skill if that happens, though?\She's taking the audition, so no problem there.\Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan\But based on her popularity and skills, and the buzz surrounding her,\Azuki's bound to get the part. response:	You're overthinking this.
context: She's taking the audition, so no problem there.\Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan\But based on her popularity and skills, and the buzz surrounding her,\Azuki's bound to get the part.\You're overthinking this. response:	Thanks to Azuki Miho, Reversi has an amazing amount of attention on it right now.
context: Ohtsuki Nanami\Azuki Miho\Majima Saki\Tanaka Mikan\But based on her popularity and skills, and the buzz surrounding her,\Azuki's bound to get the part.\You're overthinking this.\Thanks to Azuki Miho, Reversi has an amazing amount of attention on it right now. response:	We should be able to hit the ground running.
context: Azuki Miho\Majima Saki\Tanaka Mikan\But based on her popularity and skills, and the buzz surrounding her,\Azuki's bound to get the part.\You're overthinking this.\Thanks to Azuki Miho, Reversi has an amazing amount of attention on it right now.\We should be able to hit the ground running. response:	Konaka.
context: Majima Saki\Tanaka Mikan\But based on her popularity and skills, and the buzz surrounding her,\Azuki's bound to get the part.\You're overthinking this.\Thanks to Azuki Miho, Reversi has an amazing amount of attention on it right now.\We should be able to hit the ground running.\Konaka. response:	Yes?
context: Tanaka Mikan\But based on her popularity and skills, and the buzz surrounding her,\Azuki's bound to get the part.\You're overthinking this.\Thanks to Azuki Miho, Reversi has an amazing amount of attention on it right now.\We should be able to hit the ground running.\Konaka.\Yes? response:	Satoru, you've changed.
context: But based on her popularity and skills, and the buzz surrounding her,\Azuki's bound to get the part.\You're overthinking this.\Thanks to Azuki Miho, Reversi has an amazing amount of attention on it right now.\We should be able to hit the ground running.\Konaka.\Yes?\Satoru, you've changed. response:	You used to be more kind.
context: Azuki's bound to get the part.\You're overthinking this.\Thanks to Azuki Miho, Reversi has an amazing amount of attention on it right now.\We should be able to hit the ground running.\Konaka.\Yes?\Satoru, you've changed.\You used to be more kind. response:	You just went along with it?
context: You're overthinking this.\Thanks to Azuki Miho, Reversi has an amazing amount of attention on it right now.\We should be able to hit the ground running.\Konaka.\Yes?\Satoru, you've changed.\You used to be more kind.\You just went along with it? response:	Ashirogi Mutou
context: Thanks to Azuki Miho, Reversi has an amazing amount of attention on it right now.\We should be able to hit the ground running.\Konaka.\Yes?\Satoru, you've changed.\You used to be more kind.\You just went along with it?\Ashirogi Mutou response:	We're going to hold auditions for the role of Naho and choose the most suitable voice actress, correct?
context: We should be able to hit the ground running.\Konaka.\Yes?\Satoru, you've changed.\You used to be more kind.\You just went along with it?\Ashirogi Mutou\We're going to hold auditions for the role of Naho and choose the most suitable voice actress, correct? response:	Of course we're having auditions!
context: Konaka.\Yes?\Satoru, you've changed.\You used to be more kind.\You just went along with it?\Ashirogi Mutou\We're going to hold auditions for the role of Naho and choose the most suitable voice actress, correct?\Of course we're having auditions! response:	But at this rate, it's practically been decided already.
