context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: Listen very well, Nanami.\What?\You're not walking out without your hood tomorrow!\You can't make me!\Next Episode, a priestess appears at the residence of the Earth Deity!\Wh-What's that? She's fallen in love with a human?\Can love really blossom between ghouls and humans?\Next time, The Deity Ties Fate! response:	Love is real.
context: What?\You're not walking out without your hood tomorrow!\You can't make me!\Next Episode, a priestess appears at the residence of the Earth Deity!\Wh-What's that? She's fallen in love with a human?\Can love really blossom between ghouls and humans?\Next time, The Deity Ties Fate!\Love is real. response:	onnanoko hajimemashita
context: You're not walking out without your hood tomorrow!\You can't make me!\Next Episode, a priestess appears at the residence of the Earth Deity!\Wh-What's that? She's fallen in love with a human?\Can love really blossom between ghouls and humans?\Next time, The Deity Ties Fate!\Love is real.\onnanoko hajimemashita response:	A tired girl starts her day
context: You can't make me!\Next Episode, a priestess appears at the residence of the Earth Deity!\Wh-What's that? She's fallen in love with a human?\Can love really blossom between ghouls and humans?\Next time, The Deity Ties Fate!\Love is real.\onnanoko hajimemashita\A tired girl starts her day response:	tameiki wa bioron no shirabe ni nite
context: Next Episode, a priestess appears at the residence of the Earth Deity!\Wh-What's that? She's fallen in love with a human?\Can love really blossom between ghouls and humans?\Next time, The Deity Ties Fate!\Love is real.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite response:	With a sigh like the moan of a violin
context: Wh-What's that? She's fallen in love with a human?\Can love really blossom between ghouls and humans?\Next time, The Deity Ties Fate!\Love is real.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin response:	akai mi hajikechatta
context: Can love really blossom between ghouls and humans?\Next time, The Deity Ties Fate!\Love is real.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta response:	A cherry bursts in her mouth
context: Next time, The Deity Ties Fate!\Love is real.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth response:	mada anata wo shiranai
context: Love is real.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai response:	This was before we had met
context: onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met response:	konna koto hajimetette
context: A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette response:	This is the first time I've ever felt like this
context: tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this response:	manazashi wa aku no hana sakimidarete mo
context: With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo response:	I could see that your pretty eyes were filled with contempt
context: akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt response:	ie e to tsuzuku
context: A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku response:	But I had to go home
context: mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home response:	basu sutoppu demo anata wa tsurenai
context: This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai response:	Even at the bus stop, you gave me the cold shoulder
context: konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder response:	karameta hanabi myaku utsu
context: This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu response:	The fireworks in the sky pulse
context: manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse response:	koi no shiruetto
context: I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto response:	In a silhouette of love
context: ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love response:	karui mahou
context: But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou response:	With a little magic,
context: basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou\With a little magic, response:	usotsuki na kuchibiru
context: Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru response:	Two sets of lying lips
context: karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips response:	sou kasaneteru
context: The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru response:	Lock together
context: koi no shiruetto\In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together response:	ano ne
context: In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together\ano ne response:	You see
context: karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together\ano ne\You see response:	nee kamisama
context: With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together\ano ne\You see\nee kamisama response:	God...
context: usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together\ano ne\You see\nee kamisama\God... response:	warui ko ni naritai yo
context: Two sets of lying lips\sou kasaneteru\Lock together\ano ne\You see\nee kamisama\God...\warui ko ni naritai yo response:	I'd like to be a naughty girl
context: sou kasaneteru\Lock together\ano ne\You see\nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl response:	ii ko ni shiteru kara
context: Lock together\ano ne\You see\nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara response:	I'm tired of being good
context: ano ne\You see\nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good response:	onegai dayo
context: You see\nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo response:	So, please
context: nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please response:	zurui koto sasetoite
context: God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite response:	It's for a good reason
context: warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite\It's for a good reason response:	ii koto shitai nara
context: I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara response:	So let me be bad for once
context: ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once response:	sukaato hirogaesu shite
context: I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite response:	By flipping my skirt
context: onegai dayo\So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt response:	sugu kaeru yo
context: So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo response:	I'll be back soon
context: zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon response:	doyoubi wa haresou da
context: It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da response:	It looks like Saturday is going to be sunny
context: ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny response:	kamisama hajimemashita
context: So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita response:	God, it has already started
context: sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started response:	kamisama onegai da
context: By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\kamisama onegai da response:	Please, God
context: sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\kamisama onegai da\Please, God response:	boku no
context: I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\kamisama onegai da\Please, God\boku no response:	I...
context: doyoubi wa haresou da\It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\kamisama onegai da\Please, God\boku no\I... response:	ano hito ni aitai no sa
context: It looks like Saturday is going to be sunny\kamisama hajimemashita\God, it has already started\kamisama onegai da\Please, God\boku no\I...\ano hito ni aitai no sa response:	I want to meet her
context: kamisama hajimemashita\God, it has already started\kamisama onegai da\Please, God\boku no\I...\ano hito ni aitai no sa\I want to meet her response:	ah ah ah
context: God, it has already started\kamisama onegai da\Please, God\boku no\I...\ano hito ni aitai no sa\I want to meet her\ah ah ah response:	kamisama tsurain da
context: kamisama onegai da\Please, God\boku no\I...\ano hito ni aitai no sa\I want to meet her\ah ah ah\kamisama tsurain da response:	God, I'm in pain
context: Please, God\boku no\I...\ano hito ni aitai no sa\I want to meet her\ah ah ah\kamisama tsurain da\God, I'm in pain response:	kyou mo mata nou ni
context: boku no\I...\ano hito ni aitai no sa\I want to meet her\ah ah ah\kamisama tsurain da\God, I'm in pain\kyou mo mata nou ni response:	Because, she...
context: I...\ano hito ni aitai no sa\I want to meet her\ah ah ah\kamisama tsurain da\God, I'm in pain\kyou mo mata nou ni\Because, she... response:	konakatta
context: ano hito ni aitai no sa\I want to meet her\ah ah ah\kamisama tsurain da\God, I'm in pain\kyou mo mata nou ni\Because, she...\konakatta response:	didn't come today either.
context: I want to meet her\ah ah ah\kamisama tsurain da\God, I'm in pain\kyou mo mata nou ni\Because, she...\konakatta\didn't come today either. response:	onegai ga aru no kamisama
context: ah ah ah\kamisama tsurain da\God, I'm in pain\kyou mo mata nou ni\Because, she...\konakatta\didn't come today either.\onegai ga aru no kamisama response:	I have a request, God
context: kamisama tsurain da\God, I'm in pain\kyou mo mata nou ni\Because, she...\konakatta\didn't come today either.\onegai ga aru no kamisama\I have a request, God response:	boku wo tasukete
context: God, I'm in pain\kyou mo mata nou ni\Because, she...\konakatta\didn't come today either.\onegai ga aru no kamisama\I have a request, God\boku wo tasukete response:	Please, save me
context: kyou mo mata nou ni\Because, she...\konakatta\didn't come today either.\onegai ga aru no kamisama\I have a request, God\boku wo tasukete\Please, save me response:	kamisama mou osoi
context: Because, she...\konakatta\didn't come today either.\onegai ga aru no kamisama\I have a request, God\boku wo tasukete\Please, save me\kamisama mou osoi response:	God, it's too late for me
context: konakatta\didn't come today either.\onegai ga aru no kamisama\I have a request, God\boku wo tasukete\Please, save me\kamisama mou osoi\God, it's too late for me response:	ano ko wa...
context: didn't come today either.\onegai ga aru no kamisama\I have a request, God\boku wo tasukete\Please, save me\kamisama mou osoi\God, it's too late for me\ano ko wa... response:	Because she's...
