context: Opening response:	Nibutani
context: This barrier might be connected to the Otherworld!\See?\Wh-What?!\Ah, that's Tsuyuri Kumin.\She's a second-year who joined as well.\Her hobby is napping.\Remember how the circle's name has nap in it?\Oh, right! response:	Then you're here to nap too?
context: See?\Wh-What?!\Ah, that's Tsuyuri Kumin.\She's a second-year who joined as well.\Her hobby is napping.\Remember how the circle's name has nap in it?\Oh, right!\Then you're here to nap too? response:	Th-That isn't really it either.
context: Wh-What?!\Ah, that's Tsuyuri Kumin.\She's a second-year who joined as well.\Her hobby is napping.\Remember how the circle's name has nap in it?\Oh, right!\Then you're here to nap too?\Th-That isn't really it either. response:	Then why did you join?
context: Ah, that's Tsuyuri Kumin.\She's a second-year who joined as well.\Her hobby is napping.\Remember how the circle's name has nap in it?\Oh, right!\Then you're here to nap too?\Th-That isn't really it either.\Then why did you join? response:	Well, um...
context: She's a second-year who joined as well.\Her hobby is napping.\Remember how the circle's name has nap in it?\Oh, right!\Then you're here to nap too?\Th-That isn't really it either.\Then why did you join?\Well, um... response:	Hey, what about you? Why did you join?
context: Her hobby is napping.\Remember how the circle's name has nap in it?\Oh, right!\Then you're here to nap too?\Th-That isn't really it either.\Then why did you join?\Well, um...\Hey, what about you? Why did you join? response:	Why did I join? It's, uh... It's hard to say it to your face, okay!
context: Remember how the circle's name has nap in it?\Oh, right!\Then you're here to nap too?\Th-That isn't really it either.\Then why did you join?\Well, um...\Hey, what about you? Why did you join?\Why did I join? It's, uh... It's hard to say it to your face, okay! response:	That sounds so suggestive! Does it mean what I think it does?!
context: Oh, right!\Then you're here to nap too?\Th-That isn't really it either.\Then why did you join?\Well, um...\Hey, what about you? Why did you join?\Why did I join? It's, uh... It's hard to say it to your face, okay!\That sounds so suggestive! Does it mean what I think it does?! response:	It's gone!
context: Then you're here to nap too?\Th-That isn't really it either.\Then why did you join?\Well, um...\Hey, what about you? Why did you join?\Why did I join? It's, uh... It's hard to say it to your face, okay!\That sounds so suggestive! Does it mean what I think it does?!\It's gone! response:	What is it now?
context: Th-That isn't really it either.\Then why did you join?\Well, um...\Hey, what about you? Why did you join?\Why did I join? It's, uh... It's hard to say it to your face, okay!\That sounds so suggestive! Does it mean what I think it does?!\It's gone!\What is it now? response:	The Mabinogion is nowhere to be seen! It's gone!
context: Then why did you join?\Well, um...\Hey, what about you? Why did you join?\Why did I join? It's, uh... It's hard to say it to your face, okay!\That sounds so suggestive! Does it mean what I think it does?!\It's gone!\What is it now?\The Mabinogion is nowhere to be seen! It's gone! response:	I put it in this locker!
context: Well, um...\Hey, what about you? Why did you join?\Why did I join? It's, uh... It's hard to say it to your face, okay!\That sounds so suggestive! Does it mean what I think it does?!\It's gone!\What is it now?\The Mabinogion is nowhere to be seen! It's gone!\I put it in this locker! response:	Mabinogion?
context: Hey, what about you? Why did you join?\Why did I join? It's, uh... It's hard to say it to your face, okay!\That sounds so suggestive! Does it mean what I think it does?!\It's gone!\What is it now?\The Mabinogion is nowhere to be seen! It's gone!\I put it in this locker!\Mabinogion? response:	Ah, that book you had earlier?
context: Why did I join? It's, uh... It's hard to say it to your face, okay!\That sounds so suggestive! Does it mean what I think it does?!\It's gone!\What is it now?\The Mabinogion is nowhere to be seen! It's gone!\I put it in this locker!\Mabinogion?\Ah, that book you had earlier? response:	If it was taken to the Otherworld by
context: That sounds so suggestive! Does it mean what I think it does?!\It's gone!\What is it now?\The Mabinogion is nowhere to be seen! It's gone!\I put it in this locker!\Mabinogion?\Ah, that book you had earlier?\If it was taken to the Otherworld by response:	Don't worry.
context: It's gone!\What is it now?\The Mabinogion is nowhere to be seen! It's gone!\I put it in this locker!\Mabinogion?\Ah, that book you had earlier?\If it was taken to the Otherworld by\Don't worry. response:	It's at my place.
context: What is it now?\The Mabinogion is nowhere to be seen! It's gone!\I put it in this locker!\Mabinogion?\Ah, that book you had earlier?\If it was taken to the Otherworld by\Don't worry.\It's at my place. response:	I accidentally took it home with me when we were cleaning up the other day.
context: The Mabinogion is nowhere to be seen! It's gone!\I put it in this locker!\Mabinogion?\Ah, that book you had earlier?\If it was taken to the Otherworld by\Don't worry.\It's at my place.\I accidentally took it home with me when we were cleaning up the other day. response:	Give it back!
context: I put it in this locker!\Mabinogion?\Ah, that book you had earlier?\If it was taken to the Otherworld by\Don't worry.\It's at my place.\I accidentally took it home with me when we were cleaning up the other day.\Give it back! response:	Give it back now, or face your death!
context: Mabinogion?\Ah, that book you had earlier?\If it was taken to the Otherworld by\Don't worry.\It's at my place.\I accidentally took it home with me when we were cleaning up the other day.\Give it back!\Give it back now, or face your death! response:	Okay! I'll bring it next time.
context: Ah, that book you had earlier?\If it was taken to the Otherworld by\Don't worry.\It's at my place.\I accidentally took it home with me when we were cleaning up the other day.\Give it back!\Give it back now, or face your death!\Okay! I'll bring it next time. response:	Give it back! Give it back!
context: If it was taken to the Otherworld by\Don't worry.\It's at my place.\I accidentally took it home with me when we were cleaning up the other day.\Give it back!\Give it back now, or face your death!\Okay! I'll bring it next time.\Give it back! Give it back! response:	Give it back already!
context: Don't worry.\It's at my place.\I accidentally took it home with me when we were cleaning up the other day.\Give it back!\Give it back now, or face your death!\Okay! I'll bring it next time.\Give it back! Give it back!\Give it back already! response:	What are you doing?
context: It's at my place.\I accidentally took it home with me when we were cleaning up the other day.\Give it back!\Give it back now, or face your death!\Okay! I'll bring it next time.\Give it back! Give it back!\Give it back already!\What are you doing? response:	Oh, it's almost time for cheerleader practice, so I gotta go.
context: I accidentally took it home with me when we were cleaning up the other day.\Give it back!\Give it back now, or face your death!\Okay! I'll bring it next time.\Give it back! Give it back!\Give it back already!\What are you doing?\Oh, it's almost time for cheerleader practice, so I gotta go. response:	Okay.
context: Give it back!\Give it back now, or face your death!\Okay! I'll bring it next time.\Give it back! Give it back!\Give it back already!\What are you doing?\Oh, it's almost time for cheerleader practice, so I gotta go.\Okay. response:	Togashi, can we talk for a sec?
context: Give it back now, or face your death!\Okay! I'll bring it next time.\Give it back! Give it back!\Give it back already!\What are you doing?\Oh, it's almost time for cheerleader practice, so I gotta go.\Okay.\Togashi, can we talk for a sec? response:	Sunday?
context: Okay! I'll bring it next time.\Give it back! Give it back!\Give it back already!\What are you doing?\Oh, it's almost time for cheerleader practice, so I gotta go.\Okay.\Togashi, can we talk for a sec?\Sunday? response:	Yeah. Or any time you're free.
context: Give it back! Give it back!\Give it back already!\What are you doing?\Oh, it's almost time for cheerleader practice, so I gotta go.\Okay.\Togashi, can we talk for a sec?\Sunday?\Yeah. Or any time you're free. response:	Is that all right?
context: Give it back already!\What are you doing?\Oh, it's almost time for cheerleader practice, so I gotta go.\Okay.\Togashi, can we talk for a sec?\Sunday?\Yeah. Or any time you're free.\Is that all right? response:	No problem, but there's nothing to do at my place... Why there?
