context: She sure is taking a long time... response:	Himuro-senpai
context: Well, sorry...\for being a woman with salty, rough lips.\Well, no wonder that kiss doesn't mean anything to you.\You pulled your lips away after only two seconds, too!\It... It wasn't like that!\That was just because I was embarrassed...\It wasn't because I didn't like it.\That's a lie! response:	It's the truth!
context: for being a woman with salty, rough lips.\Well, no wonder that kiss doesn't mean anything to you.\You pulled your lips away after only two seconds, too!\It... It wasn't like that!\That was just because I was embarrassed...\It wasn't because I didn't like it.\That's a lie!\It's the truth! response:	Your lips themselves were very soft.
context: Well, no wonder that kiss doesn't mean anything to you.\You pulled your lips away after only two seconds, too!\It... It wasn't like that!\That was just because I was embarrassed...\It wasn't because I didn't like it.\That's a lie!\It's the truth!\Your lips themselves were very soft. response:	Kanade
context: You pulled your lips away after only two seconds, too!\It... It wasn't like that!\That was just because I was embarrassed...\It wasn't because I didn't like it.\That's a lie!\It's the truth!\Your lips themselves were very soft.\Kanade response:	In Lab
context: It... It wasn't like that!\That was just because I was embarrassed...\It wasn't because I didn't like it.\That's a lie!\It's the truth!\Your lips themselves were very soft.\Kanade\In Lab response:	4th Dimension
context: That was just because I was embarrassed...\It wasn't because I didn't like it.\That's a lie!\It's the truth!\Your lips themselves were very soft.\Kanade\In Lab\4th Dimension response:	Rm. 507
context: It wasn't because I didn't like it.\That's a lie!\It's the truth!\Your lips themselves were very soft.\Kanade\In Lab\4th Dimension\Rm. 507 response:	Himuro
context: That's a lie!\It's the truth!\Your lips themselves were very soft.\Kanade\In Lab\4th Dimension\Rm. 507\Himuro response:	Yukimura
context: It's the truth!\Your lips themselves were very soft.\Kanade\In Lab\4th Dimension\Rm. 507\Himuro\Yukimura response:	It seems the love experiments still have a long, long way to go...
context: Your lips themselves were very soft.\Kanade\In Lab\4th Dimension\Rm. 507\Himuro\Yukimura\It seems the love experiments still have a long, long way to go... response:	All right. I'll prove it to you.
context: Kanade\In Lab\4th Dimension\Rm. 507\Himuro\Yukimura\It seems the love experiments still have a long, long way to go...\All right. I'll prove it to you. response:	I'll give you another kiss right now that improves on all the points you brought up.
context: In Lab\4th Dimension\Rm. 507\Himuro\Yukimura\It seems the love experiments still have a long, long way to go...\All right. I'll prove it to you.\I'll give you another kiss right now that improves on all the points you brought up. response:	If it isn't longer than two seconds, I'll never forgive you.
context: 4th Dimension\Rm. 507\Himuro\Yukimura\It seems the love experiments still have a long, long way to go...\All right. I'll prove it to you.\I'll give you another kiss right now that improves on all the points you brought up.\If it isn't longer than two seconds, I'll never forgive you. response:	I can't keep up with them, so I'll take my leave here...
