context: Over here! response:	Second Disciple!
context: Word has returned from Kunlun Mountain. Mo Yuan has accepted two disciples today.\He has given the Jade Purity Fan of Kunlun to a young disciple.\His name is Si Yin. He is a wild fox that Zhe Yan picked up.\What?\Kunlun Mountain's weapons have the power to terrify the four seas.\Mo Yuan has given it to a fox?\10,000 years ago, Heavenly Father returned to chaos.\The ancient gods also experienced catastrophes and passed away one by one. response:	Within the Celestial Tribe
context: He has given the Jade Purity Fan of Kunlun to a young disciple.\His name is Si Yin. He is a wild fox that Zhe Yan picked up.\What?\Kunlun Mountain's weapons have the power to terrify the four seas.\Mo Yuan has given it to a fox?\10,000 years ago, Heavenly Father returned to chaos.\The ancient gods also experienced catastrophes and passed away one by one.\Within the Celestial Tribe response:	only the Dragon Clan, the Phoenix Clan, and the Nine-tailed White Fox Clan
context: His name is Si Yin. He is a wild fox that Zhe Yan picked up.\What?\Kunlun Mountain's weapons have the power to terrify the four seas.\Mo Yuan has given it to a fox?\10,000 years ago, Heavenly Father returned to chaos.\The ancient gods also experienced catastrophes and passed away one by one.\Within the Celestial Tribe\only the Dragon Clan, the Phoenix Clan, and the Nine-tailed White Fox Clan response:	have descendants left in this world now.
context: What?\Kunlun Mountain's weapons have the power to terrify the four seas.\Mo Yuan has given it to a fox?\10,000 years ago, Heavenly Father returned to chaos.\The ancient gods also experienced catastrophes and passed away one by one.\Within the Celestial Tribe\only the Dragon Clan, the Phoenix Clan, and the Nine-tailed White Fox Clan\have descendants left in this world now. response:	They are respected within the Celestial Tribe.
context: Kunlun Mountain's weapons have the power to terrify the four seas.\Mo Yuan has given it to a fox?\10,000 years ago, Heavenly Father returned to chaos.\The ancient gods also experienced catastrophes and passed away one by one.\Within the Celestial Tribe\only the Dragon Clan, the Phoenix Clan, and the Nine-tailed White Fox Clan\have descendants left in this world now.\They are respected within the Celestial Tribe. response:	I am a nine-tailed white fox, youngest daughter of Fox King Bai Zhi.
context: Mo Yuan has given it to a fox?\10,000 years ago, Heavenly Father returned to chaos.\The ancient gods also experienced catastrophes and passed away one by one.\Within the Celestial Tribe\only the Dragon Clan, the Phoenix Clan, and the Nine-tailed White Fox Clan\have descendants left in this world now.\They are respected within the Celestial Tribe.\I am a nine-tailed white fox, youngest daughter of Fox King Bai Zhi. response:	My name is Bai Qian.
context: 10,000 years ago, Heavenly Father returned to chaos.\The ancient gods also experienced catastrophes and passed away one by one.\Within the Celestial Tribe\only the Dragon Clan, the Phoenix Clan, and the Nine-tailed White Fox Clan\have descendants left in this world now.\They are respected within the Celestial Tribe.\I am a nine-tailed white fox, youngest daughter of Fox King Bai Zhi.\My name is Bai Qian. response:	Unfortunately, I was too mischievous in my younger days and caused much trouble.
context: The ancient gods also experienced catastrophes and passed away one by one.\Within the Celestial Tribe\only the Dragon Clan, the Phoenix Clan, and the Nine-tailed White Fox Clan\have descendants left in this world now.\They are respected within the Celestial Tribe.\I am a nine-tailed white fox, youngest daughter of Fox King Bai Zhi.\My name is Bai Qian.\Unfortunately, I was too mischievous in my younger days and caused much trouble. response:	My parents found someone to rein me in.
context: Within the Celestial Tribe\only the Dragon Clan, the Phoenix Clan, and the Nine-tailed White Fox Clan\have descendants left in this world now.\They are respected within the Celestial Tribe.\I am a nine-tailed white fox, youngest daughter of Fox King Bai Zhi.\My name is Bai Qian.\Unfortunately, I was too mischievous in my younger days and caused much trouble.\My parents found someone to rein me in. response:	They let the old phoenix immortal, Zhe Yan, turn me into a boy
context: only the Dragon Clan, the Phoenix Clan, and the Nine-tailed White Fox Clan\have descendants left in this world now.\They are respected within the Celestial Tribe.\I am a nine-tailed white fox, youngest daughter of Fox King Bai Zhi.\My name is Bai Qian.\Unfortunately, I was too mischievous in my younger days and caused much trouble.\My parents found someone to rein me in.\They let the old phoenix immortal, Zhe Yan, turn me into a boy response:	give me the name Si Yin, and send me to Kunlun Mountain
context: have descendants left in this world now.\They are respected within the Celestial Tribe.\I am a nine-tailed white fox, youngest daughter of Fox King Bai Zhi.\My name is Bai Qian.\Unfortunately, I was too mischievous in my younger days and caused much trouble.\My parents found someone to rein me in.\They let the old phoenix immortal, Zhe Yan, turn me into a boy\give me the name Si Yin, and send me to Kunlun Mountain response:	to take Zhe Yan's younger brother, Mo Yuan, as my master.
context: They are respected within the Celestial Tribe.\I am a nine-tailed white fox, youngest daughter of Fox King Bai Zhi.\My name is Bai Qian.\Unfortunately, I was too mischievous in my younger days and caused much trouble.\My parents found someone to rein me in.\They let the old phoenix immortal, Zhe Yan, turn me into a boy\give me the name Si Yin, and send me to Kunlun Mountain\to take Zhe Yan's younger brother, Mo Yuan, as my master. response:	Thus, 20,000 years passed.
context: I am a nine-tailed white fox, youngest daughter of Fox King Bai Zhi.\My name is Bai Qian.\Unfortunately, I was too mischievous in my younger days and caused much trouble.\My parents found someone to rein me in.\They let the old phoenix immortal, Zhe Yan, turn me into a boy\give me the name Si Yin, and send me to Kunlun Mountain\to take Zhe Yan's younger brother, Mo Yuan, as my master.\Thus, 20,000 years passed. response:	Give me your hand.
context: My name is Bai Qian.\Unfortunately, I was too mischievous in my younger days and caused much trouble.\My parents found someone to rein me in.\They let the old phoenix immortal, Zhe Yan, turn me into a boy\give me the name Si Yin, and send me to Kunlun Mountain\to take Zhe Yan's younger brother, Mo Yuan, as my master.\Thus, 20,000 years passed.\Give me your hand. response:	Miss, your bones tell me your love life is full of adversity.
context: Unfortunately, I was too mischievous in my younger days and caused much trouble.\My parents found someone to rein me in.\They let the old phoenix immortal, Zhe Yan, turn me into a boy\give me the name Si Yin, and send me to Kunlun Mountain\to take Zhe Yan's younger brother, Mo Yuan, as my master.\Thus, 20,000 years passed.\Give me your hand.\Miss, your bones tell me your love life is full of adversity. response:	Presumptuous!
context: My parents found someone to rein me in.\They let the old phoenix immortal, Zhe Yan, turn me into a boy\give me the name Si Yin, and send me to Kunlun Mountain\to take Zhe Yan's younger brother, Mo Yuan, as my master.\Thus, 20,000 years passed.\Give me your hand.\Miss, your bones tell me your love life is full of adversity.\Presumptuous! response:	Miss, Miss. Don't listen to his nonsense.
context: They let the old phoenix immortal, Zhe Yan, turn me into a boy\give me the name Si Yin, and send me to Kunlun Mountain\to take Zhe Yan's younger brother, Mo Yuan, as my master.\Thus, 20,000 years passed.\Give me your hand.\Miss, your bones tell me your love life is full of adversity.\Presumptuous!\Miss, Miss. Don't listen to his nonsense. response:	He doesn't know divination by bone structure.
context: give me the name Si Yin, and send me to Kunlun Mountain\to take Zhe Yan's younger brother, Mo Yuan, as my master.\Thus, 20,000 years passed.\Give me your hand.\Miss, your bones tell me your love life is full of adversity.\Presumptuous!\Miss, Miss. Don't listen to his nonsense.\He doesn't know divination by bone structure. response:	Come to my stall. Allow me to tell you your destiny.
context: to take Zhe Yan's younger brother, Mo Yuan, as my master.\Thus, 20,000 years passed.\Give me your hand.\Miss, your bones tell me your love life is full of adversity.\Presumptuous!\Miss, Miss. Don't listen to his nonsense.\He doesn't know divination by bone structure.\Come to my stall. Allow me to tell you your destiny. response:	Are you stealing my business?
context: Thus, 20,000 years passed.\Give me your hand.\Miss, your bones tell me your love life is full of adversity.\Presumptuous!\Miss, Miss. Don't listen to his nonsense.\He doesn't know divination by bone structure.\Come to my stall. Allow me to tell you your destiny.\Are you stealing my business? response:	Think about how much of my business you steal with your pretty face.
context: Give me your hand.\Miss, your bones tell me your love life is full of adversity.\Presumptuous!\Miss, Miss. Don't listen to his nonsense.\He doesn't know divination by bone structure.\Come to my stall. Allow me to tell you your destiny.\Are you stealing my business?\Think about how much of my business you steal with your pretty face. response:	Miss, this way please.
context: Miss, your bones tell me your love life is full of adversity.\Presumptuous!\Miss, Miss. Don't listen to his nonsense.\He doesn't know divination by bone structure.\Come to my stall. Allow me to tell you your destiny.\Are you stealing my business?\Think about how much of my business you steal with your pretty face.\Miss, this way please. response:	Come, sit.
