context: The contract money Gaia transferred into our accounts, response:	the expected monthly salaries from the agency,
context: I'm glad you found a guy with deep pockets.\Hey, not that you'd know it, but I've grown up a lot recently.\I know.\Jun-chan, you blabbermouth...\So Nana, who are you going to the fireworks with?\That's a secret!\We celebrities have many secrets that we cannot tell the commoners.\So even if we run into each other, don't talk to me, okay? response:	And I'll do the same.
context: Hey, not that you'd know it, but I've grown up a lot recently.\I know.\Jun-chan, you blabbermouth...\So Nana, who are you going to the fireworks with?\That's a secret!\We celebrities have many secrets that we cannot tell the commoners.\So even if we run into each other, don't talk to me, okay?\And I'll do the same. response:	I really am sorry.
context: I know.\Jun-chan, you blabbermouth...\So Nana, who are you going to the fireworks with?\That's a secret!\We celebrities have many secrets that we cannot tell the commoners.\So even if we run into each other, don't talk to me, okay?\And I'll do the same.\I really am sorry. response:	It's okay. I had many faults too.
context: Jun-chan, you blabbermouth...\So Nana, who are you going to the fireworks with?\That's a secret!\We celebrities have many secrets that we cannot tell the commoners.\So even if we run into each other, don't talk to me, okay?\And I'll do the same.\I really am sorry.\It's okay. I had many faults too. response:	But thinking back, none of your selfish whims were that bad.
context: So Nana, who are you going to the fireworks with?\That's a secret!\We celebrities have many secrets that we cannot tell the commoners.\So even if we run into each other, don't talk to me, okay?\And I'll do the same.\I really am sorry.\It's okay. I had many faults too.\But thinking back, none of your selfish whims were that bad. response:	This might annoy you for me to say this,
context: That's a secret!\We celebrities have many secrets that we cannot tell the commoners.\So even if we run into each other, don't talk to me, okay?\And I'll do the same.\I really am sorry.\It's okay. I had many faults too.\But thinking back, none of your selfish whims were that bad.\This might annoy you for me to say this, response:	but I still enjoy talking with you.
context: We celebrities have many secrets that we cannot tell the commoners.\So even if we run into each other, don't talk to me, okay?\And I'll do the same.\I really am sorry.\It's okay. I had many faults too.\But thinking back, none of your selfish whims were that bad.\This might annoy you for me to say this,\but I still enjoy talking with you. response:	I'm glad I could see you.
context: So even if we run into each other, don't talk to me, okay?\And I'll do the same.\I really am sorry.\It's okay. I had many faults too.\But thinking back, none of your selfish whims were that bad.\This might annoy you for me to say this,\but I still enjoy talking with you.\I'm glad I could see you. response:	So I won't see you anymore.
context: And I'll do the same.\I really am sorry.\It's okay. I had many faults too.\But thinking back, none of your selfish whims were that bad.\This might annoy you for me to say this,\but I still enjoy talking with you.\I'm glad I could see you.\So I won't see you anymore. response:	Those with a record must refrain, you know.
context: I really am sorry.\It's okay. I had many faults too.\But thinking back, none of your selfish whims were that bad.\This might annoy you for me to say this,\but I still enjoy talking with you.\I'm glad I could see you.\So I won't see you anymore.\Those with a record must refrain, you know. response:	Bye.
context: It's okay. I had many faults too.\But thinking back, none of your selfish whims were that bad.\This might annoy you for me to say this,\but I still enjoy talking with you.\I'm glad I could see you.\So I won't see you anymore.\Those with a record must refrain, you know.\Bye. response:	Get going!
context: But thinking back, none of your selfish whims were that bad.\This might annoy you for me to say this,\but I still enjoy talking with you.\I'm glad I could see you.\So I won't see you anymore.\Those with a record must refrain, you know.\Bye.\Get going! response:	You go first. Where are you meeting?
context: This might annoy you for me to say this,\but I still enjoy talking with you.\I'm glad I could see you.\So I won't see you anymore.\Those with a record must refrain, you know.\Bye.\Get going!\You go first. Where are you meeting? response:	It's a secret. I still have time, so I think I'll wander around a bit.
context: but I still enjoy talking with you.\I'm glad I could see you.\So I won't see you anymore.\Those with a record must refrain, you know.\Bye.\Get going!\You go first. Where are you meeting?\It's a secret. I still have time, so I think I'll wander around a bit. response:	You sure like wandering, although you get lost easily.
context: I'm glad I could see you.\So I won't see you anymore.\Those with a record must refrain, you know.\Bye.\Get going!\You go first. Where are you meeting?\It's a secret. I still have time, so I think I'll wander around a bit.\You sure like wandering, although you get lost easily. response:	I don't get lost anymore! Hurry up and go!
context: So I won't see you anymore.\Those with a record must refrain, you know.\Bye.\Get going!\You go first. Where are you meeting?\It's a secret. I still have time, so I think I'll wander around a bit.\You sure like wandering, although you get lost easily.\I don't get lost anymore! Hurry up and go! response:	Oh, by the way, when is she due? Sachiko.
context: Those with a record must refrain, you know.\Bye.\Get going!\You go first. Where are you meeting?\It's a secret. I still have time, so I think I'll wander around a bit.\You sure like wandering, although you get lost easily.\I don't get lost anymore! Hurry up and go!\Oh, by the way, when is she due? Sachiko. response:	The end of April.
context: Bye.\Get going!\You go first. Where are you meeting?\It's a secret. I still have time, so I think I'll wander around a bit.\You sure like wandering, although you get lost easily.\I don't get lost anymore! Hurry up and go!\Oh, by the way, when is she due? Sachiko.\The end of April. response:	It's not possible that she'll be late and arrive on May 5th, is it?
context: Get going!\You go first. Where are you meeting?\It's a secret. I still have time, so I think I'll wander around a bit.\You sure like wandering, although you get lost easily.\I don't get lost anymore! Hurry up and go!\Oh, by the way, when is she due? Sachiko.\The end of April.\It's not possible that she'll be late and arrive on May 5th, is it? response:	Why? It's perfectly possible.
context: You go first. Where are you meeting?\It's a secret. I still have time, so I think I'll wander around a bit.\You sure like wandering, although you get lost easily.\I don't get lost anymore! Hurry up and go!\Oh, by the way, when is she due? Sachiko.\The end of April.\It's not possible that she'll be late and arrive on May 5th, is it?\Why? It's perfectly possible. response:	If she were born on that day, Children's Day,
context: It's a secret. I still have time, so I think I'll wander around a bit.\You sure like wandering, although you get lost easily.\I don't get lost anymore! Hurry up and go!\Oh, by the way, when is she due? Sachiko.\The end of April.\It's not possible that she'll be late and arrive on May 5th, is it?\Why? It's perfectly possible.\If she were born on that day, Children's Day, response:	it would be nice because everyone would remember it!
context: You sure like wandering, although you get lost easily.\I don't get lost anymore! Hurry up and go!\Oh, by the way, when is she due? Sachiko.\The end of April.\It's not possible that she'll be late and arrive on May 5th, is it?\Why? It's perfectly possible.\If she were born on that day, Children's Day,\it would be nice because everyone would remember it! response:	Are you sure it's not the Demon Lord's child?
context: I don't get lost anymore! Hurry up and go!\Oh, by the way, when is she due? Sachiko.\The end of April.\It's not possible that she'll be late and arrive on May 5th, is it?\Why? It's perfectly possible.\If she were born on that day, Children's Day,\it would be nice because everyone would remember it!\Are you sure it's not the Demon Lord's child? response:	I'M SURE SHE'LL BE BORN ON MAY 5TH... Are you sure it's not the Demon Lord's child?
context: Oh, by the way, when is she due? Sachiko.\The end of April.\It's not possible that she'll be late and arrive on May 5th, is it?\Why? It's perfectly possible.\If she were born on that day, Children's Day,\it would be nice because everyone would remember it!\Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... Are you sure it's not the Demon Lord's child? response:	I'M SURE SHE'LL BE BORN ON MAY 5TH... How dare you say something so ominous!
context: The end of April.\It's not possible that she'll be late and arrive on May 5th, is it?\Why? It's perfectly possible.\If she were born on that day, Children's Day,\it would be nice because everyone would remember it!\Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... How dare you say something so ominous! response:	I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! How dare you say something so ominous!
context: It's not possible that she'll be late and arrive on May 5th, is it?\Why? It's perfectly possible.\If she were born on that day, Children's Day,\it would be nice because everyone would remember it!\Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! How dare you say something so ominous! response:	I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Children of the Demon Lord can only be born on July 7th.
context: Why? It's perfectly possible.\If she were born on that day, Children's Day,\it would be nice because everyone would remember it!\Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Children of the Demon Lord can only be born on July 7th. response:	I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Let's hope so.
context: If she were born on that day, Children's Day,\it would be nice because everyone would remember it!\Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Children of the Demon Lord can only be born on July 7th.\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Let's hope so. response:	Well then, take care of yourself.
context: it would be nice because everyone would remember it!\Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Children of the Demon Lord can only be born on July 7th.\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Let's hope so.\Well then, take care of yourself. response:	Give birth to a healthy human baby!
context: Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Children of the Demon Lord can only be born on July 7th.\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Let's hope so.\Well then, take care of yourself.\Give birth to a healthy human baby! response:	Hachiko's late, isn't she?
context: I'M SURE SHE'LL BE BORN ON MAY 5TH... Are you sure it's not the Demon Lord's child?\I'M SURE SHE'LL BE BORN ON MAY 5TH... How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Children of the Demon Lord can only be born on July 7th.\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Let's hope so.\Well then, take care of yourself.\Give birth to a healthy human baby!\Hachiko's late, isn't she? response:	No, it's only five thirty.
context: I'M SURE SHE'LL BE BORN ON MAY 5TH... How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Children of the Demon Lord can only be born on July 7th.\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Let's hope so.\Well then, take care of yourself.\Give birth to a healthy human baby!\Hachiko's late, isn't she?\No, it's only five thirty. response:	She doesn't have a key, so she won't be here until six o'clock.
context: I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! How dare you say something so ominous!\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Children of the Demon Lord can only be born on July 7th.\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Let's hope so.\Well then, take care of yourself.\Give birth to a healthy human baby!\Hachiko's late, isn't she?\No, it's only five thirty.\She doesn't have a key, so she won't be here until six o'clock. response:	What? She doesn't have a key?
context: I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Children of the Demon Lord can only be born on July 7th.\I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Let's hope so.\Well then, take care of yourself.\Give birth to a healthy human baby!\Hachiko's late, isn't she?\No, it's only five thirty.\She doesn't have a key, so she won't be here until six o'clock.\What? She doesn't have a key? response:	Yasu, you're too funny! I can't continue a conversation!
context: I'M SURE SHE'LL BE BORN ON MAY 5TH... AND SHE'LL HAVE 777 ETCHED ONTO HER HEAD! Let's hope so.\Well then, take care of yourself.\Give birth to a healthy human baby!\Hachiko's late, isn't she?\No, it's only five thirty.\She doesn't have a key, so she won't be here until six o'clock.\What? She doesn't have a key?\Yasu, you're too funny! I can't continue a conversation! response:	Mika and Masaru put all that effort into it,
context: Well then, take care of yourself.\Give birth to a healthy human baby!\Hachiko's late, isn't she?\No, it's only five thirty.\She doesn't have a key, so she won't be here until six o'clock.\What? She doesn't have a key?\Yasu, you're too funny! I can't continue a conversation!\Mika and Masaru put all that effort into it, response:	so you shouldn't be screwing around.
context: Give birth to a healthy human baby!\Hachiko's late, isn't she?\No, it's only five thirty.\She doesn't have a key, so she won't be here until six o'clock.\What? She doesn't have a key?\Yasu, you're too funny! I can't continue a conversation!\Mika and Masaru put all that effort into it,\so you shouldn't be screwing around. response:	You're the one who put it on me. You even paid for it.
context: Hachiko's late, isn't she?\No, it's only five thirty.\She doesn't have a key, so she won't be here until six o'clock.\What? She doesn't have a key?\Yasu, you're too funny! I can't continue a conversation!\Mika and Masaru put all that effort into it,\so you shouldn't be screwing around.\You're the one who put it on me. You even paid for it. response:	With Yasu, placing wigs on him is so easy!
context: No, it's only five thirty.\She doesn't have a key, so she won't be here until six o'clock.\What? She doesn't have a key?\Yasu, you're too funny! I can't continue a conversation!\Mika and Masaru put all that effort into it,\so you shouldn't be screwing around.\You're the one who put it on me. You even paid for it.\With Yasu, placing wigs on him is so easy! response:	Shin, quit talking like Misato. You're seriously cute like that.
context: She doesn't have a key, so she won't be here until six o'clock.\What? She doesn't have a key?\Yasu, you're too funny! I can't continue a conversation!\Mika and Masaru put all that effort into it,\so you shouldn't be screwing around.\You're the one who put it on me. You even paid for it.\With Yasu, placing wigs on him is so easy!\Shin, quit talking like Misato. You're seriously cute like that. response:	That long hair looks surprisingly good on you.
context: What? She doesn't have a key?\Yasu, you're too funny! I can't continue a conversation!\Mika and Masaru put all that effort into it,\so you shouldn't be screwing around.\You're the one who put it on me. You even paid for it.\With Yasu, placing wigs on him is so easy!\Shin, quit talking like Misato. You're seriously cute like that.\That long hair looks surprisingly good on you. response:	I'll bet Hachi will fall in love with you all over again.
context: Yasu, you're too funny! I can't continue a conversation!\Mika and Masaru put all that effort into it,\so you shouldn't be screwing around.\You're the one who put it on me. You even paid for it.\With Yasu, placing wigs on him is so easy!\Shin, quit talking like Misato. You're seriously cute like that.\That long hair looks surprisingly good on you.\I'll bet Hachi will fall in love with you all over again. response:	But I don't want her to fall in love with me for that reason.
context: Mika and Masaru put all that effort into it,\so you shouldn't be screwing around.\You're the one who put it on me. You even paid for it.\With Yasu, placing wigs on him is so easy!\Shin, quit talking like Misato. You're seriously cute like that.\That long hair looks surprisingly good on you.\I'll bet Hachi will fall in love with you all over again.\But I don't want her to fall in love with me for that reason. response:	It makes you look a bit like Shoji. Though you're shorter.
context: so you shouldn't be screwing around.\You're the one who put it on me. You even paid for it.\With Yasu, placing wigs on him is so easy!\Shin, quit talking like Misato. You're seriously cute like that.\That long hair looks surprisingly good on you.\I'll bet Hachi will fall in love with you all over again.\But I don't want her to fall in love with me for that reason.\It makes you look a bit like Shoji. Though you're shorter. response:	I thought so, too. Petite Shoji?
context: You're the one who put it on me. You even paid for it.\With Yasu, placing wigs on him is so easy!\Shin, quit talking like Misato. You're seriously cute like that.\That long hair looks surprisingly good on you.\I'll bet Hachi will fall in love with you all over again.\But I don't want her to fall in love with me for that reason.\It makes you look a bit like Shoji. Though you're shorter.\I thought so, too. Petite Shoji? response:	Yeah, he does look like him. Although Nobu's shorter.
context: With Yasu, placing wigs on him is so easy!\Shin, quit talking like Misato. You're seriously cute like that.\That long hair looks surprisingly good on you.\I'll bet Hachi will fall in love with you all over again.\But I don't want her to fall in love with me for that reason.\It makes you look a bit like Shoji. Though you're shorter.\I thought so, too. Petite Shoji?\Yeah, he does look like him. Although Nobu's shorter. response:	Who is this Shoji? And just how tall is he?
context: Shin, quit talking like Misato. You're seriously cute like that.\That long hair looks surprisingly good on you.\I'll bet Hachi will fall in love with you all over again.\But I don't want her to fall in love with me for that reason.\It makes you look a bit like Shoji. Though you're shorter.\I thought so, too. Petite Shoji?\Yeah, he does look like him. Although Nobu's shorter.\Who is this Shoji? And just how tall is he? response:	Shoji!
context: That long hair looks surprisingly good on you.\I'll bet Hachi will fall in love with you all over again.\But I don't want her to fall in love with me for that reason.\It makes you look a bit like Shoji. Though you're shorter.\I thought so, too. Petite Shoji?\Yeah, he does look like him. Although Nobu's shorter.\Who is this Shoji? And just how tall is he?\Shoji! response:	What's wrong? Your eyes are red.
context: I'll bet Hachi will fall in love with you all over again.\But I don't want her to fall in love with me for that reason.\It makes you look a bit like Shoji. Though you're shorter.\I thought so, too. Petite Shoji?\Yeah, he does look like him. Although Nobu's shorter.\Who is this Shoji? And just how tall is he?\Shoji!\What's wrong? Your eyes are red. response:	Huh? My contact lenses are giving me problems.
context: But I don't want her to fall in love with me for that reason.\It makes you look a bit like Shoji. Though you're shorter.\I thought so, too. Petite Shoji?\Yeah, he does look like him. Although Nobu's shorter.\Who is this Shoji? And just how tall is he?\Shoji!\What's wrong? Your eyes are red.\Huh? My contact lenses are giving me problems. response:	But you have twenty-twenty vision.
context: It makes you look a bit like Shoji. Though you're shorter.\I thought so, too. Petite Shoji?\Yeah, he does look like him. Although Nobu's shorter.\Who is this Shoji? And just how tall is he?\Shoji!\What's wrong? Your eyes are red.\Huh? My contact lenses are giving me problems.\But you have twenty-twenty vision. response:	Maybe I'm just far-sighted.
context: I thought so, too. Petite Shoji?\Yeah, he does look like him. Although Nobu's shorter.\Who is this Shoji? And just how tall is he?\Shoji!\What's wrong? Your eyes are red.\Huh? My contact lenses are giving me problems.\But you have twenty-twenty vision.\Maybe I'm just far-sighted. response:	The further away something is, the better I can see it.
context: Yeah, he does look like him. Although Nobu's shorter.\Who is this Shoji? And just how tall is he?\Shoji!\What's wrong? Your eyes are red.\Huh? My contact lenses are giving me problems.\But you have twenty-twenty vision.\Maybe I'm just far-sighted.\The further away something is, the better I can see it. response:	But once it gets close, I lose sight of it.
context: Who is this Shoji? And just how tall is he?\Shoji!\What's wrong? Your eyes are red.\Huh? My contact lenses are giving me problems.\But you have twenty-twenty vision.\Maybe I'm just far-sighted.\The further away something is, the better I can see it.\But once it gets close, I lose sight of it. response:	That could be the same with everyone.
context: Shoji!\What's wrong? Your eyes are red.\Huh? My contact lenses are giving me problems.\But you have twenty-twenty vision.\Maybe I'm just far-sighted.\The further away something is, the better I can see it.\But once it gets close, I lose sight of it.\That could be the same with everyone. response:	Let's hold hands all night tonight
context: What's wrong? Your eyes are red.\Huh? My contact lenses are giving me problems.\But you have twenty-twenty vision.\Maybe I'm just far-sighted.\The further away something is, the better I can see it.\But once it gets close, I lose sight of it.\That could be the same with everyone.\Let's hold hands all night tonight response:	so we don't lose each other in the crowd.
context: Huh? My contact lenses are giving me problems.\But you have twenty-twenty vision.\Maybe I'm just far-sighted.\The further away something is, the better I can see it.\But once it gets close, I lose sight of it.\That could be the same with everyone.\Let's hold hands all night tonight\so we don't lose each other in the crowd. response:	Especially since you're tiny.
context: But you have twenty-twenty vision.\Maybe I'm just far-sighted.\The further away something is, the better I can see it.\But once it gets close, I lose sight of it.\That could be the same with everyone.\Let's hold hands all night tonight\so we don't lose each other in the crowd.\Especially since you're tiny. response:	Hey, Hachi...
context: Maybe I'm just far-sighted.\The further away something is, the better I can see it.\But once it gets close, I lose sight of it.\That could be the same with everyone.\Let's hold hands all night tonight\so we don't lose each other in the crowd.\Especially since you're tiny.\Hey, Hachi... response:	They say you don't realize
context: The further away something is, the better I can see it.\But once it gets close, I lose sight of it.\That could be the same with everyone.\Let's hold hands all night tonight\so we don't lose each other in the crowd.\Especially since you're tiny.\Hey, Hachi...\They say you don't realize response:	how much you care for someone until after they're gone.
context: But once it gets close, I lose sight of it.\That could be the same with everyone.\Let's hold hands all night tonight\so we don't lose each other in the crowd.\Especially since you're tiny.\Hey, Hachi...\They say you don't realize\how much you care for someone until after they're gone. response:	But I think it's when you come face to face with that person once more
context: That could be the same with everyone.\Let's hold hands all night tonight\so we don't lose each other in the crowd.\Especially since you're tiny.\Hey, Hachi...\They say you don't realize\how much you care for someone until after they're gone.\But I think it's when you come face to face with that person once more response:	that you truly recognize your feelings for them.
context: Let's hold hands all night tonight\so we don't lose each other in the crowd.\Especially since you're tiny.\Hey, Hachi...\They say you don't realize\how much you care for someone until after they're gone.\But I think it's when you come face to face with that person once more\that you truly recognize your feelings for them. response:	If I saw everyone again right now...
context: so we don't lose each other in the crowd.\Especially since you're tiny.\Hey, Hachi...\They say you don't realize\how much you care for someone until after they're gone.\But I think it's when you come face to face with that person once more\that you truly recognize your feelings for them.\If I saw everyone again right now... response:	I know that I'd depend on them just as much as I did back then.
context: Especially since you're tiny.\Hey, Hachi...\They say you don't realize\how much you care for someone until after they're gone.\But I think it's when you come face to face with that person once more\that you truly recognize your feelings for them.\If I saw everyone again right now...\I know that I'd depend on them just as much as I did back then. response:	I'm scared of that. That's why I can't move from this spot.
context: Hey, Hachi...\They say you don't realize\how much you care for someone until after they're gone.\But I think it's when you come face to face with that person once more\that you truly recognize your feelings for them.\If I saw everyone again right now...\I know that I'd depend on them just as much as I did back then.\I'm scared of that. That's why I can't move from this spot. response:	A dark night lasting too long
context: They say you don't realize\how much you care for someone until after they're gone.\But I think it's when you come face to face with that person once more\that you truly recognize your feelings for them.\If I saw everyone again right now...\I know that I'd depend on them just as much as I did back then.\I'm scared of that. That's why I can't move from this spot.\A dark night lasting too long response:	Wakes up
context: how much you care for someone until after they're gone.\But I think it's when you come face to face with that person once more\that you truly recognize your feelings for them.\If I saw everyone again right now...\I know that I'd depend on them just as much as I did back then.\I'm scared of that. That's why I can't move from this spot.\A dark night lasting too long\Wakes up response:	It's too sad and painful
context: But I think it's when you come face to face with that person once more\that you truly recognize your feelings for them.\If I saw everyone again right now...\I know that I'd depend on them just as much as I did back then.\I'm scared of that. That's why I can't move from this spot.\A dark night lasting too long\Wakes up\It's too sad and painful response:	I gave up everything
context: that you truly recognize your feelings for them.\If I saw everyone again right now...\I know that I'd depend on them just as much as I did back then.\I'm scared of that. That's why I can't move from this spot.\A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything response:	But you loved me anyway
context: If I saw everyone again right now...\I know that I'd depend on them just as much as I did back then.\I'm scared of that. That's why I can't move from this spot.\A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway response:	Kiss me and stay with me
context: I know that I'd depend on them just as much as I did back then.\I'm scared of that. That's why I can't move from this spot.\A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me response:	A flower blooming forever
context: I'm scared of that. That's why I can't move from this spot.\A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me\A flower blooming forever response:	Light, fragile, strong
context: A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me\A flower blooming forever\Light, fragile, strong response:	How could you smile for me
context: Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me\A flower blooming forever\Light, fragile, strong\How could you smile for me response:	I need nothing else
context: It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me\A flower blooming forever\Light, fragile, strong\How could you smile for me\I need nothing else response:	Just stand by me forever
