context: Science Fell in Love, So I Tried to Prove It response:	Proof 11 Science-types Fell in Love, So They Tried Having a Fight.
context: Doing experiments...\Whether this feeling is love or not still hasn't been decided, but...\if it's allowed for someone like me, someone who was always alone, then...\Himuro?\Here. This's for you.\What is it?\Open it.\That's... how I truly feel about you... response:	Wait...
context: Whether this feeling is love or not still hasn't been decided, but...\if it's allowed for someone like me, someone who was always alone, then...\Himuro?\Here. This's for you.\What is it?\Open it.\That's... how I truly feel about you...\Wait... response:	It's not supposed to be...
context: if it's allowed for someone like me, someone who was always alone, then...\Himuro?\Here. This's for you.\What is it?\Open it.\That's... how I truly feel about you...\Wait...\It's not supposed to be... response:	Please, forget this happened...
context: Himuro?\Here. This's for you.\What is it?\Open it.\That's... how I truly feel about you...\Wait...\It's not supposed to be...\Please, forget this happened... response:	Why?
context: Here. This's for you.\What is it?\Open it.\That's... how I truly feel about you...\Wait...\It's not supposed to be...\Please, forget this happened...\Why? response:	Why is it broken?
context: What is it?\Open it.\That's... how I truly feel about you...\Wait...\It's not supposed to be...\Please, forget this happened...\Why?\Why is it broken? response:	When?
context: Open it.\That's... how I truly feel about you...\Wait...\It's not supposed to be...\Please, forget this happened...\Why?\Why is it broken?\When? response:	Was it when I fell?
context: That's... how I truly feel about you...\Wait...\It's not supposed to be...\Please, forget this happened...\Why?\Why is it broken?\When?\Was it when I fell? response:	Why doesn't anything on this trip work out right?
context: Wait...\It's not supposed to be...\Please, forget this happened...\Why?\Why is it broken?\When?\Was it when I fell?\Why doesn't anything on this trip work out right? response:	Because it wasn't possible?
context: It's not supposed to be...\Please, forget this happened...\Why?\Why is it broken?\When?\Was it when I fell?\Why doesn't anything on this trip work out right?\Because it wasn't possible? response:	For someone like me, who always pushed others away,
context: Please, forget this happened...\Why?\Why is it broken?\When?\Was it when I fell?\Why doesn't anything on this trip work out right?\Because it wasn't possible?\For someone like me, who always pushed others away, response:	to do something like this, after all this time...
context: Why?\Why is it broken?\When?\Was it when I fell?\Why doesn't anything on this trip work out right?\Because it wasn't possible?\For someone like me, who always pushed others away,\to do something like this, after all this time... response:	Do not confuse causation and correlation.
context: Why is it broken?\When?\Was it when I fell?\Why doesn't anything on this trip work out right?\Because it wasn't possible?\For someone like me, who always pushed others away,\to do something like this, after all this time...\Do not confuse causation and correlation. response:	I am a science-type.
context: When?\Was it when I fell?\Why doesn't anything on this trip work out right?\Because it wasn't possible?\For someone like me, who always pushed others away,\to do something like this, after all this time...\Do not confuse causation and correlation.\I am a science-type. response:	Calm down.
context: Was it when I fell?\Why doesn't anything on this trip work out right?\Because it wasn't possible?\For someone like me, who always pushed others away,\to do something like this, after all this time...\Do not confuse causation and correlation.\I am a science-type.\Calm down. response:	Think about it logically.
context: Why doesn't anything on this trip work out right?\Because it wasn't possible?\For someone like me, who always pushed others away,\to do something like this, after all this time...\Do not confuse causation and correlation.\I am a science-type.\Calm down.\Think about it logically. response:	Correct your physical appearance.
context: Because it wasn't possible?\For someone like me, who always pushed others away,\to do something like this, after all this time...\Do not confuse causation and correlation.\I am a science-type.\Calm down.\Think about it logically.\Correct your physical appearance. response:	Look ahead.
context: For someone like me, who always pushed others away,\to do something like this, after all this time...\Do not confuse causation and correlation.\I am a science-type.\Calm down.\Think about it logically.\Correct your physical appearance.\Look ahead. response:	Always boldly beautiful...
context: to do something like this, after all this time...\Do not confuse causation and correlation.\I am a science-type.\Calm down.\Think about it logically.\Correct your physical appearance.\Look ahead.\Always boldly beautiful... response:	Dignified... I have to be...
context: Do not confuse causation and correlation.\I am a science-type.\Calm down.\Think about it logically.\Correct your physical appearance.\Look ahead.\Always boldly beautiful...\Dignified... I have to be... response:	A Proposal Regarding the Fight During the Okinawa Research Training Camp and the Transition to Apology and Improvement of Relations
context: I am a science-type.\Calm down.\Think about it logically.\Correct your physical appearance.\Look ahead.\Always boldly beautiful...\Dignified... I have to be...\A Proposal Regarding the Fight During the Okinawa Research Training Camp and the Transition to Apology and Improvement of Relations response:	You're as cute as always today, Aika...
context: Calm down.\Think about it logically.\Correct your physical appearance.\Look ahead.\Always boldly beautiful...\Dignified... I have to be...\A Proposal Regarding the Fight During the Okinawa Research Training Camp and the Transition to Apology and Improvement of Relations\You're as cute as always today, Aika... response:	Himuro-senpai stopped by a minute ago...
context: Think about it logically.\Correct your physical appearance.\Look ahead.\Always boldly beautiful...\Dignified... I have to be...\A Proposal Regarding the Fight During the Okinawa Research Training Camp and the Transition to Apology and Improvement of Relations\You're as cute as always today, Aika...\Himuro-senpai stopped by a minute ago... response:	I know.
context: Correct your physical appearance.\Look ahead.\Always boldly beautiful...\Dignified... I have to be...\A Proposal Regarding the Fight During the Okinawa Research Training Camp and the Transition to Apology and Improvement of Relations\You're as cute as always today, Aika...\Himuro-senpai stopped by a minute ago...\I know. response:	What happened?
context: Look ahead.\Always boldly beautiful...\Dignified... I have to be...\A Proposal Regarding the Fight During the Okinawa Research Training Camp and the Transition to Apology and Improvement of Relations\You're as cute as always today, Aika...\Himuro-senpai stopped by a minute ago...\I know.\What happened? response:	I will now commence reconciliation with Himuro,
context: Always boldly beautiful...\Dignified... I have to be...\A Proposal Regarding the Fight During the Okinawa Research Training Camp and the Transition to Apology and Improvement of Relations\You're as cute as always today, Aika...\Himuro-senpai stopped by a minute ago...\I know.\What happened?\I will now commence reconciliation with Himuro, response:	meticulously and completely.
context: Dignified... I have to be...\A Proposal Regarding the Fight During the Okinawa Research Training Camp and the Transition to Apology and Improvement of Relations\You're as cute as always today, Aika...\Himuro-senpai stopped by a minute ago...\I know.\What happened?\I will now commence reconciliation with Himuro,\meticulously and completely. response:	Next Time
context: A Proposal Regarding the Fight During the Okinawa Research Training Camp and the Transition to Apology and Improvement of Relations\You're as cute as always today, Aika...\Himuro-senpai stopped by a minute ago...\I know.\What happened?\I will now commence reconciliation with Himuro,\meticulously and completely.\Next Time response:	Proof 12 I Knew I Could Fall in Love with You, So I Tried to Prove it.
context: You're as cute as always today, Aika...\Himuro-senpai stopped by a minute ago...\I know.\What happened?\I will now commence reconciliation with Himuro,\meticulously and completely.\Next Time\Proof 12 I Knew I Could Fall in Love with You, So I Tried to Prove it. response:	Next time, Proof 12.
context: Himuro-senpai stopped by a minute ago...\I know.\What happened?\I will now commence reconciliation with Himuro,\meticulously and completely.\Next Time\Proof 12 I Knew I Could Fall in Love with You, So I Tried to Prove it.\Next time, Proof 12. response:	I Knew I Could Fall in Love with You, So I Tried to Prove It.
