context: Science Fell in Love, So I Tried to Prove It response:	Gone Home
context: Oh, how wonderful!\A bespectacled man in a white lab coat with a bespectacled woman in a lab coat flirting.\The swimsuit episode you get once a season.\Permission to go have a little fun, within certain boundaries.\Actually, that makes it even better!\With the sea at night in the background...\Don't worry.\It'll be over before you can count all the prime numbers. response:	I can't...
context: A bespectacled man in a white lab coat with a bespectacled woman in a lab coat flirting.\The swimsuit episode you get once a season.\Permission to go have a little fun, within certain boundaries.\Actually, that makes it even better!\With the sea at night in the background...\Don't worry.\It'll be over before you can count all the prime numbers.\I can't... response:	There are infinite prime numbers...
context: The swimsuit episode you get once a season.\Permission to go have a little fun, within certain boundaries.\Actually, that makes it even better!\With the sea at night in the background...\Don't worry.\It'll be over before you can count all the prime numbers.\I can't...\There are infinite prime numbers... response:	As the two of them face their first night together...
context: Permission to go have a little fun, within certain boundaries.\Actually, that makes it even better!\With the sea at night in the background...\Don't worry.\It'll be over before you can count all the prime numbers.\I can't...\There are infinite prime numbers...\As the two of them face their first night together... response:	they do this and even that...
context: Actually, that makes it even better!\With the sea at night in the background...\Don't worry.\It'll be over before you can count all the prime numbers.\I can't...\There are infinite prime numbers...\As the two of them face their first night together...\they do this and even that... response:	What?
context: With the sea at night in the background...\Don't worry.\It'll be over before you can count all the prime numbers.\I can't...\There are infinite prime numbers...\As the two of them face their first night together...\they do this and even that...\What? response:	What are you imagining?
context: Don't worry.\It'll be over before you can count all the prime numbers.\I can't...\There are infinite prime numbers...\As the two of them face their first night together...\they do this and even that...\What?\What are you imagining? response:	I-It's too soon for that!
context: It'll be over before you can count all the prime numbers.\I can't...\There are infinite prime numbers...\As the two of them face their first night together...\they do this and even that...\What?\What are you imagining?\I-It's too soon for that! response:	We haven't experimented with all the steps before that to our satisfaction yet!
context: I can't...\There are infinite prime numbers...\As the two of them face their first night together...\they do this and even that...\What?\What are you imagining?\I-It's too soon for that!\We haven't experimented with all the steps before that to our satisfaction yet! response:	Well, I mean...
context: There are infinite prime numbers...\As the two of them face their first night together...\they do this and even that...\What?\What are you imagining?\I-It's too soon for that!\We haven't experimented with all the steps before that to our satisfaction yet!\Well, I mean... response:	that makes it more exciting, doesn't it?
context: As the two of them face their first night together...\they do this and even that...\What?\What are you imagining?\I-It's too soon for that!\We haven't experimented with all the steps before that to our satisfaction yet!\Well, I mean...\that makes it more exciting, doesn't it? response:	Now that I'm going to make a manga of you,
context: they do this and even that...\What?\What are you imagining?\I-It's too soon for that!\We haven't experimented with all the steps before that to our satisfaction yet!\Well, I mean...\that makes it more exciting, doesn't it?\Now that I'm going to make a manga of you, response:	I'll use what ever methods necessary to keep it interesting.
context: What?\What are you imagining?\I-It's too soon for that!\We haven't experimented with all the steps before that to our satisfaction yet!\Well, I mean...\that makes it more exciting, doesn't it?\Now that I'm going to make a manga of you,\I'll use what ever methods necessary to keep it interesting. response:	Please do let me join you.
context: What are you imagining?\I-It's too soon for that!\We haven't experimented with all the steps before that to our satisfaction yet!\Well, I mean...\that makes it more exciting, doesn't it?\Now that I'm going to make a manga of you,\I'll use what ever methods necessary to keep it interesting.\Please do let me join you. response:	It's going to be such a wonderful training camp!
context: I-It's too soon for that!\We haven't experimented with all the steps before that to our satisfaction yet!\Well, I mean...\that makes it more exciting, doesn't it?\Now that I'm going to make a manga of you,\I'll use what ever methods necessary to keep it interesting.\Please do let me join you.\It's going to be such a wonderful training camp! response:	Glad to have you with us.
context: We haven't experimented with all the steps before that to our satisfaction yet!\Well, I mean...\that makes it more exciting, doesn't it?\Now that I'm going to make a manga of you,\I'll use what ever methods necessary to keep it interesting.\Please do let me join you.\It's going to be such a wonderful training camp!\Glad to have you with us. response:	We both looked forward to...
context: Well, I mean...\that makes it more exciting, doesn't it?\Now that I'm going to make a manga of you,\I'll use what ever methods necessary to keep it interesting.\Please do let me join you.\It's going to be such a wonderful training camp!\Glad to have you with us.\We both looked forward to... response:	and feared the summer training camp.
context: that makes it more exciting, doesn't it?\Now that I'm going to make a manga of you,\I'll use what ever methods necessary to keep it interesting.\Please do let me join you.\It's going to be such a wonderful training camp!\Glad to have you with us.\We both looked forward to...\and feared the summer training camp. response:	What kind of thing will it turn out to be?
context: Now that I'm going to make a manga of you,\I'll use what ever methods necessary to keep it interesting.\Please do let me join you.\It's going to be such a wonderful training camp!\Glad to have you with us.\We both looked forward to...\and feared the summer training camp.\What kind of thing will it turn out to be? response:	Next Time
context: I'll use what ever methods necessary to keep it interesting.\Please do let me join you.\It's going to be such a wonderful training camp!\Glad to have you with us.\We both looked forward to...\and feared the summer training camp.\What kind of thing will it turn out to be?\Next Time response:	Proof 9 Science-types Fell in Love, So They Tried Attending a Training Camp in Okinawa.
context: Please do let me join you.\It's going to be such a wonderful training camp!\Glad to have you with us.\We both looked forward to...\and feared the summer training camp.\What kind of thing will it turn out to be?\Next Time\Proof 9 Science-types Fell in Love, So They Tried Attending a Training Camp in Okinawa. response:	Next time, Proof 9.
context: It's going to be such a wonderful training camp!\Glad to have you with us.\We both looked forward to...\and feared the summer training camp.\What kind of thing will it turn out to be?\Next Time\Proof 9 Science-types Fell in Love, So They Tried Attending a Training Camp in Okinawa.\Next time, Proof 9. response:	Science-types Fell in Love, So They Tried Attending a Training Camp in Okinawa.
