context: Signs response:	OP
context: I can hardly believe you girls are already graduating.\I wonder how much tea we've had in these three years.\Easily a thousand cups.\A thousand!\We are truly Afterschool Teatime!\We lived up to our name.\Anyway, only goodbyes are left to be said.\Unless you want to stay for an extra year. response:	An extra year?
context: I wonder how much tea we've had in these three years.\Easily a thousand cups.\A thousand!\We are truly Afterschool Teatime!\We lived up to our name.\Anyway, only goodbyes are left to be said.\Unless you want to stay for an extra year.\An extra year? response:	Yeah.
context: Easily a thousand cups.\A thousand!\We are truly Afterschool Teatime!\We lived up to our name.\Anyway, only goodbyes are left to be said.\Unless you want to stay for an extra year.\An extra year?\Yeah. response:	We're having a meeting next week.
context: A thousand!\We are truly Afterschool Teatime!\We lived up to our name.\Anyway, only goodbyes are left to be said.\Unless you want to stay for an extra year.\An extra year?\Yeah.\We're having a meeting next week. response:	We'll be checking if you've attended classes like you should,
context: We are truly Afterschool Teatime!\We lived up to our name.\Anyway, only goodbyes are left to be said.\Unless you want to stay for an extra year.\An extra year?\Yeah.\We're having a meeting next week.\We'll be checking if you've attended classes like you should, response:	and whether or not you're failing your tests.
context: We lived up to our name.\Anyway, only goodbyes are left to be said.\Unless you want to stay for an extra year.\An extra year?\Yeah.\We're having a meeting next week.\We'll be checking if you've attended classes like you should,\and whether or not you're failing your tests. response:	That's such an important meeting!
context: Anyway, only goodbyes are left to be said.\Unless you want to stay for an extra year.\An extra year?\Yeah.\We're having a meeting next week.\We'll be checking if you've attended classes like you should,\and whether or not you're failing your tests.\That's such an important meeting! response:	S-S-Sawa-chan, we were pretending to be Death Devil just earlier!
context: Unless you want to stay for an extra year.\An extra year?\Yeah.\We're having a meeting next week.\We'll be checking if you've attended classes like you should,\and whether or not you're failing your tests.\That's such an important meeting!\S-S-Sawa-chan, we were pretending to be Death Devil just earlier! response:	The Death Devil is the best band!
context: An extra year?\Yeah.\We're having a meeting next week.\We'll be checking if you've attended classes like you should,\and whether or not you're failing your tests.\That's such an important meeting!\S-S-Sawa-chan, we were pretending to be Death Devil just earlier!\The Death Devil is the best band! response:	Yeah, Sawa-chan's band is the best!
context: Yeah.\We're having a meeting next week.\We'll be checking if you've attended classes like you should,\and whether or not you're failing your tests.\That's such an important meeting!\S-S-Sawa-chan, we were pretending to be Death Devil just earlier!\The Death Devil is the best band!\Yeah, Sawa-chan's band is the best! response:	So!
context: We're having a meeting next week.\We'll be checking if you've attended classes like you should,\and whether or not you're failing your tests.\That's such an important meeting!\S-S-Sawa-chan, we were pretending to be Death Devil just earlier!\The Death Devil is the best band!\Yeah, Sawa-chan's band is the best!\So! response:	So?
context: We'll be checking if you've attended classes like you should,\and whether or not you're failing your tests.\That's such an important meeting!\S-S-Sawa-chan, we were pretending to be Death Devil just earlier!\The Death Devil is the best band!\Yeah, Sawa-chan's band is the best!\So!\So? response:	A-A-As a light music club alumnus, could you please...
context: and whether or not you're failing your tests.\That's such an important meeting!\S-S-Sawa-chan, we were pretending to be Death Devil just earlier!\The Death Devil is the best band!\Yeah, Sawa-chan's band is the best!\So!\So?\A-A-As a light music club alumnus, could you please... response:	Spear us?!
context: That's such an important meeting!\S-S-Sawa-chan, we were pretending to be Death Devil just earlier!\The Death Devil is the best band!\Yeah, Sawa-chan's band is the best!\So!\So?\A-A-As a light music club alumnus, could you please...\Spear us?! response:	That sounded funny.
context: S-S-Sawa-chan, we were pretending to be Death Devil just earlier!\The Death Devil is the best band!\Yeah, Sawa-chan's band is the best!\So!\So?\A-A-As a light music club alumnus, could you please...\Spear us?!\That sounded funny. response:	Aren't you a bit late about that?
context: The Death Devil is the best band!\Yeah, Sawa-chan's band is the best!\So!\So?\A-A-As a light music club alumnus, could you please...\Spear us?!\That sounded funny.\Aren't you a bit late about that? response:	Please!
context: Yeah, Sawa-chan's band is the best!\So!\So?\A-A-As a light music club alumnus, could you please...\Spear us?!\That sounded funny.\Aren't you a bit late about that?\Please! response:	Great Master Yamanaka Sawako!
context: So!\So?\A-A-As a light music club alumnus, could you please...\Spear us?!\That sounded funny.\Aren't you a bit late about that?\Please!\Great Master Yamanaka Sawako! response:	What's up?
context: So?\A-A-As a light music club alumnus, could you please...\Spear us?!\That sounded funny.\Aren't you a bit late about that?\Please!\Great Master Yamanaka Sawako!\What's up? response:	Are you thinking about what Sawa-chan said?
context: A-A-As a light music club alumnus, could you please...\Spear us?!\That sounded funny.\Aren't you a bit late about that?\Please!\Great Master Yamanaka Sawako!\What's up?\Are you thinking about what Sawa-chan said? response:	Nope, it's just...
context: Spear us?!\That sounded funny.\Aren't you a bit late about that?\Please!\Great Master Yamanaka Sawako!\What's up?\Are you thinking about what Sawa-chan said?\Nope, it's just... response:	This definitely belongs to her.
context: That sounded funny.\Aren't you a bit late about that?\Please!\Great Master Yamanaka Sawako!\What's up?\Are you thinking about what Sawa-chan said?\Nope, it's just...\This definitely belongs to her. response:	I was thinking that we're about to graduate without displaying the dignity of a senior.
context: Aren't you a bit late about that?\Please!\Great Master Yamanaka Sawako!\What's up?\Are you thinking about what Sawa-chan said?\Nope, it's just...\This definitely belongs to her.\I was thinking that we're about to graduate without displaying the dignity of a senior. response:	That's not true at all! We're...
context: Please!\Great Master Yamanaka Sawako!\What's up?\Are you thinking about what Sawa-chan said?\Nope, it's just...\This definitely belongs to her.\I was thinking that we're about to graduate without displaying the dignity of a senior.\That's not true at all! We're... response:	Tall!
context: Great Master Yamanaka Sawako!\What's up?\Are you thinking about what Sawa-chan said?\Nope, it's just...\This definitely belongs to her.\I was thinking that we're about to graduate without displaying the dignity of a senior.\That's not true at all! We're...\Tall! response:	Older!
context: What's up?\Are you thinking about what Sawa-chan said?\Nope, it's just...\This definitely belongs to her.\I was thinking that we're about to graduate without displaying the dignity of a senior.\That's not true at all! We're...\Tall!\Older! response:	Healthy!
context: Are you thinking about what Sawa-chan said?\Nope, it's just...\This definitely belongs to her.\I was thinking that we're about to graduate without displaying the dignity of a senior.\That's not true at all! We're...\Tall!\Older!\Healthy! response:	Is that it?
context: Nope, it's just...\This definitely belongs to her.\I was thinking that we're about to graduate without displaying the dignity of a senior.\That's not true at all! We're...\Tall!\Older!\Healthy!\Is that it? response:	I want to do something a graduating senior would do.
context: This definitely belongs to her.\I was thinking that we're about to graduate without displaying the dignity of a senior.\That's not true at all! We're...\Tall!\Older!\Healthy!\Is that it?\I want to do something a graduating senior would do. response:	That sounds good!
context: I was thinking that we're about to graduate without displaying the dignity of a senior.\That's not true at all! We're...\Tall!\Older!\Healthy!\Is that it?\I want to do something a graduating senior would do.\That sounds good! response:	Let's do that! Nice idea, Yui!
context: That's not true at all! We're...\Tall!\Older!\Healthy!\Is that it?\I want to do something a graduating senior would do.\That sounds good!\Let's do that! Nice idea, Yui! response:	And what should we do?
