context: One-inch Princess? response:	Really? Does she really exist?
context: The language of flower for alstroemeria is\Hope for the future\Self-sacrificing Love\Hope for the future\Self-sacrificing Love\Look forward to being with you.\Stop it.\I rushed over, so look at what I'm wearing! response:	I accepted your proposal looking like this? Oh no.
context: Hope for the future\Self-sacrificing Love\Hope for the future\Self-sacrificing Love\Look forward to being with you.\Stop it.\I rushed over, so look at what I'm wearing!\I accepted your proposal looking like this? Oh no. response:	Chiyomi's call.
context: Self-sacrificing Love\Hope for the future\Self-sacrificing Love\Look forward to being with you.\Stop it.\I rushed over, so look at what I'm wearing!\I accepted your proposal looking like this? Oh no.\Chiyomi's call. response:	Chiyomi? Chiyomi?
context: Hope for the future\Self-sacrificing Love\Look forward to being with you.\Stop it.\I rushed over, so look at what I'm wearing!\I accepted your proposal looking like this? Oh no.\Chiyomi's call.\Chiyomi? Chiyomi? response:	- Mom -Chiyomi.
context: Self-sacrificing Love\Look forward to being with you.\Stop it.\I rushed over, so look at what I'm wearing!\I accepted your proposal looking like this? Oh no.\Chiyomi's call.\Chiyomi? Chiyomi?\- Mom -Chiyomi. response:	I'm happy for you.
context: Look forward to being with you.\Stop it.\I rushed over, so look at what I'm wearing!\I accepted your proposal looking like this? Oh no.\Chiyomi's call.\Chiyomi? Chiyomi?\- Mom -Chiyomi.\I'm happy for you. response:	Chiyomi, thank you.
context: Stop it.\I rushed over, so look at what I'm wearing!\I accepted your proposal looking like this? Oh no.\Chiyomi's call.\Chiyomi? Chiyomi?\- Mom -Chiyomi.\I'm happy for you.\Chiyomi, thank you. response:	Chiyomi? Chiyomi!
context: I rushed over, so look at what I'm wearing!\I accepted your proposal looking like this? Oh no.\Chiyomi's call.\Chiyomi? Chiyomi?\- Mom -Chiyomi.\I'm happy for you.\Chiyomi, thank you.\Chiyomi? Chiyomi! response:	What happened?
context: I accepted your proposal looking like this? Oh no.\Chiyomi's call.\Chiyomi? Chiyomi?\- Mom -Chiyomi.\I'm happy for you.\Chiyomi, thank you.\Chiyomi? Chiyomi!\What happened? response:	She hung up.
context: Chiyomi's call.\Chiyomi? Chiyomi?\- Mom -Chiyomi.\I'm happy for you.\Chiyomi, thank you.\Chiyomi? Chiyomi!\What happened?\She hung up. response:	Oh boy, what's with her...
context: Chiyomi? Chiyomi?\- Mom -Chiyomi.\I'm happy for you.\Chiyomi, thank you.\Chiyomi? Chiyomi!\What happened?\She hung up.\Oh boy, what's with her... response:	Well, but it turned out okay.
context: - Mom -Chiyomi.\I'm happy for you.\Chiyomi, thank you.\Chiyomi? Chiyomi!\What happened?\She hung up.\Oh boy, what's with her...\Well, but it turned out okay. response:	Chiyomi-chan was worried as well.
context: I'm happy for you.\Chiyomi, thank you.\Chiyomi? Chiyomi!\What happened?\She hung up.\Oh boy, what's with her...\Well, but it turned out okay.\Chiyomi-chan was worried as well. response:	She is such a good kid.
context: Chiyomi, thank you.\Chiyomi? Chiyomi!\What happened?\She hung up.\Oh boy, what's with her...\Well, but it turned out okay.\Chiyomi-chan was worried as well.\She is such a good kid. response:	To celebrate, why don't we have another round?
context: Chiyomi? Chiyomi!\What happened?\She hung up.\Oh boy, what's with her...\Well, but it turned out okay.\Chiyomi-chan was worried as well.\She is such a good kid.\To celebrate, why don't we have another round? response:	I'll prepare some feast.
context: What happened?\She hung up.\Oh boy, what's with her...\Well, but it turned out okay.\Chiyomi-chan was worried as well.\She is such a good kid.\To celebrate, why don't we have another round?\I'll prepare some feast. response:	How did... Onii-chan?
context: She hung up.\Oh boy, what's with her...\Well, but it turned out okay.\Chiyomi-chan was worried as well.\She is such a good kid.\To celebrate, why don't we have another round?\I'll prepare some feast.\How did... Onii-chan? response:	Get closer... get closer.
context: Oh boy, what's with her...\Well, but it turned out okay.\Chiyomi-chan was worried as well.\She is such a good kid.\To celebrate, why don't we have another round?\I'll prepare some feast.\How did... Onii-chan?\Get closer... get closer. response:	Ok, I'm going to take it.
context: Well, but it turned out okay.\Chiyomi-chan was worried as well.\She is such a good kid.\To celebrate, why don't we have another round?\I'll prepare some feast.\How did... Onii-chan?\Get closer... get closer.\Ok, I'm going to take it. response:	You look stiff.
context: Chiyomi-chan was worried as well.\She is such a good kid.\To celebrate, why don't we have another round?\I'll prepare some feast.\How did... Onii-chan?\Get closer... get closer.\Ok, I'm going to take it.\You look stiff. response:	Where is Asuka-chan?
context: She is such a good kid.\To celebrate, why don't we have another round?\I'll prepare some feast.\How did... Onii-chan?\Get closer... get closer.\Ok, I'm going to take it.\You look stiff.\Where is Asuka-chan? response:	Oh? Where is Asuka-chan?
context: To celebrate, why don't we have another round?\I'll prepare some feast.\How did... Onii-chan?\Get closer... get closer.\Ok, I'm going to take it.\You look stiff.\Where is Asuka-chan?\Oh? Where is Asuka-chan? response:	Where did she go?
context: I'll prepare some feast.\How did... Onii-chan?\Get closer... get closer.\Ok, I'm going to take it.\You look stiff.\Where is Asuka-chan?\Oh? Where is Asuka-chan?\Where did she go? response:	- We're about to take a picture. - Okay.
context: How did... Onii-chan?\Get closer... get closer.\Ok, I'm going to take it.\You look stiff.\Where is Asuka-chan?\Oh? Where is Asuka-chan?\Where did she go?\- We're about to take a picture. - Okay. response:	Oh, Minami-kun!
context: Get closer... get closer.\Ok, I'm going to take it.\You look stiff.\Where is Asuka-chan?\Oh? Where is Asuka-chan?\Where did she go?\- We're about to take a picture. - Okay.\Oh, Minami-kun! response:	I brought him over.
context: Ok, I'm going to take it.\You look stiff.\Where is Asuka-chan?\Oh? Where is Asuka-chan?\Where did she go?\- We're about to take a picture. - Okay.\Oh, Minami-kun!\I brought him over. response:	It's better to have a bigger crowd.
context: You look stiff.\Where is Asuka-chan?\Oh? Where is Asuka-chan?\Where did she go?\- We're about to take a picture. - Okay.\Oh, Minami-kun!\I brought him over.\It's better to have a bigger crowd. response:	He finally proposed to Ri-chan after being married for 18 years.
context: Where is Asuka-chan?\Oh? Where is Asuka-chan?\Where did she go?\- We're about to take a picture. - Okay.\Oh, Minami-kun!\I brought him over.\It's better to have a bigger crowd.\He finally proposed to Ri-chan after being married for 18 years. response:	Let's take a picture.
context: Oh? Where is Asuka-chan?\Where did she go?\- We're about to take a picture. - Okay.\Oh, Minami-kun!\I brought him over.\It's better to have a bigger crowd.\He finally proposed to Ri-chan after being married for 18 years.\Let's take a picture. response:	Ok. Here we go.
context: Where did she go?\- We're about to take a picture. - Okay.\Oh, Minami-kun!\I brought him over.\It's better to have a bigger crowd.\He finally proposed to Ri-chan after being married for 18 years.\Let's take a picture.\Ok. Here we go. response:	What? A picture?
context: - We're about to take a picture. - Okay.\Oh, Minami-kun!\I brought him over.\It's better to have a bigger crowd.\He finally proposed to Ri-chan after being married for 18 years.\Let's take a picture.\Ok. Here we go.\What? A picture? response:	Oh I see. I wish I could be in the picture.
context: Oh, Minami-kun!\I brought him over.\It's better to have a bigger crowd.\He finally proposed to Ri-chan after being married for 18 years.\Let's take a picture.\Ok. Here we go.\What? A picture?\Oh I see. I wish I could be in the picture. response:	Ok, Ok...
context: I brought him over.\It's better to have a bigger crowd.\He finally proposed to Ri-chan after being married for 18 years.\Let's take a picture.\Ok. Here we go.\What? A picture?\Oh I see. I wish I could be in the picture.\Ok, Ok... response:	Hey, why don't you get in the picture?
context: It's better to have a bigger crowd.\He finally proposed to Ri-chan after being married for 18 years.\Let's take a picture.\Ok. Here we go.\What? A picture?\Oh I see. I wish I could be in the picture.\Ok, Ok...\Hey, why don't you get in the picture? response:	Eh? But...
context: He finally proposed to Ri-chan after being married for 18 years.\Let's take a picture.\Ok. Here we go.\What? A picture?\Oh I see. I wish I could be in the picture.\Ok, Ok...\Hey, why don't you get in the picture?\Eh? But... response:	Here.
context: Let's take a picture.\Ok. Here we go.\What? A picture?\Oh I see. I wish I could be in the picture.\Ok, Ok...\Hey, why don't you get in the picture?\Eh? But...\Here. response:	I was shocked since you took me out of the pocket.
context: Ok. Here we go.\What? A picture?\Oh I see. I wish I could be in the picture.\Ok, Ok...\Hey, why don't you get in the picture?\Eh? But...\Here.\I was shocked since you took me out of the pocket. response:	But because of that, you were in the important picture.
context: What? A picture?\Oh I see. I wish I could be in the picture.\Ok, Ok...\Hey, why don't you get in the picture?\Eh? But...\Here.\I was shocked since you took me out of the pocket.\But because of that, you were in the important picture. response:	I know... but
context: Oh I see. I wish I could be in the picture.\Ok, Ok...\Hey, why don't you get in the picture?\Eh? But...\Here.\I was shocked since you took me out of the pocket.\But because of that, you were in the important picture.\I know... but response:	if anyone noticed...
context: Ok, Ok...\Hey, why don't you get in the picture?\Eh? But...\Here.\I was shocked since you took me out of the pocket.\But because of that, you were in the important picture.\I know... but\if anyone noticed... response:	It's fine. No one will notice.
context: Hey, why don't you get in the picture?\Eh? But...\Here.\I was shocked since you took me out of the pocket.\But because of that, you were in the important picture.\I know... but\if anyone noticed...\It's fine. No one will notice. response:	But...
context: Eh? But...\Here.\I was shocked since you took me out of the pocket.\But because of that, you were in the important picture.\I know... but\if anyone noticed...\It's fine. No one will notice.\But... response:	Don't worry. Even if we're busted,
context: Here.\I was shocked since you took me out of the pocket.\But because of that, you were in the important picture.\I know... but\if anyone noticed...\It's fine. No one will notice.\But...\Don't worry. Even if we're busted, response:	I'll take responsibility and protect you.
context: I was shocked since you took me out of the pocket.\But because of that, you were in the important picture.\I know... but\if anyone noticed...\It's fine. No one will notice.\But...\Don't worry. Even if we're busted,\I'll take responsibility and protect you. response:	What do you mean by protect me?
context: But because of that, you were in the important picture.\I know... but\if anyone noticed...\It's fine. No one will notice.\But...\Don't worry. Even if we're busted,\I'll take responsibility and protect you.\What do you mean by protect me? response:	What the word means.
context: I know... but\if anyone noticed...\It's fine. No one will notice.\But...\Don't worry. Even if we're busted,\I'll take responsibility and protect you.\What do you mean by protect me?\What the word means. response:	No... I don't want to misunderstand.
context: if anyone noticed...\It's fine. No one will notice.\But...\Don't worry. Even if we're busted,\I'll take responsibility and protect you.\What do you mean by protect me?\What the word means.\No... I don't want to misunderstand. response:	That's not what he meant...
context: It's fine. No one will notice.\But...\Don't worry. Even if we're busted,\I'll take responsibility and protect you.\What do you mean by protect me?\What the word means.\No... I don't want to misunderstand.\That's not what he meant... response:	But... What should I do?
context: But...\Don't worry. Even if we're busted,\I'll take responsibility and protect you.\What do you mean by protect me?\What the word means.\No... I don't want to misunderstand.\That's not what he meant...\But... What should I do? response:	I can't stop being excited.
context: Don't worry. Even if we're busted,\I'll take responsibility and protect you.\What do you mean by protect me?\What the word means.\No... I don't want to misunderstand.\That's not what he meant...\But... What should I do?\I can't stop being excited. response:	N It's mixed in with the Thank You's N
context: I'll take responsibility and protect you.\What do you mean by protect me?\What the word means.\No... I don't want to misunderstand.\That's not what he meant...\But... What should I do?\I can't stop being excited.\N It's mixed in with the Thank You's N response:	N I'm just little bit worriedN
context: What do you mean by protect me?\What the word means.\No... I don't want to misunderstand.\That's not what he meant...\But... What should I do?\I can't stop being excited.\N It's mixed in with the Thank You's N\N I'm just little bit worriedN response:	N I wish our time together will continue on N
context: What the word means.\No... I don't want to misunderstand.\That's not what he meant...\But... What should I do?\I can't stop being excited.\N It's mixed in with the Thank You's N\N I'm just little bit worriedN\N I wish our time together will continue on N response:	N Even though I'm about to cryN
context: No... I don't want to misunderstand.\That's not what he meant...\But... What should I do?\I can't stop being excited.\N It's mixed in with the Thank You's N\N I'm just little bit worriedN\N I wish our time together will continue on N\N Even though I'm about to cryN response:	Onee-chan, where did you go? N I hope that this moment N
context: That's not what he meant...\But... What should I do?\I can't stop being excited.\N It's mixed in with the Thank You's N\N I'm just little bit worriedN\N I wish our time together will continue on N\N Even though I'm about to cryN\Onee-chan, where did you go? N I hope that this moment N response:	N which we call happiness will continue foreverN
context: But... What should I do?\I can't stop being excited.\N It's mixed in with the Thank You's N\N I'm just little bit worriedN\N I wish our time together will continue on N\N Even though I'm about to cryN\Onee-chan, where did you go? N I hope that this moment N\N which we call happiness will continue foreverN response:	N I hope something will change N
context: I can't stop being excited.\N It's mixed in with the Thank You's N\N I'm just little bit worriedN\N I wish our time together will continue on N\N Even though I'm about to cryN\Onee-chan, where did you go? N I hope that this moment N\N which we call happiness will continue foreverN\N I hope something will change N response:	N That will be our story N
context: N It's mixed in with the Thank You's N\N I'm just little bit worriedN\N I wish our time together will continue on N\N Even though I'm about to cryN\Onee-chan, where did you go? N I hope that this moment N\N which we call happiness will continue foreverN\N I hope something will change N\N That will be our story N response:	It's so pretty. N I hope my wish will come trueN
context: N I'm just little bit worriedN\N I wish our time together will continue on N\N Even though I'm about to cryN\Onee-chan, where did you go? N I hope that this moment N\N which we call happiness will continue foreverN\N I hope something will change N\N That will be our story N\It's so pretty. N I hope my wish will come trueN response:	N When I look upon the sky N N I saw something twinkle N
context: N I wish our time together will continue on N\N Even though I'm about to cryN\Onee-chan, where did you go? N I hope that this moment N\N which we call happiness will continue foreverN\N I hope something will change N\N That will be our story N\It's so pretty. N I hope my wish will come trueN\N When I look upon the sky N N I saw something twinkle N response:	N It's a sweet and small storyN N That spreads in my heartN
context: N Even though I'm about to cryN\Onee-chan, where did you go? N I hope that this moment N\N which we call happiness will continue foreverN\N I hope something will change N\N That will be our story N\It's so pretty. N I hope my wish will come trueN\N When I look upon the sky N N I saw something twinkle N\N It's a sweet and small storyN N That spreads in my heartN response:	Eh?
context: Onee-chan, where did you go? N I hope that this moment N\N which we call happiness will continue foreverN\N I hope something will change N\N That will be our story N\It's so pretty. N I hope my wish will come trueN\N When I look upon the sky N N I saw something twinkle N\N It's a sweet and small storyN N That spreads in my heartN\Eh? response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: N which we call happiness will continue foreverN\N I hope something will change N\N That will be our story N\It's so pretty. N I hope my wish will come trueN\N When I look upon the sky N N I saw something twinkle N\N It's a sweet and small storyN N That spreads in my heartN\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	N A casual N N encounter N
context: N I hope something will change N\N That will be our story N\It's so pretty. N I hope my wish will come trueN\N When I look upon the sky N N I saw something twinkle N\N It's a sweet and small storyN N That spreads in my heartN\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual N N encounter N response:	N gave me this great beginning N
context: N That will be our story N\It's so pretty. N I hope my wish will come trueN\N When I look upon the sky N N I saw something twinkle N\N It's a sweet and small storyN N That spreads in my heartN\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual N N encounter N\N gave me this great beginning N response:	N I was slowly loving you N N more and more N
context: It's so pretty. N I hope my wish will come trueN\N When I look upon the sky N N I saw something twinkle N\N It's a sweet and small storyN N That spreads in my heartN\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual N N encounter N\N gave me this great beginning N\N I was slowly loving you N N more and more N response:	N When we walk shoulder to shoulder N
context: N When I look upon the sky N N I saw something twinkle N\N It's a sweet and small storyN N That spreads in my heartN\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual N N encounter N\N gave me this great beginning N\N I was slowly loving you N N more and more N\N When we walk shoulder to shoulder N response:	N You are right here N N but even if I stretched my arm N
context: N It's a sweet and small storyN N That spreads in my heartN\Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual N N encounter N\N gave me this great beginning N\N I was slowly loving you N N more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N response:	N I won't be able to reach you N
context: Eh?\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual N N encounter N\N gave me this great beginning N\N I was slowly loving you N N more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N response:	N I simply love you N
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual N N encounter N\N gave me this great beginning N\N I was slowly loving you N N more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N response:	N You are always in my heart N
context: N A casual N N encounter N\N gave me this great beginning N\N I was slowly loving you N N more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N response:	N Forever and ever N N Please N
context: N gave me this great beginning N\N I was slowly loving you N N more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N response:	N I wish our days last N
context: N I was slowly loving you N N more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N response:	N Forever N
context: N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N response:	I found something cool!
context: N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\I found something cool! response:	Chiyomi...
context: N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\I found something cool!\Chiyomi... response:	You can't run away, Fairy-san.
context: N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\I found something cool!\Chiyomi...\You can't run away, Fairy-san. response:	A Fairy?
context: N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\I found something cool!\Chiyomi...\You can't run away, Fairy-san.\A Fairy? response:	Thank you... and...
context: N Forever and ever N N Please N\N I wish our days last N\N Forever N\I found something cool!\Chiyomi...\You can't run away, Fairy-san.\A Fairy?\Thank you... and... response:	Good bye.
context: N I wish our days last N\N Forever N\I found something cool!\Chiyomi...\You can't run away, Fairy-san.\A Fairy?\Thank you... and...\Good bye. response:	Chiyomi!
context: N Forever N\I found something cool!\Chiyomi...\You can't run away, Fairy-san.\A Fairy?\Thank you... and...\Good bye.\Chiyomi! response:	Mom doesn't like me.
context: I found something cool!\Chiyomi...\You can't run away, Fairy-san.\A Fairy?\Thank you... and...\Good bye.\Chiyomi!\Mom doesn't like me. response:	That is not true.
context: Chiyomi...\You can't run away, Fairy-san.\A Fairy?\Thank you... and...\Good bye.\Chiyomi!\Mom doesn't like me.\That is not true. response:	Any mom loves her own child.
context: You can't run away, Fairy-san.\A Fairy?\Thank you... and...\Good bye.\Chiyomi!\Mom doesn't like me.\That is not true.\Any mom loves her own child. response:	Fairy-san!
context: A Fairy?\Thank you... and...\Good bye.\Chiyomi!\Mom doesn't like me.\That is not true.\Any mom loves her own child.\Fairy-san! response:	Do you want to know your mom's true feelings?
context: Thank you... and...\Good bye.\Chiyomi!\Mom doesn't like me.\That is not true.\Any mom loves her own child.\Fairy-san!\Do you want to know your mom's true feelings? response:	Minami-kun no Koibito My Little Lover
