context: (THIS IS A BETA VERSION!) Today this person will conduct. response:	Chiaki-Sama!
context: they have no ability to learn\on top of that, playing a stupid trick on me too\Such a terrible Oke like this!\Okay until here's enough. Chiaki's a failure.\Quick, go down!\Huh?\Everybody, sorry to make you wait!\Here's the appearance of the leading role! response:	Oi! I'm a failure? Why?
context: on top of that, playing a stupid trick on me too\Such a terrible Oke like this!\Okay until here's enough. Chiaki's a failure.\Quick, go down!\Huh?\Everybody, sorry to make you wait!\Here's the appearance of the leading role!\Oi! I'm a failure? Why? response:	You made a girl cry
context: Such a terrible Oke like this!\Okay until here's enough. Chiaki's a failure.\Quick, go down!\Huh?\Everybody, sorry to make you wait!\Here's the appearance of the leading role!\Oi! I'm a failure? Why?\You made a girl cry response:	That's the lowliest failure.
context: Okay until here's enough. Chiaki's a failure.\Quick, go down!\Huh?\Everybody, sorry to make you wait!\Here's the appearance of the leading role!\Oi! I'm a failure? Why?\You made a girl cry\That's the lowliest failure. response:	Eh?
context: Quick, go down!\Huh?\Everybody, sorry to make you wait!\Here's the appearance of the leading role!\Oi! I'm a failure? Why?\You made a girl cry\That's the lowliest failure.\Eh? response:	Sorry I am late!
context: Huh?\Everybody, sorry to make you wait!\Here's the appearance of the leading role!\Oi! I'm a failure? Why?\You made a girl cry\That's the lowliest failure.\Eh?\Sorry I am late! response:	Are you okay?
context: Everybody, sorry to make you wait!\Here's the appearance of the leading role!\Oi! I'm a failure? Why?\You made a girl cry\That's the lowliest failure.\Eh?\Sorry I am late!\Are you okay? response:	Wow, now everybody's here!
context: Here's the appearance of the leading role!\Oi! I'm a failure? Why?\You made a girl cry\That's the lowliest failure.\Eh?\Sorry I am late!\Are you okay?\Wow, now everybody's here! response:	Let's begin
context: Oi! I'm a failure? Why?\You made a girl cry\That's the lowliest failure.\Eh?\Sorry I am late!\Are you okay?\Wow, now everybody's here!\Let's begin response:	Chiaki
context: You made a girl cry\That's the lowliest failure.\Eh?\Sorry I am late!\Are you okay?\Wow, now everybody's here!\Let's begin\Chiaki response:	You... didn't notice an important thing.
context: That's the lowliest failure.\Eh?\Sorry I am late!\Are you okay?\Wow, now everybody's here!\Let's begin\Chiaki\You... didn't notice an important thing. response:	An important thing?
context: Eh?\Sorry I am late!\Are you okay?\Wow, now everybody's here!\Let's begin\Chiaki\You... didn't notice an important thing.\An important thing? response:	Mine-kun, for the time being you don't have to bother with the written technique
context: Sorry I am late!\Are you okay?\Wow, now everybody's here!\Let's begin\Chiaki\You... didn't notice an important thing.\An important thing?\Mine-kun, for the time being you don't have to bother with the written technique response:	Let out more enjoyable sounds
context: Are you okay?\Wow, now everybody's here!\Let's begin\Chiaki\You... didn't notice an important thing.\An important thing?\Mine-kun, for the time being you don't have to bother with the written technique\Let out more enjoyable sounds response:	Just as you usually do...
context: Wow, now everybody's here!\Let's begin\Chiaki\You... didn't notice an important thing.\An important thing?\Mine-kun, for the time being you don't have to bother with the written technique\Let out more enjoyable sounds\Just as you usually do... response:	Hai!
context: Let's begin\Chiaki\You... didn't notice an important thing.\An important thing?\Mine-kun, for the time being you don't have to bother with the written technique\Let out more enjoyable sounds\Just as you usually do...\Hai! response:	You, Horn!
context: Chiaki\You... didn't notice an important thing.\An important thing?\Mine-kun, for the time being you don't have to bother with the written technique\Let out more enjoyable sounds\Just as you usually do...\Hai!\You, Horn! response:	Yes?
context: You... didn't notice an important thing.\An important thing?\Mine-kun, for the time being you don't have to bother with the written technique\Let out more enjoyable sounds\Just as you usually do...\Hai!\You, Horn!\Yes? response:	You'd better blow your nose once first
context: An important thing?\Mine-kun, for the time being you don't have to bother with the written technique\Let out more enjoyable sounds\Just as you usually do...\Hai!\You, Horn!\Yes?\You'd better blow your nose once first response:	Hai!
context: Mine-kun, for the time being you don't have to bother with the written technique\Let out more enjoyable sounds\Just as you usually do...\Hai!\You, Horn!\Yes?\You'd better blow your nose once first\Hai! response:	You, Clarinet! Perhaps it's better to change that reed.
context: Let out more enjoyable sounds\Just as you usually do...\Hai!\You, Horn!\Yes?\You'd better blow your nose once first\Hai!\You, Clarinet! Perhaps it's better to change that reed. response:	Hai!
context: Just as you usually do...\Hai!\You, Horn!\Yes?\You'd better blow your nose once first\Hai!\You, Clarinet! Perhaps it's better to change that reed.\Hai! response:	Then, you, the beautiful twin girls...
context: Hai!\You, Horn!\Yes?\You'd better blow your nose once first\Hai!\You, Clarinet! Perhaps it's better to change that reed.\Hai!\Then, you, the beautiful twin girls... response:	It's very OK to attract the Conductor, but..
context: You, Horn!\Yes?\You'd better blow your nose once first\Hai!\You, Clarinet! Perhaps it's better to change that reed.\Hai!\Then, you, the beautiful twin girls...\It's very OK to attract the Conductor, but.. response:	but using sexy sounds...
context: Yes?\You'd better blow your nose once first\Hai!\You, Clarinet! Perhaps it's better to change that reed.\Hai!\Then, you, the beautiful twin girls...\It's very OK to attract the Conductor, but..\but using sexy sounds... response:	Ha...hai
context: You'd better blow your nose once first\Hai!\You, Clarinet! Perhaps it's better to change that reed.\Hai!\Then, you, the beautiful twin girls...\It's very OK to attract the Conductor, but..\but using sexy sounds...\Ha...hai response:	Kontrabass Kiddy-chan!
context: Hai!\You, Clarinet! Perhaps it's better to change that reed.\Hai!\Then, you, the beautiful twin girls...\It's very OK to attract the Conductor, but..\but using sexy sounds...\Ha...hai\Kontrabass Kiddy-chan! response:	Are you ready?
context: You, Clarinet! Perhaps it's better to change that reed.\Hai!\Then, you, the beautiful twin girls...\It's very OK to attract the Conductor, but..\but using sexy sounds...\Ha...hai\Kontrabass Kiddy-chan!\Are you ready? response:	Hai!
context: Hai!\Then, you, the beautiful twin girls...\It's very OK to attract the Conductor, but..\but using sexy sounds...\Ha...hai\Kontrabass Kiddy-chan!\Are you ready?\Hai! response:	Okay...
context: Then, you, the beautiful twin girls...\It's very OK to attract the Conductor, but..\but using sexy sounds...\Ha...hai\Kontrabass Kiddy-chan!\Are you ready?\Hai!\Okay... response:	Let's do it together... according to what Chiaki said.
context: It's very OK to attract the Conductor, but..\but using sexy sounds...\Ha...hai\Kontrabass Kiddy-chan!\Are you ready?\Hai!\Okay...\Let's do it together... according to what Chiaki said. response:	Is this... according to what Chiaki said?
context: but using sexy sounds...\Ha...hai\Kontrabass Kiddy-chan!\Are you ready?\Hai!\Okay...\Let's do it together... according to what Chiaki said.\Is this... according to what Chiaki said? response:	No
context: Ha...hai\Kontrabass Kiddy-chan!\Are you ready?\Hai!\Okay...\Let's do it together... according to what Chiaki said.\Is this... according to what Chiaki said?\No response:	I don't mean to make excuses...
context: Kontrabass Kiddy-chan!\Are you ready?\Hai!\Okay...\Let's do it together... according to what Chiaki said.\Is this... according to what Chiaki said?\No\I don't mean to make excuses... response:	but thy are really bad at it
context: Are you ready?\Hai!\Okay...\Let's do it together... according to what Chiaki said.\Is this... according to what Chiaki said?\No\I don't mean to make excuses...\but thy are really bad at it response:	As to the reed and being unwell, they are also the responsibility of the player
context: Hai!\Okay...\Let's do it together... according to what Chiaki said.\Is this... according to what Chiaki said?\No\I don't mean to make excuses...\but thy are really bad at it\As to the reed and being unwell, they are also the responsibility of the player response:	but...
context: Okay...\Let's do it together... according to what Chiaki said.\Is this... according to what Chiaki said?\No\I don't mean to make excuses...\but thy are really bad at it\As to the reed and being unwell, they are also the responsibility of the player\but... response:	with that person only waving his hands...
context: Let's do it together... according to what Chiaki said.\Is this... according to what Chiaki said?\No\I don't mean to make excuses...\but thy are really bad at it\As to the reed and being unwell, they are also the responsibility of the player\but...\with that person only waving his hands... response:	the orchestra comes together well...
context: Is this... according to what Chiaki said?\No\I don't mean to make excuses...\but thy are really bad at it\As to the reed and being unwell, they are also the responsibility of the player\but...\with that person only waving his hands...\the orchestra comes together well... response:	He must certainly be...
context: No\I don't mean to make excuses...\but thy are really bad at it\As to the reed and being unwell, they are also the responsibility of the player\but...\with that person only waving his hands...\the orchestra comes together well...\He must certainly be... response:	respecting music
context: I don't mean to make excuses...\but thy are really bad at it\As to the reed and being unwell, they are also the responsibility of the player\but...\with that person only waving his hands...\the orchestra comes together well...\He must certainly be...\respecting music response:	and respecting people...
context: but thy are really bad at it\As to the reed and being unwell, they are also the responsibility of the player\but...\with that person only waving his hands...\the orchestra comes together well...\He must certainly be...\respecting music\and respecting people... response:	and those things return to himself...
context: As to the reed and being unwell, they are also the responsibility of the player\but...\with that person only waving his hands...\the orchestra comes together well...\He must certainly be...\respecting music\and respecting people...\and those things return to himself... response:	That is...
