context: Psychics response:	Mobgle Search
context: Let's head back.\Want some soba?\Okay.\Spirits and Such Consultation Office\You okay with that?\The New Star of the 21st Century\Reigen Arataka\Spirits and Such Consultation Office response:	You actually took money for just throwing a bunch of salt around.
context: Want some soba?\Okay.\Spirits and Such Consultation Office\You okay with that?\The New Star of the 21st Century\Reigen Arataka\Spirits and Such Consultation Office\You actually took money for just throwing a bunch of salt around. response:	What was I supposed to do?
context: Okay.\Spirits and Such Consultation Office\You okay with that?\The New Star of the 21st Century\Reigen Arataka\Spirits and Such Consultation Office\You actually took money for just throwing a bunch of salt around.\What was I supposed to do? response:	If I hadn't taken the money, it would've been suspicious.
context: Spirits and Such Consultation Office\You okay with that?\The New Star of the 21st Century\Reigen Arataka\Spirits and Such Consultation Office\You actually took money for just throwing a bunch of salt around.\What was I supposed to do?\If I hadn't taken the money, it would've been suspicious. response:	More importantly, you're sure they weren't evil spirits, right?
context: You okay with that?\The New Star of the 21st Century\Reigen Arataka\Spirits and Such Consultation Office\You actually took money for just throwing a bunch of salt around.\What was I supposed to do?\If I hadn't taken the money, it would've been suspicious.\More importantly, you're sure they weren't evil spirits, right? response:	If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!
context: The New Star of the 21st Century\Reigen Arataka\Spirits and Such Consultation Office\You actually took money for just throwing a bunch of salt around.\What was I supposed to do?\If I hadn't taken the money, it would've been suspicious.\More importantly, you're sure they weren't evil spirits, right?\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!! response:	Yeah. I tried to provoke him, but he didn't turn into an evil spirit.
context: Reigen Arataka\Spirits and Such Consultation Office\You actually took money for just throwing a bunch of salt around.\What was I supposed to do?\If I hadn't taken the money, it would've been suspicious.\More importantly, you're sure they weren't evil spirits, right?\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Yeah. I tried to provoke him, but he didn't turn into an evil spirit. response:	If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!
context: Spirits and Such Consultation Office\You actually took money for just throwing a bunch of salt around.\What was I supposed to do?\If I hadn't taken the money, it would've been suspicious.\More importantly, you're sure they weren't evil spirits, right?\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Yeah. I tried to provoke him, but he didn't turn into an evil spirit.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!! response:	Why are you trembling now?
context: You actually took money for just throwing a bunch of salt around.\What was I supposed to do?\If I hadn't taken the money, it would've been suspicious.\More importantly, you're sure they weren't evil spirits, right?\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Yeah. I tried to provoke him, but he didn't turn into an evil spirit.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Why are you trembling now? response:	Oh, you're yawning. Man, you two are like night and day.
context: What was I supposed to do?\If I hadn't taken the money, it would've been suspicious.\More importantly, you're sure they weren't evil spirits, right?\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Yeah. I tried to provoke him, but he didn't turn into an evil spirit.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Why are you trembling now?\Oh, you're yawning. Man, you two are like night and day. response:	Hey, you've got something on your back.
context: If I hadn't taken the money, it would've been suspicious.\More importantly, you're sure they weren't evil spirits, right?\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Yeah. I tried to provoke him, but he didn't turn into an evil spirit.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Why are you trembling now?\Oh, you're yawning. Man, you two are like night and day.\Hey, you've got something on your back. response:	What?
context: More importantly, you're sure they weren't evil spirits, right?\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Yeah. I tried to provoke him, but he didn't turn into an evil spirit.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Why are you trembling now?\Oh, you're yawning. Man, you two are like night and day.\Hey, you've got something on your back.\What? response:	Yeah, someone definitely cursed you.
context: If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Yeah. I tried to provoke him, but he didn't turn into an evil spirit.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Why are you trembling now?\Oh, you're yawning. Man, you two are like night and day.\Hey, you've got something on your back.\What?\Yeah, someone definitely cursed you. response:	What'll happen to me if I leave it alone?
context: Yeah. I tried to provoke him, but he didn't turn into an evil spirit.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Why are you trembling now?\Oh, you're yawning. Man, you two are like night and day.\Hey, you've got something on your back.\What?\Yeah, someone definitely cursed you.\What'll happen to me if I leave it alone? response:	You might slip on a banana peel at least.
context: If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Why are you trembling now?\Oh, you're yawning. Man, you two are like night and day.\Hey, you've got something on your back.\What?\Yeah, someone definitely cursed you.\What'll happen to me if I leave it alone?\You might slip on a banana peel at least. response:	That'd be enough to do me in if I was on some stairs.
context: Why are you trembling now?\Oh, you're yawning. Man, you two are like night and day.\Hey, you've got something on your back.\What?\Yeah, someone definitely cursed you.\What'll happen to me if I leave it alone?\You might slip on a banana peel at least.\That'd be enough to do me in if I was on some stairs. response:	Get rid of it for me.
context: Oh, you're yawning. Man, you two are like night and day.\Hey, you've got something on your back.\What?\Yeah, someone definitely cursed you.\What'll happen to me if I leave it alone?\You might slip on a banana peel at least.\That'd be enough to do me in if I was on some stairs.\Get rid of it for me. response:	Your attitude sucks, so nope.
context: Hey, you've got something on your back.\What?\Yeah, someone definitely cursed you.\What'll happen to me if I leave it alone?\You might slip on a banana peel at least.\That'd be enough to do me in if I was on some stairs.\Get rid of it for me.\Your attitude sucks, so nope. response:	Please, I can't ask Mob to do this for me.
context: What?\Yeah, someone definitely cursed you.\What'll happen to me if I leave it alone?\You might slip on a banana peel at least.\That'd be enough to do me in if I was on some stairs.\Get rid of it for me.\Your attitude sucks, so nope.\Please, I can't ask Mob to do this for me. response:	I bet the guy from yesterday hired someone who could actually use curses.
context: Yeah, someone definitely cursed you.\What'll happen to me if I leave it alone?\You might slip on a banana peel at least.\That'd be enough to do me in if I was on some stairs.\Get rid of it for me.\Your attitude sucks, so nope.\Please, I can't ask Mob to do this for me.\I bet the guy from yesterday hired someone who could actually use curses. response:	All right, fine.
context: What'll happen to me if I leave it alone?\You might slip on a banana peel at least.\That'd be enough to do me in if I was on some stairs.\Get rid of it for me.\Your attitude sucks, so nope.\Please, I can't ask Mob to do this for me.\I bet the guy from yesterday hired someone who could actually use curses.\All right, fine. response:	If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!
context: You might slip on a banana peel at least.\That'd be enough to do me in if I was on some stairs.\Get rid of it for me.\Your attitude sucks, so nope.\Please, I can't ask Mob to do this for me.\I bet the guy from yesterday hired someone who could actually use curses.\All right, fine.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!! response:	Reception
context: That'd be enough to do me in if I was on some stairs.\Get rid of it for me.\Your attitude sucks, so nope.\Please, I can't ask Mob to do this for me.\I bet the guy from yesterday hired someone who could actually use curses.\All right, fine.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Reception response:	The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office
context: Get rid of it for me.\Your attitude sucks, so nope.\Please, I can't ask Mob to do this for me.\I bet the guy from yesterday hired someone who could actually use curses.\All right, fine.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Reception\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office response:	He might be able to see something more terrifying
context: Your attitude sucks, so nope.\Please, I can't ask Mob to do this for me.\I bet the guy from yesterday hired someone who could actually use curses.\All right, fine.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Reception\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\He might be able to see something more terrifying response:	than anything that we can ever witness.
context: Please, I can't ask Mob to do this for me.\I bet the guy from yesterday hired someone who could actually use curses.\All right, fine.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Reception\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\He might be able to see something more terrifying\than anything that we can ever witness. response:	The things he feared,
context: I bet the guy from yesterday hired someone who could actually use curses.\All right, fine.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Reception\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\He might be able to see something more terrifying\than anything that we can ever witness.\The things he feared, response:	and the things he avoided...
context: All right, fine.\If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Reception\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\He might be able to see something more terrifying\than anything that we can ever witness.\The things he feared,\and the things he avoided... response:	Mob understood that they were different from the norm.
context: If there are 3 evil spirits, the exorcism fee on 1 of them will be on the house!!\Reception\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\He might be able to see something more terrifying\than anything that we can ever witness.\The things he feared,\and the things he avoided...\Mob understood that they were different from the norm. response:	Shampoo
context: Reception\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\He might be able to see something more terrifying\than anything that we can ever witness.\The things he feared,\and the things he avoided...\Mob understood that they were different from the norm.\Shampoo response:	If I ever end up wanting to curse someone...
context: The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\He might be able to see something more terrifying\than anything that we can ever witness.\The things he feared,\and the things he avoided...\Mob understood that they were different from the norm.\Shampoo\If I ever end up wanting to curse someone... response:	If I ever end up using my powers for evil...
context: He might be able to see something more terrifying\than anything that we can ever witness.\The things he feared,\and the things he avoided...\Mob understood that they were different from the norm.\Shampoo\If I ever end up wanting to curse someone...\If I ever end up using my powers for evil... response:	If I ever end up wanting to eradicate people rather than spirits...
context: than anything that we can ever witness.\The things he feared,\and the things he avoided...\Mob understood that they were different from the norm.\Shampoo\If I ever end up wanting to curse someone...\If I ever end up using my powers for evil...\If I ever end up wanting to eradicate people rather than spirits... response:	I wonder if anyone will yell at me for it.
context: The things he feared,\and the things he avoided...\Mob understood that they were different from the norm.\Shampoo\If I ever end up wanting to curse someone...\If I ever end up using my powers for evil...\If I ever end up wanting to eradicate people rather than spirits...\I wonder if anyone will yell at me for it. response:	Mob tried to think about everything that happened over the past two days,
context: and the things he avoided...\Mob understood that they were different from the norm.\Shampoo\If I ever end up wanting to curse someone...\If I ever end up using my powers for evil...\If I ever end up wanting to eradicate people rather than spirits...\I wonder if anyone will yell at me for it.\Mob tried to think about everything that happened over the past two days, response:	but perhaps out of exhaustion, he immediately fell asleep.
context: Mob understood that they were different from the norm.\Shampoo\If I ever end up wanting to curse someone...\If I ever end up using my powers for evil...\If I ever end up wanting to eradicate people rather than spirits...\I wonder if anyone will yell at me for it.\Mob tried to think about everything that happened over the past two days,\but perhaps out of exhaustion, he immediately fell asleep. response:	Mob
context: Shampoo\If I ever end up wanting to curse someone...\If I ever end up using my powers for evil...\If I ever end up wanting to eradicate people rather than spirits...\I wonder if anyone will yell at me for it.\Mob tried to think about everything that happened over the past two days,\but perhaps out of exhaustion, he immediately fell asleep.\Mob response:	We've been invited to a rich guy's house!
context: If I ever end up wanting to curse someone...\If I ever end up using my powers for evil...\If I ever end up wanting to eradicate people rather than spirits...\I wonder if anyone will yell at me for it.\Mob tried to think about everything that happened over the past two days,\but perhaps out of exhaustion, he immediately fell asleep.\Mob\We've been invited to a rich guy's house! response:	I smell a huge score!
context: If I ever end up using my powers for evil...\If I ever end up wanting to eradicate people rather than spirits...\I wonder if anyone will yell at me for it.\Mob tried to think about everything that happened over the past two days,\but perhaps out of exhaustion, he immediately fell asleep.\Mob\We've been invited to a rich guy's house!\I smell a huge score! response:	We're gonna make that money, Mob!
context: If I ever end up wanting to eradicate people rather than spirits...\I wonder if anyone will yell at me for it.\Mob tried to think about everything that happened over the past two days,\but perhaps out of exhaustion, he immediately fell asleep.\Mob\We've been invited to a rich guy's house!\I smell a huge score!\We're gonna make that money, Mob! response:	Inside Evil Spirit.
context: I wonder if anyone will yell at me for it.\Mob tried to think about everything that happened over the past two days,\but perhaps out of exhaustion, he immediately fell asleep.\Mob\We've been invited to a rich guy's house!\I smell a huge score!\We're gonna make that money, Mob!\Inside Evil Spirit. response:	Inside Evil Spirit
context: Mob tried to think about everything that happened over the past two days,\but perhaps out of exhaustion, he immediately fell asleep.\Mob\We've been invited to a rich guy's house!\I smell a huge score!\We're gonna make that money, Mob!\Inside Evil Spirit.\Inside Evil Spirit response:	A streaming service? But of course, that's an excellent decision!
