context: Opening response:	Signs
context: Really?\When we first met, I was thinking how alike we were.\Remember? It was at the station, on the day of the entrance ceremony.\You remember that?\Of course! Why wouldn't I?\But you didn't even know my class or name then.\Yeah, but when I got to class and saw you,\I thought Oh, it's him! response:	R-Really?
context: When we first met, I was thinking how alike we were.\Remember? It was at the station, on the day of the entrance ceremony.\You remember that?\Of course! Why wouldn't I?\But you didn't even know my class or name then.\Yeah, but when I got to class and saw you,\I thought Oh, it's him!\R-Really? response:	Calm down! It's too early to get nervous!
context: Remember? It was at the station, on the day of the entrance ceremony.\You remember that?\Of course! Why wouldn't I?\But you didn't even know my class or name then.\Yeah, but when I got to class and saw you,\I thought Oh, it's him!\R-Really?\Calm down! It's too early to get nervous! response:	But at least her opinion of me isn't bad, right?
context: You remember that?\Of course! Why wouldn't I?\But you didn't even know my class or name then.\Yeah, but when I got to class and saw you,\I thought Oh, it's him!\R-Really?\Calm down! It's too early to get nervous!\But at least her opinion of me isn't bad, right? response:	Could it be that if I go down this path,
context: Of course! Why wouldn't I?\But you didn't even know my class or name then.\Yeah, but when I got to class and saw you,\I thought Oh, it's him!\R-Really?\Calm down! It's too early to get nervous!\But at least her opinion of me isn't bad, right?\Could it be that if I go down this path, response:	I might actually get a life?
context: But you didn't even know my class or name then.\Yeah, but when I got to class and saw you,\I thought Oh, it's him!\R-Really?\Calm down! It's too early to get nervous!\But at least her opinion of me isn't bad, right?\Could it be that if I go down this path,\I might actually get a life? response:	Let's do the rest tomorrow.
context: Yeah, but when I got to class and saw you,\I thought Oh, it's him!\R-Really?\Calm down! It's too early to get nervous!\But at least her opinion of me isn't bad, right?\Could it be that if I go down this path,\I might actually get a life?\Let's do the rest tomorrow. response:	Should I make a move?
context: I thought Oh, it's him!\R-Really?\Calm down! It's too early to get nervous!\But at least her opinion of me isn't bad, right?\Could it be that if I go down this path,\I might actually get a life?\Let's do the rest tomorrow.\Should I make a move? response:	Why don't we walk home together?
context: R-Really?\Calm down! It's too early to get nervous!\But at least her opinion of me isn't bad, right?\Could it be that if I go down this path,\I might actually get a life?\Let's do the rest tomorrow.\Should I make a move?\Why don't we walk home together? response:	Wait, let's simulate it first.
context: Calm down! It's too early to get nervous!\But at least her opinion of me isn't bad, right?\Could it be that if I go down this path,\I might actually get a life?\Let's do the rest tomorrow.\Should I make a move?\Why don't we walk home together?\Wait, let's simulate it first. response:	Predict her reaction!
context: But at least her opinion of me isn't bad, right?\Could it be that if I go down this path,\I might actually get a life?\Let's do the rest tomorrow.\Should I make a move?\Why don't we walk home together?\Wait, let's simulate it first.\Predict her reaction! response:	Why don't we walk home together?
context: Could it be that if I go down this path,\I might actually get a life?\Let's do the rest tomorrow.\Should I make a move?\Why don't we walk home together?\Wait, let's simulate it first.\Predict her reaction!\Why don't we walk home together? response:	What's the occasion?
context: I might actually get a life?\Let's do the rest tomorrow.\Should I make a move?\Why don't we walk home together?\Wait, let's simulate it first.\Predict her reaction!\Why don't we walk home together?\What's the occasion? response:	Not a chance!
context: Let's do the rest tomorrow.\Should I make a move?\Why don't we walk home together?\Wait, let's simulate it first.\Predict her reaction!\Why don't we walk home together?\What's the occasion?\Not a chance! response:	Wh-What's wrong, Togashi?
context: Should I make a move?\Why don't we walk home together?\Wait, let's simulate it first.\Predict her reaction!\Why don't we walk home together?\What's the occasion?\Not a chance!\Wh-What's wrong, Togashi? response:	Nothing, I just
context: Why don't we walk home together?\Wait, let's simulate it first.\Predict her reaction!\Why don't we walk home together?\What's the occasion?\Not a chance!\Wh-What's wrong, Togashi?\Nothing, I just response:	Togashi?!
context: Wait, let's simulate it first.\Predict her reaction!\Why don't we walk home together?\What's the occasion?\Not a chance!\Wh-What's wrong, Togashi?\Nothing, I just\Togashi?! response:	What the hell?!
context: Predict her reaction!\Why don't we walk home together?\What's the occasion?\Not a chance!\Wh-What's wrong, Togashi?\Nothing, I just\Togashi?!\What the hell?! response:	You scared me!
context: Why don't we walk home together?\What's the occasion?\Not a chance!\Wh-What's wrong, Togashi?\Nothing, I just\Togashi?!\What the hell?!\You scared me! response:	It was you? Again?!
context: What's the occasion?\Not a chance!\Wh-What's wrong, Togashi?\Nothing, I just\Togashi?!\What the hell?!\You scared me!\It was you? Again?! response:	Yuuta, my head's spinning...
context: Not a chance!\Wh-What's wrong, Togashi?\Nothing, I just\Togashi?!\What the hell?!\You scared me!\It was you? Again?!\Yuuta, my head's spinning... response:	Takanashi?
context: Wh-What's wrong, Togashi?\Nothing, I just\Togashi?!\What the hell?!\You scared me!\It was you? Again?!\Yuuta, my head's spinning...\Takanashi? response:	Why are you two here?
context: Nothing, I just\Togashi?!\What the hell?!\You scared me!\It was you? Again?!\Yuuta, my head's spinning...\Takanashi?\Why are you two here? response:	We're doing some work for the teacher.
context: Togashi?!\What the hell?!\You scared me!\It was you? Again?!\Yuuta, my head's spinning...\Takanashi?\Why are you two here?\We're doing some work for the teacher. response:	Just ignore her, okay?
context: What the hell?!\You scared me!\It was you? Again?!\Yuuta, my head's spinning...\Takanashi?\Why are you two here?\We're doing some work for the teacher.\Just ignore her, okay? response:	So many drugs for such a simple school.
context: You scared me!\It was you? Again?!\Yuuta, my head's spinning...\Takanashi?\Why are you two here?\We're doing some work for the teacher.\Just ignore her, okay?\So many drugs for such a simple school. response:	The arm of the Overseers is long indeed.
context: It was you? Again?!\Yuuta, my head's spinning...\Takanashi?\Why are you two here?\We're doing some work for the teacher.\Just ignore her, okay?\So many drugs for such a simple school.\The arm of the Overseers is long indeed. response:	Could you just quit this charade and take off the coat?
context: Yuuta, my head's spinning...\Takanashi?\Why are you two here?\We're doing some work for the teacher.\Just ignore her, okay?\So many drugs for such a simple school.\The arm of the Overseers is long indeed.\Could you just quit this charade and take off the coat? response:	It's not even yours, is it?
