context: Gashako? response:	TL note: Japs think you're supposed to eat KFC on Christmas.
context: Mai is extremely calculating, and she loves mystery novels, so her deductive reasoning is excellent.\The current two members of the perfect crime club decide that they must have her abilities,\so they thoroughly investigate her.\How will they get her to join?\It should be in a perfect crime-like way, right?\They'll arrange a mysterious surprise for Mai's birthday,\which will lead her to investigate and eventually deduce their identities.\The serious humor can come from the usually unflappable Mai getting flustered, response:	and it'll show her cuteness as a heroine!
context: The current two members of the perfect crime club decide that they must have her abilities,\so they thoroughly investigate her.\How will they get her to join?\It should be in a perfect crime-like way, right?\They'll arrange a mysterious surprise for Mai's birthday,\which will lead her to investigate and eventually deduce their identities.\The serious humor can come from the usually unflappable Mai getting flustered,\and it'll show her cuteness as a heroine! response:	I think it'll be interesting that they let themselves be discovered.
context: so they thoroughly investigate her.\How will they get her to join?\It should be in a perfect crime-like way, right?\They'll arrange a mysterious surprise for Mai's birthday,\which will lead her to investigate and eventually deduce their identities.\The serious humor can come from the usually unflappable Mai getting flustered,\and it'll show her cuteness as a heroine!\I think it'll be interesting that they let themselves be discovered. response:	You've already got it all planned out, huh?
context: How will they get her to join?\It should be in a perfect crime-like way, right?\They'll arrange a mysterious surprise for Mai's birthday,\which will lead her to investigate and eventually deduce their identities.\The serious humor can come from the usually unflappable Mai getting flustered,\and it'll show her cuteness as a heroine!\I think it'll be interesting that they let themselves be discovered.\You've already got it all planned out, huh? response:	Yeah.
context: It should be in a perfect crime-like way, right?\They'll arrange a mysterious surprise for Mai's birthday,\which will lead her to investigate and eventually deduce their identities.\The serious humor can come from the usually unflappable Mai getting flustered,\and it'll show her cuteness as a heroine!\I think it'll be interesting that they let themselves be discovered.\You've already got it all planned out, huh?\Yeah. response:	Then you two should go ahead and make the second chapter.
context: They'll arrange a mysterious surprise for Mai's birthday,\which will lead her to investigate and eventually deduce their identities.\The serious humor can come from the usually unflappable Mai getting flustered,\and it'll show her cuteness as a heroine!\I think it'll be interesting that they let themselves be discovered.\You've already got it all planned out, huh?\Yeah.\Then you two should go ahead and make the second chapter. response:	It sounds like I'm better off waiting to read it than hearing about it now.
context: which will lead her to investigate and eventually deduce their identities.\The serious humor can come from the usually unflappable Mai getting flustered,\and it'll show her cuteness as a heroine!\I think it'll be interesting that they let themselves be discovered.\You've already got it all planned out, huh?\Yeah.\Then you two should go ahead and make the second chapter.\It sounds like I'm better off waiting to read it than hearing about it now. response:	Yes!
context: The serious humor can come from the usually unflappable Mai getting flustered,\and it'll show her cuteness as a heroine!\I think it'll be interesting that they let themselves be discovered.\You've already got it all planned out, huh?\Yeah.\Then you two should go ahead and make the second chapter.\It sounds like I'm better off waiting to read it than hearing about it now.\Yes! response:	Okay!
context: and it'll show her cuteness as a heroine!\I think it'll be interesting that they let themselves be discovered.\You've already got it all planned out, huh?\Yeah.\Then you two should go ahead and make the second chapter.\It sounds like I'm better off waiting to read it than hearing about it now.\Yes!\Okay! response:	In a week, then!
context: I think it'll be interesting that they let themselves be discovered.\You've already got it all planned out, huh?\Yeah.\Then you two should go ahead and make the second chapter.\It sounds like I'm better off waiting to read it than hearing about it now.\Yes!\Okay!\In a week, then! response:	Miura!
context: You've already got it all planned out, huh?\Yeah.\Then you two should go ahead and make the second chapter.\It sounds like I'm better off waiting to read it than hearing about it now.\Yes!\Okay!\In a week, then!\Miura! response:	What's going on with Ashirogi?!
context: Yeah.\Then you two should go ahead and make the second chapter.\It sounds like I'm better off waiting to read it than hearing about it now.\Yes!\Okay!\In a week, then!\Miura!\What's going on with Ashirogi?! response:	There's not even a week left until the deadline for the storyboard!
context: Then you two should go ahead and make the second chapter.\It sounds like I'm better off waiting to read it than hearing about it now.\Yes!\Okay!\In a week, then!\Miura!\What's going on with Ashirogi?!\There's not even a week left until the deadline for the storyboard! response:	Well, they'll definitely make it in time, so let's stay calm
context: It sounds like I'm better off waiting to read it than hearing about it now.\Yes!\Okay!\In a week, then!\Miura!\What's going on with Ashirogi?!\There's not even a week left until the deadline for the storyboard!\Well, they'll definitely make it in time, so let's stay calm response:	Stay calm?!
context: Yes!\Okay!\In a week, then!\Miura!\What's going on with Ashirogi?!\There's not even a week left until the deadline for the storyboard!\Well, they'll definitely make it in time, so let's stay calm\Stay calm?! response:	You know...
context: Okay!\In a week, then!\Miura!\What's going on with Ashirogi?!\There's not even a week left until the deadline for the storyboard!\Well, they'll definitely make it in time, so let's stay calm\Stay calm?!\You know... response:	Oh, excuse me.
context: In a week, then!\Miura!\What's going on with Ashirogi?!\There's not even a week left until the deadline for the storyboard!\Well, they'll definitely make it in time, so let's stay calm\Stay calm?!\You know...\Oh, excuse me. response:	Oh, Takahama, are you finished?
context: Miura!\What's going on with Ashirogi?!\There's not even a week left until the deadline for the storyboard!\Well, they'll definitely make it in time, so let's stay calm\Stay calm?!\You know...\Oh, excuse me.\Oh, Takahama, are you finished? response:	Okay, I'll come right over.
context: What's going on with Ashirogi?!\There's not even a week left until the deadline for the storyboard!\Well, they'll definitely make it in time, so let's stay calm\Stay calm?!\You know...\Oh, excuse me.\Oh, Takahama, are you finished?\Okay, I'll come right over. response:	It looks like Takahama finished his storyboard, so I'll be heading out.
context: There's not even a week left until the deadline for the storyboard!\Well, they'll definitely make it in time, so let's stay calm\Stay calm?!\You know...\Oh, excuse me.\Oh, Takahama, are you finished?\Okay, I'll come right over.\It looks like Takahama finished his storyboard, so I'll be heading out. response:	Shouldn't Ashirogi be more important than Takahama right now?
context: Well, they'll definitely make it in time, so let's stay calm\Stay calm?!\You know...\Oh, excuse me.\Oh, Takahama, are you finished?\Okay, I'll come right over.\It looks like Takahama finished his storyboard, so I'll be heading out.\Shouldn't Ashirogi be more important than Takahama right now? response:	I fixed everything like you said!
context: Stay calm?!\You know...\Oh, excuse me.\Oh, Takahama, are you finished?\Okay, I'll come right over.\It looks like Takahama finished his storyboard, so I'll be heading out.\Shouldn't Ashirogi be more important than Takahama right now?\I fixed everything like you said! response:	It's way better than last time!
