context: Quit part-time job response:	Thanks for your support so far.
context: erase... it... for... you...\Okay.\All erased.\Thank you.\Let's go.\Joumon-era was...\Hey, Ishida.\Class is not over. response:	I see. I'm sorry.
context: Okay.\All erased.\Thank you.\Let's go.\Joumon-era was...\Hey, Ishida.\Class is not over.\I see. I'm sorry. response:	Uhm... Now I have lost my train of thought..
context: All erased.\Thank you.\Let's go.\Joumon-era was...\Hey, Ishida.\Class is not over.\I see. I'm sorry.\Uhm... Now I have lost my train of thought.. response:	Well, what kind of house were they living in? They lived...
context: Thank you.\Let's go.\Joumon-era was...\Hey, Ishida.\Class is not over.\I see. I'm sorry.\Uhm... Now I have lost my train of thought..\Well, what kind of house were they living in? They lived... response:	Quite surprised, aren't you?
context: Let's go.\Joumon-era was...\Hey, Ishida.\Class is not over.\I see. I'm sorry.\Uhm... Now I have lost my train of thought..\Well, what kind of house were they living in? They lived...\Quite surprised, aren't you? response:	Hey, Nishimiya-san.
context: Joumon-era was...\Hey, Ishida.\Class is not over.\I see. I'm sorry.\Uhm... Now I have lost my train of thought..\Well, what kind of house were they living in? They lived...\Quite surprised, aren't you?\Hey, Nishimiya-san. response:	Does this mean you can actually hear?
context: Hey, Ishida.\Class is not over.\I see. I'm sorry.\Uhm... Now I have lost my train of thought..\Well, what kind of house were they living in? They lived...\Quite surprised, aren't you?\Hey, Nishimiya-san.\Does this mean you can actually hear? response:	Yeah, I was wondering the same thing myself.
context: Class is not over.\I see. I'm sorry.\Uhm... Now I have lost my train of thought..\Well, what kind of house were they living in? They lived...\Quite surprised, aren't you?\Hey, Nishimiya-san.\Does this mean you can actually hear?\Yeah, I was wondering the same thing myself. response:	Could I take a look a them, please?
context: I see. I'm sorry.\Uhm... Now I have lost my train of thought..\Well, what kind of house were they living in? They lived...\Quite surprised, aren't you?\Hey, Nishimiya-san.\Does this mean you can actually hear?\Yeah, I was wondering the same thing myself.\Could I take a look a them, please? response:	Ueno.
context: Uhm... Now I have lost my train of thought..\Well, what kind of house were they living in? They lived...\Quite surprised, aren't you?\Hey, Nishimiya-san.\Does this mean you can actually hear?\Yeah, I was wondering the same thing myself.\Could I take a look a them, please?\Ueno. response:	What is it? Gimme.
context: Well, what kind of house were they living in? They lived...\Quite surprised, aren't you?\Hey, Nishimiya-san.\Does this mean you can actually hear?\Yeah, I was wondering the same thing myself.\Could I take a look a them, please?\Ueno.\What is it? Gimme. response:	Oh, what is this?
context: Quite surprised, aren't you?\Hey, Nishimiya-san.\Does this mean you can actually hear?\Yeah, I was wondering the same thing myself.\Could I take a look a them, please?\Ueno.\What is it? Gimme.\Oh, what is this? response:	It's filthy!
context: Hey, Nishimiya-san.\Does this mean you can actually hear?\Yeah, I was wondering the same thing myself.\Could I take a look a them, please?\Ueno.\What is it? Gimme.\Oh, what is this?\It's filthy! response:	Ouch!
context: Does this mean you can actually hear?\Yeah, I was wondering the same thing myself.\Could I take a look a them, please?\Ueno.\What is it? Gimme.\Oh, what is this?\It's filthy!\Ouch! response:	Wh-What?
context: Yeah, I was wondering the same thing myself.\Could I take a look a them, please?\Ueno.\What is it? Gimme.\Oh, what is this?\It's filthy!\Ouch!\Wh-What? response:	Oh my god,
context: Could I take a look a them, please?\Ueno.\What is it? Gimme.\Oh, what is this?\It's filthy!\Ouch!\Wh-What?\Oh my god, response:	Nishimiya-san, are you okay?
context: Ueno.\What is it? Gimme.\Oh, what is this?\It's filthy!\Ouch!\Wh-What?\Oh my god,\Nishimiya-san, are you okay? response:	What should I do...?
context: What is it? Gimme.\Oh, what is this?\It's filthy!\Ouch!\Wh-What?\Oh my god,\Nishimiya-san, are you okay?\What should I do...? response:	Nishimiya-san.
context: Oh, what is this?\It's filthy!\Ouch!\Wh-What?\Oh my god,\Nishimiya-san, are you okay?\What should I do...?\Nishimiya-san. response:	Hey, you went too far.
context: It's filthy!\Ouch!\Wh-What?\Oh my god,\Nishimiya-san, are you okay?\What should I do...?\Nishimiya-san.\Hey, you went too far. response:	Crap, so annoying, ugly-glasses.
context: Ouch!\Wh-What?\Oh my god,\Nishimiya-san, are you okay?\What should I do...?\Nishimiya-san.\Hey, you went too far.\Crap, so annoying, ugly-glasses. response:	What? Go away.
context: Wh-What?\Oh my god,\Nishimiya-san, are you okay?\What should I do...?\Nishimiya-san.\Hey, you went too far.\Crap, so annoying, ugly-glasses.\What? Go away. response:	Don't interrupt.
context: Oh my god,\Nishimiya-san, are you okay?\What should I do...?\Nishimiya-san.\Hey, you went too far.\Crap, so annoying, ugly-glasses.\What? Go away.\Don't interrupt. response:	What is she doing?
context: Nishimiya-san, are you okay?\What should I do...?\Nishimiya-san.\Hey, you went too far.\Crap, so annoying, ugly-glasses.\What? Go away.\Don't interrupt.\What is she doing? response:	Let's go home.
context: What should I do...?\Nishimiya-san.\Hey, you went too far.\Crap, so annoying, ugly-glasses.\What? Go away.\Don't interrupt.\What is she doing?\Let's go home. response:	I'm sorry.
context: Nishimiya-san.\Hey, you went too far.\Crap, so annoying, ugly-glasses.\What? Go away.\Don't interrupt.\What is she doing?\Let's go home.\I'm sorry. response:	You liar!
context: Hey, you went too far.\Crap, so annoying, ugly-glasses.\What? Go away.\Don't interrupt.\What is she doing?\Let's go home.\I'm sorry.\You liar! response:	If you want to tell me something, go ahead!
context: Crap, so annoying, ugly-glasses.\What? Go away.\Don't interrupt.\What is she doing?\Let's go home.\I'm sorry.\You liar!\If you want to tell me something, go ahead! response:	What!?
context: What? Go away.\Don't interrupt.\What is she doing?\Let's go home.\I'm sorry.\You liar!\If you want to tell me something, go ahead!\What!? response:	Stop it, you are disgusting!
context: Don't interrupt.\What is she doing?\Let's go home.\I'm sorry.\You liar!\If you want to tell me something, go ahead!\What!?\Stop it, you are disgusting! response:	Oh, Nishimiya-san is funny!
context: What is she doing?\Let's go home.\I'm sorry.\You liar!\If you want to tell me something, go ahead!\What!?\Stop it, you are disgusting!\Oh, Nishimiya-san is funny! response:	Shoya, you are blushing, aren't you?
context: Let's go home.\I'm sorry.\You liar!\If you want to tell me something, go ahead!\What!?\Stop it, you are disgusting!\Oh, Nishimiya-san is funny!\Shoya, you are blushing, aren't you? response:	No, I'm not!
context: I'm sorry.\You liar!\If you want to tell me something, go ahead!\What!?\Stop it, you are disgusting!\Oh, Nishimiya-san is funny!\Shoya, you are blushing, aren't you?\No, I'm not! response:	Let's go.
context: You liar!\If you want to tell me something, go ahead!\What!?\Stop it, you are disgusting!\Oh, Nishimiya-san is funny!\Shoya, you are blushing, aren't you?\No, I'm not!\Let's go. response:	Huh?
context: If you want to tell me something, go ahead!\What!?\Stop it, you are disgusting!\Oh, Nishimiya-san is funny!\Shoya, you are blushing, aren't you?\No, I'm not!\Let's go.\Huh? response:	Ugh. Is she serious, Nishimiya-san?
context: What!?\Stop it, you are disgusting!\Oh, Nishimiya-san is funny!\Shoya, you are blushing, aren't you?\No, I'm not!\Let's go.\Huh?\Ugh. Is she serious, Nishimiya-san? response:	It's unbelievable!
context: Stop it, you are disgusting!\Oh, Nishimiya-san is funny!\Shoya, you are blushing, aren't you?\No, I'm not!\Let's go.\Huh?\Ugh. Is she serious, Nishimiya-san?\It's unbelievable! response:	See you tomorrow, Shoya.
context: Oh, Nishimiya-san is funny!\Shoya, you are blushing, aren't you?\No, I'm not!\Let's go.\Huh?\Ugh. Is she serious, Nishimiya-san?\It's unbelievable!\See you tomorrow, Shoya. response:	Well, today I have a topic I need to talk about with all of you.
context: Shoya, you are blushing, aren't you?\No, I'm not!\Let's go.\Huh?\Ugh. Is she serious, Nishimiya-san?\It's unbelievable!\See you tomorrow, Shoya.\Well, today I have a topic I need to talk about with all of you. response:	It's concerning Nishimiya-san, who is absent today.
context: No, I'm not!\Let's go.\Huh?\Ugh. Is she serious, Nishimiya-san?\It's unbelievable!\See you tomorrow, Shoya.\Well, today I have a topic I need to talk about with all of you.\It's concerning Nishimiya-san, who is absent today. response:	Yesterday we had a call from Nishimiya-san's mother.
context: Let's go.\Huh?\Ugh. Is she serious, Nishimiya-san?\It's unbelievable!\See you tomorrow, Shoya.\Well, today I have a topic I need to talk about with all of you.\It's concerning Nishimiya-san, who is absent today.\Yesterday we had a call from Nishimiya-san's mother. response:	She said eight of Nishimiya-san's hearing aids have gone missing
context: Huh?\Ugh. Is she serious, Nishimiya-san?\It's unbelievable!\See you tomorrow, Shoya.\Well, today I have a topic I need to talk about with all of you.\It's concerning Nishimiya-san, who is absent today.\Yesterday we had a call from Nishimiya-san's mother.\She said eight of Nishimiya-san's hearing aids have gone missing response:	or been damaged in just 5 months.
context: Ugh. Is she serious, Nishimiya-san?\It's unbelievable!\See you tomorrow, Shoya.\Well, today I have a topic I need to talk about with all of you.\It's concerning Nishimiya-san, who is absent today.\Yesterday we had a call from Nishimiya-san's mother.\She said eight of Nishimiya-san's hearing aids have gone missing\or been damaged in just 5 months. response:	Nishimiya-san's mother worries she is bullied at school.
context: It's unbelievable!\See you tomorrow, Shoya.\Well, today I have a topic I need to talk about with all of you.\It's concerning Nishimiya-san, who is absent today.\Yesterday we had a call from Nishimiya-san's mother.\She said eight of Nishimiya-san's hearing aids have gone missing\or been damaged in just 5 months.\Nishimiya-san's mother worries she is bullied at school. response:	If any of you know anything about the bullying
context: See you tomorrow, Shoya.\Well, today I have a topic I need to talk about with all of you.\It's concerning Nishimiya-san, who is absent today.\Yesterday we had a call from Nishimiya-san's mother.\She said eight of Nishimiya-san's hearing aids have gone missing\or been damaged in just 5 months.\Nishimiya-san's mother worries she is bullied at school.\If any of you know anything about the bullying response:	or similar harassment of Nishimiya-san, please let us know.
