context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: Well, you can kiss all those shameless daydreams goodbye!\Hey, it's not like I had anything that specific in mind.\You and I... We're assassins, got that?\Yeah.\Keep it honed until it's sharp as hell! So you can use it at a moment's notice!\The knife in your heart!\Heart?\I didn't hear your answer! response:	Oh...
context: Hey, it's not like I had anything that specific in mind.\You and I... We're assassins, got that?\Yeah.\Keep it honed until it's sharp as hell! So you can use it at a moment's notice!\The knife in your heart!\Heart?\I didn't hear your answer!\Oh... response:	Right.
context: You and I... We're assassins, got that?\Yeah.\Keep it honed until it's sharp as hell! So you can use it at a moment's notice!\The knife in your heart!\Heart?\I didn't hear your answer!\Oh...\Right. response:	Jeez, you're such a handful!
context: Yeah.\Keep it honed until it's sharp as hell! So you can use it at a moment's notice!\The knife in your heart!\Heart?\I didn't hear your answer!\Oh...\Right.\Jeez, you're such a handful! response:	Oh! White Blood Cell! I have something to tell you!
context: Keep it honed until it's sharp as hell! So you can use it at a moment's notice!\The knife in your heart!\Heart?\I didn't hear your answer!\Oh...\Right.\Jeez, you're such a handful!\Oh! White Blood Cell! I have something to tell you! response:	Somehow, I just managed to finish all my tasks!
context: The knife in your heart!\Heart?\I didn't hear your answer!\Oh...\Right.\Jeez, you're such a handful!\Oh! White Blood Cell! I have something to tell you!\Somehow, I just managed to finish all my tasks! response:	Wait, how did you get that?
context: Heart?\I didn't hear your answer!\Oh...\Right.\Jeez, you're such a handful!\Oh! White Blood Cell! I have something to tell you!\Somehow, I just managed to finish all my tasks!\Wait, how did you get that? response:	I-It's nothing, okay?
context: I didn't hear your answer!\Oh...\Right.\Jeez, you're such a handful!\Oh! White Blood Cell! I have something to tell you!\Somehow, I just managed to finish all my tasks!\Wait, how did you get that?\I-It's nothing, okay? response:	Killer T... No, a mugger...
context: Oh...\Right.\Jeez, you're such a handful!\Oh! White Blood Cell! I have something to tell you!\Somehow, I just managed to finish all my tasks!\Wait, how did you get that?\I-It's nothing, okay?\Killer T... No, a mugger... response:	No, um, an antigen...
context: Right.\Jeez, you're such a handful!\Oh! White Blood Cell! I have something to tell you!\Somehow, I just managed to finish all my tasks!\Wait, how did you get that?\I-It's nothing, okay?\Killer T... No, a mugger...\No, um, an antigen... response:	This doesn't even hurt anymore.
context: Jeez, you're such a handful!\Oh! White Blood Cell! I have something to tell you!\Somehow, I just managed to finish all my tasks!\Wait, how did you get that?\I-It's nothing, okay?\Killer T... No, a mugger...\No, um, an antigen...\This doesn't even hurt anymore. response:	No, forget about my wounds!
context: Oh! White Blood Cell! I have something to tell you!\Somehow, I just managed to finish all my tasks!\Wait, how did you get that?\I-It's nothing, okay?\Killer T... No, a mugger...\No, um, an antigen...\This doesn't even hurt anymore.\No, forget about my wounds! response:	Anyway, did you just say you somehow finished all your tasks?
context: Somehow, I just managed to finish all my tasks!\Wait, how did you get that?\I-It's nothing, okay?\Killer T... No, a mugger...\No, um, an antigen...\This doesn't even hurt anymore.\No, forget about my wounds!\Anyway, did you just say you somehow finished all your tasks? response:	Y-Yes!
context: Wait, how did you get that?\I-It's nothing, okay?\Killer T... No, a mugger...\No, um, an antigen...\This doesn't even hurt anymore.\No, forget about my wounds!\Anyway, did you just say you somehow finished all your tasks?\Y-Yes! response:	Would you mind telling me all about it?
context: I-It's nothing, okay?\Killer T... No, a mugger...\No, um, an antigen...\This doesn't even hurt anymore.\No, forget about my wounds!\Anyway, did you just say you somehow finished all your tasks?\Y-Yes!\Would you mind telling me all about it? response:	I mean, about what you guys do...
context: Killer T... No, a mugger...\No, um, an antigen...\This doesn't even hurt anymore.\No, forget about my wounds!\Anyway, did you just say you somehow finished all your tasks?\Y-Yes!\Would you mind telling me all about it?\I mean, about what you guys do... response:	Oh, well, you see...
context: No, um, an antigen...\This doesn't even hurt anymore.\No, forget about my wounds!\Anyway, did you just say you somehow finished all your tasks?\Y-Yes!\Would you mind telling me all about it?\I mean, about what you guys do...\Oh, well, you see... response:	Just now, after I ran into you, the first place I went to was the vena cava!
context: This doesn't even hurt anymore.\No, forget about my wounds!\Anyway, did you just say you somehow finished all your tasks?\Y-Yes!\Would you mind telling me all about it?\I mean, about what you guys do...\Oh, well, you see...\Just now, after I ran into you, the first place I went to was the vena cava! response:	And since that's where all veins end up, it was so huge!
context: No, forget about my wounds!\Anyway, did you just say you somehow finished all your tasks?\Y-Yes!\Would you mind telling me all about it?\I mean, about what you guys do...\Oh, well, you see...\Just now, after I ran into you, the first place I went to was the vena cava!\And since that's where all veins end up, it was so huge! response:	Right.
context: Anyway, did you just say you somehow finished all your tasks?\Y-Yes!\Would you mind telling me all about it?\I mean, about what you guys do...\Oh, well, you see...\Just now, after I ran into you, the first place I went to was the vena cava!\And since that's where all veins end up, it was so huge!\Right. response:	After that, I went to the heart!
context: Y-Yes!\Would you mind telling me all about it?\I mean, about what you guys do...\Oh, well, you see...\Just now, after I ran into you, the first place I went to was the vena cava!\And since that's where all veins end up, it was so huge!\Right.\After that, I went to the heart! response:	I got all smooshed in there, so it was tough!
context: Would you mind telling me all about it?\I mean, about what you guys do...\Oh, well, you see...\Just now, after I ran into you, the first place I went to was the vena cava!\And since that's where all veins end up, it was so huge!\Right.\After that, I went to the heart!\I got all smooshed in there, so it was tough! response:	Like smooosh!
context: I mean, about what you guys do...\Oh, well, you see...\Just now, after I ran into you, the first place I went to was the vena cava!\And since that's where all veins end up, it was so huge!\Right.\After that, I went to the heart!\I got all smooshed in there, so it was tough!\Like smooosh! response:	Right, right.
context: Oh, well, you see...\Just now, after I ran into you, the first place I went to was the vena cava!\And since that's where all veins end up, it was so huge!\Right.\After that, I went to the heart!\I got all smooshed in there, so it was tough!\Like smooosh!\Right, right. response:	Oh, and also, when I was in the heart, I dropped my notes,
context: Just now, after I ran into you, the first place I went to was the vena cava!\And since that's where all veins end up, it was so huge!\Right.\After that, I went to the heart!\I got all smooshed in there, so it was tough!\Like smooosh!\Right, right.\Oh, and also, when I was in the heart, I dropped my notes, response:	but for some reason, they came blowing towards me from behind!
context: And since that's where all veins end up, it was so huge!\Right.\After that, I went to the heart!\I got all smooshed in there, so it was tough!\Like smooosh!\Right, right.\Oh, and also, when I was in the heart, I dropped my notes,\but for some reason, they came blowing towards me from behind! response:	Right.
context: Right.\After that, I went to the heart!\I got all smooshed in there, so it was tough!\Like smooosh!\Right, right.\Oh, and also, when I was in the heart, I dropped my notes,\but for some reason, they came blowing towards me from behind!\Right. response:	And then, I went to the lung and the pulmonary alveoli!
context: After that, I went to the heart!\I got all smooshed in there, so it was tough!\Like smooosh!\Right, right.\Oh, and also, when I was in the heart, I dropped my notes,\but for some reason, they came blowing towards me from behind!\Right.\And then, I went to the lung and the pulmonary alveoli! response:	From the outside, it was all lumpy-bumpy and a funny shape!
context: I got all smooshed in there, so it was tough!\Like smooosh!\Right, right.\Oh, and also, when I was in the heart, I dropped my notes,\but for some reason, they came blowing towards me from behind!\Right.\And then, I went to the lung and the pulmonary alveoli!\From the outside, it was all lumpy-bumpy and a funny shape! response:	Is that right? Wow. Lumpy-bumpy...
context: Like smooosh!\Right, right.\Oh, and also, when I was in the heart, I dropped my notes,\but for some reason, they came blowing towards me from behind!\Right.\And then, I went to the lung and the pulmonary alveoli!\From the outside, it was all lumpy-bumpy and a funny shape!\Is that right? Wow. Lumpy-bumpy... response:	And then...
context: Right, right.\Oh, and also, when I was in the heart, I dropped my notes,\but for some reason, they came blowing towards me from behind!\Right.\And then, I went to the lung and the pulmonary alveoli!\From the outside, it was all lumpy-bumpy and a funny shape!\Is that right? Wow. Lumpy-bumpy...\And then... response:	I made it ultra-light! It's light as a feather, guys!
context: Oh, and also, when I was in the heart, I dropped my notes,\but for some reason, they came blowing towards me from behind!\Right.\And then, I went to the lung and the pulmonary alveoli!\From the outside, it was all lumpy-bumpy and a funny shape!\Is that right? Wow. Lumpy-bumpy...\And then...\I made it ultra-light! It's light as a feather, guys! response:	Really? Let me see!
context: but for some reason, they came blowing towards me from behind!\Right.\And then, I went to the lung and the pulmonary alveoli!\From the outside, it was all lumpy-bumpy and a funny shape!\Is that right? Wow. Lumpy-bumpy...\And then...\I made it ultra-light! It's light as a feather, guys!\Really? Let me see! response:	Now migrating. Lost my way!
context: Right.\And then, I went to the lung and the pulmonary alveoli!\From the outside, it was all lumpy-bumpy and a funny shape!\Is that right? Wow. Lumpy-bumpy...\And then...\I made it ultra-light! It's light as a feather, guys!\Really? Let me see!\Now migrating. Lost my way! response:	Oh, you chump!
context: And then, I went to the lung and the pulmonary alveoli!\From the outside, it was all lumpy-bumpy and a funny shape!\Is that right? Wow. Lumpy-bumpy...\And then...\I made it ultra-light! It's light as a feather, guys!\Really? Let me see!\Now migrating. Lost my way!\Oh, you chump! response:	Damn.
context: From the outside, it was all lumpy-bumpy and a funny shape!\Is that right? Wow. Lumpy-bumpy...\And then...\I made it ultra-light! It's light as a feather, guys!\Really? Let me see!\Now migrating. Lost my way!\Oh, you chump!\Damn. response:	I'm so not envious...
context: Is that right? Wow. Lumpy-bumpy...\And then...\I made it ultra-light! It's light as a feather, guys!\Really? Let me see!\Now migrating. Lost my way!\Oh, you chump!\Damn.\I'm so not envious... response:	at all!
context: And then...\I made it ultra-light! It's light as a feather, guys!\Really? Let me see!\Now migrating. Lost my way!\Oh, you chump!\Damn.\I'm so not envious...\at all! response:	NEXT EPISODE PREVIEW
context: I made it ultra-light! It's light as a feather, guys!\Really? Let me see!\Now migrating. Lost my way!\Oh, you chump!\Damn.\I'm so not envious...\at all!\NEXT EPISODE PREVIEW response:	Keep it honed! The knife in your heart!
context: Really? Let me see!\Now migrating. Lost my way!\Oh, you chump!\Damn.\I'm so not envious...\at all!\NEXT EPISODE PREVIEW\Keep it honed! The knife in your heart! response:	Wait, how do you do that?
context: Now migrating. Lost my way!\Oh, you chump!\Damn.\I'm so not envious...\at all!\NEXT EPISODE PREVIEW\Keep it honed! The knife in your heart!\Wait, how do you do that? response:	Figure it out yourself!
context: Oh, you chump!\Damn.\I'm so not envious...\at all!\NEXT EPISODE PREVIEW\Keep it honed! The knife in your heart!\Wait, how do you do that?\Figure it out yourself! response:	Next episode of Cells at Work!, Thymocyte.
context: Damn.\I'm so not envious...\at all!\NEXT EPISODE PREVIEW\Keep it honed! The knife in your heart!\Wait, how do you do that?\Figure it out yourself!\Next episode of Cells at Work!, Thymocyte. response:	All right!
context: I'm so not envious...\at all!\NEXT EPISODE PREVIEW\Keep it honed! The knife in your heart!\Wait, how do you do that?\Figure it out yourself!\Next episode of Cells at Work!, Thymocyte.\All right! response:	Time to work! Time to work!
context: at all!\NEXT EPISODE PREVIEW\Keep it honed! The knife in your heart!\Wait, how do you do that?\Figure it out yourself!\Next episode of Cells at Work!, Thymocyte.\All right!\Time to work! Time to work! response:	EPISODE 9: THYMOCYTE
