context: Translation: MisaEditing: KlownzieTypsetting: LaytonEncoding: denpa response:	Mikage Shrine
context: Oh you, Tomoe-sama.\Nothing to do. I can't stand how selfish and annoying she can be.\I'm not needed?\Thank you for all the hard work you did, but I don't need you any longer!\The horror! You just lured, used, and discarded me.\Die!\A lady in this kind of show always gets tricked.\What's wrong, Nanami? You don't like your red bean jelly? response:	Nanami-chan, I don't think it's poisoned.
context: Nothing to do. I can't stand how selfish and annoying she can be.\I'm not needed?\Thank you for all the hard work you did, but I don't need you any longer!\The horror! You just lured, used, and discarded me.\Die!\A lady in this kind of show always gets tricked.\What's wrong, Nanami? You don't like your red bean jelly?\Nanami-chan, I don't think it's poisoned. response:	Tomoe, you really think you don't need me?
context: I'm not needed?\Thank you for all the hard work you did, but I don't need you any longer!\The horror! You just lured, used, and discarded me.\Die!\A lady in this kind of show always gets tricked.\What's wrong, Nanami? You don't like your red bean jelly?\Nanami-chan, I don't think it's poisoned.\Tomoe, you really think you don't need me? response:	What?
context: Thank you for all the hard work you did, but I don't need you any longer!\The horror! You just lured, used, and discarded me.\Die!\A lady in this kind of show always gets tricked.\What's wrong, Nanami? You don't like your red bean jelly?\Nanami-chan, I don't think it's poisoned.\Tomoe, you really think you don't need me?\What? response:	Red bean jelly is tasty all right, but I want to eat something soothing.
context: The horror! You just lured, used, and discarded me.\Die!\A lady in this kind of show always gets tricked.\What's wrong, Nanami? You don't like your red bean jelly?\Nanami-chan, I don't think it's poisoned.\Tomoe, you really think you don't need me?\What?\Red bean jelly is tasty all right, but I want to eat something soothing. response:	Tomoe-kun, what's this box?
context: Die!\A lady in this kind of show always gets tricked.\What's wrong, Nanami? You don't like your red bean jelly?\Nanami-chan, I don't think it's poisoned.\Tomoe, you really think you don't need me?\What?\Red bean jelly is tasty all right, but I want to eat something soothing.\Tomoe-kun, what's this box? response:	It's nothing! Don't touch it!
context: A lady in this kind of show always gets tricked.\What's wrong, Nanami? You don't like your red bean jelly?\Nanami-chan, I don't think it's poisoned.\Tomoe, you really think you don't need me?\What?\Red bean jelly is tasty all right, but I want to eat something soothing.\Tomoe-kun, what's this box?\It's nothing! Don't touch it! response:	Why not? So mean!
context: What's wrong, Nanami? You don't like your red bean jelly?\Nanami-chan, I don't think it's poisoned.\Tomoe, you really think you don't need me?\What?\Red bean jelly is tasty all right, but I want to eat something soothing.\Tomoe-kun, what's this box?\It's nothing! Don't touch it!\Why not? So mean! response:	Oh, that's the box Tanuko-san brought.
context: Nanami-chan, I don't think it's poisoned.\Tomoe, you really think you don't need me?\What?\Red bean jelly is tasty all right, but I want to eat something soothing.\Tomoe-kun, what's this box?\It's nothing! Don't touch it!\Why not? So mean!\Oh, that's the box Tanuko-san brought. response:	I wonder what's in it.
context: Tomoe, you really think you don't need me?\What?\Red bean jelly is tasty all right, but I want to eat something soothing.\Tomoe-kun, what's this box?\It's nothing! Don't touch it!\Why not? So mean!\Oh, that's the box Tanuko-san brought.\I wonder what's in it. response:	Just eat your red bean jelly!
context: What?\Red bean jelly is tasty all right, but I want to eat something soothing.\Tomoe-kun, what's this box?\It's nothing! Don't touch it!\Why not? So mean!\Oh, that's the box Tanuko-san brought.\I wonder what's in it.\Just eat your red bean jelly! response:	I'm sure there's something in it he doesn't want me to see.
context: Red bean jelly is tasty all right, but I want to eat something soothing.\Tomoe-kun, what's this box?\It's nothing! Don't touch it!\Why not? So mean!\Oh, that's the box Tanuko-san brought.\I wonder what's in it.\Just eat your red bean jelly!\I'm sure there's something in it he doesn't want me to see. response:	What's in it?
context: Tomoe-kun, what's this box?\It's nothing! Don't touch it!\Why not? So mean!\Oh, that's the box Tanuko-san brought.\I wonder what's in it.\Just eat your red bean jelly!\I'm sure there's something in it he doesn't want me to see.\What's in it? response:	As usual, this shrine sucks.
context: It's nothing! Don't touch it!\Why not? So mean!\Oh, that's the box Tanuko-san brought.\I wonder what's in it.\Just eat your red bean jelly!\I'm sure there's something in it he doesn't want me to see.\What's in it?\As usual, this shrine sucks. response:	I, the super star Kurama-sama, bought some expensive crabs for you, poor people.
context: Why not? So mean!\Oh, that's the box Tanuko-san brought.\I wonder what's in it.\Just eat your red bean jelly!\I'm sure there's something in it he doesn't want me to see.\What's in it?\As usual, this shrine sucks.\I, the super star Kurama-sama, bought some expensive crabs for you, poor people. response:	Appreciate it and eat!
context: Oh, that's the box Tanuko-san brought.\I wonder what's in it.\Just eat your red bean jelly!\I'm sure there's something in it he doesn't want me to see.\What's in it?\As usual, this shrine sucks.\I, the super star Kurama-sama, bought some expensive crabs for you, poor people.\Appreciate it and eat! response:	How irritating.
context: I wonder what's in it.\Just eat your red bean jelly!\I'm sure there's something in it he doesn't want me to see.\What's in it?\As usual, this shrine sucks.\I, the super star Kurama-sama, bought some expensive crabs for you, poor people.\Appreciate it and eat!\How irritating. response:	I guess you don't have anyone to eat hotpot with. Poor Tengu.
context: Just eat your red bean jelly!\I'm sure there's something in it he doesn't want me to see.\What's in it?\As usual, this shrine sucks.\I, the super star Kurama-sama, bought some expensive crabs for you, poor people.\Appreciate it and eat!\How irritating.\I guess you don't have anyone to eat hotpot with. Poor Tengu. response:	What... What's inside the box?
context: I'm sure there's something in it he doesn't want me to see.\What's in it?\As usual, this shrine sucks.\I, the super star Kurama-sama, bought some expensive crabs for you, poor people.\Appreciate it and eat!\How irritating.\I guess you don't have anyone to eat hotpot with. Poor Tengu.\What... What's inside the box? response:	Um?
context: What's in it?\As usual, this shrine sucks.\I, the super star Kurama-sama, bought some expensive crabs for you, poor people.\Appreciate it and eat!\How irritating.\I guess you don't have anyone to eat hotpot with. Poor Tengu.\What... What's inside the box?\Um? response:	What's wrong, Nanami?
context: As usual, this shrine sucks.\I, the super star Kurama-sama, bought some expensive crabs for you, poor people.\Appreciate it and eat!\How irritating.\I guess you don't have anyone to eat hotpot with. Poor Tengu.\What... What's inside the box?\Um?\What's wrong, Nanami? response:	You still don't feel like eating?
context: I, the super star Kurama-sama, bought some expensive crabs for you, poor people.\Appreciate it and eat!\How irritating.\I guess you don't have anyone to eat hotpot with. Poor Tengu.\What... What's inside the box?\Um?\What's wrong, Nanami?\You still don't feel like eating? response:	You're always bothering me with talk about eels and crabs.
context: Appreciate it and eat!\How irritating.\I guess you don't have anyone to eat hotpot with. Poor Tengu.\What... What's inside the box?\Um?\What's wrong, Nanami?\You still don't feel like eating?\You're always bothering me with talk about eels and crabs. response:	W-Was I that much trouble?
context: How irritating.\I guess you don't have anyone to eat hotpot with. Poor Tengu.\What... What's inside the box?\Um?\What's wrong, Nanami?\You still don't feel like eating?\You're always bothering me with talk about eels and crabs.\W-Was I that much trouble? response:	Kind of.
context: I guess you don't have anyone to eat hotpot with. Poor Tengu.\What... What's inside the box?\Um?\What's wrong, Nanami?\You still don't feel like eating?\You're always bothering me with talk about eels and crabs.\W-Was I that much trouble?\Kind of. response:	Mizuki, don't pour her sake.
context: What... What's inside the box?\Um?\What's wrong, Nanami?\You still don't feel like eating?\You're always bothering me with talk about eels and crabs.\W-Was I that much trouble?\Kind of.\Mizuki, don't pour her sake. response:	She's not allowed to drink.
context: Um?\What's wrong, Nanami?\You still don't feel like eating?\You're always bothering me with talk about eels and crabs.\W-Was I that much trouble?\Kind of.\Mizuki, don't pour her sake.\She's not allowed to drink. response:	Then it's only for us. You can't drink either, Tengu-kun?
context: What's wrong, Nanami?\You still don't feel like eating?\You're always bothering me with talk about eels and crabs.\W-Was I that much trouble?\Kind of.\Mizuki, don't pour her sake.\She's not allowed to drink.\Then it's only for us. You can't drink either, Tengu-kun? response:	What? Are you kidding? Everyone knows I'm a heavy drinker!
context: You still don't feel like eating?\You're always bothering me with talk about eels and crabs.\W-Was I that much trouble?\Kind of.\Mizuki, don't pour her sake.\She's not allowed to drink.\Then it's only for us. You can't drink either, Tengu-kun?\What? Are you kidding? Everyone knows I'm a heavy drinker! response:	Really?
context: You're always bothering me with talk about eels and crabs.\W-Was I that much trouble?\Kind of.\Mizuki, don't pour her sake.\She's not allowed to drink.\Then it's only for us. You can't drink either, Tengu-kun?\What? Are you kidding? Everyone knows I'm a heavy drinker!\Really? response:	He's just trying to lie.
context: W-Was I that much trouble?\Kind of.\Mizuki, don't pour her sake.\She's not allowed to drink.\Then it's only for us. You can't drink either, Tengu-kun?\What? Are you kidding? Everyone knows I'm a heavy drinker!\Really?\He's just trying to lie. response:	What?
context: Kind of.\Mizuki, don't pour her sake.\She's not allowed to drink.\Then it's only for us. You can't drink either, Tengu-kun?\What? Are you kidding? Everyone knows I'm a heavy drinker!\Really?\He's just trying to lie.\What? response:	So you can't drink. How boring.
context: Mizuki, don't pour her sake.\She's not allowed to drink.\Then it's only for us. You can't drink either, Tengu-kun?\What? Are you kidding? Everyone knows I'm a heavy drinker!\Really?\He's just trying to lie.\What?\So you can't drink. How boring. response:	Wait a minute there.
context: She's not allowed to drink.\Then it's only for us. You can't drink either, Tengu-kun?\What? Are you kidding? Everyone knows I'm a heavy drinker!\Really?\He's just trying to lie.\What?\So you can't drink. How boring.\Wait a minute there. response:	Don't you want to hear some of my awesome stories?
