context: I-I-I have a... fiancee? response:	And what do you mean, she's coming tomorrow?
context: Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo response:	A chance to break this cycle
context: Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle response:	A chance to break this cycle
context: Only to wipe it clean and discard it\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\A chance to break this cycle response:	A chance to break this cycle
context: Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle response:	A chance to break this cycle
context: konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle response:	maneku bakari no yubisaki wo
context: konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\maneku bakari no yubisaki wo response:	maneku bakari no yubisaki wo
context: konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo response:	maneku bakari no yubisaki wo
context: konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo response:	maneku bakari no yubisaki wo
context: A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo response:	Lies in my fingertips
context: A chance to break this cycle\A chance to break this cycle\A chance to break this cycle\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\Lies in my fingertips response:	Lies in my fingertips
context: A chance to break this cycle\A chance to break this cycle\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\Lies in my fingertips\Lies in my fingertips response:	Lies in my fingertips
context: A chance to break this cycle\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips response:	Lies in my fingertips
context: maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips response:	tenohira de kasanete
context: maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\tenohira de kasanete response:	tenohira de kasanete
context: maneku bakari no yubisaki wo\maneku bakari no yubisaki wo\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\tenohira de kasanete\tenohira de kasanete response:	tenohira de kasanete
context: maneku bakari no yubisaki wo\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete response:	tenohira de kasanete
context: Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete response:	That I'm holding up with my hand
context: Lies in my fingertips\Lies in my fingertips\Lies in my fingertips\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\That I'm holding up with my hand response:	That I'm holding up with my hand
context: Lies in my fingertips\Lies in my fingertips\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\That I'm holding up with my hand\That I'm holding up with my hand response:	That I'm holding up with my hand
context: Lies in my fingertips\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand response:	That I'm holding up with my hand
context: tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand response:	ima wo kaeru koto wa tsurai koto mo aru kedo
context: tenohira de kasanete\tenohira de kasanete\tenohira de kasanete\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo response:	ima wo kaeru koto wa tsurai koto mo aru kedo
context: tenohira de kasanete\tenohira de kasanete\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo response:	ima wo kaeru koto wa tsurai koto mo aru kedo
context: tenohira de kasanete\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo response:	ima wo kaeru koto wa tsurai koto mo aru kedo
context: That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo response:	Changing the status quo can be painful
context: That I'm holding up with my hand\That I'm holding up with my hand\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful response:	Changing the status quo can be painful
context: That I'm holding up with my hand\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\Changing the status quo can be painful response:	Changing the status quo can be painful
context: That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful response:	Changing the status quo can be painful
context: ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful response:	tatoe piisu ga sorottemo
context: ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\tatoe piisu ga sorottemo response:	tatoe piisu ga sorottemo
context: ima wo kaeru koto wa tsurai koto mo aru kedo\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo response:	tatoe piisu ga sorottemo
context: ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo response:	tatoe piisu ga sorottemo
context: Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo response:	But even when all the pieces are gathered
context: Changing the status quo can be painful\Changing the status quo can be painful\Changing the status quo can be painful\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\But even when all the pieces are gathered response:	But even when all the pieces are gathered
context: Changing the status quo can be painful\Changing the status quo can be painful\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\But even when all the pieces are gathered\But even when all the pieces are gathered response:	But even when all the pieces are gathered
context: Changing the status quo can be painful\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered response:	But even when all the pieces are gathered
context: tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered response:	kono te de michibikanakya
context: tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\kono te de michibikanakya response:	kono te de michibikanakya
context: tatoe piisu ga sorottemo\tatoe piisu ga sorottemo\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\kono te de michibikanakya\kono te de michibikanakya response:	kono te de michibikanakya
context: tatoe piisu ga sorottemo\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya response:	kono te de michibikanakya
context: But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya response:	I still need to put them together myself
context: But even when all the pieces are gathered\But even when all the pieces are gathered\But even when all the pieces are gathered\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\I still need to put them together myself response:	I still need to put them together myself
context: But even when all the pieces are gathered\But even when all the pieces are gathered\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\I still need to put them together myself\I still need to put them together myself response:	I still need to put them together myself
context: But even when all the pieces are gathered\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself response:	I still need to put them together myself
context: kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself response:	daiji na ima wo tebanasu no wa kowai yo ne
context: kono te de michibikanakya\kono te de michibikanakya\kono te de michibikanakya\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne response:	daiji na ima wo tebanasu no wa kowai yo ne
context: kono te de michibikanakya\kono te de michibikanakya\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne response:	daiji na ima wo tebanasu no wa kowai yo ne
context: kono te de michibikanakya\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne response:	daiji na ima wo tebanasu no wa kowai yo ne
context: I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne response:	As much as I'm scared to let go of the present I cherish
context: I still need to put them together myself\I still need to put them together myself\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish response:	As much as I'm scared to let go of the present I cherish
context: I still need to put them together myself\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish response:	As much as I'm scared to let go of the present I cherish
context: I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish response:	As much as I'm scared to let go of the present I cherish
context: daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish response:	demo machinozonda subete wa soko ni aru no
context: daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no response:	demo machinozonda subete wa soko ni aru no
context: daiji na ima wo tebanasu no wa kowai yo ne\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no response:	demo machinozonda subete wa soko ni aru no
context: daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no response:	demo machinozonda subete wa soko ni aru no
context: As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no response:	Everything I've been waiting for is there
context: As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there response:	Everything I've been waiting for is there
context: As much as I'm scared to let go of the present I cherish\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\Everything I've been waiting for is there response:	Everything I've been waiting for is there
context: As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there response:	Everything I've been waiting for is there
context: demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there response:	soko ni aru no
context: demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\soko ni aru no response:	soko ni aru no
context: demo machinozonda subete wa soko ni aru no\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\soko ni aru no\soko ni aru no response:	soko ni aru no
context: demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\soko ni aru no\soko ni aru no\soko ni aru no response:	soko ni aru no
context: Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\soko ni aru no\soko ni aru no\soko ni aru no\soko ni aru no response:	It's all there
context: Everything I've been waiting for is there\Everything I've been waiting for is there\Everything I've been waiting for is there\soko ni aru no\soko ni aru no\soko ni aru no\soko ni aru no\It's all there response:	It's all there
context: Everything I've been waiting for is there\Everything I've been waiting for is there\soko ni aru no\soko ni aru no\soko ni aru no\soko ni aru no\It's all there\It's all there response:	It's all there
context: Everything I've been waiting for is there\soko ni aru no\soko ni aru no\soko ni aru no\soko ni aru no\It's all there\It's all there\It's all there response:	It's all there
