context: A chronic disease I suffer from. response:	I get sleep attacks.
context: Not over there. Over here.\Kurugaya-san?\You're Riki-kun, right?\If there's no coffee here, perhaps you'd like some of mine?\I'm looking for something stimulating.\I was getting quite bored being by myself.\But class is about to\Just shut up. response:	If you try to run, I'll kill you.
context: Kurugaya-san?\You're Riki-kun, right?\If there's no coffee here, perhaps you'd like some of mine?\I'm looking for something stimulating.\I was getting quite bored being by myself.\But class is about to\Just shut up.\If you try to run, I'll kill you. response:	If you call for help, I'll kill you.
context: You're Riki-kun, right?\If there's no coffee here, perhaps you'd like some of mine?\I'm looking for something stimulating.\I was getting quite bored being by myself.\But class is about to\Just shut up.\If you try to run, I'll kill you.\If you call for help, I'll kill you. response:	You dimwit.
context: If there's no coffee here, perhaps you'd like some of mine?\I'm looking for something stimulating.\I was getting quite bored being by myself.\But class is about to\Just shut up.\If you try to run, I'll kill you.\If you call for help, I'll kill you.\You dimwit. response:	Dim
context: I'm looking for something stimulating.\I was getting quite bored being by myself.\But class is about to\Just shut up.\If you try to run, I'll kill you.\If you call for help, I'll kill you.\You dimwit.\Dim response:	You might make for interesting conversation.
context: I was getting quite bored being by myself.\But class is about to\Just shut up.\If you try to run, I'll kill you.\If you call for help, I'll kill you.\You dimwit.\Dim\You might make for interesting conversation. response:	W-Wait!
context: But class is about to\Just shut up.\If you try to run, I'll kill you.\If you call for help, I'll kill you.\You dimwit.\Dim\You might make for interesting conversation.\W-Wait! response:	It's like a sidewalk cafe.
context: Just shut up.\If you try to run, I'll kill you.\If you call for help, I'll kill you.\You dimwit.\Dim\You might make for interesting conversation.\W-Wait!\It's like a sidewalk cafe. response:	It's a bit too gloomy to be called a sidewalk cafe.
context: If you try to run, I'll kill you.\If you call for help, I'll kill you.\You dimwit.\Dim\You might make for interesting conversation.\W-Wait!\It's like a sidewalk cafe.\It's a bit too gloomy to be called a sidewalk cafe. response:	Call it a sense of Japanese wabi-sabi.
context: If you call for help, I'll kill you.\You dimwit.\Dim\You might make for interesting conversation.\W-Wait!\It's like a sidewalk cafe.\It's a bit too gloomy to be called a sidewalk cafe.\Call it a sense of Japanese wabi-sabi. response:	Wouldn't I make a good painting of a young daughter from a noble family sitting like this?
context: You dimwit.\Dim\You might make for interesting conversation.\W-Wait!\It's like a sidewalk cafe.\It's a bit too gloomy to be called a sidewalk cafe.\Call it a sense of Japanese wabi-sabi.\Wouldn't I make a good painting of a young daughter from a noble family sitting like this? response:	W-Well, you might make a good painting...
context: Dim\You might make for interesting conversation.\W-Wait!\It's like a sidewalk cafe.\It's a bit too gloomy to be called a sidewalk cafe.\Call it a sense of Japanese wabi-sabi.\Wouldn't I make a good painting of a young daughter from a noble family sitting like this?\W-Well, you might make a good painting... response:	Though the only feeling you'd get is, What fallen noble's daughter is this?
context: You might make for interesting conversation.\W-Wait!\It's like a sidewalk cafe.\It's a bit too gloomy to be called a sidewalk cafe.\Call it a sense of Japanese wabi-sabi.\Wouldn't I make a good painting of a young daughter from a noble family sitting like this?\W-Well, you might make a good painting...\Though the only feeling you'd get is, What fallen noble's daughter is this? response:	Come have a seat, Riki-kun.
context: W-Wait!\It's like a sidewalk cafe.\It's a bit too gloomy to be called a sidewalk cafe.\Call it a sense of Japanese wabi-sabi.\Wouldn't I make a good painting of a young daughter from a noble family sitting like this?\W-Well, you might make a good painting...\Though the only feeling you'd get is, What fallen noble's daughter is this?\Come have a seat, Riki-kun. response:	I'm a cute schoolgirl, am I not?
context: It's like a sidewalk cafe.\It's a bit too gloomy to be called a sidewalk cafe.\Call it a sense of Japanese wabi-sabi.\Wouldn't I make a good painting of a young daughter from a noble family sitting like this?\W-Well, you might make a good painting...\Though the only feeling you'd get is, What fallen noble's daughter is this?\Come have a seat, Riki-kun.\I'm a cute schoolgirl, am I not? response:	Any normal boy of your age would give the world for this kind of invitation.
context: It's a bit too gloomy to be called a sidewalk cafe.\Call it a sense of Japanese wabi-sabi.\Wouldn't I make a good painting of a young daughter from a noble family sitting like this?\W-Well, you might make a good painting...\Though the only feeling you'd get is, What fallen noble's daughter is this?\Come have a seat, Riki-kun.\I'm a cute schoolgirl, am I not?\Any normal boy of your age would give the world for this kind of invitation. response:	Or do you swing that way, boy?
context: Call it a sense of Japanese wabi-sabi.\Wouldn't I make a good painting of a young daughter from a noble family sitting like this?\W-Well, you might make a good painting...\Though the only feeling you'd get is, What fallen noble's daughter is this?\Come have a seat, Riki-kun.\I'm a cute schoolgirl, am I not?\Any normal boy of your age would give the world for this kind of invitation.\Or do you swing that way, boy? response:	Of course not!
context: Wouldn't I make a good painting of a young daughter from a noble family sitting like this?\W-Well, you might make a good painting...\Though the only feeling you'd get is, What fallen noble's daughter is this?\Come have a seat, Riki-kun.\I'm a cute schoolgirl, am I not?\Any normal boy of your age would give the world for this kind of invitation.\Or do you swing that way, boy?\Of course not! response:	It seems your heart is immovable.
context: W-Well, you might make a good painting...\Though the only feeling you'd get is, What fallen noble's daughter is this?\Come have a seat, Riki-kun.\I'm a cute schoolgirl, am I not?\Any normal boy of your age would give the world for this kind of invitation.\Or do you swing that way, boy?\Of course not!\It seems your heart is immovable. response:	Relax, sit down, and let us talk.
context: Though the only feeling you'd get is, What fallen noble's daughter is this?\Come have a seat, Riki-kun.\I'm a cute schoolgirl, am I not?\Any normal boy of your age would give the world for this kind of invitation.\Or do you swing that way, boy?\Of course not!\It seems your heart is immovable.\Relax, sit down, and let us talk. response:	Alright, just for a bit.
context: Come have a seat, Riki-kun.\I'm a cute schoolgirl, am I not?\Any normal boy of your age would give the world for this kind of invitation.\Or do you swing that way, boy?\Of course not!\It seems your heart is immovable.\Relax, sit down, and let us talk.\Alright, just for a bit. response:	You fell for it splendidly, boy.
context: I'm a cute schoolgirl, am I not?\Any normal boy of your age would give the world for this kind of invitation.\Or do you swing that way, boy?\Of course not!\It seems your heart is immovable.\Relax, sit down, and let us talk.\Alright, just for a bit.\You fell for it splendidly, boy. response:	I'm leaving.
context: Any normal boy of your age would give the world for this kind of invitation.\Or do you swing that way, boy?\Of course not!\It seems your heart is immovable.\Relax, sit down, and let us talk.\Alright, just for a bit.\You fell for it splendidly, boy.\I'm leaving. response:	Now, now. Wait.
context: Or do you swing that way, boy?\Of course not!\It seems your heart is immovable.\Relax, sit down, and let us talk.\Alright, just for a bit.\You fell for it splendidly, boy.\I'm leaving.\Now, now. Wait. response:	That was just a little joke.
context: Of course not!\It seems your heart is immovable.\Relax, sit down, and let us talk.\Alright, just for a bit.\You fell for it splendidly, boy.\I'm leaving.\Now, now. Wait.\That was just a little joke. response:	Why would you go to all the trouble of doing something like this?
context: It seems your heart is immovable.\Relax, sit down, and let us talk.\Alright, just for a bit.\You fell for it splendidly, boy.\I'm leaving.\Now, now. Wait.\That was just a little joke.\Why would you go to all the trouble of doing something like this? response:	Why?
