context: This is a BETA version response:	Enjoy watching! I love you all!
context: If possible, I also want to eat a few sea urchins\Sea urchins!\Huehhh??\Sea urchins!!! 15.000 yen/box\EEEk!!!\Then, also ramen and yubari melon and...\Shiroi Aijin...(White Lover chocolates) (the joke: changing Koibito to Aijin, and the meaning became negative in nuance!)\Kiyora, sorry that I am poor... response:	Eh? Shinichi flew by plane?
context: Sea urchins!\Huehhh??\Sea urchins!!! 15.000 yen/box\EEEk!!!\Then, also ramen and yubari melon and...\Shiroi Aijin...(White Lover chocolates) (the joke: changing Koibito to Aijin, and the meaning became negative in nuance!)\Kiyora, sorry that I am poor...\Eh? Shinichi flew by plane? response:	Yes
context: Huehhh??\Sea urchins!!! 15.000 yen/box\EEEk!!!\Then, also ramen and yubari melon and...\Shiroi Aijin...(White Lover chocolates) (the joke: changing Koibito to Aijin, and the meaning became negative in nuance!)\Kiyora, sorry that I am poor...\Eh? Shinichi flew by plane?\Yes response:	Was he alright with it?
context: Sea urchins!!! 15.000 yen/box\EEEk!!!\Then, also ramen and yubari melon and...\Shiroi Aijin...(White Lover chocolates) (the joke: changing Koibito to Aijin, and the meaning became negative in nuance!)\Kiyora, sorry that I am poor...\Eh? Shinichi flew by plane?\Yes\Was he alright with it? response:	It's the first time Shinichi said by himself that he was going go to by plane...
context: EEEk!!!\Then, also ramen and yubari melon and...\Shiroi Aijin...(White Lover chocolates) (the joke: changing Koibito to Aijin, and the meaning became negative in nuance!)\Kiyora, sorry that I am poor...\Eh? Shinichi flew by plane?\Yes\Was he alright with it?\It's the first time Shinichi said by himself that he was going go to by plane... response:	It is thanks to this girl, isn't it?
context: Then, also ramen and yubari melon and...\Shiroi Aijin...(White Lover chocolates) (the joke: changing Koibito to Aijin, and the meaning became negative in nuance!)\Kiyora, sorry that I am poor...\Eh? Shinichi flew by plane?\Yes\Was he alright with it?\It's the first time Shinichi said by himself that he was going go to by plane...\It is thanks to this girl, isn't it? response:	King Crabs
context: Shiroi Aijin...(White Lover chocolates) (the joke: changing Koibito to Aijin, and the meaning became negative in nuance!)\Kiyora, sorry that I am poor...\Eh? Shinichi flew by plane?\Yes\Was he alright with it?\It's the first time Shinichi said by himself that he was going go to by plane...\It is thanks to this girl, isn't it?\King Crabs response:	Purple Sea Urchins (expensive)
context: Kiyora, sorry that I am poor...\Eh? Shinichi flew by plane?\Yes\Was he alright with it?\It's the first time Shinichi said by himself that he was going go to by plane...\It is thanks to this girl, isn't it?\King Crabs\Purple Sea Urchins (expensive) response:	Eh?
context: Eh? Shinichi flew by plane?\Yes\Was he alright with it?\It's the first time Shinichi said by himself that he was going go to by plane...\It is thanks to this girl, isn't it?\King Crabs\Purple Sea Urchins (expensive)\Eh? response:	Scallops (in the brown bag)
context: Yes\Was he alright with it?\It's the first time Shinichi said by himself that he was going go to by plane...\It is thanks to this girl, isn't it?\King Crabs\Purple Sea Urchins (expensive)\Eh?\Scallops (in the brown bag) response:	Chiaki Senpai
context: Was he alright with it?\It's the first time Shinichi said by himself that he was going go to by plane...\It is thanks to this girl, isn't it?\King Crabs\Purple Sea Urchins (expensive)\Eh?\Scallops (in the brown bag)\Chiaki Senpai response:	To Chiaki Senpai
context: It's the first time Shinichi said by himself that he was going go to by plane...\It is thanks to this girl, isn't it?\King Crabs\Purple Sea Urchins (expensive)\Eh?\Scallops (in the brown bag)\Chiaki Senpai\To Chiaki Senpai response:	Since I'll be away for a while, please water this kid for me. (=plant in the pot)
context: It is thanks to this girl, isn't it?\King Crabs\Purple Sea Urchins (expensive)\Eh?\Scallops (in the brown bag)\Chiaki Senpai\To Chiaki Senpai\Since I'll be away for a while, please water this kid for me. (=plant in the pot) response:	LOVE Nodame
context: King Crabs\Purple Sea Urchins (expensive)\Eh?\Scallops (in the brown bag)\Chiaki Senpai\To Chiaki Senpai\Since I'll be away for a while, please water this kid for me. (=plant in the pot)\LOVE Nodame response:	Nodame?
context: Purple Sea Urchins (expensive)\Eh?\Scallops (in the brown bag)\Chiaki Senpai\To Chiaki Senpai\Since I'll be away for a while, please water this kid for me. (=plant in the pot)\LOVE Nodame\Nodame? response:	Noda
context: Eh?\Scallops (in the brown bag)\Chiaki Senpai\To Chiaki Senpai\Since I'll be away for a while, please water this kid for me. (=plant in the pot)\LOVE Nodame\Nodame?\Noda response:	Nodame's staying at Harisen's house??
context: Scallops (in the brown bag)\Chiaki Senpai\To Chiaki Senpai\Since I'll be away for a while, please water this kid for me. (=plant in the pot)\LOVE Nodame\Nodame?\Noda\Nodame's staying at Harisen's house?? response:	Yes
context: Chiaki Senpai\To Chiaki Senpai\Since I'll be away for a while, please water this kid for me. (=plant in the pot)\LOVE Nodame\Nodame?\Noda\Nodame's staying at Harisen's house??\Yes response:	She said as she couldn't come here for a while, she came to return the accumulated plates...
context: To Chiaki Senpai\Since I'll be away for a while, please water this kid for me. (=plant in the pot)\LOVE Nodame\Nodame?\Noda\Nodame's staying at Harisen's house??\Yes\She said as she couldn't come here for a while, she came to return the accumulated plates... response:	bzzz...bzzz...bzzz (=it stinks in here!! Urghh!)
context: Since I'll be away for a while, please water this kid for me. (=plant in the pot)\LOVE Nodame\Nodame?\Noda\Nodame's staying at Harisen's house??\Yes\She said as she couldn't come here for a while, she came to return the accumulated plates...\bzzz...bzzz...bzzz (=it stinks in here!! Urghh!) response:	Oh, Chiaki-san..
context: LOVE Nodame\Nodame?\Noda\Nodame's staying at Harisen's house??\Yes\She said as she couldn't come here for a while, she came to return the accumulated plates...\bzzz...bzzz...bzzz (=it stinks in here!! Urghh!)\Oh, Chiaki-san.. response:	thank you for taking care of Ryuutaro in Hokkaido
context: Nodame?\Noda\Nodame's staying at Harisen's house??\Yes\She said as she couldn't come here for a while, she came to return the accumulated plates...\bzzz...bzzz...bzzz (=it stinks in here!! Urghh!)\Oh, Chiaki-san..\thank you for taking care of Ryuutaro in Hokkaido response:	but he said sorry
context: Noda\Nodame's staying at Harisen's house??\Yes\She said as she couldn't come here for a while, she came to return the accumulated plates...\bzzz...bzzz...bzzz (=it stinks in here!! Urghh!)\Oh, Chiaki-san..\thank you for taking care of Ryuutaro in Hokkaido\but he said sorry response:	that he didn't buy
context: Nodame's staying at Harisen's house??\Yes\She said as she couldn't come here for a while, she came to return the accumulated plates...\bzzz...bzzz...bzzz (=it stinks in here!! Urghh!)\Oh, Chiaki-san..\thank you for taking care of Ryuutaro in Hokkaido\but he said sorry\that he didn't buy response:	King Crabs
context: Yes\She said as she couldn't come here for a while, she came to return the accumulated plates...\bzzz...bzzz...bzzz (=it stinks in here!! Urghh!)\Oh, Chiaki-san..\thank you for taking care of Ryuutaro in Hokkaido\but he said sorry\that he didn't buy\King Crabs response:	Actually I love crabs very much..
context: She said as she couldn't come here for a while, she came to return the accumulated plates...\bzzz...bzzz...bzzz (=it stinks in here!! Urghh!)\Oh, Chiaki-san..\thank you for taking care of Ryuutaro in Hokkaido\but he said sorry\that he didn't buy\King Crabs\Actually I love crabs very much.. response:	Excuse me
context: bzzz...bzzz...bzzz (=it stinks in here!! Urghh!)\Oh, Chiaki-san..\thank you for taking care of Ryuutaro in Hokkaido\but he said sorry\that he didn't buy\King Crabs\Actually I love crabs very much..\Excuse me response:	Eto
context: Oh, Chiaki-san..\thank you for taking care of Ryuutaro in Hokkaido\but he said sorry\that he didn't buy\King Crabs\Actually I love crabs very much..\Excuse me\Eto response:	A piece embodying the love between Senpai and me...
context: thank you for taking care of Ryuutaro in Hokkaido\but he said sorry\that he didn't buy\King Crabs\Actually I love crabs very much..\Excuse me\Eto\A piece embodying the love between Senpai and me... response:	Oi! No such thing!
context: but he said sorry\that he didn't buy\King Crabs\Actually I love crabs very much..\Excuse me\Eto\A piece embodying the love between Senpai and me...\Oi! No such thing! response:	Where's Schubert? Beethoven?
context: that he didn't buy\King Crabs\Actually I love crabs very much..\Excuse me\Eto\A piece embodying the love between Senpai and me...\Oi! No such thing!\Where's Schubert? Beethoven? response:	Going to sleep again? After eating so much breakfast??
context: King Crabs\Actually I love crabs very much..\Excuse me\Eto\A piece embodying the love between Senpai and me...\Oi! No such thing!\Where's Schubert? Beethoven?\Going to sleep again? After eating so much breakfast?? response:	Wake up! Come on!!
context: Actually I love crabs very much..\Excuse me\Eto\A piece embodying the love between Senpai and me...\Oi! No such thing!\Where's Schubert? Beethoven?\Going to sleep again? After eating so much breakfast??\Wake up! Come on!! response:	Eh? What was it?
context: Excuse me\Eto\A piece embodying the love between Senpai and me...\Oi! No such thing!\Where's Schubert? Beethoven?\Going to sleep again? After eating so much breakfast??\Wake up! Come on!!\Eh? What was it? response:	The piece for the first stage of competition!
context: Eto\A piece embodying the love between Senpai and me...\Oi! No such thing!\Where's Schubert? Beethoven?\Going to sleep again? After eating so much breakfast??\Wake up! Come on!!\Eh? What was it?\The piece for the first stage of competition! response:	Didn't I tell you to choose between Schubert and Beethoven??
context: A piece embodying the love between Senpai and me...\Oi! No such thing!\Where's Schubert? Beethoven?\Going to sleep again? After eating so much breakfast??\Wake up! Come on!!\Eh? What was it?\The piece for the first stage of competition!\Didn't I tell you to choose between Schubert and Beethoven?? response:	Ah, right... Umm..the piece to play in the competition, isn't it?
context: Oi! No such thing!\Where's Schubert? Beethoven?\Going to sleep again? After eating so much breakfast??\Wake up! Come on!!\Eh? What was it?\The piece for the first stage of competition!\Didn't I tell you to choose between Schubert and Beethoven??\Ah, right... Umm..the piece to play in the competition, isn't it? response:	Ah, I choose this one!
context: Where's Schubert? Beethoven?\Going to sleep again? After eating so much breakfast??\Wake up! Come on!!\Eh? What was it?\The piece for the first stage of competition!\Didn't I tell you to choose between Schubert and Beethoven??\Ah, right... Umm..the piece to play in the competition, isn't it?\Ah, I choose this one! response:	Schumann
context: Going to sleep again? After eating so much breakfast??\Wake up! Come on!!\Eh? What was it?\The piece for the first stage of competition!\Didn't I tell you to choose between Schubert and Beethoven??\Ah, right... Umm..the piece to play in the competition, isn't it?\Ah, I choose this one!\Schumann response:	It's Schubert!!
context: Wake up! Come on!!\Eh? What was it?\The piece for the first stage of competition!\Didn't I tell you to choose between Schubert and Beethoven??\Ah, right... Umm..the piece to play in the competition, isn't it?\Ah, I choose this one!\Schumann\It's Schubert!! response:	Eh? Oops, you're right!
