context: <sign: Incinerator > response:	So what are we going to start with?
context: I couldnt live without assistance.\I was constantly relying on my mother.\I was always thinking it wasnt fair to her.\I was able to watch TV, so when I saw bands on music shows I thought itd be great if I could do that too.\I see. That turned out well then.\Yeah!\So what else do you want to do?\Well, I watched baseball matches a lot. response:	Did we already play baseball at the tournament?
context: I was constantly relying on my mother.\I was always thinking it wasnt fair to her.\I was able to watch TV, so when I saw bands on music shows I thought itd be great if I could do that too.\I see. That turned out well then.\Yeah!\So what else do you want to do?\Well, I watched baseball matches a lot.\Did we already play baseball at the tournament? response:	I didnt get a hit though.
context: I was always thinking it wasnt fair to her.\I was able to watch TV, so when I saw bands on music shows I thought itd be great if I could do that too.\I see. That turned out well then.\Yeah!\So what else do you want to do?\Well, I watched baseball matches a lot.\Did we already play baseball at the tournament?\I didnt get a hit though. response:	Hit?
context: I was able to watch TV, so when I saw bands on music shows I thought itd be great if I could do that too.\I see. That turned out well then.\Yeah!\So what else do you want to do?\Well, I watched baseball matches a lot.\Did we already play baseball at the tournament?\I didnt get a hit though.\Hit? response:	A home run!
context: I see. That turned out well then.\Yeah!\So what else do you want to do?\Well, I watched baseball matches a lot.\Did we already play baseball at the tournament?\I didnt get a hit though.\Hit?\A home run! response:	You wont be happy till you hit a home run?
context: Yeah!\So what else do you want to do?\Well, I watched baseball matches a lot.\Did we already play baseball at the tournament?\I didnt get a hit though.\Hit?\A home run!\You wont be happy till you hit a home run? response:	Not at all!
context: So what else do you want to do?\Well, I watched baseball matches a lot.\Did we already play baseball at the tournament?\I didnt get a hit though.\Hit?\A home run!\You wont be happy till you hit a home run?\Not at all! response:	Once I become better in the band, Im thinking about putting in some real practice.
context: Well, I watched baseball matches a lot.\Did we already play baseball at the tournament?\I didnt get a hit though.\Hit?\A home run!\You wont be happy till you hit a home run?\Not at all!\Once I become better in the band, Im thinking about putting in some real practice. response:	Keeping both of those up will be tough.
context: Did we already play baseball at the tournament?\I didnt get a hit though.\Hit?\A home run!\You wont be happy till you hit a home run?\Not at all!\Once I become better in the band, Im thinking about putting in some real practice.\Keeping both of those up will be tough. response:	I guess Ill ask, what else was there?
context: I didnt get a hit though.\Hit?\A home run!\You wont be happy till you hit a home run?\Not at all!\Once I become better in the band, Im thinking about putting in some real practice.\Keeping both of those up will be tough.\I guess Ill ask, what else was there? response:	Soccer!
context: Hit?\A home run!\You wont be happy till you hit a home run?\Not at all!\Once I become better in the band, Im thinking about putting in some real practice.\Keeping both of those up will be tough.\I guess Ill ask, what else was there?\Soccer! response:	Soccer?!
context: A home run!\You wont be happy till you hit a home run?\Not at all!\Once I become better in the band, Im thinking about putting in some real practice.\Keeping both of those up will be tough.\I guess Ill ask, what else was there?\Soccer!\Soccer?! response:	It was popular, right!
context: You wont be happy till you hit a home run?\Not at all!\Once I become better in the band, Im thinking about putting in some real practice.\Keeping both of those up will be tough.\I guess Ill ask, what else was there?\Soccer!\Soccer?!\It was popular, right! response:	Well it was, but...
context: Not at all!\Once I become better in the band, Im thinking about putting in some real practice.\Keeping both of those up will be tough.\I guess Ill ask, what else was there?\Soccer!\Soccer?!\It was popular, right!\Well it was, but... response:	She has too many interests!
context: Once I become better in the band, Im thinking about putting in some real practice.\Keeping both of those up will be tough.\I guess Ill ask, what else was there?\Soccer!\Soccer?!\It was popular, right!\Well it was, but...\She has too many interests! response:	In what world does a person try to be a musician, baseball player, and a soccer player?
context: Keeping both of those up will be tough.\I guess Ill ask, what else was there?\Soccer!\Soccer?!\It was popular, right!\Well it was, but...\She has too many interests!\In what world does a person try to be a musician, baseball player, and a soccer player? response:	I dont suppose there are any oth
context: I guess Ill ask, what else was there?\Soccer!\Soccer?!\It was popular, right!\Well it was, but...\She has too many interests!\In what world does a person try to be a musician, baseball player, and a soccer player?\I dont suppose there are any oth response:	Pro wrestling!
context: Soccer!\Soccer?!\It was popular, right!\Well it was, but...\She has too many interests!\In what world does a person try to be a musician, baseball player, and a soccer player?\I dont suppose there are any oth\Pro wrestling! response:	I dont understand her!
context: Soccer?!\It was popular, right!\Well it was, but...\She has too many interests!\In what world does a person try to be a musician, baseball player, and a soccer player?\I dont suppose there are any oth\Pro wrestling!\I dont understand her! response:	In what world...
context: It was popular, right!\Well it was, but...\She has too many interests!\In what world does a person try to be a musician, baseball player, and a soccer player?\I dont suppose there are any oth\Pro wrestling!\I dont understand her!\In what world... response:	Wait, everything she wants to do comes from TV...
context: Well it was, but...\She has too many interests!\In what world does a person try to be a musician, baseball player, and a soccer player?\I dont suppose there are any oth\Pro wrestling!\I dont understand her!\In what world...\Wait, everything she wants to do comes from TV... response:	But this is going to be hard...
context: She has too many interests!\In what world does a person try to be a musician, baseball player, and a soccer player?\I dont suppose there are any oth\Pro wrestling!\I dont understand her!\In what world...\Wait, everything she wants to do comes from TV...\But this is going to be hard... response:	Granting all of those dreams for her...
context: In what world does a person try to be a musician, baseball player, and a soccer player?\I dont suppose there are any oth\Pro wrestling!\I dont understand her!\In what world...\Wait, everything she wants to do comes from TV...\But this is going to be hard...\Granting all of those dreams for her... response:	Alright.
context: I dont suppose there are any oth\Pro wrestling!\I dont understand her!\In what world...\Wait, everything she wants to do comes from TV...\But this is going to be hard...\Granting all of those dreams for her...\Alright. response:	Ill fulfill those dreams for you.
