context: What should I do? response:	Oh, you don't have to do anything.
context: Hello!\Oh, excuse me.\Oh my. That looks quite good on you.\You can tell that just by looking at her.\What I can't tell is why there's a waitress in here,\since this isn't a cafe or anything.\Well, you see...\Mikuru is going to wear this costume in the movie! response:	Is her usual maid outfit not good enough?
context: Oh, excuse me.\Oh my. That looks quite good on you.\You can tell that just by looking at her.\What I can't tell is why there's a waitress in here,\since this isn't a cafe or anything.\Well, you see...\Mikuru is going to wear this costume in the movie!\Is her usual maid outfit not good enough? response:	Of course not.
context: Oh my. That looks quite good on you.\You can tell that just by looking at her.\What I can't tell is why there's a waitress in here,\since this isn't a cafe or anything.\Well, you see...\Mikuru is going to wear this costume in the movie!\Is her usual maid outfit not good enough?\Of course not. response:	A maid is a person that gives private service to someone in a mansion somewhere.
context: You can tell that just by looking at her.\What I can't tell is why there's a waitress in here,\since this isn't a cafe or anything.\Well, you see...\Mikuru is going to wear this costume in the movie!\Is her usual maid outfit not good enough?\Of course not.\A maid is a person that gives private service to someone in a mansion somewhere. response:	But waitresses are different.
context: What I can't tell is why there's a waitress in here,\since this isn't a cafe or anything.\Well, you see...\Mikuru is going to wear this costume in the movie!\Is her usual maid outfit not good enough?\Of course not.\A maid is a person that gives private service to someone in a mansion somewhere.\But waitresses are different. response:	They work at restaurants where they provide their services to the public.
context: since this isn't a cafe or anything.\Well, you see...\Mikuru is going to wear this costume in the movie!\Is her usual maid outfit not good enough?\Of course not.\A maid is a person that gives private service to someone in a mansion somewhere.\But waitresses are different.\They work at restaurants where they provide their services to the public. response:	That's no reason to put Miss Asahina in this outfit.
context: Well, you see...\Mikuru is going to wear this costume in the movie!\Is her usual maid outfit not good enough?\Of course not.\A maid is a person that gives private service to someone in a mansion somewhere.\But waitresses are different.\They work at restaurants where they provide their services to the public.\That's no reason to put Miss Asahina in this outfit. response:	Never mind the details! This is just a question of atmosphere.
context: Mikuru is going to wear this costume in the movie!\Is her usual maid outfit not good enough?\Of course not.\A maid is a person that gives private service to someone in a mansion somewhere.\But waitresses are different.\They work at restaurants where they provide their services to the public.\That's no reason to put Miss Asahina in this outfit.\Never mind the details! This is just a question of atmosphere. response:	And it's fine with me!
context: Is her usual maid outfit not good enough?\Of course not.\A maid is a person that gives private service to someone in a mansion somewhere.\But waitresses are different.\They work at restaurants where they provide their services to the public.\That's no reason to put Miss Asahina in this outfit.\Never mind the details! This is just a question of atmosphere.\And it's fine with me! response:	Even if it's fine with you, is it fine with Miss Asahina?
context: Of course not.\A maid is a person that gives private service to someone in a mansion somewhere.\But waitresses are different.\They work at restaurants where they provide their services to the public.\That's no reason to put Miss Asahina in this outfit.\Never mind the details! This is just a question of atmosphere.\And it's fine with me!\Even if it's fine with you, is it fine with Miss Asahina? response:	Umm...
context: A maid is a person that gives private service to someone in a mansion somewhere.\But waitresses are different.\They work at restaurants where they provide their services to the public.\That's no reason to put Miss Asahina in this outfit.\Never mind the details! This is just a question of atmosphere.\And it's fine with me!\Even if it's fine with you, is it fine with Miss Asahina?\Umm... response:	T-This feels like it's a bit small for me...
context: But waitresses are different.\They work at restaurants where they provide their services to the public.\That's no reason to put Miss Asahina in this outfit.\Never mind the details! This is just a question of atmosphere.\And it's fine with me!\Even if it's fine with you, is it fine with Miss Asahina?\Umm...\T-This feels like it's a bit small for me... response:	S-So, you see...
context: They work at restaurants where they provide their services to the public.\That's no reason to put Miss Asahina in this outfit.\Never mind the details! This is just a question of atmosphere.\And it's fine with me!\Even if it's fine with you, is it fine with Miss Asahina?\Umm...\T-This feels like it's a bit small for me...\S-So, you see... response:	It's all right! This is just right. It's like a perfect fit.
context: That's no reason to put Miss Asahina in this outfit.\Never mind the details! This is just a question of atmosphere.\And it's fine with me!\Even if it's fine with you, is it fine with Miss Asahina?\Umm...\T-This feels like it's a bit small for me...\S-So, you see...\It's all right! This is just right. It's like a perfect fit. response:	It's no use. She's made her decision.
context: Never mind the details! This is just a question of atmosphere.\And it's fine with me!\Even if it's fine with you, is it fine with Miss Asahina?\Umm...\T-This feels like it's a bit small for me...\S-So, you see...\It's all right! This is just right. It's like a perfect fit.\It's no use. She's made her decision. response:	In other words, this is our movie's concept!
context: And it's fine with me!\Even if it's fine with you, is it fine with Miss Asahina?\Umm...\T-This feels like it's a bit small for me...\S-So, you see...\It's all right! This is just right. It's like a perfect fit.\It's no use. She's made her decision.\In other words, this is our movie's concept! response:	I decided to dedicate myself to entertainment
context: Even if it's fine with you, is it fine with Miss Asahina?\Umm...\T-This feels like it's a bit small for me...\S-So, you see...\It's all right! This is just right. It's like a perfect fit.\It's no use. She's made her decision.\In other words, this is our movie's concept!\I decided to dedicate myself to entertainment response:	as the representative director for the SOS Brigade!
context: Umm...\T-This feels like it's a bit small for me...\S-So, you see...\It's all right! This is just right. It's like a perfect fit.\It's no use. She's made her decision.\In other words, this is our movie's concept!\I decided to dedicate myself to entertainment\as the representative director for the SOS Brigade! response:	Just watch! We'll get a standing ovation, we'll leave no one in their seats!
context: T-This feels like it's a bit small for me...\S-So, you see...\It's all right! This is just right. It's like a perfect fit.\It's no use. She's made her decision.\In other words, this is our movie's concept!\I decided to dedicate myself to entertainment\as the representative director for the SOS Brigade!\Just watch! We'll get a standing ovation, we'll leave no one in their seats! response:	Director Just watch! We'll get a standing ovation, we'll leave no one in their seats!
context: S-So, you see...\It's all right! This is just right. It's like a perfect fit.\It's no use. She's made her decision.\In other words, this is our movie's concept!\I decided to dedicate myself to entertainment\as the representative director for the SOS Brigade!\Just watch! We'll get a standing ovation, we'll leave no one in their seats!\Director Just watch! We'll get a standing ovation, we'll leave no one in their seats! response:	Yuki! You understand, don't you! That's it!
context: It's all right! This is just right. It's like a perfect fit.\It's no use. She's made her decision.\In other words, this is our movie's concept!\I decided to dedicate myself to entertainment\as the representative director for the SOS Brigade!\Just watch! We'll get a standing ovation, we'll leave no one in their seats!\Director Just watch! We'll get a standing ovation, we'll leave no one in their seats!\Yuki! You understand, don't you! That's it! response:	I don't know if that's it.
context: It's no use. She's made her decision.\In other words, this is our movie's concept!\I decided to dedicate myself to entertainment\as the representative director for the SOS Brigade!\Just watch! We'll get a standing ovation, we'll leave no one in their seats!\Director Just watch! We'll get a standing ovation, we'll leave no one in their seats!\Yuki! You understand, don't you! That's it!\I don't know if that's it. response:	It looks like her costume for her class's fortune telling.
