context: Something seems off. response:	It just somehow felt that way.
context: To the public swimming pool, of course!\Well, I guess that makes sense.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders!\By the way, we're going to the pool by bike.\Did you ride your bikes too? response:	No, the only two bikes we have are yours and mine.
context: Well, I guess that makes sense.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders!\By the way, we're going to the pool by bike.\Did you ride your bikes too?\No, the only two bikes we have are yours and mine. response:	Okay, are you ready?
context: We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders!\By the way, we're going to the pool by bike.\Did you ride your bikes too?\No, the only two bikes we have are yours and mine.\Okay, are you ready? response:	Of course not!
context: We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders!\By the way, we're going to the pool by bike.\Did you ride your bikes too?\No, the only two bikes we have are yours and mine.\Okay, are you ready?\Of course not! response:	I am!
context: And so we're going to do them now, during this,\our one and only summer as tenth graders!\By the way, we're going to the pool by bike.\Did you ride your bikes too?\No, the only two bikes we have are yours and mine.\Okay, are you ready?\Of course not!\I am! response:	Kyon, you'd better not lose to Koizumi.
context: our one and only summer as tenth graders!\By the way, we're going to the pool by bike.\Did you ride your bikes too?\No, the only two bikes we have are yours and mine.\Okay, are you ready?\Of course not!\I am!\Kyon, you'd better not lose to Koizumi. response:	This train is leaving the station!
context: By the way, we're going to the pool by bike.\Did you ride your bikes too?\No, the only two bikes we have are yours and mine.\Okay, are you ready?\Of course not!\I am!\Kyon, you'd better not lose to Koizumi.\This train is leaving the station! response:	Dammit!
context: Did you ride your bikes too?\No, the only two bikes we have are yours and mine.\Okay, are you ready?\Of course not!\I am!\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Dammit! response:	DAY BY DAY unzari dayone dakara Day by day, everything's just so dull
context: No, the only two bikes we have are yours and mine.\Okay, are you ready?\Of course not!\I am!\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Dammit!\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull response:	Doudou to kotowacchau kimi ni narina yo That's why you need to become someone that can just reject it all
context: Okay, are you ready?\Of course not!\I am!\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Dammit!\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\Doudou to kotowacchau kimi ni narina yo That's why you need to become someone that can just reject it all response:	OH MY BOY kippari shinakya uso ni Oh my boy, you need to be decisive
context: Of course not!\I am!\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Dammit!\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\Doudou to kotowacchau kimi ni narina yo That's why you need to become someone that can just reject it all\OH MY BOY kippari shinakya uso ni Oh my boy, you need to be decisive response:	Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world
context: I am!\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Dammit!\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\Doudou to kotowacchau kimi ni narina yo That's why you need to become someone that can just reject it all\OH MY BOY kippari shinakya uso ni Oh my boy, you need to be decisive\Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world response:	Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me
context: Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Dammit!\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\Doudou to kotowacchau kimi ni narina yo That's why you need to become someone that can just reject it all\OH MY BOY kippari shinakya uso ni Oh my boy, you need to be decisive\Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me response:	Kudaranai yarikara kette Kick away the boring ways of doing things,
context: This train is leaving the station!\Dammit!\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\Doudou to kotowacchau kimi ni narina yo That's why you need to become someone that can just reject it all\OH MY BOY kippari shinakya uso ni Oh my boy, you need to be decisive\Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\Kudaranai yarikara kette Kick away the boring ways of doing things, response:	subete wa atashi ga kimeru I'm going to decide everything
