context: Something seems off. It just somehow felt that way. response:	One out, with the score still seven to zero.
context: How have you been? Everything fine?\Fine.\I see. That's good to hear.\What the heck? Why did I talk to her?\Your attention please, we have a lost child. Five-year-old Takashi Satou is...\A Bon festival, huh?\I guess it makes sense for there to be this many people.\That tower, those vendors... response:	It's been a while since I've come to one, but it feels like I have recently.
context: Fine.\I see. That's good to hear.\What the heck? Why did I talk to her?\Your attention please, we have a lost child. Five-year-old Takashi Satou is...\A Bon festival, huh?\I guess it makes sense for there to be this many people.\That tower, those vendors...\It's been a while since I've come to one, but it feels like I have recently. response:	Mikuru!
context: I see. That's good to hear.\What the heck? Why did I talk to her?\Your attention please, we have a lost child. Five-year-old Takashi Satou is...\A Bon festival, huh?\I guess it makes sense for there to be this many people.\That tower, those vendors...\It's been a while since I've come to one, but it feels like I have recently.\Mikuru! response:	They have goldfish scooping, just like you wanted!
context: What the heck? Why did I talk to her?\Your attention please, we have a lost child. Five-year-old Takashi Satou is...\A Bon festival, huh?\I guess it makes sense for there to be this many people.\That tower, those vendors...\It's been a while since I've come to one, but it feels like I have recently.\Mikuru!\They have goldfish scooping, just like you wanted! response:	- Be sure to catch a bunch! - Okay!
context: Your attention please, we have a lost child. Five-year-old Takashi Satou is...\A Bon festival, huh?\I guess it makes sense for there to be this many people.\That tower, those vendors...\It's been a while since I've come to one, but it feels like I have recently.\Mikuru!\They have goldfish scooping, just like you wanted!\- Be sure to catch a bunch! - Okay! response:	Shall we play, too? How about seeing who can catch more?
context: A Bon festival, huh?\I guess it makes sense for there to be this many people.\That tower, those vendors...\It's been a while since I've come to one, but it feels like I have recently.\Mikuru!\They have goldfish scooping, just like you wanted!\- Be sure to catch a bunch! - Okay!\Shall we play, too? How about seeing who can catch more? response:	I'll pass.
context: I guess it makes sense for there to be this many people.\That tower, those vendors...\It's been a while since I've come to one, but it feels like I have recently.\Mikuru!\They have goldfish scooping, just like you wanted!\- Be sure to catch a bunch! - Okay!\Shall we play, too? How about seeing who can catch more?\I'll pass. response:	What about you, Nagato? Want to eat something?
context: That tower, those vendors...\It's been a while since I've come to one, but it feels like I have recently.\Mikuru!\They have goldfish scooping, just like you wanted!\- Be sure to catch a bunch! - Okay!\Shall we play, too? How about seeing who can catch more?\I'll pass.\What about you, Nagato? Want to eat something? response:	You're interested in that stuff?
context: It's been a while since I've come to one, but it feels like I have recently.\Mikuru!\They have goldfish scooping, just like you wanted!\- Be sure to catch a bunch! - Okay!\Shall we play, too? How about seeing who can catch more?\I'll pass.\What about you, Nagato? Want to eat something?\You're interested in that stuff? response:	- Which one? - It's all right.
context: Mikuru!\They have goldfish scooping, just like you wanted!\- Be sure to catch a bunch! - Okay!\Shall we play, too? How about seeing who can catch more?\I'll pass.\What about you, Nagato? Want to eat something?\You're interested in that stuff?\- Which one? - It's all right. response:	- This one. - Right-o, that'll be 800 yen.
context: They have goldfish scooping, just like you wanted!\- Be sure to catch a bunch! - Okay!\Shall we play, too? How about seeing who can catch more?\I'll pass.\What about you, Nagato? Want to eat something?\You're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen. response:	I kind of got the feeling that Nagato had been helping us out,
context: - Be sure to catch a bunch! - Okay!\Shall we play, too? How about seeing who can catch more?\I'll pass.\What about you, Nagato? Want to eat something?\You're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out, response:	so I thought it would be appropriate for me to at least buy her that, but...
context: Shall we play, too? How about seeing who can catch more?\I'll pass.\What about you, Nagato? Want to eat something?\You're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but... response:	Hamster Fishing
context: I'll pass.\What about you, Nagato? Want to eat something?\You're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Hamster Fishing response:	Hamster Fishing Thirteen! Wow, what a haul!
context: What about you, Nagato? Want to eat something?\You're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Hamster Fishing\Hamster Fishing Thirteen! Wow, what a haul! response:	Thirteen! Wow, what a haul!
context: You're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Hamster Fishing\Hamster Fishing Thirteen! Wow, what a haul!\Thirteen! Wow, what a haul! response:	But I don't need so many, so I just kept one.
context: - Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Hamster Fishing\Hamster Fishing Thirteen! Wow, what a haul!\Thirteen! Wow, what a haul!\But I don't need so many, so I just kept one. response:	And one for Mikuru, too.
context: - This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Hamster Fishing\Hamster Fishing Thirteen! Wow, what a haul!\Thirteen! Wow, what a haul!\But I don't need so many, so I just kept one.\And one for Mikuru, too. response:	You can have one, but only one.
context: I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Hamster Fishing\Hamster Fishing Thirteen! Wow, what a haul!\Thirteen! Wow, what a haul!\But I don't need so many, so I just kept one.\And one for Mikuru, too.\You can have one, but only one. response:	Thanks.
context: so I thought it would be appropriate for me to at least buy her that, but...\Hamster Fishing\Hamster Fishing Thirteen! Wow, what a haul!\Thirteen! Wow, what a haul!\But I don't need so many, so I just kept one.\And one for Mikuru, too.\You can have one, but only one.\Thanks. response:	Huh? What's with the mask, Yuki?
