context: Tomoe believes that humans are fleeting and frail, response:	and he fears getting involved with them.
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Were you the one who trampled over me, woman?!
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Were you the one who trampled over me, woman?! response:	You insolent fool!
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Were you the one who trampled over me, woman?!\You insolent fool! response:	I'm sorry! I didn't think anyone would be sleeping there...
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Were you the one who trampled over me, woman?!\You insolent fool!\I'm sorry! I didn't think anyone would be sleeping there... response:	Wait...
context: Smoosh\Smoosh\Smoosh\Smoosh\Were you the one who trampled over me, woman?!\You insolent fool!\I'm sorry! I didn't think anyone would be sleeping there...\Wait... response:	I am Botanmaru of Mount Kurama.
context: Smoosh\Smoosh\Smoosh\Were you the one who trampled over me, woman?!\You insolent fool!\I'm sorry! I didn't think anyone would be sleeping there...\Wait...\I am Botanmaru of Mount Kurama. response:	I was not sleeping.
context: Smoosh\Smoosh\Were you the one who trampled over me, woman?!\You insolent fool!\I'm sorry! I didn't think anyone would be sleeping there...\Wait...\I am Botanmaru of Mount Kurama.\I was not sleeping. response:	I was listening to sounds traveling through the earth!
context: Smoosh\Were you the one who trampled over me, woman?!\You insolent fool!\I'm sorry! I didn't think anyone would be sleeping there...\Wait...\I am Botanmaru of Mount Kurama.\I was not sleeping.\I was listening to sounds traveling through the earth! response:	A crow?
context: Were you the one who trampled over me, woman?!\You insolent fool!\I'm sorry! I didn't think anyone would be sleeping there...\Wait...\I am Botanmaru of Mount Kurama.\I was not sleeping.\I was listening to sounds traveling through the earth!\A crow? response:	So cute!
context: You insolent fool!\I'm sorry! I didn't think anyone would be sleeping there...\Wait...\I am Botanmaru of Mount Kurama.\I was not sleeping.\I was listening to sounds traveling through the earth!\A crow?\So cute! response:	What business does a little crow have here?
context: I'm sorry! I didn't think anyone would be sleeping there...\Wait...\I am Botanmaru of Mount Kurama.\I was not sleeping.\I was listening to sounds traveling through the earth!\A crow?\So cute!\What business does a little crow have here? response:	I am searching for someone.
context: Wait...\I am Botanmaru of Mount Kurama.\I was not sleeping.\I was listening to sounds traveling through the earth!\A crow?\So cute!\What business does a little crow have here?\I am searching for someone. response:	Master Soujoubou the Third's son and heir, Master Shinjurou!
context: I am Botanmaru of Mount Kurama.\I was not sleeping.\I was listening to sounds traveling through the earth!\A crow?\So cute!\What business does a little crow have here?\I am searching for someone.\Master Soujoubou the Third's son and heir, Master Shinjurou! response:	Conceptual Future
context: I was not sleeping.\I was listening to sounds traveling through the earth!\A crow?\So cute!\What business does a little crow have here?\I am searching for someone.\Master Soujoubou the Third's son and heir, Master Shinjurou!\Conceptual Future response:	Portrait
context: I was listening to sounds traveling through the earth!\A crow?\So cute!\What business does a little crow have here?\I am searching for someone.\Master Soujoubou the Third's son and heir, Master Shinjurou!\Conceptual Future\Portrait response:	Conceptual Future
context: A crow?\So cute!\What business does a little crow have here?\I am searching for someone.\Master Soujoubou the Third's son and heir, Master Shinjurou!\Conceptual Future\Portrait\Conceptual Future response:	Portrait
context: So cute!\What business does a little crow have here?\I am searching for someone.\Master Soujoubou the Third's son and heir, Master Shinjurou!\Conceptual Future\Portrait\Conceptual Future\Portrait response:	Conceptual Future
context: What business does a little crow have here?\I am searching for someone.\Master Soujoubou the Third's son and heir, Master Shinjurou!\Conceptual Future\Portrait\Conceptual Future\Portrait\Conceptual Future response:	Portrait
context: I am searching for someone.\Master Soujoubou the Third's son and heir, Master Shinjurou!\Conceptual Future\Portrait\Conceptual Future\Portrait\Conceptual Future\Portrait response:	Conceptual Future
context: Master Soujoubou the Third's son and heir, Master Shinjurou!\Conceptual Future\Portrait\Conceptual Future\Portrait\Conceptual Future\Portrait\Conceptual Future response:	Portrait
context: Conceptual Future\Portrait\Conceptual Future\Portrait\Conceptual Future\Portrait\Conceptual Future\Portrait response:	Master Shinjurou
context: Portrait\Conceptual Future\Portrait\Conceptual Future\Portrait\Conceptual Future\Portrait\Master Shinjurou response:	Conceptual Future
context: Conceptual Future\Portrait\Conceptual Future\Portrait\Conceptual Future\Portrait\Master Shinjurou\Conceptual Future response:	Portrait
context: Portrait\Conceptual Future\Portrait\Conceptual Future\Portrait\Master Shinjurou\Conceptual Future\Portrait response:	Conceptual Future
context: Conceptual Future\Portrait\Conceptual Future\Portrait\Master Shinjurou\Conceptual Future\Portrait\Conceptual Future response:	Portrait
context: Portrait\Conceptual Future\Portrait\Master Shinjurou\Conceptual Future\Portrait\Conceptual Future\Portrait response:	Seventeen Years Ago
context: Conceptual Future\Portrait\Master Shinjurou\Conceptual Future\Portrait\Conceptual Future\Portrait\Seventeen Years Ago response:	Master
context: Portrait\Master Shinjurou\Conceptual Future\Portrait\Conceptual Future\Portrait\Seventeen Years Ago\Master response:	Shinjurou
context: Master Shinjurou\Conceptual Future\Portrait\Conceptual Future\Portrait\Seventeen Years Ago\Master\Shinjurou response:	Seventeen Years Ago
context: Conceptual Future\Portrait\Conceptual Future\Portrait\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago response:	Master
context: Portrait\Conceptual Future\Portrait\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master response:	Shinjurou
context: Conceptual Future\Portrait\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou response:	Seventeen Years Ago
context: Portrait\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago response:	Master
context: Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master response:	Shinjurou
context: Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou response:	Seventeen Years Ago
context: Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago response:	Master
context: Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master response:	Shinjurou
context: Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou response:	Seventeen Years Ago
context: Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago response:	Master
context: Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master response:	Shinjurou
context: Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou response:	Seventeen Years Ago
context: Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago response:	Master
context: Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master response:	Shinjurou
context: Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou response:	He ran away to this world seventeen years ago.
context: Shinjurou\Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\He ran away to this world seventeen years ago. response:	This is how he looked back then.
context: Seventeen Years Ago\Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\He ran away to this world seventeen years ago.\This is how he looked back then. response:	His current whereabouts are unknown.
context: Master\Shinjurou\Seventeen Years Ago\Master\Shinjurou\He ran away to this world seventeen years ago.\This is how he looked back then.\His current whereabouts are unknown. response:	Master
context: Shinjurou\Seventeen Years Ago\Master\Shinjurou\He ran away to this world seventeen years ago.\This is how he looked back then.\His current whereabouts are unknown.\Master response:	Shinjurou
context: Seventeen Years Ago\Master\Shinjurou\He ran away to this world seventeen years ago.\This is how he looked back then.\His current whereabouts are unknown.\Master\Shinjurou response:	Master
context: Master\Shinjurou\He ran away to this world seventeen years ago.\This is how he looked back then.\His current whereabouts are unknown.\Master\Shinjurou\Master response:	Shinjurou
context: Shinjurou\He ran away to this world seventeen years ago.\This is how he looked back then.\His current whereabouts are unknown.\Master\Shinjurou\Master\Shinjurou response:	Master Shinjurou
context: He ran away to this world seventeen years ago.\This is how he looked back then.\His current whereabouts are unknown.\Master\Shinjurou\Master\Shinjurou\Master Shinjurou response:	Conceptual Future
context: This is how he looked back then.\His current whereabouts are unknown.\Master\Shinjurou\Master\Shinjurou\Master Shinjurou\Conceptual Future response:	Portrait
context: His current whereabouts are unknown.\Master\Shinjurou\Master\Shinjurou\Master Shinjurou\Conceptual Future\Portrait response:	By now, he should have grown into a fine crow such as you see here.
context: Master\Shinjurou\Master\Shinjurou\Master Shinjurou\Conceptual Future\Portrait\By now, he should have grown into a fine crow such as you see here. response:	Master Shinjurou
context: Shinjurou\Master\Shinjurou\Master Shinjurou\Conceptual Future\Portrait\By now, he should have grown into a fine crow such as you see here.\Master Shinjurou response:	Conceptual Future
context: Master\Shinjurou\Master Shinjurou\Conceptual Future\Portrait\By now, he should have grown into a fine crow such as you see here.\Master Shinjurou\Conceptual Future response:	Portrait
context: Shinjurou\Master Shinjurou\Conceptual Future\Portrait\By now, he should have grown into a fine crow such as you see here.\Master Shinjurou\Conceptual Future\Portrait response:	Master Shinjurou
context: Master Shinjurou\Conceptual Future\Portrait\By now, he should have grown into a fine crow such as you see here.\Master Shinjurou\Conceptual Future\Portrait\Master Shinjurou response:	Conceptual Future
context: Conceptual Future\Portrait\By now, he should have grown into a fine crow such as you see here.\Master Shinjurou\Conceptual Future\Portrait\Master Shinjurou\Conceptual Future response:	Portrait
context: Portrait\By now, he should have grown into a fine crow such as you see here.\Master Shinjurou\Conceptual Future\Portrait\Master Shinjurou\Conceptual Future\Portrait response:	Do you know him?
context: By now, he should have grown into a fine crow such as you see here.\Master Shinjurou\Conceptual Future\Portrait\Master Shinjurou\Conceptual Future\Portrait\Do you know him? response:	No.
context: Master Shinjurou\Conceptual Future\Portrait\Master Shinjurou\Conceptual Future\Portrait\Do you know him?\No. response:	Go fly to Mount Takao and ask your fellow crow.
context: Conceptual Future\Portrait\Master Shinjurou\Conceptual Future\Portrait\Do you know him?\No.\Go fly to Mount Takao and ask your fellow crow. response:	Hey, Tomoe!
context: Portrait\Master Shinjurou\Conceptual Future\Portrait\Do you know him?\No.\Go fly to Mount Takao and ask your fellow crow.\Hey, Tomoe! response:	Oh!
context: Master Shinjurou\Conceptual Future\Portrait\Do you know him?\No.\Go fly to Mount Takao and ask your fellow crow.\Hey, Tomoe!\Oh! response:	Splat
context: Conceptual Future\Portrait\Do you know him?\No.\Go fly to Mount Takao and ask your fellow crow.\Hey, Tomoe!\Oh!\Splat response:	Splat
context: Portrait\Do you know him?\No.\Go fly to Mount Takao and ask your fellow crow.\Hey, Tomoe!\Oh!\Splat\Splat response:	Splat
context: Do you know him?\No.\Go fly to Mount Takao and ask your fellow crow.\Hey, Tomoe!\Oh!\Splat\Splat\Splat response:	Splat
context: No.\Go fly to Mount Takao and ask your fellow crow.\Hey, Tomoe!\Oh!\Splat\Splat\Splat\Splat response:	Splat
context: Go fly to Mount Takao and ask your fellow crow.\Hey, Tomoe!\Oh!\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Hey, Tomoe!\Oh!\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Oh!\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Splat
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Splat response:	Botanmaru!
context: Splat\Splat\Splat\Splat\Splat\Splat\Splat\Botanmaru! response:	Are you okay? You're not hurt?
context: Splat\Splat\Splat\Splat\Splat\Splat\Botanmaru!\Are you okay? You're not hurt? response:	You insolent fool! You won't get away with this!
context: Splat\Splat\Splat\Splat\Splat\Botanmaru!\Are you okay? You're not hurt?\You insolent fool! You won't get away with this! response:	Cursed fox spirit!
context: Splat\Splat\Splat\Splat\Botanmaru!\Are you okay? You're not hurt?\You insolent fool! You won't get away with this!\Cursed fox spirit! response:	What is this? So you cannot fly?
context: Splat\Splat\Splat\Botanmaru!\Are you okay? You're not hurt?\You insolent fool! You won't get away with this!\Cursed fox spirit!\What is this? So you cannot fly? response:	Oh, wait!
context: Splat\Splat\Botanmaru!\Are you okay? You're not hurt?\You insolent fool! You won't get away with this!\Cursed fox spirit!\What is this? So you cannot fly?\Oh, wait! response:	Ignore him.
context: Splat\Botanmaru!\Are you okay? You're not hurt?\You insolent fool! You won't get away with this!\Cursed fox spirit!\What is this? So you cannot fly?\Oh, wait!\Ignore him. response:	No!
context: Botanmaru!\Are you okay? You're not hurt?\You insolent fool! You won't get away with this!\Cursed fox spirit!\What is this? So you cannot fly?\Oh, wait!\Ignore him.\No! response:	I can't ignore him!
context: Are you okay? You're not hurt?\You insolent fool! You won't get away with this!\Cursed fox spirit!\What is this? So you cannot fly?\Oh, wait!\Ignore him.\No!\I can't ignore him! response:	Tomoe, you go home without me!
context: You insolent fool! You won't get away with this!\Cursed fox spirit!\What is this? So you cannot fly?\Oh, wait!\Ignore him.\No!\I can't ignore him!\Tomoe, you go home without me! response:	Take care of Mamoru for me!
context: Cursed fox spirit!\What is this? So you cannot fly?\Oh, wait!\Ignore him.\No!\I can't ignore him!\Tomoe, you go home without me!\Take care of Mamoru for me! response:	Botanmaru.
context: What is this? So you cannot fly?\Oh, wait!\Ignore him.\No!\I can't ignore him!\Tomoe, you go home without me!\Take care of Mamoru for me!\Botanmaru. response:	Mind if I help you look for Shinjurou?
context: Oh, wait!\Ignore him.\No!\I can't ignore him!\Tomoe, you go home without me!\Take care of Mamoru for me!\Botanmaru.\Mind if I help you look for Shinjurou? response:	Tell me everything.
context: Ignore him.\No!\I can't ignore him!\Tomoe, you go home without me!\Take care of Mamoru for me!\Botanmaru.\Mind if I help you look for Shinjurou?\Tell me everything. response:	Botanmaru.
context: No!\I can't ignore him!\Tomoe, you go home without me!\Take care of Mamoru for me!\Botanmaru.\Mind if I help you look for Shinjurou?\Tell me everything.\Botanmaru. response:	Botanmaru.
context: I can't ignore him!\Tomoe, you go home without me!\Take care of Mamoru for me!\Botanmaru.\Mind if I help you look for Shinjurou?\Tell me everything.\Botanmaru.\Botanmaru. response:	Are you crying again, Botanmaru?
context: Tomoe, you go home without me!\Take care of Mamoru for me!\Botanmaru.\Mind if I help you look for Shinjurou?\Tell me everything.\Botanmaru.\Botanmaru.\Are you crying again, Botanmaru? response:	Did Jirou beat you again?
context: Take care of Mamoru for me!\Botanmaru.\Mind if I help you look for Shinjurou?\Tell me everything.\Botanmaru.\Botanmaru.\Are you crying again, Botanmaru?\Did Jirou beat you again? response:	Here, let me see.
context: Botanmaru.\Mind if I help you look for Shinjurou?\Tell me everything.\Botanmaru.\Botanmaru.\Are you crying again, Botanmaru?\Did Jirou beat you again?\Here, let me see. response:	Brother, I hate myself.
context: Mind if I help you look for Shinjurou?\Tell me everything.\Botanmaru.\Botanmaru.\Are you crying again, Botanmaru?\Did Jirou beat you again?\Here, let me see.\Brother, I hate myself. response:	One of the kids born last year is already much taller than me.
context: Tell me everything.\Botanmaru.\Botanmaru.\Are you crying again, Botanmaru?\Did Jirou beat you again?\Here, let me see.\Brother, I hate myself.\One of the kids born last year is already much taller than me. response:	I am already six, yet my wings are not even fully grown.
context: Botanmaru.\Botanmaru.\Are you crying again, Botanmaru?\Did Jirou beat you again?\Here, let me see.\Brother, I hate myself.\One of the kids born last year is already much taller than me.\I am already six, yet my wings are not even fully grown. response:	Shinjurou was like that too.
context: Botanmaru.\Are you crying again, Botanmaru?\Did Jirou beat you again?\Here, let me see.\Brother, I hate myself.\One of the kids born last year is already much taller than me.\I am already six, yet my wings are not even fully grown.\Shinjurou was like that too. response:	Shinjurou?
context: Are you crying again, Botanmaru?\Did Jirou beat you again?\Here, let me see.\Brother, I hate myself.\One of the kids born last year is already much taller than me.\I am already six, yet my wings are not even fully grown.\Shinjurou was like that too.\Shinjurou? response:	Even though he was born to the Third.
context: Did Jirou beat you again?\Here, let me see.\Brother, I hate myself.\One of the kids born last year is already much taller than me.\I am already six, yet my wings are not even fully grown.\Shinjurou was like that too.\Shinjurou?\Even though he was born to the Third. response:	Like you, he was a late bloomer.
context: Here, let me see.\Brother, I hate myself.\One of the kids born last year is already much taller than me.\I am already six, yet my wings are not even fully grown.\Shinjurou was like that too.\Shinjurou?\Even though he was born to the Third.\Like you, he was a late bloomer. response:	And he was the first to be born in 500 years, so he was judged harshly by those around him back then.
context: Brother, I hate myself.\One of the kids born last year is already much taller than me.\I am already six, yet my wings are not even fully grown.\Shinjurou was like that too.\Shinjurou?\Even though he was born to the Third.\Like you, he was a late bloomer.\And he was the first to be born in 500 years, so he was judged harshly by those around him back then. response:	He often received beatings from Jirou.
context: One of the kids born last year is already much taller than me.\I am already six, yet my wings are not even fully grown.\Shinjurou was like that too.\Shinjurou?\Even though he was born to the Third.\Like you, he was a late bloomer.\And he was the first to be born in 500 years, so he was judged harshly by those around him back then.\He often received beatings from Jirou. response:	But he was a child who never cried.
context: I am already six, yet my wings are not even fully grown.\Shinjurou was like that too.\Shinjurou?\Even though he was born to the Third.\Like you, he was a late bloomer.\And he was the first to be born in 500 years, so he was judged harshly by those around him back then.\He often received beatings from Jirou.\But he was a child who never cried. response:	He was always sitting atop that rock.
context: Shinjurou was like that too.\Shinjurou?\Even though he was born to the Third.\Like you, he was a late bloomer.\And he was the first to be born in 500 years, so he was judged harshly by those around him back then.\He often received beatings from Jirou.\But he was a child who never cried.\He was always sitting atop that rock. response:	There.
context: Shinjurou?\Even though he was born to the Third.\Like you, he was a late bloomer.\And he was the first to be born in 500 years, so he was judged harshly by those around him back then.\He often received beatings from Jirou.\But he was a child who never cried.\He was always sitting atop that rock.\There. response:	Right where you're sitting.
context: Even though he was born to the Third.\Like you, he was a late bloomer.\And he was the first to be born in 500 years, so he was judged harshly by those around him back then.\He often received beatings from Jirou.\But he was a child who never cried.\He was always sitting atop that rock.\There.\Right where you're sitting. response:	Where is Master Shinjurou now?
context: Like you, he was a late bloomer.\And he was the first to be born in 500 years, so he was judged harshly by those around him back then.\He often received beatings from Jirou.\But he was a child who never cried.\He was always sitting atop that rock.\There.\Right where you're sitting.\Where is Master Shinjurou now? response:	I don't know.
context: And he was the first to be born in 500 years, so he was judged harshly by those around him back then.\He often received beatings from Jirou.\But he was a child who never cried.\He was always sitting atop that rock.\There.\Right where you're sitting.\Where is Master Shinjurou now?\I don't know. response:	He was gravely injured when he was twelve, and he ended up descending the mountain.
