context: Science Fell in Love, So I Tried to Prove It response:	Gone Home
context: Yes. Good. Just like that. Please do!\Cosmo Land\Park Map\In order to visit every destination in the most efficient manner,\we must construct the optimal route for our date!\What?\The entrance is the start point and there are 22 destinations.\Which order would be the fastest, do you think? response:	This is your area of research, right, Kanade?
context: Cosmo Land\Park Map\In order to visit every destination in the most efficient manner,\we must construct the optimal route for our date!\What?\The entrance is the start point and there are 22 destinations.\Which order would be the fastest, do you think?\This is your area of research, right, Kanade? response:	The traveling salesman problem!
context: Park Map\In order to visit every destination in the most efficient manner,\we must construct the optimal route for our date!\What?\The entrance is the start point and there are 22 destinations.\Which order would be the fastest, do you think?\This is your area of research, right, Kanade?\The traveling salesman problem! response:	Traveling Salesman Problem
context: In order to visit every destination in the most efficient manner,\we must construct the optimal route for our date!\What?\The entrance is the start point and there are 22 destinations.\Which order would be the fastest, do you think?\This is your area of research, right, Kanade?\The traveling salesman problem!\Traveling Salesman Problem response:	The traveling salesman problem!
context: we must construct the optimal route for our date!\What?\The entrance is the start point and there are 22 destinations.\Which order would be the fastest, do you think?\This is your area of research, right, Kanade?\The traveling salesman problem!\Traveling Salesman Problem\The traveling salesman problem! response:	Or... the Traveling Salesman Problem!
context: What?\The entrance is the start point and there are 22 destinations.\Which order would be the fastest, do you think?\This is your area of research, right, Kanade?\The traveling salesman problem!\Traveling Salesman Problem\The traveling salesman problem!\Or... the Traveling Salesman Problem! response:	It sounds cooler that way, doesn't it, bear?
context: The entrance is the start point and there are 22 destinations.\Which order would be the fastest, do you think?\This is your area of research, right, Kanade?\The traveling salesman problem!\Traveling Salesman Problem\The traveling salesman problem!\Or... the Traveling Salesman Problem!\It sounds cooler that way, doesn't it, bear? response:	In short, when a suspicious salesman wants to go to 100 places to push his wares,
context: Which order would be the fastest, do you think?\This is your area of research, right, Kanade?\The traveling salesman problem!\Traveling Salesman Problem\The traveling salesman problem!\Or... the Traveling Salesman Problem!\It sounds cooler that way, doesn't it, bear?\In short, when a suspicious salesman wants to go to 100 places to push his wares, response:	he wants to figure out what route is the fastest.
context: This is your area of research, right, Kanade?\The traveling salesman problem!\Traveling Salesman Problem\The traveling salesman problem!\Or... the Traveling Salesman Problem!\It sounds cooler that way, doesn't it, bear?\In short, when a suspicious salesman wants to go to 100 places to push his wares,\he wants to figure out what route is the fastest. response:	That's what this problem is about, bear.
context: The traveling salesman problem!\Traveling Salesman Problem\The traveling salesman problem!\Or... the Traveling Salesman Problem!\It sounds cooler that way, doesn't it, bear?\In short, when a suspicious salesman wants to go to 100 places to push his wares,\he wants to figure out what route is the fastest.\That's what this problem is about, bear. response:	If you went and straight up calculated every single course,
context: Traveling Salesman Problem\The traveling salesman problem!\Or... the Traveling Salesman Problem!\It sounds cooler that way, doesn't it, bear?\In short, when a suspicious salesman wants to go to 100 places to push his wares,\he wants to figure out what route is the fastest.\That's what this problem is about, bear.\If you went and straight up calculated every single course, response:	even if you used a supercomputer,
context: The traveling salesman problem!\Or... the Traveling Salesman Problem!\It sounds cooler that way, doesn't it, bear?\In short, when a suspicious salesman wants to go to 100 places to push his wares,\he wants to figure out what route is the fastest.\That's what this problem is about, bear.\If you went and straight up calculated every single course,\even if you used a supercomputer, response:	the number of years it'd take would have about 140 zeros after it, bear.
context: Or... the Traveling Salesman Problem!\It sounds cooler that way, doesn't it, bear?\In short, when a suspicious salesman wants to go to 100 places to push his wares,\he wants to figure out what route is the fastest.\That's what this problem is about, bear.\If you went and straight up calculated every single course,\even if you used a supercomputer,\the number of years it'd take would have about 140 zeros after it, bear. response:	It's a difficult problem with no absolute correct answer.
context: It sounds cooler that way, doesn't it, bear?\In short, when a suspicious salesman wants to go to 100 places to push his wares,\he wants to figure out what route is the fastest.\That's what this problem is about, bear.\If you went and straight up calculated every single course,\even if you used a supercomputer,\the number of years it'd take would have about 140 zeros after it, bear.\It's a difficult problem with no absolute correct answer. response:	Using specialist jargon to say it in a cool way, it's NP-hard, bear.
context: In short, when a suspicious salesman wants to go to 100 places to push his wares,\he wants to figure out what route is the fastest.\That's what this problem is about, bear.\If you went and straight up calculated every single course,\even if you used a supercomputer,\the number of years it'd take would have about 140 zeros after it, bear.\It's a difficult problem with no absolute correct answer.\Using specialist jargon to say it in a cool way, it's NP-hard, bear. response:	Which is why...
context: he wants to figure out what route is the fastest.\That's what this problem is about, bear.\If you went and straight up calculated every single course,\even if you used a supercomputer,\the number of years it'd take would have about 140 zeros after it, bear.\It's a difficult problem with no absolute correct answer.\Using specialist jargon to say it in a cool way, it's NP-hard, bear.\Which is why... response:	Many methods of solving it are currently being researched, bear, but
context: That's what this problem is about, bear.\If you went and straight up calculated every single course,\even if you used a supercomputer,\the number of years it'd take would have about 140 zeros after it, bear.\It's a difficult problem with no absolute correct answer.\Using specialist jargon to say it in a cool way, it's NP-hard, bear.\Which is why...\Many methods of solving it are currently being researched, bear, but response:	this explanation is getting to be too much work, bear.
context: If you went and straight up calculated every single course,\even if you used a supercomputer,\the number of years it'd take would have about 140 zeros after it, bear.\It's a difficult problem with no absolute correct answer.\Using specialist jargon to say it in a cool way, it's NP-hard, bear.\Which is why...\Many methods of solving it are currently being researched, bear, but\this explanation is getting to be too much work, bear. response:	If you want to know more, then look it up yourself, bear!
context: even if you used a supercomputer,\the number of years it'd take would have about 140 zeros after it, bear.\It's a difficult problem with no absolute correct answer.\Using specialist jargon to say it in a cool way, it's NP-hard, bear.\Which is why...\Many methods of solving it are currently being researched, bear, but\this explanation is getting to be too much work, bear.\If you want to know more, then look it up yourself, bear! response:	If the course is to be of practical use,
context: the number of years it'd take would have about 140 zeros after it, bear.\It's a difficult problem with no absolute correct answer.\Using specialist jargon to say it in a cool way, it's NP-hard, bear.\Which is why...\Many methods of solving it are currently being researched, bear, but\this explanation is getting to be too much work, bear.\If you want to know more, then look it up yourself, bear!\If the course is to be of practical use, response:	then it should be perfectly possible to calculate.
context: It's a difficult problem with no absolute correct answer.\Using specialist jargon to say it in a cool way, it's NP-hard, bear.\Which is why...\Many methods of solving it are currently being researched, bear, but\this explanation is getting to be too much work, bear.\If you want to know more, then look it up yourself, bear!\If the course is to be of practical use,\then it should be perfectly possible to calculate. response:	Um...
context: Using specialist jargon to say it in a cool way, it's NP-hard, bear.\Which is why...\Many methods of solving it are currently being researched, bear, but\this explanation is getting to be too much work, bear.\If you want to know more, then look it up yourself, bear!\If the course is to be of practical use,\then it should be perfectly possible to calculate.\Um... response:	Is there really any need to be that efficient?
context: Which is why...\Many methods of solving it are currently being researched, bear, but\this explanation is getting to be too much work, bear.\If you want to know more, then look it up yourself, bear!\If the course is to be of practical use,\then it should be perfectly possible to calculate.\Um...\Is there really any need to be that efficient? response:	This way...
context: Many methods of solving it are currently being researched, bear, but\this explanation is getting to be too much work, bear.\If you want to know more, then look it up yourself, bear!\If the course is to be of practical use,\then it should be perfectly possible to calculate.\Um...\Is there really any need to be that efficient?\This way... response:	This way...
context: this explanation is getting to be too much work, bear.\If you want to know more, then look it up yourself, bear!\If the course is to be of practical use,\then it should be perfectly possible to calculate.\Um...\Is there really any need to be that efficient?\This way...\This way... response:	we can conduct more experiments!
context: If you want to know more, then look it up yourself, bear!\If the course is to be of practical use,\then it should be perfectly possible to calculate.\Um...\Is there really any need to be that efficient?\This way...\This way...\we can conduct more experiments! response:	we can go to more date spots!
context: If the course is to be of practical use,\then it should be perfectly possible to calculate.\Um...\Is there really any need to be that efficient?\This way...\This way...\we can conduct more experiments!\we can go to more date spots! response:	Distance.
context: then it should be perfectly possible to calculate.\Um...\Is there really any need to be that efficient?\This way...\This way...\we can conduct more experiments!\we can go to more date spots!\Distance. response:	1,325.06.
context: Um...\Is there really any need to be that efficient?\This way...\This way...\we can conduct more experiments!\we can go to more date spots!\Distance.\1,325.06. response:	They're the same.
context: Is there really any need to be that efficient?\This way...\This way...\we can conduct more experiments!\we can go to more date spots!\Distance.\1,325.06.\They're the same. response:	Which means this is the most appropriate travel route.
context: This way...\This way...\we can conduct more experiments!\we can go to more date spots!\Distance.\1,325.06.\They're the same.\Which means this is the most appropriate travel route. response:	Yup. Too bad.
context: This way...\we can conduct more experiments!\we can go to more date spots!\Distance.\1,325.06.\They're the same.\Which means this is the most appropriate travel route.\Yup. Too bad. response:	Distance, 1,299.46.
context: we can conduct more experiments!\we can go to more date spots!\Distance.\1,325.06.\They're the same.\Which means this is the most appropriate travel route.\Yup. Too bad.\Distance, 1,299.46. response:	You two still have a long way to go.
context: we can go to more date spots!\Distance.\1,325.06.\They're the same.\Which means this is the most appropriate travel route.\Yup. Too bad.\Distance, 1,299.46.\You two still have a long way to go. response:	You little...! What method did you use?
context: Distance.\1,325.06.\They're the same.\Which means this is the most appropriate travel route.\Yup. Too bad.\Distance, 1,299.46.\You two still have a long way to go.\You little...! What method did you use? response:	An angle adjusted tabu search.
context: 1,325.06.\They're the same.\Which means this is the most appropriate travel route.\Yup. Too bad.\Distance, 1,299.46.\You two still have a long way to go.\You little...! What method did you use?\An angle adjusted tabu search. response:	Angles? Where did you find that?
context: They're the same.\Which means this is the most appropriate travel route.\Yup. Too bad.\Distance, 1,299.46.\You two still have a long way to go.\You little...! What method did you use?\An angle adjusted tabu search.\Angles? Where did you find that? response:	Well, it was a pretty minor paper.
context: Which means this is the most appropriate travel route.\Yup. Too bad.\Distance, 1,299.46.\You two still have a long way to go.\You little...! What method did you use?\An angle adjusted tabu search.\Angles? Where did you find that?\Well, it was a pretty minor paper. response:	All right, now.
context: Yup. Too bad.\Distance, 1,299.46.\You two still have a long way to go.\You little...! What method did you use?\An angle adjusted tabu search.\Angles? Where did you find that?\Well, it was a pretty minor paper.\All right, now. response:	We're moving on to the next stage!
context: Distance, 1,299.46.\You two still have a long way to go.\You little...! What method did you use?\An angle adjusted tabu search.\Angles? Where did you find that?\Well, it was a pretty minor paper.\All right, now.\We're moving on to the next stage! response:	The next...?
context: You two still have a long way to go.\You little...! What method did you use?\An angle adjusted tabu search.\Angles? Where did you find that?\Well, it was a pretty minor paper.\All right, now.\We're moving on to the next stage!\The next...? response:	What is that?
context: You little...! What method did you use?\An angle adjusted tabu search.\Angles? Where did you find that?\Well, it was a pretty minor paper.\All right, now.\We're moving on to the next stage!\The next...?\What is that? response:	Now that the date plan has been decided,
context: An angle adjusted tabu search.\Angles? Where did you find that?\Well, it was a pretty minor paper.\All right, now.\We're moving on to the next stage!\The next...?\What is that?\Now that the date plan has been decided, response:	Yukimura-senpai, you need to officially invite Himuro-senpai to go on a date with you!
context: Angles? Where did you find that?\Well, it was a pretty minor paper.\All right, now.\We're moving on to the next stage!\The next...?\What is that?\Now that the date plan has been decided,\Yukimura-senpai, you need to officially invite Himuro-senpai to go on a date with you! response:	Is there any point to that action?
context: Well, it was a pretty minor paper.\All right, now.\We're moving on to the next stage!\The next...?\What is that?\Now that the date plan has been decided,\Yukimura-senpai, you need to officially invite Himuro-senpai to go on a date with you!\Is there any point to that action? response:	We've already decided we're doing the experiment.
context: All right, now.\We're moving on to the next stage!\The next...?\What is that?\Now that the date plan has been decided,\Yukimura-senpai, you need to officially invite Himuro-senpai to go on a date with you!\Is there any point to that action?\We've already decided we're doing the experiment. response:	Right, Himuro?
context: We're moving on to the next stage!\The next...?\What is that?\Now that the date plan has been decided,\Yukimura-senpai, you need to officially invite Himuro-senpai to go on a date with you!\Is there any point to that action?\We've already decided we're doing the experiment.\Right, Himuro? response:	What?
context: The next...?\What is that?\Now that the date plan has been decided,\Yukimura-senpai, you need to officially invite Himuro-senpai to go on a date with you!\Is there any point to that action?\We've already decided we're doing the experiment.\Right, Himuro?\What? response:	Nothing. It's fine.
context: What is that?\Now that the date plan has been decided,\Yukimura-senpai, you need to officially invite Himuro-senpai to go on a date with you!\Is there any point to that action?\We've already decided we're doing the experiment.\Right, Himuro?\What?\Nothing. It's fine. response:	Himuro...
context: Now that the date plan has been decided,\Yukimura-senpai, you need to officially invite Himuro-senpai to go on a date with you!\Is there any point to that action?\We've already decided we're doing the experiment.\Right, Himuro?\What?\Nothing. It's fine.\Himuro... response:	Um... you know...
context: Yukimura-senpai, you need to officially invite Himuro-senpai to go on a date with you!\Is there any point to that action?\We've already decided we're doing the experiment.\Right, Himuro?\What?\Nothing. It's fine.\Himuro...\Um... you know... response:	Would you...want to...
context: Is there any point to that action?\We've already decided we're doing the experiment.\Right, Himuro?\What?\Nothing. It's fine.\Himuro...\Um... you know...\Would you...want to... response:	go on a date with me?
context: We've already decided we're doing the experiment.\Right, Himuro?\What?\Nothing. It's fine.\Himuro...\Um... you know...\Would you...want to...\go on a date with me? response:	What are you saying?
context: Right, Himuro?\What?\Nothing. It's fine.\Himuro...\Um... you know...\Would you...want to...\go on a date with me?\What are you saying? response:	That's already definite.
context: What?\Nothing. It's fine.\Himuro...\Um... you know...\Would you...want to...\go on a date with me?\What are you saying?\That's already definite. response:	Next time, Proof 4.
context: Nothing. It's fine.\Himuro...\Um... you know...\Would you...want to...\go on a date with me?\What are you saying?\That's already definite.\Next time, Proof 4. response:	Next Time
context: Himuro...\Um... you know...\Would you...want to...\go on a date with me?\What are you saying?\That's already definite.\Next time, Proof 4.\Next Time response:	Proof 4 Science-types Fell in Love, So They Tried Going on a Date.
context: Um... you know...\Would you...want to...\go on a date with me?\What are you saying?\That's already definite.\Next time, Proof 4.\Next Time\Proof 4 Science-types Fell in Love, So They Tried Going on a Date. response:	Science-types Fell in Love, So They Tried Going on a Date.
