context: Translation: MisaEditing: KlownzieTypsetting: LaytonEncoding: denpa response:	Anime-Koi Fansubs
context: What?\So you can't drink. How boring.\Wait a minute there. Don't you want to hear some of my awesome stories?\I want to hear them!\How stupid...\What do you mean'stupid,' you moron!\In that case, why don't you guys see who can drink the most?\We have a lot of sake in Mizuki's brewery. response:	That's a great idea!
context: So you can't drink. How boring.\Wait a minute there. Don't you want to hear some of my awesome stories?\I want to hear them!\How stupid...\What do you mean'stupid,' you moron!\In that case, why don't you guys see who can drink the most?\We have a lot of sake in Mizuki's brewery.\That's a great idea! response:	Interesting.
context: Wait a minute there. Don't you want to hear some of my awesome stories?\I want to hear them!\How stupid...\What do you mean'stupid,' you moron!\In that case, why don't you guys see who can drink the most?\We have a lot of sake in Mizuki's brewery.\That's a great idea!\Interesting. response:	The person who passes out first will be the loser.
context: I want to hear them!\How stupid...\What do you mean'stupid,' you moron!\In that case, why don't you guys see who can drink the most?\We have a lot of sake in Mizuki's brewery.\That's a great idea!\Interesting.\The person who passes out first will be the loser. response:	Pour, pour, pour, pour, and pour!
context: How stupid...\What do you mean'stupid,' you moron!\In that case, why don't you guys see who can drink the most?\We have a lot of sake in Mizuki's brewery.\That's a great idea!\Interesting.\The person who passes out first will be the loser.\Pour, pour, pour, pour, and pour! response:	Pour, pour, pour, pour, and pour!
context: What do you mean'stupid,' you moron!\In that case, why don't you guys see who can drink the most?\We have a lot of sake in Mizuki's brewery.\That's a great idea!\Interesting.\The person who passes out first will be the loser.\Pour, pour, pour, pour, and pour!\Pour, pour, pour, pour, and pour! response:	Cheers!
context: In that case, why don't you guys see who can drink the most?\We have a lot of sake in Mizuki's brewery.\That's a great idea!\Interesting.\The person who passes out first will be the loser.\Pour, pour, pour, pour, and pour!\Pour, pour, pour, pour, and pour!\Cheers! response:	Pour!
context: We have a lot of sake in Mizuki's brewery.\That's a great idea!\Interesting.\The person who passes out first will be the loser.\Pour, pour, pour, pour, and pour!\Pour, pour, pour, pour, and pour!\Cheers!\Pour! response:	While they are distracted...
context: That's a great idea!\Interesting.\The person who passes out first will be the loser.\Pour, pour, pour, pour, and pour!\Pour, pour, pour, pour, and pour!\Cheers!\Pour!\While they are distracted... response:	It's not here. Where did he put it?
context: Interesting.\The person who passes out first will be the loser.\Pour, pour, pour, pour, and pour!\Pour, pour, pour, pour, and pour!\Cheers!\Pour!\While they are distracted...\It's not here. Where did he put it? response:	I didn't know he thinks of me like that.
context: The person who passes out first will be the loser.\Pour, pour, pour, pour, and pour!\Pour, pour, pour, pour, and pour!\Cheers!\Pour!\While they are distracted...\It's not here. Where did he put it?\I didn't know he thinks of me like that. response:	Useless. Weak. A puny insect.
context: Pour, pour, pour, pour, and pour!\Pour, pour, pour, pour, and pour!\Cheers!\Pour!\While they are distracted...\It's not here. Where did he put it?\I didn't know he thinks of me like that.\Useless. Weak. A puny insect. response:	I kind of knew, but I was still depending on his can-do-anything wizard-like skills.
context: Pour, pour, pour, pour, and pour!\Cheers!\Pour!\While they are distracted...\It's not here. Where did he put it?\I didn't know he thinks of me like that.\Useless. Weak. A puny insect.\I kind of knew, but I was still depending on his can-do-anything wizard-like skills. response:	I won't randomly tell him that I want to eat purple yum and chestnut cake ever again.
context: Cheers!\Pour!\While they are distracted...\It's not here. Where did he put it?\I didn't know he thinks of me like that.\Useless. Weak. A puny insect.\I kind of knew, but I was still depending on his can-do-anything wizard-like skills.\I won't randomly tell him that I want to eat purple yum and chestnut cake ever again. response:	I'm so stupid. I didn't notice until it was too late.
context: Pour!\While they are distracted...\It's not here. Where did he put it?\I didn't know he thinks of me like that.\Useless. Weak. A puny insect.\I kind of knew, but I was still depending on his can-do-anything wizard-like skills.\I won't randomly tell him that I want to eat purple yum and chestnut cake ever again.\I'm so stupid. I didn't notice until it was too late. response:	In the kitchen?
context: While they are distracted...\It's not here. Where did he put it?\I didn't know he thinks of me like that.\Useless. Weak. A puny insect.\I kind of knew, but I was still depending on his can-do-anything wizard-like skills.\I won't randomly tell him that I want to eat purple yum and chestnut cake ever again.\I'm so stupid. I didn't notice until it was too late.\In the kitchen? response:	I found it! In this box...
context: It's not here. Where did he put it?\I didn't know he thinks of me like that.\Useless. Weak. A puny insect.\I kind of knew, but I was still depending on his can-do-anything wizard-like skills.\I won't randomly tell him that I want to eat purple yum and chestnut cake ever again.\I'm so stupid. I didn't notice until it was too late.\In the kitchen?\I found it! In this box... response:	Inside this box...
context: I didn't know he thinks of me like that.\Useless. Weak. A puny insect.\I kind of knew, but I was still depending on his can-do-anything wizard-like skills.\I won't randomly tell him that I want to eat purple yum and chestnut cake ever again.\I'm so stupid. I didn't notice until it was too late.\In the kitchen?\I found it! In this box...\Inside this box... response:	Inside this box...
context: Useless. Weak. A puny insect.\I kind of knew, but I was still depending on his can-do-anything wizard-like skills.\I won't randomly tell him that I want to eat purple yum and chestnut cake ever again.\I'm so stupid. I didn't notice until it was too late.\In the kitchen?\I found it! In this box...\Inside this box...\Inside this box... response:	The secret weapon that makes Tomoe think I'm useless.
context: I kind of knew, but I was still depending on his can-do-anything wizard-like skills.\I won't randomly tell him that I want to eat purple yum and chestnut cake ever again.\I'm so stupid. I didn't notice until it was too late.\In the kitchen?\I found it! In this box...\Inside this box...\Inside this box...\The secret weapon that makes Tomoe think I'm useless. response:	What?
context: I won't randomly tell him that I want to eat purple yum and chestnut cake ever again.\I'm so stupid. I didn't notice until it was too late.\In the kitchen?\I found it! In this box...\Inside this box...\Inside this box...\The secret weapon that makes Tomoe think I'm useless.\What? response:	What's this? A fruit?
context: I'm so stupid. I didn't notice until it was too late.\In the kitchen?\I found it! In this box...\Inside this box...\Inside this box...\The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit? response:	You shouldn't eat it!
context: In the kitchen?\I found it! In this box...\Inside this box...\Inside this box...\The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit?\You shouldn't eat it! response:	Tanuko-san!
context: I found it! In this box...\Inside this box...\Inside this box...\The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san! response:	Wh-What is this?
context: Inside this box...\Inside this box...\The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this? response:	We heard Tomoe-sama was looking for some pears, so we gave him the best one we could find.
context: Inside this box...\The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best one we could find. response:	Why pears?
context: The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best one we could find.\Why pears? response:	You told him you wanted some pear tart.
context: What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best one we could find.\Why pears?\You told him you wanted some pear tart. response:	Oh no! You can't tell her that, Tanuko! He said to keep it a secret,
context: What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best one we could find.\Why pears?\You told him you wanted some pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret, response:	because it'd embarrassing if he can't bake it right.
context: You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best one we could find.\Why pears?\You told him you wanted some pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right. response:	I want something sweet! At a time like this, a pear tart would be nice!
context: Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best one we could find.\Why pears?\You told him you wanted some pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right.\I want something sweet! At a time like this, a pear tart would be nice! response:	Hey? Tomoe, are you listening?
context: Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best one we could find.\Why pears?\You told him you wanted some pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right.\I want something sweet! At a time like this, a pear tart would be nice!\Hey? Tomoe, are you listening? response:	I just can't stand how selfish and annoying she can get.
