context: New Year's response:	Another New Year
context: If that's the emotion that got you to make this food,\I'm actually kind of impressed.\Suzu-chan, you eat a lot.\I'm still growing.\I won't grow if I don't eat a lot.\You're coming into heat.\Suzu Head\Height! response:	That was good!
context: I'm actually kind of impressed.\Suzu-chan, you eat a lot.\I'm still growing.\I won't grow if I don't eat a lot.\You're coming into heat.\Suzu Head\Height!\That was good! response:	No problem.
context: Suzu-chan, you eat a lot.\I'm still growing.\I won't grow if I don't eat a lot.\You're coming into heat.\Suzu Head\Height!\That was good!\No problem. response:	I'll wash out the lunchboxes and give them back to you.
context: I'm still growing.\I won't grow if I don't eat a lot.\You're coming into heat.\Suzu Head\Height!\That was good!\No problem.\I'll wash out the lunchboxes and give them back to you. response:	You sure?
context: I won't grow if I don't eat a lot.\You're coming into heat.\Suzu Head\Height!\That was good!\No problem.\I'll wash out the lunchboxes and give them back to you.\You sure? response:	Yeah.
context: You're coming into heat.\Suzu Head\Height!\That was good!\No problem.\I'll wash out the lunchboxes and give them back to you.\You sure?\Yeah. response:	It's normal to wash whatever you borrow before you return it,
context: Suzu Head\Height!\That was good!\No problem.\I'll wash out the lunchboxes and give them back to you.\You sure?\Yeah.\It's normal to wash whatever you borrow before you return it, response:	but I borrowed some underwear from Dejima-san today
context: Height!\That was good!\No problem.\I'll wash out the lunchboxes and give them back to you.\You sure?\Yeah.\It's normal to wash whatever you borrow before you return it,\but I borrowed some underwear from Dejima-san today response:	and she told me to return them without cleaning them.
context: That was good!\No problem.\I'll wash out the lunchboxes and give them back to you.\You sure?\Yeah.\It's normal to wash whatever you borrow before you return it,\but I borrowed some underwear from Dejima-san today\and she told me to return them without cleaning them. response:	Make sure they're clean before you give them to her.
context: No problem.\I'll wash out the lunchboxes and give them back to you.\You sure?\Yeah.\It's normal to wash whatever you borrow before you return it,\but I borrowed some underwear from Dejima-san today\and she told me to return them without cleaning them.\Make sure they're clean before you give them to her. response:	Anyway, I'll see you tomorrow.
context: I'll wash out the lunchboxes and give them back to you.\You sure?\Yeah.\It's normal to wash whatever you borrow before you return it,\but I borrowed some underwear from Dejima-san today\and she told me to return them without cleaning them.\Make sure they're clean before you give them to her.\Anyway, I'll see you tomorrow. response:	Right. See you then.
context: You sure?\Yeah.\It's normal to wash whatever you borrow before you return it,\but I borrowed some underwear from Dejima-san today\and she told me to return them without cleaning them.\Make sure they're clean before you give them to her.\Anyway, I'll see you tomorrow.\Right. See you then. response:	Oh, Prez.
context: Yeah.\It's normal to wash whatever you borrow before you return it,\but I borrowed some underwear from Dejima-san today\and she told me to return them without cleaning them.\Make sure they're clean before you give them to her.\Anyway, I'll see you tomorrow.\Right. See you then.\Oh, Prez. response:	Thanks for the lunch today.
context: It's normal to wash whatever you borrow before you return it,\but I borrowed some underwear from Dejima-san today\and she told me to return them without cleaning them.\Make sure they're clean before you give them to her.\Anyway, I'll see you tomorrow.\Right. See you then.\Oh, Prez.\Thanks for the lunch today. response:	I'll make you another one if you ask.
context: but I borrowed some underwear from Dejima-san today\and she told me to return them without cleaning them.\Make sure they're clean before you give them to her.\Anyway, I'll see you tomorrow.\Right. See you then.\Oh, Prez.\Thanks for the lunch today.\I'll make you another one if you ask. response:	Sorry about that.
context: and she told me to return them without cleaning them.\Make sure they're clean before you give them to her.\Anyway, I'll see you tomorrow.\Right. See you then.\Oh, Prez.\Thanks for the lunch today.\I'll make you another one if you ask.\Sorry about that. response:	See you later.
context: Make sure they're clean before you give them to her.\Anyway, I'll see you tomorrow.\Right. See you then.\Oh, Prez.\Thanks for the lunch today.\I'll make you another one if you ask.\Sorry about that.\See you later. response:	Right.
context: Anyway, I'll see you tomorrow.\Right. See you then.\Oh, Prez.\Thanks for the lunch today.\I'll make you another one if you ask.\Sorry about that.\See you later.\Right. response:	Sorry about that, huh?
context: Right. See you then.\Oh, Prez.\Thanks for the lunch today.\I'll make you another one if you ask.\Sorry about that.\See you later.\Right.\Sorry about that, huh? response:	Oh.
context: Oh, Prez.\Thanks for the lunch today.\I'll make you another one if you ask.\Sorry about that.\See you later.\Right.\Sorry about that, huh?\Oh. response:	Onee-chan.
context: Thanks for the lunch today.\I'll make you another one if you ask.\Sorry about that.\See you later.\Right.\Sorry about that, huh?\Oh.\Onee-chan. response:	Taka-kun.
context: I'll make you another one if you ask.\Sorry about that.\See you later.\Right.\Sorry about that, huh?\Oh.\Onee-chan.\Taka-kun. response:	Uomi... san?
context: Sorry about that.\See you later.\Right.\Sorry about that, huh?\Oh.\Onee-chan.\Taka-kun.\Uomi... san? response:	Next episode
context: See you later.\Right.\Sorry about that, huh?\Oh.\Onee-chan.\Taka-kun.\Uomi... san?\Next episode response:	there will be blood
context: Right.\Sorry about that, huh?\Oh.\Onee-chan.\Taka-kun.\Uomi... san?\Next episode\there will be blood response:	maybe?
context: Sorry about that, huh?\Oh.\Onee-chan.\Taka-kun.\Uomi... san?\Next episode\there will be blood\maybe? response:	Tsuda Takatoshi here.
context: Oh.\Onee-chan.\Taka-kun.\Uomi... san?\Next episode\there will be blood\maybe?\Tsuda Takatoshi here. response:	Sei to kai Ya ku ind omo
context: Onee-chan.\Taka-kun.\Uomi... san?\Next episode\there will be blood\maybe?\Tsuda Takatoshi here.\Sei to kai Ya ku ind omo response:	Next Episode Preview
context: Taka-kun.\Uomi... san?\Next episode\there will be blood\maybe?\Tsuda Takatoshi here.\Sei to kai Ya ku ind omo\Next Episode Preview response:	I'll be a third-year next year.
context: Uomi... san?\Next episode\there will be blood\maybe?\Tsuda Takatoshi here.\Sei to kai Ya ku ind omo\Next Episode Preview\I'll be a third-year next year. response:	I need to think about my future.
context: Next episode\there will be blood\maybe?\Tsuda Takatoshi here.\Sei to kai Ya ku ind omo\Next Episode Preview\I'll be a third-year next year.\I need to think about my future. response:	Huh? What's going to happen to the Prez and Shichijou-senpai?
context: there will be blood\maybe?\Tsuda Takatoshi here.\Sei to kai Ya ku ind omo\Next Episode Preview\I'll be a third-year next year.\I need to think about my future.\Huh? What's going to happen to the Prez and Shichijou-senpai? response:	Yeah, what's going to happen?
context: maybe?\Tsuda Takatoshi here.\Sei to kai Ya ku ind omo\Next Episode Preview\I'll be a third-year next year.\I need to think about my future.\Huh? What's going to happen to the Prez and Shichijou-senpai?\Yeah, what's going to happen? response:	I wonder what'll happen.
context: Tsuda Takatoshi here.\Sei to kai Ya ku ind omo\Next Episode Preview\I'll be a third-year next year.\I need to think about my future.\Huh? What's going to happen to the Prez and Shichijou-senpai?\Yeah, what's going to happen?\I wonder what'll happen. response:	How are we ending this thing?
context: Sei to kai Ya ku ind omo\Next Episode Preview\I'll be a third-year next year.\I need to think about my future.\Huh? What's going to happen to the Prez and Shichijou-senpai?\Yeah, what's going to happen?\I wonder what'll happen.\How are we ending this thing? response:	You'll have to see next episode.
context: Next Episode Preview\I'll be a third-year next year.\I need to think about my future.\Huh? What's going to happen to the Prez and Shichijou-senpai?\Yeah, what's going to happen?\I wonder what'll happen.\How are we ending this thing?\You'll have to see next episode. response:	Let's all see each other again!
context: I'll be a third-year next year.\I need to think about my future.\Huh? What's going to happen to the Prez and Shichijou-senpai?\Yeah, what's going to happen?\I wonder what'll happen.\How are we ending this thing?\You'll have to see next episode.\Let's all see each other again! response:	How to talk about love properly Long-range attack Hair showing Cherry Blossom Sky
context: I need to think about my future.\Huh? What's going to happen to the Prez and Shichijou-senpai?\Yeah, what's going to happen?\I wonder what'll happen.\How are we ending this thing?\You'll have to see next episode.\Let's all see each other again!\How to talk about love properly Long-range attack Hair showing Cherry Blossom Sky response:	You don't really want this to stop, now do you?
