context: Anyway, I won't leave you before you meet your destined calamity. response:	Who told you that I'm going to meet my destined calamity?
context: I just didn't dare to say it.\Senior, you already knew but there you stood watching us like some show?\I wouldn't dare treat it as some show.\Now that Seventeenth is High God Bai Qian of Qing Qiu\nearly all deities have to address her as Auntie in the realms\I'd have to greet her formally according to our ranks.\Therefore, Sixteenth, how would I dare speak for Seventeenth?\How would I dare say a word before she does? response:	As long as Master is around
context: Senior, you already knew but there you stood watching us like some show?\I wouldn't dare treat it as some show.\Now that Seventeenth is High God Bai Qian of Qing Qiu\nearly all deities have to address her as Auntie in the realms\I'd have to greet her formally according to our ranks.\Therefore, Sixteenth, how would I dare speak for Seventeenth?\How would I dare say a word before she does?\As long as Master is around response:	I'll always be Kunlun Mountain's Si Yin, and my seniors' little Seventeenth.
context: I wouldn't dare treat it as some show.\Now that Seventeenth is High God Bai Qian of Qing Qiu\nearly all deities have to address her as Auntie in the realms\I'd have to greet her formally according to our ranks.\Therefore, Sixteenth, how would I dare speak for Seventeenth?\How would I dare say a word before she does?\As long as Master is around\I'll always be Kunlun Mountain's Si Yin, and my seniors' little Seventeenth. response:	- Little Seventeenth! - Little Seventeenth!
context: Now that Seventeenth is High God Bai Qian of Qing Qiu\nearly all deities have to address her as Auntie in the realms\I'd have to greet her formally according to our ranks.\Therefore, Sixteenth, how would I dare speak for Seventeenth?\How would I dare say a word before she does?\As long as Master is around\I'll always be Kunlun Mountain's Si Yin, and my seniors' little Seventeenth.\- Little Seventeenth! - Little Seventeenth! response:	Little Seventeenth, come here!
context: nearly all deities have to address her as Auntie in the realms\I'd have to greet her formally according to our ranks.\Therefore, Sixteenth, how would I dare speak for Seventeenth?\How would I dare say a word before she does?\As long as Master is around\I'll always be Kunlun Mountain's Si Yin, and my seniors' little Seventeenth.\- Little Seventeenth! - Little Seventeenth!\Little Seventeenth, come here! response:	- You're so pretty! - Exactly!
context: I'd have to greet her formally according to our ranks.\Therefore, Sixteenth, how would I dare speak for Seventeenth?\How would I dare say a word before she does?\As long as Master is around\I'll always be Kunlun Mountain's Si Yin, and my seniors' little Seventeenth.\- Little Seventeenth! - Little Seventeenth!\Little Seventeenth, come here!\- You're so pretty! - Exactly! response:	Seventeenth, I didn't even realize that you're a girl all these years!
context: Therefore, Sixteenth, how would I dare speak for Seventeenth?\How would I dare say a word before she does?\As long as Master is around\I'll always be Kunlun Mountain's Si Yin, and my seniors' little Seventeenth.\- Little Seventeenth! - Little Seventeenth!\Little Seventeenth, come here!\- You're so pretty! - Exactly!\Seventeenth, I didn't even realize that you're a girl all these years! response:	- Exactly! - That's right!
context: How would I dare say a word before she does?\As long as Master is around\I'll always be Kunlun Mountain's Si Yin, and my seniors' little Seventeenth.\- Little Seventeenth! - Little Seventeenth!\Little Seventeenth, come here!\- You're so pretty! - Exactly!\Seventeenth, I didn't even realize that you're a girl all these years!\- Exactly! - That's right! response:	- We couldn't tell! - We didn't know!
context: As long as Master is around\I'll always be Kunlun Mountain's Si Yin, and my seniors' little Seventeenth.\- Little Seventeenth! - Little Seventeenth!\Little Seventeenth, come here!\- You're so pretty! - Exactly!\Seventeenth, I didn't even realize that you're a girl all these years!\- Exactly! - That's right!\- We couldn't tell! - We didn't know! response:	Exactly!
context: I'll always be Kunlun Mountain's Si Yin, and my seniors' little Seventeenth.\- Little Seventeenth! - Little Seventeenth!\Little Seventeenth, come here!\- You're so pretty! - Exactly!\Seventeenth, I didn't even realize that you're a girl all these years!\- Exactly! - That's right!\- We couldn't tell! - We didn't know!\Exactly! response:	I miss you all so much!
context: - Little Seventeenth! - Little Seventeenth!\Little Seventeenth, come here!\- You're so pretty! - Exactly!\Seventeenth, I didn't even realize that you're a girl all these years!\- Exactly! - That's right!\- We couldn't tell! - We didn't know!\Exactly!\I miss you all so much! response:	I thought that it would take Master three months to wake up.
context: Little Seventeenth, come here!\- You're so pretty! - Exactly!\Seventeenth, I didn't even realize that you're a girl all these years!\- Exactly! - That's right!\- We couldn't tell! - We didn't know!\Exactly!\I miss you all so much!\I thought that it would take Master three months to wake up. response:	Who knew that it would be so soon?
context: - You're so pretty! - Exactly!\Seventeenth, I didn't even realize that you're a girl all these years!\- Exactly! - That's right!\- We couldn't tell! - We didn't know!\Exactly!\I miss you all so much!\I thought that it would take Master three months to wake up.\Who knew that it would be so soon? response:	It's truly incredible.
context: Seventeenth, I didn't even realize that you're a girl all these years!\- Exactly! - That's right!\- We couldn't tell! - We didn't know!\Exactly!\I miss you all so much!\I thought that it would take Master three months to wake up.\Who knew that it would be so soon?\It's truly incredible. response:	Ye Hua did use up all of his cultivation to have Mo Yuan revived so quickly.
context: - Exactly! - That's right!\- We couldn't tell! - We didn't know!\Exactly!\I miss you all so much!\I thought that it would take Master three months to wake up.\Who knew that it would be so soon?\It's truly incredible.\Ye Hua did use up all of his cultivation to have Mo Yuan revived so quickly. response:	Ye Hua is a true hopeless romantic.
context: - We couldn't tell! - We didn't know!\Exactly!\I miss you all so much!\I thought that it would take Master three months to wake up.\Who knew that it would be so soon?\It's truly incredible.\Ye Hua did use up all of his cultivation to have Mo Yuan revived so quickly.\Ye Hua is a true hopeless romantic. response:	Fifth Sister, you're too unlucky.
context: Exactly!\I miss you all so much!\I thought that it would take Master three months to wake up.\Who knew that it would be so soon?\It's truly incredible.\Ye Hua did use up all of his cultivation to have Mo Yuan revived so quickly.\Ye Hua is a true hopeless romantic.\Fifth Sister, you're too unlucky. response:	You've just repaid Mo Yuan's kindness, and now you owe Ye Hua.
