context: The Third Plate response:	Twenty-One
context: Bye!\Hey!\I see. He's cooking again.\Yukihira Soma\Family operates a diner called Yukihira Diner. Father: Yukihira Joichiro\I could tell right away\that this boy was one of the people who saved Joichiro from the storm.\Yukihira Soma... response:	As Joichiro's friend, I am deeply grateful that Soma was born as his son.
context: Hey!\I see. He's cooking again.\Yukihira Soma\Family operates a diner called Yukihira Diner. Father: Yukihira Joichiro\I could tell right away\that this boy was one of the people who saved Joichiro from the storm.\Yukihira Soma...\As Joichiro's friend, I am deeply grateful that Soma was born as his son. response:	All right!
context: I see. He's cooking again.\Yukihira Soma\Family operates a diner called Yukihira Diner. Father: Yukihira Joichiro\I could tell right away\that this boy was one of the people who saved Joichiro from the storm.\Yukihira Soma...\As Joichiro's friend, I am deeply grateful that Soma was born as his son.\All right! response:	I'm gonna win today, Dad!
context: Yukihira Soma\Family operates a diner called Yukihira Diner. Father: Yukihira Joichiro\I could tell right away\that this boy was one of the people who saved Joichiro from the storm.\Yukihira Soma...\As Joichiro's friend, I am deeply grateful that Soma was born as his son.\All right!\I'm gonna win today, Dad! response:	I can't wait for the Team Shokugeki, Saiba-senpai.
context: Family operates a diner called Yukihira Diner. Father: Yukihira Joichiro\I could tell right away\that this boy was one of the people who saved Joichiro from the storm.\Yukihira Soma...\As Joichiro's friend, I am deeply grateful that Soma was born as his son.\All right!\I'm gonna win today, Dad!\I can't wait for the Team Shokugeki, Saiba-senpai. response:	Later, Gin, Nakamura!
context: I could tell right away\that this boy was one of the people who saved Joichiro from the storm.\Yukihira Soma...\As Joichiro's friend, I am deeply grateful that Soma was born as his son.\All right!\I'm gonna win today, Dad!\I can't wait for the Team Shokugeki, Saiba-senpai.\Later, Gin, Nakamura! response:	Sorry!
context: that this boy was one of the people who saved Joichiro from the storm.\Yukihira Soma...\As Joichiro's friend, I am deeply grateful that Soma was born as his son.\All right!\I'm gonna win today, Dad!\I can't wait for the Team Shokugeki, Saiba-senpai.\Later, Gin, Nakamura!\Sorry! response:	A just world where no chef will lose their way
context: Yukihira Soma...\As Joichiro's friend, I am deeply grateful that Soma was born as his son.\All right!\I'm gonna win today, Dad!\I can't wait for the Team Shokugeki, Saiba-senpai.\Later, Gin, Nakamura!\Sorry!\A just world where no chef will lose their way response:	I am going to save Totsuki and the world of cooking.
context: As Joichiro's friend, I am deeply grateful that Soma was born as his son.\All right!\I'm gonna win today, Dad!\I can't wait for the Team Shokugeki, Saiba-senpai.\Later, Gin, Nakamura!\Sorry!\A just world where no chef will lose their way\I am going to save Totsuki and the world of cooking. response:	Totsuki
context: All right!\I'm gonna win today, Dad!\I can't wait for the Team Shokugeki, Saiba-senpai.\Later, Gin, Nakamura!\Sorry!\A just world where no chef will lose their way\I am going to save Totsuki and the world of cooking.\Totsuki response:	Food Wars
context: I'm gonna win today, Dad!\I can't wait for the Team Shokugeki, Saiba-senpai.\Later, Gin, Nakamura!\Sorry!\A just world where no chef will lose their way\I am going to save Totsuki and the world of cooking.\Totsuki\Food Wars response:	The Third Plate
context: I can't wait for the Team Shokugeki, Saiba-senpai.\Later, Gin, Nakamura!\Sorry!\A just world where no chef will lose their way\I am going to save Totsuki and the world of cooking.\Totsuki\Food Wars\The Third Plate response:	Next Episode To the Final Battleground
context: Later, Gin, Nakamura!\Sorry!\A just world where no chef will lose their way\I am going to save Totsuki and the world of cooking.\Totsuki\Food Wars\The Third Plate\Next Episode To the Final Battleground response:	Onward on our journey to victory!
