context: Byousoku 5 Centimeters response:	Chapter 1
context: As promised, I will be waiting for you at the waiting room of the station at 7 pm.\On that promised day with Akari, it started snowing after midday.\Ah- Hey, Takaki-kun!\A cat... it's Chobi!\This one's always around here, isn't he?\But he looks like he's alone today.\What happened to Mimi? It's lonely by yourself, right?\How was the book? response:	Very absorbing. I read through 4 billion years in one night yesterday!
context: On that promised day with Akari, it started snowing after midday.\Ah- Hey, Takaki-kun!\A cat... it's Chobi!\This one's always around here, isn't he?\But he looks like he's alone today.\What happened to Mimi? It's lonely by yourself, right?\How was the book?\Very absorbing. I read through 4 billion years in one night yesterday! response:	Where did you read up to?
context: Ah- Hey, Takaki-kun!\A cat... it's Chobi!\This one's always around here, isn't he?\But he looks like he's alone today.\What happened to Mimi? It's lonely by yourself, right?\How was the book?\Very absorbing. I read through 4 billion years in one night yesterday!\Where did you read up to? response:	Until the part when the Anomalocaris emerged.
context: A cat... it's Chobi!\This one's always around here, isn't he?\But he looks like he's alone today.\What happened to Mimi? It's lonely by yourself, right?\How was the book?\Very absorbing. I read through 4 billion years in one night yesterday!\Where did you read up to?\Until the part when the Anomalocaris emerged. response:	The Cambrian period!
context: This one's always around here, isn't he?\But he looks like he's alone today.\What happened to Mimi? It's lonely by yourself, right?\How was the book?\Very absorbing. I read through 4 billion years in one night yesterday!\Where did you read up to?\Until the part when the Anomalocaris emerged.\The Cambrian period! response:	I like the Hallucigenia... they look like this.
context: But he looks like he's alone today.\What happened to Mimi? It's lonely by yourself, right?\How was the book?\Very absorbing. I read through 4 billion years in one night yesterday!\Where did you read up to?\Until the part when the Anomalocaris emerged.\The Cambrian period!\I like the Hallucigenia... they look like this. response:	Well, it looks similar, I guess.
context: What happened to Mimi? It's lonely by yourself, right?\How was the book?\Very absorbing. I read through 4 billion years in one night yesterday!\Where did you read up to?\Until the part when the Anomalocaris emerged.\The Cambrian period!\I like the Hallucigenia... they look like this.\Well, it looks similar, I guess. response:	What are you a fan of, Takaki-kun?
context: How was the book?\Very absorbing. I read through 4 billion years in one night yesterday!\Where did you read up to?\Until the part when the Anomalocaris emerged.\The Cambrian period!\I like the Hallucigenia... they look like this.\Well, it looks similar, I guess.\What are you a fan of, Takaki-kun? response:	The Opabinia I guess.
context: Very absorbing. I read through 4 billion years in one night yesterday!\Where did you read up to?\Until the part when the Anomalocaris emerged.\The Cambrian period!\I like the Hallucigenia... they look like this.\Well, it looks similar, I guess.\What are you a fan of, Takaki-kun?\The Opabinia I guess. response:	Aah. It's got 5 eyes doesn't it?
context: Where did you read up to?\Until the part when the Anomalocaris emerged.\The Cambrian period!\I like the Hallucigenia... they look like this.\Well, it looks similar, I guess.\What are you a fan of, Takaki-kun?\The Opabinia I guess.\Aah. It's got 5 eyes doesn't it? response:	I think Akari and I were somewhat similar in our thoughts and feelings.
context: Until the part when the Anomalocaris emerged.\The Cambrian period!\I like the Hallucigenia... they look like this.\Well, it looks similar, I guess.\What are you a fan of, Takaki-kun?\The Opabinia I guess.\Aah. It's got 5 eyes doesn't it?\I think Akari and I were somewhat similar in our thoughts and feelings. response:	One year after I transferred to Tokyo,
context: The Cambrian period!\I like the Hallucigenia... they look like this.\Well, it looks similar, I guess.\What are you a fan of, Takaki-kun?\The Opabinia I guess.\Aah. It's got 5 eyes doesn't it?\I think Akari and I were somewhat similar in our thoughts and feelings.\One year after I transferred to Tokyo, response:	Akari transferred to the same class.
context: I like the Hallucigenia... they look like this.\Well, it looks similar, I guess.\What are you a fan of, Takaki-kun?\The Opabinia I guess.\Aah. It's got 5 eyes doesn't it?\I think Akari and I were somewhat similar in our thoughts and feelings.\One year after I transferred to Tokyo,\Akari transferred to the same class. response:	We, who were still small and sickly at that time,
context: Well, it looks similar, I guess.\What are you a fan of, Takaki-kun?\The Opabinia I guess.\Aah. It's got 5 eyes doesn't it?\I think Akari and I were somewhat similar in our thoughts and feelings.\One year after I transferred to Tokyo,\Akari transferred to the same class.\We, who were still small and sickly at that time, response:	preferred the library over the playground.
context: What are you a fan of, Takaki-kun?\The Opabinia I guess.\Aah. It's got 5 eyes doesn't it?\I think Akari and I were somewhat similar in our thoughts and feelings.\One year after I transferred to Tokyo,\Akari transferred to the same class.\We, who were still small and sickly at that time,\preferred the library over the playground. response:	That's why we came to naturally become friends.
context: The Opabinia I guess.\Aah. It's got 5 eyes doesn't it?\I think Akari and I were somewhat similar in our thoughts and feelings.\One year after I transferred to Tokyo,\Akari transferred to the same class.\We, who were still small and sickly at that time,\preferred the library over the playground.\That's why we came to naturally become friends. response:	Because of that, we were teased by our classmates.
context: Aah. It's got 5 eyes doesn't it?\I think Akari and I were somewhat similar in our thoughts and feelings.\One year after I transferred to Tokyo,\Akari transferred to the same class.\We, who were still small and sickly at that time,\preferred the library over the playground.\That's why we came to naturally become friends.\Because of that, we were teased by our classmates. response:	But...
context: I think Akari and I were somewhat similar in our thoughts and feelings.\One year after I transferred to Tokyo,\Akari transferred to the same class.\We, who were still small and sickly at that time,\preferred the library over the playground.\That's why we came to naturally become friends.\Because of that, we were teased by our classmates.\But... response:	strangely, when we were together, we weren't too perturbed by those things.
context: One year after I transferred to Tokyo,\Akari transferred to the same class.\We, who were still small and sickly at that time,\preferred the library over the playground.\That's why we came to naturally become friends.\Because of that, we were teased by our classmates.\But...\strangely, when we were together, we weren't too perturbed by those things. response:	We eventually started commuting to the same secondary school.
context: Akari transferred to the same class.\We, who were still small and sickly at that time,\preferred the library over the playground.\That's why we came to naturally become friends.\Because of that, we were teased by our classmates.\But...\strangely, when we were together, we weren't too perturbed by those things.\We eventually started commuting to the same secondary school. response:	We would be together from then onwards
