context: akirame wa shinai dare ni mo watasenai response:	kono yume dake wa kakegaenai mono
context: so to a certain degree it's okay, but he's just too normal right now.\There's no difference between him and his classmates.\The impact of his appearance...\This is more important than his name, isn't it?\You're right.\He needs to have a special characteristic.\I'll do his character design.\Takagi, you worry about the name and the title. response:	Let's redo all the main characters' names, not just his.
context: There's no difference between him and his classmates.\The impact of his appearance...\This is more important than his name, isn't it?\You're right.\He needs to have a special characteristic.\I'll do his character design.\Takagi, you worry about the name and the title.\Let's redo all the main characters' names, not just his. response:	Got it.
context: The impact of his appearance...\This is more important than his name, isn't it?\You're right.\He needs to have a special characteristic.\I'll do his character design.\Takagi, you worry about the name and the title.\Let's redo all the main characters' names, not just his.\Got it. response:	I'll think of them as soon as I can.
context: This is more important than his name, isn't it?\You're right.\He needs to have a special characteristic.\I'll do his character design.\Takagi, you worry about the name and the title.\Let's redo all the main characters' names, not just his.\Got it.\I'll think of them as soon as I can. response:	You don't have to hurry with the names, since we can just cut and paste them in.
context: You're right.\He needs to have a special characteristic.\I'll do his character design.\Takagi, you worry about the name and the title.\Let's redo all the main characters' names, not just his.\Got it.\I'll think of them as soon as I can.\You don't have to hurry with the names, since we can just cut and paste them in. response:	But the character design needs to come first, so I have to hurry.
context: He needs to have a special characteristic.\I'll do his character design.\Takagi, you worry about the name and the title.\Let's redo all the main characters' names, not just his.\Got it.\I'll think of them as soon as I can.\You don't have to hurry with the names, since we can just cut and paste them in.\But the character design needs to come first, so I have to hurry. response:	I've given them all the advice I can.
context: I'll do his character design.\Takagi, you worry about the name and the title.\Let's redo all the main characters' names, not just his.\Got it.\I'll think of them as soon as I can.\You don't have to hurry with the names, since we can just cut and paste them in.\But the character design needs to come first, so I have to hurry.\I've given them all the advice I can. response:	I'll leave the rest to them.
context: Takagi, you worry about the name and the title.\Let's redo all the main characters' names, not just his.\Got it.\I'll think of them as soon as I can.\You don't have to hurry with the names, since we can just cut and paste them in.\But the character design needs to come first, so I have to hurry.\I've given them all the advice I can.\I'll leave the rest to them. response:	I've got you two assistants.
context: Let's redo all the main characters' names, not just his.\Got it.\I'll think of them as soon as I can.\You don't have to hurry with the names, since we can just cut and paste them in.\But the character design needs to come first, so I have to hurry.\I've given them all the advice I can.\I'll leave the rest to them.\I've got you two assistants. response:	I've made sure they're suited to your art style.
context: Got it.\I'll think of them as soon as I can.\You don't have to hurry with the names, since we can just cut and paste them in.\But the character design needs to come first, so I have to hurry.\I've given them all the advice I can.\I'll leave the rest to them.\I've got you two assistants.\I've made sure they're suited to your art style. response:	Oh, and we've got Orihara on board, too.
context: I'll think of them as soon as I can.\You don't have to hurry with the names, since we can just cut and paste them in.\But the character design needs to come first, so I have to hurry.\I've given them all the advice I can.\I'll leave the rest to them.\I've got you two assistants.\I've made sure they're suited to your art style.\Oh, and we've got Orihara on board, too. response:	Counting backwards... we'll make it if we start the manuscript around the 13th.
context: You don't have to hurry with the names, since we can just cut and paste them in.\But the character design needs to come first, so I have to hurry.\I've given them all the advice I can.\I'll leave the rest to them.\I've got you two assistants.\I've made sure they're suited to your art style.\Oh, and we've got Orihara on board, too.\Counting backwards... we'll make it if we start the manuscript around the 13th. response:	The 13th is the New Year's party.
context: But the character design needs to come first, so I have to hurry.\I've given them all the advice I can.\I'll leave the rest to them.\I've got you two assistants.\I've made sure they're suited to your art style.\Oh, and we've got Orihara on board, too.\Counting backwards... we'll make it if we start the manuscript around the 13th.\The 13th is the New Year's party. response:	Oh, right.
context: I've given them all the advice I can.\I'll leave the rest to them.\I've got you two assistants.\I've made sure they're suited to your art style.\Oh, and we've got Orihara on board, too.\Counting backwards... we'll make it if we start the manuscript around the 13th.\The 13th is the New Year's party.\Oh, right. response:	If we have a new serialization, we have to go, don't we?
context: I'll leave the rest to them.\I've got you two assistants.\I've made sure they're suited to your art style.\Oh, and we've got Orihara on board, too.\Counting backwards... we'll make it if we start the manuscript around the 13th.\The 13th is the New Year's party.\Oh, right.\If we have a new serialization, we have to go, don't we? response:	The New Year's party.
context: I've got you two assistants.\I've made sure they're suited to your art style.\Oh, and we've got Orihara on board, too.\Counting backwards... we'll make it if we start the manuscript around the 13th.\The 13th is the New Year's party.\Oh, right.\If we have a new serialization, we have to go, don't we?\The New Year's party. response:	I want to do what my uncle couldn't do, and the things he left undone.
context: I've made sure they're suited to your art style.\Oh, and we've got Orihara on board, too.\Counting backwards... we'll make it if we start the manuscript around the 13th.\The 13th is the New Year's party.\Oh, right.\If we have a new serialization, we have to go, don't we?\The New Year's party.\I want to do what my uncle couldn't do, and the things he left undone. response:	What he couldn't do?
context: Oh, and we've got Orihara on board, too.\Counting backwards... we'll make it if we start the manuscript around the 13th.\The 13th is the New Year's party.\Oh, right.\If we have a new serialization, we have to go, don't we?\The New Year's party.\I want to do what my uncle couldn't do, and the things he left undone.\What he couldn't do? response:	What he left undone?
context: Counting backwards... we'll make it if we start the manuscript around the 13th.\The 13th is the New Year's party.\Oh, right.\If we have a new serialization, we have to go, don't we?\The New Year's party.\I want to do what my uncle couldn't do, and the things he left undone.\What he couldn't do?\What he left undone? response:	What he couldn't do was make a living off of manga alone.
context: The 13th is the New Year's party.\Oh, right.\If we have a new serialization, we have to go, don't we?\The New Year's party.\I want to do what my uncle couldn't do, and the things he left undone.\What he couldn't do?\What he left undone?\What he couldn't do was make a living off of manga alone. response:	What he left undone was getting first place in the rankings!
context: Oh, right.\If we have a new serialization, we have to go, don't we?\The New Year's party.\I want to do what my uncle couldn't do, and the things he left undone.\What he couldn't do?\What he left undone?\What he couldn't do was make a living off of manga alone.\What he left undone was getting first place in the rankings! response:	Is the coming of age ceremony over already?
context: If we have a new serialization, we have to go, don't we?\The New Year's party.\I want to do what my uncle couldn't do, and the things he left undone.\What he couldn't do?\What he left undone?\What he couldn't do was make a living off of manga alone.\What he left undone was getting first place in the rankings!\Is the coming of age ceremony over already? response:	How could I let you keep working alone when I haven't come up with character names or a title yet?
context: The New Year's party.\I want to do what my uncle couldn't do, and the things he left undone.\What he couldn't do?\What he left undone?\What he couldn't do was make a living off of manga alone.\What he left undone was getting first place in the rankings!\Is the coming of age ceremony over already?\How could I let you keep working alone when I haven't come up with character names or a title yet? response:	Iwase and Ishizawa were there too, so we ducked out early.
context: I want to do what my uncle couldn't do, and the things he left undone.\What he couldn't do?\What he left undone?\What he couldn't do was make a living off of manga alone.\What he left undone was getting first place in the rankings!\Is the coming of age ceremony over already?\How could I let you keep working alone when I haven't come up with character names or a title yet?\Iwase and Ishizawa were there too, so we ducked out early. response:	But you've really drawn a lot of them.
