context: Wise Woman Beatrix. response:	Shibiladula Reladibula.
context: osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime! response:	It's showtime!
context: Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime! response:	Oh I don't want to miss a thing
context: osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing response:	Oh I don't want to miss a thing
context: Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing response:	Starting from here
context: nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here response:	kono basho kara
context: Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara response:	Starting from here
context: nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here response:	kono basho kara
context: It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara response:	Little Witch Academia
context: It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia response:	Little Witch Academia
context: Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia response:	I'm starving...
context: Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\I'm starving... response:	I hope they still have some leftovers.
context: Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\I'm starving...\I hope they still have some leftovers. response:	And you are absolutely certain that we cannot convince you to reconsider, Diana?
context: kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\I'm starving...\I hope they still have some leftovers.\And you are absolutely certain that we cannot convince you to reconsider, Diana? response:	I am truly grateful for the kindness you have shown me.
context: Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\I'm starving...\I hope they still have some leftovers.\And you are absolutely certain that we cannot convince you to reconsider, Diana?\I am truly grateful for the kindness you have shown me. response:	However, I have made my decision after thorough deliberation.
context: kono basho kara\Little Witch Academia\Little Witch Academia\I'm starving...\I hope they still have some leftovers.\And you are absolutely certain that we cannot convince you to reconsider, Diana?\I am truly grateful for the kindness you have shown me.\However, I have made my decision after thorough deliberation. response:	Diana's going to leave Luna Nova?!
context: Little Witch Academia\Little Witch Academia\I'm starving...\I hope they still have some leftovers.\And you are absolutely certain that we cannot convince you to reconsider, Diana?\I am truly grateful for the kindness you have shown me.\However, I have made my decision after thorough deliberation.\Diana's going to leave Luna Nova?! response:	She got a letter from home yesterday.
context: Little Witch Academia\I'm starving...\I hope they still have some leftovers.\And you are absolutely certain that we cannot convince you to reconsider, Diana?\I am truly grateful for the kindness you have shown me.\However, I have made my decision after thorough deliberation.\Diana's going to leave Luna Nova?!\She got a letter from home yesterday. response:	And then, when she read it, she suddenly said she'd return home to become the family head.
context: I'm starving...\I hope they still have some leftovers.\And you are absolutely certain that we cannot convince you to reconsider, Diana?\I am truly grateful for the kindness you have shown me.\However, I have made my decision after thorough deliberation.\Diana's going to leave Luna Nova?!\She got a letter from home yesterday.\And then, when she read it, she suddenly said she'd return home to become the family head. response:	What's up with that?
context: I hope they still have some leftovers.\And you are absolutely certain that we cannot convince you to reconsider, Diana?\I am truly grateful for the kindness you have shown me.\However, I have made my decision after thorough deliberation.\Diana's going to leave Luna Nova?!\She got a letter from home yesterday.\And then, when she read it, she suddenly said she'd return home to become the family head.\What's up with that? response:	The Cavendish family has a lot going on...
context: And you are absolutely certain that we cannot convince you to reconsider, Diana?\I am truly grateful for the kindness you have shown me.\However, I have made my decision after thorough deliberation.\Diana's going to leave Luna Nova?!\She got a letter from home yesterday.\And then, when she read it, she suddenly said she'd return home to become the family head.\What's up with that?\The Cavendish family has a lot going on... response:	There have been some awful rumors going around, especially as of late.
context: I am truly grateful for the kindness you have shown me.\However, I have made my decision after thorough deliberation.\Diana's going to leave Luna Nova?!\She got a letter from home yesterday.\And then, when she read it, she suddenly said she'd return home to become the family head.\What's up with that?\The Cavendish family has a lot going on...\There have been some awful rumors going around, especially as of late. response:	But that doesn't mean Diana has to quit school!
context: However, I have made my decision after thorough deliberation.\Diana's going to leave Luna Nova?!\She got a letter from home yesterday.\And then, when she read it, she suddenly said she'd return home to become the family head.\What's up with that?\The Cavendish family has a lot going on...\There have been some awful rumors going around, especially as of late.\But that doesn't mean Diana has to quit school! response:	Now's the only time she can!
context: Diana's going to leave Luna Nova?!\She got a letter from home yesterday.\And then, when she read it, she suddenly said she'd return home to become the family head.\What's up with that?\The Cavendish family has a lot going on...\There have been some awful rumors going around, especially as of late.\But that doesn't mean Diana has to quit school!\Now's the only time she can! response:	Huh?
context: She got a letter from home yesterday.\And then, when she read it, she suddenly said she'd return home to become the family head.\What's up with that?\The Cavendish family has a lot going on...\There have been some awful rumors going around, especially as of late.\But that doesn't mean Diana has to quit school!\Now's the only time she can!\Huh? response:	She says the ritual to pass the title down can only be held now,
