context: Editorial Department response:	Shounen Jack
context: I've got it already.\Once an idea hits you, the rest comes quickly!\Wh-What're you gonna do?\A love story.\That's not Ashirogi Mutou's style!\How'd you end up picking a love story?!\Because the thing I like most is Azuki.\That's it? response:	At first, they simply gaze at the person they like.
context: Once an idea hits you, the rest comes quickly!\Wh-What're you gonna do?\A love story.\That's not Ashirogi Mutou's style!\How'd you end up picking a love story?!\Because the thing I like most is Azuki.\That's it?\At first, they simply gaze at the person they like. response:	Like me and Azuki.
context: Wh-What're you gonna do?\A love story.\That's not Ashirogi Mutou's style!\How'd you end up picking a love story?!\Because the thing I like most is Azuki.\That's it?\At first, they simply gaze at the person they like.\Like me and Azuki. response:	It starts with him wondering, Does that girl like me?...
context: A love story.\That's not Ashirogi Mutou's style!\How'd you end up picking a love story?!\Because the thing I like most is Azuki.\That's it?\At first, they simply gaze at the person they like.\Like me and Azuki.\It starts with him wondering, Does that girl like me?... response:	He's off in his own world now.
context: That's not Ashirogi Mutou's style!\How'd you end up picking a love story?!\Because the thing I like most is Azuki.\That's it?\At first, they simply gaze at the person they like.\Like me and Azuki.\It starts with him wondering, Does that girl like me?...\He's off in his own world now. response:	But it may actually work.
context: How'd you end up picking a love story?!\Because the thing I like most is Azuki.\That's it?\At first, they simply gaze at the person they like.\Like me and Azuki.\It starts with him wondering, Does that girl like me?...\He's off in his own world now.\But it may actually work. response:	What?!
context: Because the thing I like most is Azuki.\That's it?\At first, they simply gaze at the person they like.\Like me and Azuki.\It starts with him wondering, Does that girl like me?...\He's off in his own world now.\But it may actually work.\What?! response:	It's rare to find a romantic who loves as earnestly as Saikou does.
context: That's it?\At first, they simply gaze at the person they like.\Like me and Azuki.\It starts with him wondering, Does that girl like me?...\He's off in his own world now.\But it may actually work.\What?!\It's rare to find a romantic who loves as earnestly as Saikou does. response:	I see.
context: At first, they simply gaze at the person they like.\Like me and Azuki.\It starts with him wondering, Does that girl like me?...\He's off in his own world now.\But it may actually work.\What?!\It's rare to find a romantic who loves as earnestly as Saikou does.\I see. response:	Maybe a love story'll work.
context: Like me and Azuki.\It starts with him wondering, Does that girl like me?...\He's off in his own world now.\But it may actually work.\What?!\It's rare to find a romantic who loves as earnestly as Saikou does.\I see.\Maybe a love story'll work. response:	I want to compete with this!
context: It starts with him wondering, Does that girl like me?...\He's off in his own world now.\But it may actually work.\What?!\It's rare to find a romantic who loves as earnestly as Saikou does.\I see.\Maybe a love story'll work.\I want to compete with this! response:	How's that?
context: He's off in his own world now.\But it may actually work.\What?!\It's rare to find a romantic who loves as earnestly as Saikou does.\I see.\Maybe a love story'll work.\I want to compete with this!\How's that? response:	Thanks!
context: But it may actually work.\What?!\It's rare to find a romantic who loves as earnestly as Saikou does.\I see.\Maybe a love story'll work.\I want to compete with this!\How's that?\Thanks! response:	It's good!
context: What?!\It's rare to find a romantic who loves as earnestly as Saikou does.\I see.\Maybe a love story'll work.\I want to compete with this!\How's that?\Thanks!\It's good! response:	I'll make this into a storyboard.
context: It's rare to find a romantic who loves as earnestly as Saikou does.\I see.\Maybe a love story'll work.\I want to compete with this!\How's that?\Thanks!\It's good!\I'll make this into a storyboard. response:	Finally, we've got the first chapter of Rabuta in the bag.
context: I see.\Maybe a love story'll work.\I want to compete with this!\How's that?\Thanks!\It's good!\I'll make this into a storyboard.\Finally, we've got the first chapter of Rabuta in the bag. response:	We only need two more chapters to submit it to the serialization committee.
context: Maybe a love story'll work.\I want to compete with this!\How's that?\Thanks!\It's good!\I'll make this into a storyboard.\Finally, we've got the first chapter of Rabuta in the bag.\We only need two more chapters to submit it to the serialization committee. response:	When is the committee?
context: I want to compete with this!\How's that?\Thanks!\It's good!\I'll make this into a storyboard.\Finally, we've got the first chapter of Rabuta in the bag.\We only need two more chapters to submit it to the serialization committee.\When is the committee? response:	Mid-February.
context: How's that?\Thanks!\It's good!\I'll make this into a storyboard.\Finally, we've got the first chapter of Rabuta in the bag.\We only need two more chapters to submit it to the serialization committee.\When is the committee?\Mid-February. response:	But since we've also got PCP to worry about, I have to get it done before New Year's.
context: Thanks!\It's good!\I'll make this into a storyboard.\Finally, we've got the first chapter of Rabuta in the bag.\We only need two more chapters to submit it to the serialization committee.\When is the committee?\Mid-February.\But since we've also got PCP to worry about, I have to get it done before New Year's. response:	You're on break until January 11th, right?
context: It's good!\I'll make this into a storyboard.\Finally, we've got the first chapter of Rabuta in the bag.\We only need two more chapters to submit it to the serialization committee.\When is the committee?\Mid-February.\But since we've also got PCP to worry about, I have to get it done before New Year's.\You're on break until January 11th, right? response:	Yeah, and the New Year's party is on the 12th.
context: I'll make this into a storyboard.\Finally, we've got the first chapter of Rabuta in the bag.\We only need two more chapters to submit it to the serialization committee.\When is the committee?\Mid-February.\But since we've also got PCP to worry about, I have to get it done before New Year's.\You're on break until January 11th, right?\Yeah, and the New Year's party is on the 12th. response:	Takagi, we could shoot for the April committee instead of the February one, if you'd like.
context: Finally, we've got the first chapter of Rabuta in the bag.\We only need two more chapters to submit it to the serialization committee.\When is the committee?\Mid-February.\But since we've also got PCP to worry about, I have to get it done before New Year's.\You're on break until January 11th, right?\Yeah, and the New Year's party is on the 12th.\Takagi, we could shoot for the April committee instead of the February one, if you'd like. response:	No, I'll do it.
context: We only need two more chapters to submit it to the serialization committee.\When is the committee?\Mid-February.\But since we've also got PCP to worry about, I have to get it done before New Year's.\You're on break until January 11th, right?\Yeah, and the New Year's party is on the 12th.\Takagi, we could shoot for the April committee instead of the February one, if you'd like.\No, I'll do it. response:	I did put on that big show in front of your mom, after all.
context: When is the committee?\Mid-February.\But since we've also got PCP to worry about, I have to get it done before New Year's.\You're on break until January 11th, right?\Yeah, and the New Year's party is on the 12th.\Takagi, we could shoot for the April committee instead of the February one, if you'd like.\No, I'll do it.\I did put on that big show in front of your mom, after all. response:	So if you don't go to the New Year's party, you could pull it off, right?
context: Mid-February.\But since we've also got PCP to worry about, I have to get it done before New Year's.\You're on break until January 11th, right?\Yeah, and the New Year's party is on the 12th.\Takagi, we could shoot for the April committee instead of the February one, if you'd like.\No, I'll do it.\I did put on that big show in front of your mom, after all.\So if you don't go to the New Year's party, you could pull it off, right? response:	Well, we kinda have to go to that...
context: But since we've also got PCP to worry about, I have to get it done before New Year's.\You're on break until January 11th, right?\Yeah, and the New Year's party is on the 12th.\Takagi, we could shoot for the April committee instead of the February one, if you'd like.\No, I'll do it.\I did put on that big show in front of your mom, after all.\So if you don't go to the New Year's party, you could pull it off, right?\Well, we kinda have to go to that... response:	I can't do it!
context: You're on break until January 11th, right?\Yeah, and the New Year's party is on the 12th.\Takagi, we could shoot for the April committee instead of the February one, if you'd like.\No, I'll do it.\I did put on that big show in front of your mom, after all.\So if you don't go to the New Year's party, you could pull it off, right?\Well, we kinda have to go to that...\I can't do it! response:	Um, I'll go home and make a clean copy of chapter one!
context: Yeah, and the New Year's party is on the 12th.\Takagi, we could shoot for the April committee instead of the February one, if you'd like.\No, I'll do it.\I did put on that big show in front of your mom, after all.\So if you don't go to the New Year's party, you could pull it off, right?\Well, we kinda have to go to that...\I can't do it!\Um, I'll go home and make a clean copy of chapter one! response:	Yeah, go for it...
context: Takagi, we could shoot for the April committee instead of the February one, if you'd like.\No, I'll do it.\I did put on that big show in front of your mom, after all.\So if you don't go to the New Year's party, you could pull it off, right?\Well, we kinda have to go to that...\I can't do it!\Um, I'll go home and make a clean copy of chapter one!\Yeah, go for it... response:	So, what's the deal?
context: No, I'll do it.\I did put on that big show in front of your mom, after all.\So if you don't go to the New Year's party, you could pull it off, right?\Well, we kinda have to go to that...\I can't do it!\Um, I'll go home and make a clean copy of chapter one!\Yeah, go for it...\So, what's the deal? response:	I can picture the guy's point of view by comparing it with my own,
