context: My place is close by. Wanna stop by? response:	B-But didn't you say you have a boyfriend?
context: I'll tell Gran and these guys that we broke up.\I bet Mami-chan's totally disgusted with me.\Who calls their girlfriend to a trip with friends?\Kazu-kun!\Mami-chan?\I lost my bracelet.\What? That sucks!\Yeah! It was really expensive! response:	It should still be around here.
context: I bet Mami-chan's totally disgusted with me.\Who calls their girlfriend to a trip with friends?\Kazu-kun!\Mami-chan?\I lost my bracelet.\What? That sucks!\Yeah! It was really expensive!\It should still be around here. response:	Y-Yeah...
context: Who calls their girlfriend to a trip with friends?\Kazu-kun!\Mami-chan?\I lost my bracelet.\What? That sucks!\Yeah! It was really expensive!\It should still be around here.\Y-Yeah... response:	Whoa.
context: Kazu-kun!\Mami-chan?\I lost my bracelet.\What? That sucks!\Yeah! It was really expensive!\It should still be around here.\Y-Yeah...\Whoa. response:	Awfully clumsy today, eh?
context: Mami-chan?\I lost my bracelet.\What? That sucks!\Yeah! It was really expensive!\It should still be around here.\Y-Yeah...\Whoa.\Awfully clumsy today, eh? response:	Hey, wai
context: I lost my bracelet.\What? That sucks!\Yeah! It was really expensive!\It should still be around here.\Y-Yeah...\Whoa.\Awfully clumsy today, eh?\Hey, wai response:	Are you listening?
context: What? That sucks!\Yeah! It was really expensive!\It should still be around here.\Y-Yeah...\Whoa.\Awfully clumsy today, eh?\Hey, wai\Are you listening? response:	I-I am, sorry.
context: Yeah! It was really expensive!\It should still be around here.\Y-Yeah...\Whoa.\Awfully clumsy today, eh?\Hey, wai\Are you listening?\I-I am, sorry. response:	I'm amazed you let your boyfriend go on a trip with girls.
context: It should still be around here.\Y-Yeah...\Whoa.\Awfully clumsy today, eh?\Hey, wai\Are you listening?\I-I am, sorry.\I'm amazed you let your boyfriend go on a trip with girls. response:	I could never.
context: Y-Yeah...\Whoa.\Awfully clumsy today, eh?\Hey, wai\Are you listening?\I-I am, sorry.\I'm amazed you let your boyfriend go on a trip with girls.\I could never. response:	You're too possessive, Miharu.
context: Whoa.\Awfully clumsy today, eh?\Hey, wai\Are you listening?\I-I am, sorry.\I'm amazed you let your boyfriend go on a trip with girls.\I could never.\You're too possessive, Miharu. response:	Well,
context: Awfully clumsy today, eh?\Hey, wai\Are you listening?\I-I am, sorry.\I'm amazed you let your boyfriend go on a trip with girls.\I could never.\You're too possessive, Miharu.\Well, response:	I trust Kazuya-san.
context: Hey, wai\Are you listening?\I-I am, sorry.\I'm amazed you let your boyfriend go on a trip with girls.\I could never.\You're too possessive, Miharu.\Well,\I trust Kazuya-san. response:	Wha?!
context: Are you listening?\I-I am, sorry.\I'm amazed you let your boyfriend go on a trip with girls.\I could never.\You're too possessive, Miharu.\Well,\I trust Kazuya-san.\Wha?! response:	You're so childish
context: I-I am, sorry.\I'm amazed you let your boyfriend go on a trip with girls.\I could never.\You're too possessive, Miharu.\Well,\I trust Kazuya-san.\Wha?!\You're so childish response:	Puts men to shame
context: I'm amazed you let your boyfriend go on a trip with girls.\I could never.\You're too possessive, Miharu.\Well,\I trust Kazuya-san.\Wha?!\You're so childish\Puts men to shame response:	Already a chief at her young age
context: I could never.\You're too possessive, Miharu.\Well,\I trust Kazuya-san.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age response:	Sensei!
context: You're too possessive, Miharu.\Well,\I trust Kazuya-san.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei! response:	I need your help with homework!
context: Well,\I trust Kazuya-san.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework! response:	The beach! A field of dreams! The adventure of a summer!
context: I trust Kazuya-san.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\The beach! A field of dreams! The adventure of a summer! response:	What?
context: Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\The beach! A field of dreams! The adventure of a summer!\What? response:	Sorry, Mizuhara.
context: You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\The beach! A field of dreams! The adventure of a summer!\What?\Sorry, Mizuhara. response:	I might be taking the next step to adulthood.
context: Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\The beach! A field of dreams! The adventure of a summer!\What?\Sorry, Mizuhara.\I might be taking the next step to adulthood. response:	What are you talking about?
context: Already a chief at her young age\Sensei!\I need your help with homework!\The beach! A field of dreams! The adventure of a summer!\What?\Sorry, Mizuhara.\I might be taking the next step to adulthood.\What are you talking about? response:	Hello, Kazu-kun!
context: Sensei!\I need your help with homework!\The beach! A field of dreams! The adventure of a summer!\What?\Sorry, Mizuhara.\I might be taking the next step to adulthood.\What are you talking about?\Hello, Kazu-kun! response:	Wait, what?
context: I need your help with homework!\The beach! A field of dreams! The adventure of a summer!\What?\Sorry, Mizuhara.\I might be taking the next step to adulthood.\What are you talking about?\Hello, Kazu-kun!\Wait, what? response:	He's not listening. Busy taking the next step to adulthood, apparently.
context: The beach! A field of dreams! The adventure of a summer!\What?\Sorry, Mizuhara.\I might be taking the next step to adulthood.\What are you talking about?\Hello, Kazu-kun!\Wait, what?\He's not listening. Busy taking the next step to adulthood, apparently. response:	Gross.
context: What?\Sorry, Mizuhara.\I might be taking the next step to adulthood.\What are you talking about?\Hello, Kazu-kun!\Wait, what?\He's not listening. Busy taking the next step to adulthood, apparently.\Gross. response:	Huh?
context: Sorry, Mizuhara.\I might be taking the next step to adulthood.\What are you talking about?\Hello, Kazu-kun!\Wait, what?\He's not listening. Busy taking the next step to adulthood, apparently.\Gross.\Huh? response:	Nothing! Let's move on!
context: I might be taking the next step to adulthood.\What are you talking about?\Hello, Kazu-kun!\Wait, what?\He's not listening. Busy taking the next step to adulthood, apparently.\Gross.\Huh?\Nothing! Let's move on! response:	Friend...
context: What are you talking about?\Hello, Kazu-kun!\Wait, what?\He's not listening. Busy taking the next step to adulthood, apparently.\Gross.\Huh?\Nothing! Let's move on!\Friend... response:	Little Kazuya's finally gonna make it...
context: Hello, Kazu-kun!\Wait, what?\He's not listening. Busy taking the next step to adulthood, apparently.\Gross.\Huh?\Nothing! Let's move on!\Friend...\Little Kazuya's finally gonna make it... response:	He's still going on about that?
